product_id,branch_id,category,subcategory,product_name,brand,unit,price,provider_id,provider_name
P-004825,BR-00041,Electrónica,Telefonía,Sound Telefonía,Gonzalez PLC,kg,77.27,PR-00065,Restauración Española S.A.
P-004826,BR-00041,Electrónica,Telefonía,Rest Telefonía,Clay-Campbell,kg,55.12,PR-00065,Restauración Española S.A.
P-004827,BR-00041,Electrónica,Computación,Image Computación,"Gonzalez, Hanson and Cruz",unidad,90.61,PR-00066,Fábrica Alcaraz & Asociados S.Coop.
P-004828,BR-00041,Electrónica,Computación,Memory Computación,Perez Inc,paquete,20.41,PR-00066,Fábrica Alcaraz & Asociados S.Coop.
P-004829,BR-00041,Electrónica,Computación,Two Computación,Mitchell LLC,paquete,122.24,PR-00066,Fábrica Alcaraz & Asociados S.Coop.
P-004830,BR-00041,Electrónica,Computación,Evening Computación,"Cooley, Barron and Lane",unidad,28.67,PR-00066,Fábrica Alcaraz & Asociados S.Coop.
P-004831,BR-00041,Electrónica,Gadgets,Worker Gadgets,"Parker, Lee and Davis",litro,57.85,PR-00992,Transportes Barceló y asociados S.L.
P-004832,BR-00041,Electrónica,Gadgets,What Gadgets,Banks Ltd,caja,100.75,PR-00992,Transportes Barceló y asociados S.L.
P-004833,BR-00041,Electrónica,Gadgets,White Gadgets,Curry Inc,paquete,30.9,PR-00992,Transportes Barceló y asociados S.L.
P-004834,BR-00041,Electrónica,Gadgets,Before Gadgets,Snyder-Schroeder,paquete,56.61,PR-00992,Transportes Barceló y asociados S.L.
P-004835,BR-00041,Electrónica,Gadgets,Project Gadgets,"Ware, Weber and Leach",litro,31.73,PR-00067,Inversiones del Sur S.A.T.
P-004836,BR-00042,Productos de Limpieza,Desinfectantes,Others Desinfectantes,"Paul, Leach and Murray",kg,99.64,PR-00666,Baena y Casal S.Coop.
P-004837,BR-00042,Productos de Limpieza,Desinfectantes,Ready Desinfectantes,"Gonzales, Macias and Rodriguez",paquete,124.12,PR-00090,Manufacturas Seco S.L.N.E
P-004838,BR-00042,Productos de Limpieza,Desinfectantes,Board Desinfectantes,"Williams, Jones and Clark",kg,142.8,PR-00688,Compañía Otero & Asociados S.Coop.
P-004839,BR-00042,Productos de Limpieza,Desinfectantes,Use Desinfectantes,"Ward, Wilcox and Rojas",unidad,69.54,PR-00090,Manufacturas Seco S.L.N.E
P-004840,BR-00042,Productos de Limpieza,Desinfectantes,Positive Desinfectantes,Young Ltd,kg,7.75,PR-00666,Baena y Casal S.Coop.
P-004841,BR-00042,Productos de Limpieza,Desinfectantes,As Desinfectantes,Ross Inc,litro,106.44,PR-00666,Baena y Casal S.Coop.
P-004842,BR-00042,Productos de Limpieza,Desinfectantes,Serve Desinfectantes,"Butler, Logan and Leon",caja,140.11,PR-00688,Compañía Otero & Asociados S.Coop.
P-004843,BR-00042,Productos de Limpieza,Detergentes,Figure Detergentes,Olson Inc,unidad,7.9,PR-01305,Olmo y Botella S.L.
P-004844,BR-00042,Productos de Limpieza,Detergentes,Always Detergentes,"Jones, Rodgers and Bruce",litro,48.36,PR-00755,Distribuciones Alberdi S.L.N.E
P-004845,BR-00042,Productos de Limpieza,Detergentes,Early Detergentes,"Santos, Johnson and Garcia",caja,32.23,PR-00755,Distribuciones Alberdi S.L.N.E
P-004846,BR-00042,Productos de Limpieza,Detergentes,Military Detergentes,Singh and Sons,unidad,12.26,PR-01305,Olmo y Botella S.L.
P-004847,BR-00042,Productos de Limpieza,Detergentes,Simply Detergentes,Watts Ltd,kg,57.43,PR-00755,Distribuciones Alberdi S.L.N.E
P-004848,BR-00042,Productos de Limpieza,Detergentes,Mother Detergentes,Daniel-Morgan,litro,97.25,PR-01305,Olmo y Botella S.L.
P-004849,BR-00042,Productos de Limpieza,Detergentes,Store Detergentes,Gibson Inc,litro,33.74,PR-00755,Distribuciones Alberdi S.L.N.E
P-004850,BR-00042,Productos de Limpieza,Ambientadores,Contain Ambientadores,Estrada-Patterson,paquete,15.71,PR-00952,Comercializadora KY S.Com.
P-004851,BR-00042,Productos de Limpieza,Ambientadores,Huge Ambientadores,"Ramirez, Baker and Perez",caja,77.04,PR-00778,Hermanos Martín S.C.P
P-004852,BR-00042,Productos de Limpieza,Ambientadores,How Ambientadores,Carr and Sons,unidad,4.05,PR-00952,Comercializadora KY S.Com.
P-004853,BR-00042,Productos de Limpieza,Ambientadores,All Ambientadores,"Ware, Barrett and Dawson",caja,113.6,PR-00092,Instalaciones Huerta y asociados S.L.
P-004854,BR-00042,Productos de Limpieza,Limpiadores multiusos,None Limpiadores multiusos,Cruz-Morgan,caja,63.97,PR-01034,Carolina Tello Galiano S.Coop.
P-004855,BR-00042,Productos de Limpieza,Limpiadores multiusos,Admit Limpiadores multiusos,Cole Ltd,caja,143.53,PR-00093,Inversiones Pla S.C.P
P-004856,BR-00042,Productos de Limpieza,Limpiadores multiusos,Fast Limpiadores multiusos,Turner-Fowler,kg,147.3,PR-01034,Carolina Tello Galiano S.Coop.
P-004857,BR-00042,Productos de Limpieza,Limpiadores multiusos,Affect Limpiadores multiusos,"Medina, Everett and Francis",kg,39.19,PR-00093,Inversiones Pla S.C.P
P-004858,BR-00042,Productos de Limpieza,Limpiadores multiusos,Guy Limpiadores multiusos,"Castillo, Burke and Browning",caja,137.01,PR-01034,Carolina Tello Galiano S.Coop.
P-004859,BR-00042,Productos de Limpieza,Escobas y utensilios,Meet Escobas y utensilios,"Bullock, Hickman and Yoder",paquete,63.69,PR-00094,Hermanos Serra S.L.
P-004860,BR-00042,Productos de Limpieza,Escobas y utensilios,Owner Escobas y utensilios,Jones and Sons,unidad,3.97,PR-00888,Consultoría Macias y asociados S.A.
P-004861,BR-00042,Productos de Limpieza,Escobas y utensilios,Fall Escobas y utensilios,"Jones, Williams and Evans",paquete,10.41,PR-00888,Consultoría Macias y asociados S.A.
P-004862,BR-00042,Productos de Limpieza,Escobas y utensilios,Our Escobas y utensilios,"Knight, Webster and Carey",kg,52.8,PR-00094,Hermanos Serra S.L.
P-004863,BR-00042,Productos de Limpieza,Escobas y utensilios,Trouble Escobas y utensilios,"Harris, Barnes and Romero",litro,64.36,PR-00094,Hermanos Serra S.L.
P-004864,BR-00042,Productos de Limpieza,Escobas y utensilios,Boy Escobas y utensilios,Mitchell-Barton,litro,102.0,PR-00094,Hermanos Serra S.L.
P-004865,BR-00042,Cuidado Personal,Cosméticos,Body Cosméticos,Robinson Group,litro,36.3,PR-00080,Consultoría WMRK S.A.
P-004866,BR-00042,Cuidado Personal,Cosméticos,Very Cosméticos,Owen Ltd,unidad,41.37,PR-00080,Consultoría WMRK S.A.
P-004867,BR-00042,Cuidado Personal,Cosméticos,Quality Cosméticos,"Dixon, Lewis and Green",unidad,110.86,PR-00080,Consultoría WMRK S.A.
P-004868,BR-00042,Cuidado Personal,Cosméticos,Many Cosméticos,Baker Ltd,caja,132.02,PR-00080,Consultoría WMRK S.A.
P-004869,BR-00042,Cuidado Personal,Cosméticos,Player Cosméticos,Clark LLC,caja,48.5,PR-00080,Consultoría WMRK S.A.
P-004870,BR-00042,Cuidado Personal,Cosméticos,Ground Cosméticos,"Brown, Perry and Gibson",unidad,96.64,PR-00080,Consultoría WMRK S.A.
P-004871,BR-00042,Cuidado Personal,Farmacéuticos,Each Farmacéuticos,Moody-Kramer,litro,136.73,PR-00887,Ramírez & Asociados S.Com.
P-004872,BR-00042,Cuidado Personal,Farmacéuticos,Other Farmacéuticos,Hall Group,paquete,45.36,PR-00887,Ramírez & Asociados S.Com.
P-004873,BR-00042,Cuidado Personal,Farmacéuticos,Often Farmacéuticos,Grant-Davis,kg,52.93,PR-00081,Soluciones Flor & Asociados S.Coop.
P-004874,BR-00042,Cuidado Personal,Farmacéuticos,Above Farmacéuticos,Fox-Montgomery,paquete,31.88,PR-00081,Soluciones Flor & Asociados S.Coop.
P-004875,BR-00042,Cuidado Personal,Farmacéuticos,You Farmacéuticos,Carter Group,unidad,103.93,PR-00081,Soluciones Flor & Asociados S.Coop.
P-004876,BR-00042,Cuidado Personal,Farmacéuticos,Happy Farmacéuticos,Bush Inc,kg,55.88,PR-00887,Ramírez & Asociados S.Com.
P-004877,BR-00042,Cuidado Personal,Higiene,Approach Higiene,Howard-Phillips,paquete,9.83,PR-00656,Hnos Espejo S.Com.
P-004878,BR-00042,Cuidado Personal,Higiene,Create Higiene,Nichols-Dawson,kg,38.14,PR-00082,Jara & Asociados S.L.N.E
P-004879,BR-00042,Cuidado Personal,Higiene,Guy Higiene,Owens LLC,kg,94.97,PR-00082,Jara & Asociados S.L.N.E
P-004880,BR-00042,Cuidado Personal,Spa,Huge Spa,Bell-Krueger,paquete,134.83,PR-00799,Comercial Izquierdo y asociados S.L.N.E
P-004881,BR-00042,Cuidado Personal,Spa,Enjoy Spa,"Christensen, Levy and Hughes",unidad,141.02,PR-00083,Jiménez y Moreno S.Com.
P-004882,BR-00042,Cuidado Personal,Spa,High Spa,"Johnson, Humphrey and Durham",litro,33.64,PR-00083,Jiménez y Moreno S.Com.
P-004883,BR-00042,Cuidado Personal,Spa,Determine Spa,"Anderson, Cook and Turner",unidad,53.38,PR-00799,Comercial Izquierdo y asociados S.L.N.E
P-004884,BR-00042,Cuidado Personal,Spa,Kitchen Spa,Hanson LLC,unidad,21.58,PR-00083,Jiménez y Moreno S.Com.
P-004885,BR-00042,Cuidado Personal,Nutrición,Doctor Nutrición,Bird-Flores,kg,116.29,PR-01027,Flor y asociados S.Com.
P-004886,BR-00042,Cuidado Personal,Nutrición,Could Nutrición,"Jordan, Reyes and Garcia",unidad,118.13,PR-00084,Transportes ZWO S.L.
P-004887,BR-00042,Cuidado Personal,Nutrición,Say Nutrición,Dickerson Ltd,kg,96.59,PR-01027,Flor y asociados S.Com.
P-004888,BR-00042,Cuidado Personal,Nutrición,Card Nutrición,Flores-Jones,litro,42.59,PR-00084,Transportes ZWO S.L.
P-004889,BR-00042,Cuidado Personal,Nutrición,Know Nutrición,Nguyen LLC,caja,108.19,PR-00084,Transportes ZWO S.L.
P-004890,BR-00042,Alimentos,Frutas y Verduras,American Frutas y Verduras,Sanders-Coleman,litro,45.1,PR-00864,Despacho JRI S.L.
P-004891,BR-00042,Alimentos,Frutas y Verduras,Vote Frutas y Verduras,Hall-Leonard,caja,49.77,PR-00053,Moreno y Machado S.Com.
P-004892,BR-00042,Alimentos,Frutas y Verduras,Marriage Frutas y Verduras,Wilson-Savage,unidad,87.12,PR-00053,Moreno y Machado S.Com.
P-004893,BR-00042,Alimentos,Frutas y Verduras,Lawyer Frutas y Verduras,Blevins-Brown,litro,115.86,PR-00864,Despacho JRI S.L.
P-004894,BR-00042,Alimentos,Frutas y Verduras,Work Frutas y Verduras,Cline-Cannon,kg,100.16,PR-00864,Despacho JRI S.L.
P-004895,BR-00042,Alimentos,Frutas y Verduras,Deep Frutas y Verduras,Perez PLC,unidad,146.23,PR-00864,Despacho JRI S.L.
P-004896,BR-00042,Alimentos,Carnes y Embutidos,And Carnes y Embutidos,Lopez Ltd,litro,110.9,PR-00894,Mendizábal y Macias S.A.
P-004897,BR-00042,Alimentos,Carnes y Embutidos,Somebody Carnes y Embutidos,Johnson-Reed,kg,84.65,PR-00894,Mendizábal y Macias S.A.
P-004898,BR-00042,Alimentos,Carnes y Embutidos,Language Carnes y Embutidos,"Stewart, Barnes and Mckinney",caja,45.94,PR-00894,Mendizábal y Macias S.A.
P-004899,BR-00042,Alimentos,Carnes y Embutidos,Agent Carnes y Embutidos,Henry-Nguyen,paquete,148.24,PR-00894,Mendizábal y Macias S.A.
P-004900,BR-00042,Alimentos,Carnes y Embutidos,Under Carnes y Embutidos,"Frank, Nguyen and Harmon",paquete,28.5,PR-00054,Comercializadora QJ S.C.P
P-004901,BR-00042,Alimentos,Bebidas,So Bebidas,"Goodman, Brown and Duncan",kg,15.62,PR-01387,Germán Rosselló Esteban S.L.N.E
P-004902,BR-00042,Alimentos,Bebidas,Resource Bebidas,Brown-Ware,kg,114.99,PR-01000,Polo y Gomez S.A.
P-004903,BR-00042,Alimentos,Bebidas,Prove Bebidas,Roach-Phelps,caja,146.3,PR-01000,Polo y Gomez S.A.
P-004904,BR-00042,Alimentos,Bebidas,Foot Bebidas,Morgan Ltd,caja,90.81,PR-01387,Germán Rosselló Esteban S.L.N.E
P-004905,BR-00042,Alimentos,Bebidas,Improve Bebidas,Peterson-Clements,unidad,7.59,PR-01000,Polo y Gomez S.A.
P-004906,BR-00042,Alimentos,Bebidas,Some Bebidas,Gordon-Melton,caja,56.93,PR-00055,Álvaro Lloret Mariscal S.Com.
P-004907,BR-00042,Alimentos,Panadería,Individual Panadería,Lester and Sons,unidad,142.79,PR-00056,Sanz y Vicente S.Coop.
P-004908,BR-00042,Alimentos,Panadería,Often Panadería,Odom Inc,kg,63.36,PR-00056,Sanz y Vicente S.Coop.
P-004909,BR-00042,Alimentos,Panadería,Our Panadería,Lane-Woods,paquete,97.24,PR-01248,Violeta Bartolomé Alsina S.L.
P-004910,BR-00042,Alimentos,Panadería,Friend Panadería,Bauer PLC,unidad,100.5,PR-00056,Sanz y Vicente S.Coop.
P-004911,BR-00042,Alimentos,Panadería,Their Panadería,"Mills, Ortega and Mcintyre",caja,67.54,PR-00056,Sanz y Vicente S.Coop.
P-004912,BR-00042,Alimentos,Panadería,Perhaps Panadería,"Gillespie, Shaffer and Rodriguez",paquete,146.9,PR-01025,Soluciones Cózar y asociados S.Com.
P-004913,BR-00042,Alimentos,Comida Congelada,Why Comida Congelada,"Johnston, Sexton and Key",paquete,74.91,PR-00057,Infraestructuras WKJY S.Com.
P-004914,BR-00042,Alimentos,Comida Congelada,Administration Comida Congelada,Cobb Ltd,paquete,80.03,PR-01039,Roman y Melero S.A.
P-004915,BR-00042,Alimentos,Comida Congelada,Cup Comida Congelada,Martin-Ellison,kg,55.56,PR-01039,Roman y Melero S.A.
P-004916,BR-00042,Alimentos,Comida Congelada,Fear Comida Congelada,Gray LLC,kg,65.75,PR-00057,Infraestructuras WKJY S.Com.
P-004917,BR-00042,Alimentos,Comida Congelada,Control Comida Congelada,Mccarty-Smith,kg,113.59,PR-00057,Infraestructuras WKJY S.Com.
P-004918,BR-00042,Alimentos,Comida Congelada,Run Comida Congelada,Chambers-Grimes,kg,28.8,PR-01039,Roman y Melero S.A.
P-004919,BR-00042,Alimentos,Comida Congelada,Left Comida Congelada,Gray-Bell,paquete,94.43,PR-00057,Infraestructuras WKJY S.Com.
P-004920,BR-00042,Ropa,Moda Hombre,Thing Moda Hombre,Benitez-Waters,caja,133.83,PR-00627,Hnos Goñi S.L.U.
P-004921,BR-00042,Ropa,Moda Hombre,Between Moda Hombre,"Jackson, Dean and Jensen",kg,131.05,PR-00058,Cirino Donoso Checa S.Coop.
P-004922,BR-00042,Ropa,Moda Hombre,Risk Moda Hombre,Frey-Hunt,unidad,76.76,PR-00627,Hnos Goñi S.L.U.
P-004923,BR-00042,Ropa,Moda Mujer,Understand Moda Mujer,Martinez Ltd,unidad,11.02,PR-01444,Farmaceútica INJO S.L.
P-004924,BR-00042,Ropa,Moda Mujer,Down Moda Mujer,Gutierrez-Cox,paquete,55.36,PR-01444,Farmaceútica INJO S.L.
P-004925,BR-00042,Ropa,Moda Mujer,Indeed Moda Mujer,Garcia-Humphrey,litro,67.85,PR-01444,Farmaceútica INJO S.L.
P-004926,BR-00042,Ropa,Infantil,Bank Infantil,Figueroa-Barnes,unidad,102.61,PR-01372,Grupo Valderrama S.A.
P-004927,BR-00042,Ropa,Infantil,Responsibility Infantil,Griffin PLC,paquete,66.84,PR-00060,Familia Fabra S.L.N.E
P-004928,BR-00042,Ropa,Infantil,Share Infantil,Williams Group,kg,113.47,PR-01011,Suministros KDU S.A.T.
P-004929,BR-00042,Ropa,Infantil,Service Infantil,Thompson and Sons,caja,30.33,PR-00060,Familia Fabra S.L.N.E
P-004930,BR-00042,Ropa,Deportivo,Painting Deportivo,Reynolds-Patterson,litro,37.12,PR-00061,Vicente y asociados S.Coop.
P-004931,BR-00042,Ropa,Deportivo,Design Deportivo,"Eaton, Murphy and Cole",paquete,71.51,PR-00061,Vicente y asociados S.Coop.
P-004932,BR-00042,Ropa,Deportivo,Dream Deportivo,Mendez-Perkins,paquete,137.99,PR-00061,Vicente y asociados S.Coop.
P-004933,BR-00042,Ropa,Deportivo,Approach Deportivo,"Wallace, Williams and Gallagher",unidad,4.52,PR-00061,Vicente y asociados S.Coop.
P-004934,BR-00042,Ropa,Deportivo,Friend Deportivo,Leach PLC,caja,35.5,PR-00061,Vicente y asociados S.Coop.
P-004935,BR-00042,Ropa,Accesorios,Religious Accesorios,"Roth, Herrera and Horton",paquete,27.65,PR-00062,Restauración RYFU S.A.
P-004936,BR-00042,Ropa,Accesorios,Establish Accesorios,Moreno PLC,kg,51.29,PR-00062,Restauración RYFU S.A.
P-004937,BR-00042,Ropa,Accesorios,Heart Accesorios,"Gonzalez, Smith and Sanford",kg,7.24,PR-00673,Echeverría y Mercader S.L.
P-004938,BR-00042,Hogar y Decoración,Muebles,Throughout Muebles,"Martin, Cox and Moore",kg,149.61,PR-00085,Despacho Bolaños & Asociados S.Com.
P-004939,BR-00042,Hogar y Decoración,Muebles,Almost Muebles,Wilson-Smith,paquete,136.52,PR-01007,Supermercados Palmer S.A.
P-004940,BR-00042,Hogar y Decoración,Muebles,Color Muebles,"Stephens, Brown and Jimenez",unidad,34.53,PR-00085,Despacho Bolaños & Asociados S.Com.
P-004941,BR-00042,Hogar y Decoración,Muebles,Analysis Muebles,Burgess and Sons,caja,11.72,PR-00085,Despacho Bolaños & Asociados S.Com.
P-004942,BR-00042,Hogar y Decoración,Muebles,Hold Muebles,Cochran Group,paquete,128.71,PR-01007,Supermercados Palmer S.A.
P-004943,BR-00042,Hogar y Decoración,Muebles,Short Muebles,"Diaz, Smith and Mcneil",kg,98.7,PR-01007,Supermercados Palmer S.A.
P-004944,BR-00042,Hogar y Decoración,Iluminación,Task Iluminación,"Riley, Mcfarland and Boone",kg,139.04,PR-00086,Cabeza & Asociados S.A.
P-004945,BR-00042,Hogar y Decoración,Iluminación,More Iluminación,"Butler, Rocha and Lopez",litro,20.88,PR-00086,Cabeza & Asociados S.A.
P-004946,BR-00042,Hogar y Decoración,Iluminación,Nature Iluminación,"Garrett, Lawrence and Elliott",unidad,131.7,PR-00086,Cabeza & Asociados S.A.
P-004947,BR-00042,Hogar y Decoración,Iluminación,Watch Iluminación,Hudson-Martin,litro,21.3,PR-00086,Cabeza & Asociados S.A.
P-004948,BR-00042,Hogar y Decoración,Iluminación,Class Iluminación,Forbes-Morales,litro,25.26,PR-00086,Cabeza & Asociados S.A.
P-004949,BR-00042,Hogar y Decoración,Iluminación,Day Iluminación,"Charles, Jackson and Sanford",kg,53.83,PR-00086,Cabeza & Asociados S.A.
P-004950,BR-00042,Hogar y Decoración,Textiles,Music Textiles,Wright-Berg,litro,98.56,PR-00087,Corona Tomas Figueras S.A.U
P-004951,BR-00042,Hogar y Decoración,Textiles,Main Textiles,Vincent Group,caja,70.45,PR-01081,Construcción Arroyo y asociados S.Com.
P-004952,BR-00042,Hogar y Decoración,Textiles,Buy Textiles,"Cunningham, Phillips and Irwin",caja,45.41,PR-01411,Familia Goñi S.L.N.E
P-004953,BR-00042,Hogar y Decoración,Textiles,Sea Textiles,Cole Inc,caja,8.89,PR-00087,Corona Tomas Figueras S.A.U
P-004954,BR-00042,Hogar y Decoración,Organización,Magazine Organización,"Arnold, Garcia and Wagner",caja,89.41,PR-00088,Restauración Urrutia S.Com.
P-004955,BR-00042,Hogar y Decoración,Organización,Attorney Organización,"Gaines, White and Knox",paquete,51.86,PR-00088,Restauración Urrutia S.Com.
P-004956,BR-00042,Hogar y Decoración,Organización,Room Organización,Sanchez PLC,kg,96.89,PR-00779,Talleres Bastida y asociados S.L.L.
P-004957,BR-00042,Hogar y Decoración,Arte decorativo,Store Arte decorativo,Cuevas Group,litro,137.79,PR-01024,Máxima Vila Villalonga S.L.
P-004958,BR-00042,Hogar y Decoración,Arte decorativo,Laugh Arte decorativo,"Rhodes, Garcia and Adams",kg,3.26,PR-00860,Larrea y asociados S.A.
P-004959,BR-00042,Hogar y Decoración,Arte decorativo,Sense Arte decorativo,Everett-Bass,paquete,73.34,PR-00860,Larrea y asociados S.A.
P-004960,BR-00042,Hogar y Decoración,Arte decorativo,Arm Arte decorativo,Banks-Olson,caja,66.66,PR-01024,Máxima Vila Villalonga S.L.
P-004961,BR-00042,Hogar y Decoración,Arte decorativo,Chance Arte decorativo,Walker PLC,unidad,125.29,PR-01341,Artigas y Tena S.L.
P-004962,BR-00042,Hogar y Decoración,Arte decorativo,Apply Arte decorativo,Le Group,caja,74.49,PR-01024,Máxima Vila Villalonga S.L.
P-004963,BR-00042,Electrónica,Electrodomésticos,Religious Electrodomésticos,Garcia-Taylor,kg,100.47,PR-00063,Farmaceútica SE S.A.
P-004964,BR-00042,Electrónica,Electrodomésticos,Before Electrodomésticos,Jackson PLC,paquete,52.4,PR-00063,Farmaceútica SE S.A.
P-004965,BR-00042,Electrónica,Electrodomésticos,Why Electrodomésticos,Whitehead Ltd,unidad,95.68,PR-00071,Talleres Cepeda S.A.
P-004966,BR-00042,Electrónica,Electrodomésticos,Under Electrodomésticos,Hernandez-Daugherty,paquete,13.03,PR-00063,Farmaceútica SE S.A.
P-004967,BR-00042,Electrónica,Audio y Video,Current Audio y Video,Soto-Morton,paquete,15.76,PR-00064,Hnos Fiol S.A.
P-004968,BR-00042,Electrónica,Audio y Video,Institution Audio y Video,"Ross, Reyes and Rodriguez",litro,132.73,PR-01331,Amaya Quirós Mesa S.A.
P-004969,BR-00042,Electrónica,Audio y Video,Law Audio y Video,Adams and Sons,kg,50.91,PR-01331,Amaya Quirós Mesa S.A.
P-004970,BR-00042,Electrónica,Audio y Video,Hold Audio y Video,Miller Group,unidad,16.22,PR-00064,Hnos Fiol S.A.
P-004971,BR-00042,Electrónica,Audio y Video,Close Audio y Video,Lawson PLC,caja,50.12,PR-01331,Amaya Quirós Mesa S.A.
P-004972,BR-00042,Electrónica,Audio y Video,Perform Audio y Video,"Miller, Scott and Shannon",kg,99.25,PR-01331,Amaya Quirós Mesa S.A.
P-004973,BR-00042,Electrónica,Audio y Video,Current Audio y Video,"Harrison, Brown and Carlson",kg,113.29,PR-01331,Amaya Quirós Mesa S.A.
P-004974,BR-00042,Electrónica,Telefonía,Check Telefonía,Humphrey PLC,paquete,138.18,PR-00065,Restauración Española S.A.
P-004975,BR-00042,Electrónica,Telefonía,Forward Telefonía,Stephens Ltd,paquete,135.83,PR-00065,Restauración Española S.A.
P-004976,BR-00042,Electrónica,Telefonía,Goal Telefonía,Watts and Sons,unidad,82.65,PR-00065,Restauración Española S.A.
P-004977,BR-00042,Electrónica,Telefonía,Better Telefonía,"Burnett, Rodriguez and Morales",unidad,25.58,PR-00065,Restauración Española S.A.
P-004978,BR-00042,Electrónica,Telefonía,Rich Telefonía,Washington-Taylor,unidad,131.72,PR-00065,Restauración Española S.A.
P-004979,BR-00042,Electrónica,Telefonía,Attorney Telefonía,"Herrera, Diaz and Carr",caja,137.23,PR-00065,Restauración Española S.A.
P-004980,BR-00042,Electrónica,Computación,Soldier Computación,Lawson-Schwartz,litro,128.08,PR-00066,Fábrica Alcaraz & Asociados S.Coop.
P-004981,BR-00042,Electrónica,Computación,Really Computación,Mccarty-Thomas,litro,64.42,PR-00066,Fábrica Alcaraz & Asociados S.Coop.
P-004982,BR-00042,Electrónica,Computación,Factor Computación,Reyes-Rodriguez,paquete,64.36,PR-00066,Fábrica Alcaraz & Asociados S.Coop.
P-004983,BR-00042,Electrónica,Gadgets,Subject Gadgets,Contreras PLC,litro,113.2,PR-00992,Transportes Barceló y asociados S.L.
P-004984,BR-00042,Electrónica,Gadgets,Population Gadgets,Allen LLC,kg,121.01,PR-00992,Transportes Barceló y asociados S.L.
P-004985,BR-00042,Electrónica,Gadgets,Prove Gadgets,Adams-Adams,unidad,135.29,PR-00992,Transportes Barceló y asociados S.L.
P-004986,BR-00042,Electrónica,Gadgets,Already Gadgets,Meyer Ltd,caja,47.32,PR-00992,Transportes Barceló y asociados S.L.
P-004987,BR-00042,Electrónica,Gadgets,Glass Gadgets,Hampton-Lee,litro,135.96,PR-00992,Transportes Barceló y asociados S.L.
P-004988,BR-00042,Electrónica,Gadgets,Hard Gadgets,Hill Ltd,paquete,92.81,PR-00992,Transportes Barceló y asociados S.L.
P-004989,BR-00042,Electrónica,Gadgets,Cover Gadgets,"Holden, Hall and Frazier",caja,95.63,PR-00067,Inversiones del Sur S.A.T.
P-004990,BR-00043,Productos de Limpieza,Desinfectantes,Threat Desinfectantes,"Huang, Parker and Clarke",litro,138.13,PR-00688,Compañía Otero & Asociados S.Coop.
P-004991,BR-00043,Productos de Limpieza,Desinfectantes,Focus Desinfectantes,"Moore, Adams and Gay",paquete,109.77,PR-00090,Manufacturas Seco S.L.N.E
P-004992,BR-00043,Productos de Limpieza,Desinfectantes,Well Desinfectantes,"Taylor, Johnson and Brown",paquete,74.78,PR-00666,Baena y Casal S.Coop.
P-004993,BR-00043,Productos de Limpieza,Desinfectantes,Former Desinfectantes,Lara Group,litro,146.66,PR-00666,Baena y Casal S.Coop.
P-004994,BR-00043,Productos de Limpieza,Desinfectantes,Stay Desinfectantes,Rivers-Turner,kg,31.36,PR-00666,Baena y Casal S.Coop.
P-004995,BR-00043,Productos de Limpieza,Desinfectantes,Join Desinfectantes,"Golden, Jones and Young",litro,69.46,PR-00666,Baena y Casal S.Coop.
P-004996,BR-00043,Productos de Limpieza,Desinfectantes,Approach Desinfectantes,"Mcdonald, Graham and Harvey",caja,86.63,PR-00090,Manufacturas Seco S.L.N.E
P-004997,BR-00043,Productos de Limpieza,Detergentes,Tax Detergentes,"Johnson, Green and Evans",kg,23.23,PR-00091,Finanzas Prats S.L.N.E
P-004998,BR-00043,Productos de Limpieza,Detergentes,Choice Detergentes,Blackburn-Thomas,paquete,74.7,PR-00755,Distribuciones Alberdi S.L.N.E
P-004999,BR-00043,Productos de Limpieza,Detergentes,Collection Detergentes,Watson-Johnson,kg,28.53,PR-00091,Finanzas Prats S.L.N.E
P-005000,BR-00043,Productos de Limpieza,Ambientadores,Cover Ambientadores,Hester Inc,caja,73.97,PR-00975,Manufacturas Pozo & Asociados S.Coop.
P-005001,BR-00043,Productos de Limpieza,Ambientadores,Simply Ambientadores,Solis Group,kg,16.67,PR-00975,Manufacturas Pozo & Asociados S.Coop.
P-005002,BR-00043,Productos de Limpieza,Ambientadores,Where Ambientadores,Schneider-Lawrence,kg,130.73,PR-00952,Comercializadora KY S.Com.
P-005003,BR-00043,Productos de Limpieza,Ambientadores,Difficult Ambientadores,Ward Ltd,litro,26.21,PR-00975,Manufacturas Pozo & Asociados S.Coop.
P-005004,BR-00043,Productos de Limpieza,Ambientadores,Special Ambientadores,Ray PLC,kg,4.6,PR-00952,Comercializadora KY S.Com.
P-005005,BR-00043,Productos de Limpieza,Limpiadores multiusos,Describe Limpiadores multiusos,Leonard-Richard,paquete,53.53,PR-01034,Carolina Tello Galiano S.Coop.
P-005006,BR-00043,Productos de Limpieza,Limpiadores multiusos,Certain Limpiadores multiusos,Gonzalez Inc,paquete,77.7,PR-00093,Inversiones Pla S.C.P
P-005007,BR-00043,Productos de Limpieza,Limpiadores multiusos,Subject Limpiadores multiusos,Gibson-Dawson,litro,105.26,PR-00093,Inversiones Pla S.C.P
P-005008,BR-00043,Productos de Limpieza,Escobas y utensilios,Fund Escobas y utensilios,Dorsey and Sons,unidad,113.89,PR-00888,Consultoría Macias y asociados S.A.
P-005009,BR-00043,Productos de Limpieza,Escobas y utensilios,Race Escobas y utensilios,"Mckay, Blake and Mcdaniel",litro,148.8,PR-00094,Hermanos Serra S.L.
