fidelizacion_id,client_id,nivel,puntos_acumulados,beneficios,fecha_ultima_actividad
FD-01994,CL-01994,Bronce,2763,5% descuento en snacks,2025-07-31
FD-01995,CL-01995,Platino,3322,20% en todo + regalos exclusivos,2025-08-19
FD-01996,CL-01996,Bronce,3552,5% descuento en snacks,2025-08-01
FD-01997,CL-01997,Plata,1291,10% en bebidas y envíos gratis,2025-07-19
FD-01998,CL-01998,Bronce,3526,5% descuento en snacks,2025-07-22
FD-01999,CL-01999,Plata,1970,10% en bebidas y envíos gratis,2025-08-06
FD-02000,CL-02000,Bronce,2827,5% descuento en snacks,2025-06-27
FD-02001,CL-02001,Bronce,1766,5% descuento en snacks,2025-07-25
FD-02002,CL-02002,Bronce,315,5% descuento en snacks,2025-08-03
FD-02003,CL-02003,Bronce,4255,5% descuento en snacks,2025-08-04
FD-02004,CL-02004,Bronce,504,5% descuento en snacks,2025-06-22
FD-02005,CL-02005,Oro,1984,15% en todo + acceso anticipado,2025-07-03
FD-02006,CL-02006,Plata,1538,10% en bebidas y envíos gratis,2025-06-06
FD-02007,CL-02007,Bronce,731,5% descuento en snacks,2025-07-20
FD-02008,CL-02008,Plata,2231,10% en bebidas y envíos gratis,2025-08-13
FD-02009,CL-02009,Plata,3949,10% en bebidas y envíos gratis,2025-08-23
FD-02010,CL-02010,Plata,1594,10% en bebidas y envíos gratis,2025-05-27
FD-02011,CL-02011,Oro,1353,15% en todo + acceso anticipado,2025-06-19
FD-02012,CL-02012,Bronce,313,5% descuento en snacks,2025-06-14
FD-02013,CL-02013,Bronce,2127,5% descuento en snacks,2025-08-11
FD-02014,CL-02014,Platino,3040,20% en todo + regalos exclusivos,2025-07-13
FD-02015,CL-02015,Bronce,1928,5% descuento en snacks,2025-08-01
FD-02016,CL-02016,Plata,3510,10% en bebidas y envíos gratis,2025-05-26
FD-02017,CL-02017,Oro,604,15% en todo + acceso anticipado,2025-06-05
FD-02018,CL-02018,Bronce,4994,5% descuento en snacks,2025-07-30
FD-02019,CL-02019,Bronce,867,5% descuento en snacks,2025-07-12
FD-02020,CL-02020,Plata,4677,10% en bebidas y envíos gratis,2025-06-08
FD-02021,CL-02021,Plata,1324,10% en bebidas y envíos gratis,2025-05-30
FD-02022,CL-02022,Bronce,2112,5% descuento en snacks,2025-08-14
FD-02023,CL-02023,Bronce,3698,5% descuento en snacks,2025-08-04
FD-02024,CL-02024,Plata,1294,10% en bebidas y envíos gratis,2025-06-23
FD-02025,CL-02025,Plata,1053,10% en bebidas y envíos gratis,2025-07-09
FD-02026,CL-02026,Plata,1692,10% en bebidas y envíos gratis,2025-06-22
FD-02027,CL-02027,Plata,1264,10% en bebidas y envíos gratis,2025-08-12
FD-02028,CL-02028,Bronce,2800,5% descuento en snacks,2025-08-22
FD-02029,CL-02029,Bronce,1150,5% descuento en snacks,2025-08-03
FD-02030,CL-02030,Plata,2263,10% en bebidas y envíos gratis,2025-06-25
FD-02031,CL-02031,Bronce,3168,5% descuento en snacks,2025-08-23
FD-02032,CL-02032,Bronce,3533,5% descuento en snacks,2025-07-06
FD-02033,CL-02033,Bronce,2857,5% descuento en snacks,2025-08-12
FD-02034,CL-02034,Bronce,2939,5% descuento en snacks,2025-07-11
FD-02035,CL-02035,Platino,2374,20% en todo + regalos exclusivos,2025-08-18
FD-02036,CL-02036,Bronce,2215,5% descuento en snacks,2025-07-01
FD-02037,CL-02037,Plata,3734,10% en bebidas y envíos gratis,2025-07-14
FD-02038,CL-02038,Plata,1738,10% en bebidas y envíos gratis,2025-06-24
FD-02039,CL-02039,Bronce,3185,5% descuento en snacks,2025-08-14
FD-02040,CL-02040,Plata,470,10% en bebidas y envíos gratis,2025-05-31
FD-02041,CL-02041,Plata,3445,10% en bebidas y envíos gratis,2025-05-29
FD-02042,CL-02042,Bronce,633,5% descuento en snacks,2025-06-24
FD-02043,CL-02043,Oro,342,15% en todo + acceso anticipado,2025-07-20
FD-02044,CL-02044,Plata,4395,10% en bebidas y envíos gratis,2025-06-11
FD-02045,CL-02045,Oro,4686,15% en todo + acceso anticipado,2025-07-17
FD-02046,CL-02046,Plata,3906,10% en bebidas y envíos gratis,2025-06-08
FD-02047,CL-02047,Bronce,311,5% descuento en snacks,2025-06-12
FD-02048,CL-02048,Plata,3667,10% en bebidas y envíos gratis,2025-05-24
FD-02049,CL-02049,Platino,3698,20% en todo + regalos exclusivos,2025-07-27
FD-02050,CL-02050,Bronce,1167,5% descuento en snacks,2025-06-05
FD-02051,CL-02051,Bronce,4143,5% descuento en snacks,2025-06-27
FD-02052,CL-02052,Bronce,2396,5% descuento en snacks,2025-06-07
FD-02053,CL-02053,Plata,3758,10% en bebidas y envíos gratis,2025-07-11
FD-02054,CL-02054,Plata,1235,10% en bebidas y envíos gratis,2025-08-15
FD-02055,CL-02055,Bronce,4496,5% descuento en snacks,2025-05-26
FD-02056,CL-02056,Oro,2637,15% en todo + acceso anticipado,2025-07-25
FD-02057,CL-02057,Plata,3646,10% en bebidas y envíos gratis,2025-06-08
FD-02058,CL-02058,Plata,4364,10% en bebidas y envíos gratis,2025-05-26
FD-02059,CL-02059,Plata,2015,10% en bebidas y envíos gratis,2025-07-28
FD-02060,CL-02060,Oro,223,15% en todo + acceso anticipado,2025-06-18
FD-02061,CL-02061,Plata,2973,10% en bebidas y envíos gratis,2025-07-09
FD-02062,CL-02062,Bronce,2364,5% descuento en snacks,2025-06-12
FD-02063,CL-02063,Bronce,2519,5% descuento en snacks,2025-06-04
FD-02064,CL-02064,Oro,1877,15% en todo + acceso anticipado,2025-08-04
FD-02065,CL-02065,Bronce,4657,5% descuento en snacks,2025-07-03
FD-02066,CL-02066,Bronce,4547,5% descuento en snacks,2025-08-21
FD-02067,CL-02067,Plata,661,10% en bebidas y envíos gratis,2025-07-31
FD-02068,CL-02068,Bronce,2839,5% descuento en snacks,2025-06-12
FD-02069,CL-02069,Plata,1733,10% en bebidas y envíos gratis,2025-08-22
FD-02070,CL-02070,Bronce,3478,5% descuento en snacks,2025-06-01
FD-02071,CL-02071,Plata,4963,10% en bebidas y envíos gratis,2025-07-06
FD-02072,CL-02072,Bronce,1651,5% descuento en snacks,2025-07-17
FD-02073,CL-02073,Oro,4970,15% en todo + acceso anticipado,2025-05-27
FD-02074,CL-02074,Bronce,2334,5% descuento en snacks,2025-07-27
FD-02075,CL-02075,Bronce,4289,5% descuento en snacks,2025-06-04
FD-02076,CL-02076,Platino,779,20% en todo + regalos exclusivos,2025-07-06
FD-02077,CL-02077,Plata,4820,10% en bebidas y envíos gratis,2025-06-21
FD-02078,CL-02078,Bronce,397,5% descuento en snacks,2025-08-23
FD-02079,CL-02079,Plata,4799,10% en bebidas y envíos gratis,2025-08-22
FD-02080,CL-02080,Plata,3982,10% en bebidas y envíos gratis,2025-07-31
FD-02081,CL-02081,Bronce,4059,5% descuento en snacks,2025-06-29
FD-02082,CL-02082,Oro,1890,15% en todo + acceso anticipado,2025-07-16
FD-02083,CL-02083,Plata,1453,10% en bebidas y envíos gratis,2025-08-09
FD-02084,CL-02084,Plata,833,10% en bebidas y envíos gratis,2025-07-16
FD-02085,CL-02085,Bronce,2048,5% descuento en snacks,2025-06-22
FD-02086,CL-02086,Oro,851,15% en todo + acceso anticipado,2025-06-20
FD-02087,CL-02087,Bronce,1525,5% descuento en snacks,2025-06-16
FD-02088,CL-02088,Oro,1407,15% en todo + acceso anticipado,2025-06-08
FD-02089,CL-02089,Plata,3021,10% en bebidas y envíos gratis,2025-06-29
FD-02090,CL-02090,Platino,2762,20% en todo + regalos exclusivos,2025-08-19
FD-02091,CL-02091,Plata,3395,10% en bebidas y envíos gratis,2025-08-10
FD-02092,CL-02092,Bronce,1529,5% descuento en snacks,2025-06-04
FD-02093,CL-02093,Oro,1246,15% en todo + acceso anticipado,2025-07-12
FD-02094,CL-02094,Bronce,4445,5% descuento en snacks,2025-06-23
FD-02095,CL-02095,Bronce,3398,5% descuento en snacks,2025-08-13
FD-02096,CL-02096,Bronce,2209,5% descuento en snacks,2025-07-15
FD-02097,CL-02097,Bronce,3124,5% descuento en snacks,2025-07-31
FD-02098,CL-02098,Platino,1494,20% en todo + regalos exclusivos,2025-07-18
FD-02099,CL-02099,Bronce,4022,5% descuento en snacks,2025-06-01
FD-02100,CL-02100,Bronce,1266,5% descuento en snacks,2025-07-13
FD-02101,CL-02101,Bronce,832,5% descuento en snacks,2025-07-30
FD-02102,CL-02102,Bronce,957,5% descuento en snacks,2025-06-25
FD-02103,CL-02103,Bronce,3586,5% descuento en snacks,2025-06-24
FD-02104,CL-02104,Plata,578,10% en bebidas y envíos gratis,2025-08-08
FD-02105,CL-02105,Oro,819,15% en todo + acceso anticipado,2025-06-17
FD-02106,CL-02106,Oro,2523,15% en todo + acceso anticipado,2025-06-08
FD-02107,CL-02107,Bronce,1526,5% descuento en snacks,2025-07-04
FD-02108,CL-02108,Oro,4497,15% en todo + acceso anticipado,2025-08-08
FD-02109,CL-02109,Plata,4882,10% en bebidas y envíos gratis,2025-08-05
FD-02110,CL-02110,Bronce,3027,5% descuento en snacks,2025-08-17
FD-02111,CL-02111,Platino,3217,20% en todo + regalos exclusivos,2025-07-12
FD-02112,CL-02112,Plata,894,10% en bebidas y envíos gratis,2025-06-12
FD-02113,CL-02113,Plata,3155,10% en bebidas y envíos gratis,2025-07-19
FD-02114,CL-02114,Oro,813,15% en todo + acceso anticipado,2025-07-16
FD-02115,CL-02115,Bronce,1849,5% descuento en snacks,2025-08-14
FD-02116,CL-02116,Bronce,2463,5% descuento en snacks,2025-05-25
FD-02117,CL-02117,Oro,104,15% en todo + acceso anticipado,2025-07-07
FD-02118,CL-02118,Oro,2052,15% en todo + acceso anticipado,2025-06-11
FD-02119,CL-02119,Bronce,2998,5% descuento en snacks,2025-08-05
FD-02120,CL-02120,Plata,4350,10% en bebidas y envíos gratis,2025-07-18
FD-02121,CL-02121,Oro,2081,15% en todo + acceso anticipado,2025-06-10
FD-02122,CL-02122,Oro,463,15% en todo + acceso anticipado,2025-06-05
FD-02123,CL-02123,Bronce,622,5% descuento en snacks,2025-07-19
FD-02124,CL-02124,Plata,490,10% en bebidas y envíos gratis,2025-07-16
FD-02125,CL-02125,Plata,2611,10% en bebidas y envíos gratis,2025-05-30
FD-02126,CL-02126,Bronce,3450,5% descuento en snacks,2025-07-12
FD-02127,CL-02127,Oro,845,15% en todo + acceso anticipado,2025-06-23
FD-02128,CL-02128,Bronce,2780,5% descuento en snacks,2025-07-28
FD-02129,CL-02129,Plata,2973,10% en bebidas y envíos gratis,2025-07-17
FD-02130,CL-02130,Bronce,578,5% descuento en snacks,2025-07-27
FD-02131,CL-02131,Plata,2299,10% en bebidas y envíos gratis,2025-06-18
FD-02132,CL-02132,Plata,2820,10% en bebidas y envíos gratis,2025-08-18
FD-02133,CL-02133,Plata,3597,10% en bebidas y envíos gratis,2025-05-28
FD-02134,CL-02134,Plata,2754,10% en bebidas y envíos gratis,2025-06-02
FD-02135,CL-02135,Plata,362,10% en bebidas y envíos gratis,2025-07-31
FD-02136,CL-02136,Bronce,2658,5% descuento en snacks,2025-06-28
FD-02137,CL-02137,Bronce,3341,5% descuento en snacks,2025-07-18
FD-02138,CL-02138,Bronce,391,5% descuento en snacks,2025-08-12
FD-02139,CL-02139,Bronce,4744,5% descuento en snacks,2025-07-28
FD-02140,CL-02140,Bronce,1023,5% descuento en snacks,2025-06-09
FD-02141,CL-02141,Bronce,915,5% descuento en snacks,2025-05-24
FD-02142,CL-02142,Bronce,640,5% descuento en snacks,2025-05-28
FD-02143,CL-02143,Bronce,2655,5% descuento en snacks,2025-08-10
FD-02144,CL-02144,Bronce,1588,5% descuento en snacks,2025-06-12
FD-02145,CL-02145,Bronce,489,5% descuento en snacks,2025-06-19
FD-02146,CL-02146,Bronce,1478,5% descuento en snacks,2025-08-04
FD-02147,CL-02147,Bronce,2242,5% descuento en snacks,2025-07-06
FD-02148,CL-02148,Bronce,3557,5% descuento en snacks,2025-06-08
FD-02149,CL-02149,Bronce,139,5% descuento en snacks,2025-05-26
FD-02150,CL-02150,Oro,3598,15% en todo + acceso anticipado,2025-06-29
FD-02151,CL-02151,Bronce,436,5% descuento en snacks,2025-08-19
FD-02152,CL-02152,Bronce,4666,5% descuento en snacks,2025-08-21
FD-02153,CL-02153,Bronce,428,5% descuento en snacks,2025-08-03
FD-02154,CL-02154,Bronce,1863,5% descuento en snacks,2025-07-13
FD-02155,CL-02155,Plata,4361,10% en bebidas y envíos gratis,2025-06-05
FD-02156,CL-02156,Bronce,1507,5% descuento en snacks,2025-08-14
FD-02157,CL-02157,Bronce,1056,5% descuento en snacks,2025-06-21
FD-02158,CL-02158,Bronce,627,5% descuento en snacks,2025-05-29
FD-02159,CL-02159,Bronce,3196,5% descuento en snacks,2025-06-04
FD-02160,CL-02160,Oro,508,15% en todo + acceso anticipado,2025-06-26
FD-02161,CL-02161,Oro,2684,15% en todo + acceso anticipado,2025-07-26
FD-02162,CL-02162,Bronce,1750,5% descuento en snacks,2025-08-22
FD-02163,CL-02163,Bronce,2298,5% descuento en snacks,2025-06-03
FD-02164,CL-02164,Plata,684,10% en bebidas y envíos gratis,2025-08-16
FD-02165,CL-02165,Plata,4960,10% en bebidas y envíos gratis,2025-08-08
FD-02166,CL-02166,Bronce,1816,5% descuento en snacks,2025-07-25
FD-02167,CL-02167,Oro,4681,15% en todo + acceso anticipado,2025-06-24
FD-02168,CL-02168,Bronce,2796,5% descuento en snacks,2025-06-07
FD-02169,CL-02169,Oro,2869,15% en todo + acceso anticipado,2025-07-26
FD-02170,CL-02170,Bronce,2607,5% descuento en snacks,2025-06-16
FD-02171,CL-02171,Bronce,1656,5% descuento en snacks,2025-07-07
FD-02172,CL-02172,Bronce,3765,5% descuento en snacks,2025-06-24
FD-02173,CL-02173,Bronce,3740,5% descuento en snacks,2025-08-20
FD-02174,CL-02174,Bronce,906,5% descuento en snacks,2025-05-26
FD-02175,CL-02175,Bronce,4333,5% descuento en snacks,2025-07-10
FD-02176,CL-02176,Bronce,1652,5% descuento en snacks,2025-07-26
FD-02177,CL-02177,Bronce,4184,5% descuento en snacks,2025-06-14
FD-02178,CL-02178,Bronce,3029,5% descuento en snacks,2025-07-23
FD-02179,CL-02179,Platino,4168,20% en todo + regalos exclusivos,2025-08-14
FD-02180,CL-02180,Bronce,986,5% descuento en snacks,2025-07-09
FD-02181,CL-02181,Bronce,4681,5% descuento en snacks,2025-07-20
FD-02182,CL-02182,Bronce,4499,5% descuento en snacks,2025-07-31
FD-02183,CL-02183,Oro,1789,15% en todo + acceso anticipado,2025-07-25
FD-02184,CL-02184,Bronce,739,5% descuento en snacks,2025-07-24
FD-02185,CL-02185,Plata,3193,10% en bebidas y envíos gratis,2025-08-12
FD-02186,CL-02186,Bronce,515,5% descuento en snacks,2025-08-13
FD-02187,CL-02187,Plata,3998,10% en bebidas y envíos gratis,2025-08-03
FD-02188,CL-02188,Plata,3467,10% en bebidas y envíos gratis,2025-07-17
FD-02189,CL-02189,Bronce,469,5% descuento en snacks,2025-05-27
FD-02190,CL-02190,Bronce,4908,5% descuento en snacks,2025-07-01
FD-02191,CL-02191,Bronce,2937,5% descuento en snacks,2025-08-09
FD-02192,CL-02192,Bronce,542,5% descuento en snacks,2025-06-21
FD-02193,CL-02193,Bronce,3050,5% descuento en snacks,2025-06-23
FD-02194,CL-02194,Plata,185,10% en bebidas y envíos gratis,2025-06-02
FD-02195,CL-02195,Bronce,4914,5% descuento en snacks,2025-07-10
FD-02196,CL-02196,Bronce,4257,5% descuento en snacks,2025-08-02
FD-02197,CL-02197,Bronce,4854,5% descuento en snacks,2025-08-01
FD-02198,CL-02198,Platino,1309,20% en todo + regalos exclusivos,2025-07-22
FD-02199,CL-02199,Oro,3306,15% en todo + acceso anticipado,2025-07-03
FD-02200,CL-02200,Bronce,4548,5% descuento en snacks,2025-08-19
FD-02201,CL-02201,Oro,2907,15% en todo + acceso anticipado,2025-06-14
FD-02202,CL-02202,Bronce,2313,5% descuento en snacks,2025-08-18
FD-02203,CL-02203,Plata,4425,10% en bebidas y envíos gratis,2025-07-23
FD-02204,CL-02204,Plata,2989,10% en bebidas y envíos gratis,2025-06-13
FD-02205,CL-02205,Bronce,2226,5% descuento en snacks,2025-08-20
FD-02206,CL-02206,Oro,2320,15% en todo + acceso anticipado,2025-06-24
FD-02207,CL-02207,Bronce,388,5% descuento en snacks,2025-07-05
FD-02208,CL-02208,Bronce,2517,5% descuento en snacks,2025-07-12
FD-02209,CL-02209,Oro,2109,15% en todo + acceso anticipado,2025-06-29
FD-02210,CL-02210,Bronce,2201,5% descuento en snacks,2025-07-31
FD-02211,CL-02211,Plata,2321,10% en bebidas y envíos gratis,2025-06-24
FD-02212,CL-02212,Bronce,2813,5% descuento en snacks,2025-06-21
FD-02213,CL-02213,Bronce,4623,5% descuento en snacks,2025-07-02
FD-02214,CL-02214,Bronce,114,5% descuento en snacks,2025-08-22
FD-02215,CL-02215,Plata,1539,10% en bebidas y envíos gratis,2025-07-27
FD-02216,CL-02216,Plata,4654,10% en bebidas y envíos gratis,2025-06-25
FD-02217,CL-02217,Bronce,2374,5% descuento en snacks,2025-08-21
FD-02218,CL-02218,Bronce,961,5% descuento en snacks,2025-07-07
FD-02219,CL-02219,Bronce,1054,5% descuento en snacks,2025-05-27
FD-02220,CL-02220,Bronce,4151,5% descuento en snacks,2025-06-27
FD-02221,CL-02221,Plata,3569,10% en bebidas y envíos gratis,2025-08-12
FD-02222,CL-02222,Oro,3384,15% en todo + acceso anticipado,2025-08-23
FD-02223,CL-02223,Platino,3229,20% en todo + regalos exclusivos,2025-08-01
FD-02224,CL-02224,Bronce,1894,5% descuento en snacks,2025-08-19
FD-02225,CL-02225,Bronce,4583,5% descuento en snacks,2025-07-30
FD-02226,CL-02226,Oro,523,15% en todo + acceso anticipado,2025-07-01
FD-02227,CL-02227,Bronce,4287,5% descuento en snacks,2025-07-15
FD-02228,CL-02228,Bronce,3721,5% descuento en snacks,2025-08-15
FD-02229,CL-02229,Bronce,2292,5% descuento en snacks,2025-06-02
FD-02230,CL-02230,Plata,4403,10% en bebidas y envíos gratis,2025-05-27
FD-02231,CL-02231,Plata,708,10% en bebidas y envíos gratis,2025-08-10
FD-02232,CL-02232,Plata,226,10% en bebidas y envíos gratis,2025-07-02
FD-02233,CL-02233,Bronce,4450,5% descuento en snacks,2025-06-24
FD-02234,CL-02234,Bronce,3761,5% descuento en snacks,2025-07-26
FD-02235,CL-02235,Bronce,3358,5% descuento en snacks,2025-05-31
FD-02236,CL-02236,Plata,4792,10% en bebidas y envíos gratis,2025-07-18
FD-02237,CL-02237,Platino,4126,20% en todo + regalos exclusivos,2025-08-02
FD-02238,CL-02238,Bronce,1066,5% descuento en snacks,2025-07-26
FD-02239,CL-02239,Plata,2316,10% en bebidas y envíos gratis,2025-08-15
FD-02240,CL-02240,Bronce,2733,5% descuento en snacks,2025-06-29
FD-02241,CL-02241,Bronce,1858,5% descuento en snacks,2025-08-06
FD-02242,CL-02242,Bronce,123,5% descuento en snacks,2025-08-01
FD-02243,CL-02243,Oro,4774,15% en todo + acceso anticipado,2025-07-29
FD-02244,CL-02244,Plata,3824,10% en bebidas y envíos gratis,2025-08-22
FD-02245,CL-02245,Bronce,1449,5% descuento en snacks,2025-06-05
FD-02246,CL-02246,Bronce,2042,5% descuento en snacks,2025-05-30
FD-02247,CL-02247,Plata,1102,10% en bebidas y envíos gratis,2025-07-02
FD-02248,CL-02248,Bronce,3832,5% descuento en snacks,2025-07-03
FD-02249,CL-02249,Bronce,3066,5% descuento en snacks,2025-05-26
FD-02250,CL-02250,Plata,4194,10% en bebidas y envíos gratis,2025-06-23
FD-02251,CL-02251,Bronce,3852,5% descuento en snacks,2025-06-26
FD-02252,CL-02252,Bronce,4865,5% descuento en snacks,2025-06-30
FD-02253,CL-02253,Bronce,2932,5% descuento en snacks,2025-07-30
FD-02254,CL-02254,Bronce,3437,5% descuento en snacks,2025-06-05
FD-02255,CL-02255,Bronce,2681,5% descuento en snacks,2025-05-24
FD-02256,CL-02256,Bronce,227,5% descuento en snacks,2025-07-05
FD-02257,CL-02257,Bronce,852,5% descuento en snacks,2025-08-16
FD-02258,CL-02258,Bronce,3132,5% descuento en snacks,2025-05-26
FD-02259,CL-02259,Bronce,1987,5% descuento en snacks,2025-07-15
FD-02260,CL-02260,Plata,1223,10% en bebidas y envíos gratis,2025-07-29
FD-02261,CL-02261,Plata,4041,10% en bebidas y envíos gratis,2025-06-10
FD-02262,CL-02262,Plata,874,10% en bebidas y envíos gratis,2025-07-01
FD-02263,CL-02263,Bronce,2401,5% descuento en snacks,2025-07-20
FD-02264,CL-02264,Bronce,1163,5% descuento en snacks,2025-06-12
FD-02265,CL-02265,Bronce,3095,5% descuento en snacks,2025-07-29
FD-02266,CL-02266,Bronce,3395,5% descuento en snacks,2025-08-19
FD-02267,CL-02267,Bronce,1511,5% descuento en snacks,2025-06-24
FD-02268,CL-02268,Bronce,4647,5% descuento en snacks,2025-08-07
FD-02269,CL-02269,Bronce,2215,5% descuento en snacks,2025-06-18
FD-02270,CL-02270,Bronce,2246,5% descuento en snacks,2025-08-09
FD-02271,CL-02271,Bronce,3787,5% descuento en snacks,2025-06-05
FD-02272,CL-02272,Bronce,4557,5% descuento en snacks,2025-07-16
FD-02273,CL-02273,Plata,3522,10% en bebidas y envíos gratis,2025-05-26
FD-02274,CL-02274,Plata,850,10% en bebidas y envíos gratis,2025-07-04
FD-02275,CL-02275,Plata,202,10% en bebidas y envíos gratis,2025-06-21
FD-02276,CL-02276,Bronce,1488,5% descuento en snacks,2025-07-09
FD-02277,CL-02277,Bronce,3737,5% descuento en snacks,2025-06-08
FD-02278,CL-02278,Plata,4974,10% en bebidas y envíos gratis,2025-06-25
FD-02279,CL-02279,Oro,3875,15% en todo + acceso anticipado,2025-07-17
FD-02280,CL-02280,Plata,3395,10% en bebidas y envíos gratis,2025-06-16
FD-02281,CL-02281,Oro,244,15% en todo + acceso anticipado,2025-06-11
FD-02282,CL-02282,Oro,901,15% en todo + acceso anticipado,2025-06-22
FD-02283,CL-02283,Oro,3941,15% en todo + acceso anticipado,2025-08-19
FD-02284,CL-02284,Oro,4179,15% en todo + acceso anticipado,2025-06-29
FD-02285,CL-02285,Plata,4755,10% en bebidas y envíos gratis,2025-06-19
FD-02286,CL-02286,Bronce,2503,5% descuento en snacks,2025-07-29
FD-02287,CL-02287,Bronce,873,5% descuento en snacks,2025-06-25
FD-02288,CL-02288,Bronce,2907,5% descuento en snacks,2025-07-03
FD-02289,CL-02289,Bronce,3003,5% descuento en snacks,2025-08-01
FD-02290,CL-02290,Plata,1499,10% en bebidas y envíos gratis,2025-06-07
FD-02291,CL-02291,Bronce,2682,5% descuento en snacks,2025-06-19
FD-02292,CL-02292,Plata,2168,10% en bebidas y envíos gratis,2025-06-22
FD-02293,CL-02293,Oro,1372,15% en todo + acceso anticipado,2025-07-02
FD-02294,CL-02294,Bronce,2291,5% descuento en snacks,2025-08-11
FD-02295,CL-02295,Bronce,225,5% descuento en snacks,2025-06-12
FD-02296,CL-02296,Oro,4859,15% en todo + acceso anticipado,2025-08-19
FD-02297,CL-02297,Plata,4171,10% en bebidas y envíos gratis,2025-08-08
FD-02298,CL-02298,Bronce,2955,5% descuento en snacks,2025-08-22
FD-02299,CL-02299,Plata,3872,10% en bebidas y envíos gratis,2025-07-02
FD-02300,CL-02300,Bronce,3955,5% descuento en snacks,2025-06-22
FD-02301,CL-02301,Plata,588,10% en bebidas y envíos gratis,2025-07-08
FD-02302,CL-02302,Plata,4305,10% en bebidas y envíos gratis,2025-05-29
FD-02303,CL-02303,Bronce,1981,5% descuento en snacks,2025-08-20
FD-02304,CL-02304,Plata,4791,10% en bebidas y envíos gratis,2025-07-25
FD-02305,CL-02305,Plata,3393,10% en bebidas y envíos gratis,2025-07-17
FD-02306,CL-02306,Bronce,1142,5% descuento en snacks,2025-07-20
FD-02307,CL-02307,Bronce,1947,5% descuento en snacks,2025-08-09
FD-02308,CL-02308,Platino,2309,20% en todo + regalos exclusivos,2025-07-18
FD-02309,CL-02309,Bronce,1024,5% descuento en snacks,2025-07-07
FD-02310,CL-02310,Plata,1350,10% en bebidas y envíos gratis,2025-08-17
FD-02311,CL-02311,Plata,2044,10% en bebidas y envíos gratis,2025-06-30
FD-02312,CL-02312,Oro,4545,15% en todo + acceso anticipado,2025-07-06
FD-02313,CL-02313,Bronce,2680,5% descuento en snacks,2025-08-15
FD-02314,CL-02314,Oro,2787,15% en todo + acceso anticipado,2025-06-09
FD-02315,CL-02315,Bronce,2959,5% descuento en snacks,2025-08-04
FD-02316,CL-02316,Bronce,3118,5% descuento en snacks,2025-06-12
FD-02317,CL-02317,Oro,4577,15% en todo + acceso anticipado,2025-06-07
FD-02318,CL-02318,Plata,1858,10% en bebidas y envíos gratis,2025-07-18
FD-02319,CL-02319,Bronce,4661,5% descuento en snacks,2025-07-18
FD-02320,CL-02320,Bronce,859,5% descuento en snacks,2025-06-16
FD-02321,CL-02321,Plata,3841,10% en bebidas y envíos gratis,2025-07-10
FD-02322,CL-02322,Oro,4932,15% en todo + acceso anticipado,2025-08-08
FD-02323,CL-02323,Bronce,2378,5% descuento en snacks,2025-07-23
FD-02324,CL-02324,Bronce,1791,5% descuento en snacks,2025-06-23
FD-02325,CL-02325,Oro,4216,15% en todo + acceso anticipado,2025-06-18
FD-02326,CL-02326,Bronce,3156,5% descuento en snacks,2025-07-13
FD-02327,CL-02327,Bronce,748,5% descuento en snacks,2025-07-23
FD-02328,CL-02328,Bronce,4075,5% descuento en snacks,2025-06-28
FD-02329,CL-02329,Bronce,2324,5% descuento en snacks,2025-06-04
FD-02330,CL-02330,Oro,2001,15% en todo + acceso anticipado,2025-06-07
FD-02331,CL-02331,Plata,3554,10% en bebidas y envíos gratis,2025-08-18
FD-02332,CL-02332,Oro,1521,15% en todo + acceso anticipado,2025-06-07
FD-02333,CL-02333,Bronce,3428,5% descuento en snacks,2025-07-29
FD-02334,CL-02334,Plata,281,10% en bebidas y envíos gratis,2025-06-30
FD-02335,CL-02335,Plata,2118,10% en bebidas y envíos gratis,2025-05-25
FD-02336,CL-02336,Bronce,2713,5% descuento en snacks,2025-06-14
FD-02337,CL-02337,Plata,2194,10% en bebidas y envíos gratis,2025-08-07
FD-02338,CL-02338,Plata,4054,10% en bebidas y envíos gratis,2025-06-05
FD-02339,CL-02339,Bronce,2185,5% descuento en snacks,2025-05-27
FD-02340,CL-02340,Plata,2322,10% en bebidas y envíos gratis,2025-07-01
FD-02341,CL-02341,Plata,496,10% en bebidas y envíos gratis,2025-08-19
FD-02342,CL-02342,Plata,2064,10% en bebidas y envíos gratis,2025-06-03
FD-02343,CL-02343,Plata,824,10% en bebidas y envíos gratis,2025-07-29
FD-02344,CL-02344,Bronce,679,5% descuento en snacks,2025-07-06
FD-02345,CL-02345,Plata,3195,10% en bebidas y envíos gratis,2025-07-21
FD-02346,CL-02346,Bronce,647,5% descuento en snacks,2025-06-15
FD-02347,CL-02347,Oro,3979,15% en todo + acceso anticipado,2025-07-08
FD-02348,CL-02348,Bronce,3985,5% descuento en snacks,2025-06-05
FD-02349,CL-02349,Bronce,3538,5% descuento en snacks,2025-08-11
FD-02350,CL-02350,Bronce,4718,5% descuento en snacks,2025-06-03
FD-02351,CL-02351,Plata,3391,10% en bebidas y envíos gratis,2025-05-28
FD-02352,CL-02352,Oro,3354,15% en todo + acceso anticipado,2025-06-10
FD-02353,CL-02353,Bronce,2531,5% descuento en snacks,2025-06-02
FD-02354,CL-02354,Oro,137,15% en todo + acceso anticipado,2025-06-26
FD-02355,CL-02355,Plata,1732,10% en bebidas y envíos gratis,2025-07-09
