purchase_id,product_id,cantidad,precio_unitario,subtotal
C-001331,P-018896,1,16.71,16.71
C-001331,P-003634,2,26.85,53.7
C-001331,P-042907,2,100.74,201.48
C-001332,P-016732,1,135.34,135.34
C-001332,P-025546,2,29.88,59.76
C-001333,P-049544,1,80.77,80.77
C-001333,P-019111,2,141.29,282.58
C-001333,P-047496,3,58.41,175.23
C-001333,P-033768,2,88.64,177.28
C-001333,P-035162,3,34.74,104.22
C-001334,P-021324,2,103.5,207.0
C-001334,P-025067,3,27.28,81.84
C-001334,P-008320,4,131.67,526.68
C-001335,P-009817,2,73.13,146.26
C-001335,P-051663,5,97.27,486.35
C-001336,P-048070,5,47.67,238.35
C-001336,P-034494,4,129.39,517.56
C-001336,P-028463,3,105.75,317.25
C-001337,P-017943,5,27.08,135.4
C-001337,P-029143,5,110.14,550.7
C-001337,P-051845,3,70.09,210.27
C-001337,P-048692,4,49.84,199.36
C-001337,P-016044,2,76.99,153.98
C-001338,P-032634,3,100.14,300.42
C-001338,P-050224,5,68.72,343.6
C-001339,P-025890,1,23.09,23.09
C-001339,P-029714,5,131.15,655.75
C-001339,P-046547,5,45.4,227.0
C-001339,P-032377,1,33.29,33.29
C-001339,P-009933,2,119.25,238.5
C-001340,P-022447,3,5.27,15.81
C-001340,P-018943,3,12.59,37.77
C-001341,P-015526,3,27.82,83.46
C-001341,P-034859,4,83.86,335.44
C-001341,P-024712,2,87.14,174.28
C-001341,P-035713,5,157.89,789.45
C-001341,P-011103,2,51.48,102.96
C-001342,P-044842,5,90.27,451.35
C-001342,P-004620,5,67.57,337.85
C-001343,P-023698,1,124.88,124.88
C-001343,P-039903,3,89.99,269.97
C-001343,P-019294,1,93.08,93.08
C-001343,P-053628,1,85.82,85.82
C-001343,P-010713,3,32.55,97.65
C-001344,P-025007,2,14.65,29.3
C-001344,P-001024,2,95.74,191.48
C-001344,P-023939,5,23.17,115.85
C-001345,P-044560,4,142.7,570.8
C-001345,P-021389,4,9.68,38.72
C-001345,P-043792,4,103.14,412.56
C-001345,P-000484,5,3.56,17.8
C-001345,P-013408,1,30.96,30.96
C-001346,P-049080,3,85.75,257.25
C-001346,P-001667,1,9.79,9.79
C-001347,P-045150,2,22.2,44.4
C-001348,P-036953,4,42.53,170.12
C-001349,P-005488,2,10.73,21.46
C-001350,P-039115,5,19.59,97.95
C-001350,P-000071,3,98.51,295.53
C-001351,P-026828,2,31.71,63.42
C-001351,P-011359,5,3.1,15.5
C-001352,P-018534,3,54.6,163.8
C-001352,P-014700,1,96.37,96.37
C-001352,P-050197,4,114.64,458.56
C-001352,P-020345,5,69.03,345.15
C-001352,P-002356,1,13.26,13.26
C-001353,P-028890,3,85.63,256.89
C-001354,P-021313,4,49.28,197.12
C-001354,P-051356,5,110.91,554.55
C-001354,P-048153,3,60.83,182.49
C-001355,P-041930,5,53.35,266.75
C-001356,P-015383,1,10.97,10.97
C-001356,P-038478,2,20.49,40.98
C-001356,P-037749,4,96.07,384.28
C-001356,P-028393,1,111.53,111.53
C-001357,P-029674,3,9.92,29.76
C-001358,P-021825,1,92.09,92.09
C-001358,P-017915,3,104.02,312.06
C-001359,P-034489,1,77.26,77.26
C-001359,P-012263,5,140.28,701.4
C-001359,P-036118,3,8.36,25.08
C-001359,P-001114,4,118.62,474.48
C-001360,P-018142,3,98.61,295.83
C-001361,P-027063,3,137.33,411.99
C-001361,P-026547,5,119.34,596.7
C-001361,P-045549,1,63.61,63.61
C-001361,P-012770,5,49.67,248.35
C-001361,P-009719,3,88.82,266.46
C-001362,P-049705,2,142.08,284.16
C-001362,P-005031,4,84.65,338.6
C-001362,P-000586,4,122.9,491.6
C-001362,P-023309,2,83.58,167.16
C-001362,P-034877,3,5.46,16.38
C-001363,P-041255,1,40.68,40.68
C-001364,P-013789,5,10.55,52.75
C-001364,P-010605,5,9.13,45.65
C-001364,P-038428,4,98.32,393.28
C-001365,P-003970,5,72.53,362.65
C-001365,P-039526,4,53.78,215.12
C-001366,P-001065,4,6.47,25.88
C-001367,P-023010,1,86.81,86.81
C-001367,P-039338,1,64.69,64.69
C-001368,P-017281,3,19.86,59.58
C-001368,P-022770,2,85.36,170.72
C-001368,P-022892,2,78.6,157.2
C-001368,P-049906,3,118.53,355.59
C-001369,P-014867,3,10.15,30.45
C-001370,P-049364,4,37.31,149.24
C-001370,P-050982,5,84.58,422.9
C-001370,P-036458,3,52.49,157.47
C-001371,P-017193,2,25.61,51.22
C-001371,P-032642,4,119.58,478.32
C-001371,P-047388,4,113.76,455.04
C-001372,P-005453,4,25.63,102.52
C-001372,P-053943,2,121.57,243.14
C-001372,P-046476,1,36.06,36.06
C-001373,P-004812,4,94.01,376.04
C-001373,P-045275,1,96.75,96.75
C-001373,P-053028,3,117.38,352.14
C-001374,P-053934,4,112.44,449.76
C-001374,P-040901,4,129.15,516.6
C-001374,P-025626,3,23.78,71.34
C-001375,P-021678,2,45.28,90.56
C-001375,P-017901,1,17.31,17.31
C-001375,P-051525,4,30.21,120.84
C-001375,P-034004,1,5.87,5.87
C-001375,P-050803,3,145.16,435.48
C-001376,P-048122,3,44.75,134.25
C-001377,P-052051,4,128.26,513.04
C-001377,P-040070,3,27.18,81.54
C-001377,P-048156,3,54.48,163.44
C-001378,P-034316,3,60.31,180.93
C-001378,P-034459,4,92.62,370.48
C-001378,P-022077,1,126.94,126.94
C-001379,P-003382,3,116.68,350.04
C-001379,P-008119,5,13.22,66.1
C-001379,P-041172,4,19.01,76.04
C-001379,P-052822,4,54.16,216.64
C-001379,P-043990,3,45.46,136.38
C-001380,P-045565,3,86.62,259.86
C-001380,P-024401,3,67.15,201.45
C-001380,P-027459,3,84.95,254.85
C-001381,P-009080,1,59.02,59.02
C-001381,P-010756,3,69.1,207.3
C-001381,P-036524,5,88.71,443.55
C-001381,P-030518,5,24.41,122.05
C-001381,P-041448,3,88.99,266.97
C-001382,P-020303,3,108.72,326.16
C-001382,P-032178,3,89.16,267.48
C-001382,P-000829,2,41.86,83.72
C-001382,P-040452,1,59.05,59.05
C-001382,P-021180,1,81.08,81.08
C-001383,P-049611,1,148.23,148.23
C-001384,P-037681,2,119.72,239.44
C-001384,P-003440,1,127.39,127.39
C-001384,P-037962,4,114.01,456.04
C-001384,P-033336,3,102.69,308.07
C-001384,P-001329,5,35.27,176.35
C-001385,P-053241,5,119.92,599.6
C-001385,P-019351,1,111.88,111.88
C-001385,P-000221,5,84.24,421.2
C-001385,P-007808,2,150.65,301.3
C-001385,P-004146,5,2.81,14.05
C-001386,P-036844,5,103.84,519.2
C-001386,P-053357,1,19.13,19.13
C-001387,P-037191,4,147.64,590.56
C-001387,P-010705,3,128.08,384.24
C-001387,P-000208,3,69.34,208.02
C-001388,P-014784,1,58.19,58.19
C-001388,P-051190,4,120.77,483.08
C-001388,P-013286,5,23.98,119.9
C-001389,P-016038,2,8.56,17.12
C-001389,P-031984,1,109.44,109.44
C-001389,P-014220,1,2.56,2.56
C-001389,P-015307,1,51.03,51.03
C-001389,P-033361,1,141.58,141.58
C-001390,P-009578,4,6.45,25.8
C-001390,P-041802,4,114.21,456.84
C-001390,P-003675,3,104.46,313.38
C-001391,P-041716,1,10.38,10.38
C-001391,P-031143,3,76.31,228.93
C-001391,P-049133,5,4.72,23.6
C-001392,P-007321,5,33.45,167.25
C-001392,P-052876,2,91.54,183.08
C-001393,P-046583,3,132.24,396.72
C-001393,P-022577,3,114.72,344.16
C-001393,P-027824,2,47.18,94.36
C-001393,P-035458,5,39.58,197.9
C-001393,P-011823,3,48.58,145.74
C-001394,P-053917,2,16.88,33.76
C-001394,P-022270,3,49.25,147.75
C-001394,P-024280,5,66.11,330.55
C-001394,P-003219,4,7.76,31.04
C-001394,P-028850,1,99.46,99.46
C-001395,P-040532,3,100.31,300.93
C-001396,P-039187,2,56.71,113.42
C-001396,P-047325,3,118.64,355.92
C-001396,P-010452,5,42.3,211.5
C-001396,P-023149,3,98.23,294.69
C-001397,P-002549,4,7.32,29.28
C-001397,P-030060,1,47.49,47.49
C-001397,P-004066,4,28.43,113.72
C-001398,P-026957,4,21.5,86.0
C-001398,P-013855,4,28.95,115.8
C-001399,P-038168,5,81.14,405.7
C-001399,P-013453,3,18.01,54.03
C-001400,P-012574,5,107.27,536.35
C-001400,P-013575,1,10.68,10.68
C-001400,P-048982,2,6.88,13.76
C-001400,P-014724,2,111.98,223.96
C-001401,P-032047,3,69.15,207.45
C-001401,P-027938,4,40.54,162.16
C-001401,P-021623,1,92.15,92.15
C-001402,P-016405,1,124.27,124.27
C-001402,P-027721,3,147.4,442.2
C-001402,P-024340,1,147.67,147.67
C-001402,P-027551,1,10.11,10.11
C-001403,P-037182,1,122.06,122.06
C-001404,P-002126,2,100.1,200.2
C-001404,P-034668,1,120.58,120.58
C-001404,P-013399,2,42.73,85.46
C-001404,P-023561,2,30.14,60.28
C-001404,P-048369,5,113.84,569.2
C-001405,P-011087,3,78.77,236.31
C-001405,P-045969,2,141.57,283.14
C-001405,P-050474,4,66.09,264.36
C-001405,P-042961,4,10.44,41.76
C-001406,P-000729,5,114.09,570.45
C-001406,P-003936,3,25.67,77.01
C-001406,P-020895,2,16.0,32.0
C-001407,P-029610,2,57.88,115.76
C-001407,P-027430,1,60.79,60.79
C-001408,P-039275,5,124.62,623.1
C-001408,P-029408,5,44.07,220.35
C-001408,P-027716,2,102.78,205.56
C-001408,P-012534,1,4.49,4.49
C-001408,P-028901,4,36.93,147.72
C-001409,P-014804,4,78.75,315.0
C-001409,P-028490,3,109.99,329.97
C-001410,P-011320,4,104.91,419.64
C-001410,P-051540,3,116.29,348.87
C-001410,P-041502,4,67.94,271.76
C-001411,P-045861,4,106.42,425.68
C-001411,P-035973,3,14.11,42.33
C-001412,P-030456,3,17.81,53.43
C-001412,P-026508,1,60.92,60.92
C-001412,P-032335,4,97.61,390.44
C-001412,P-029057,2,140.78,281.56
C-001413,P-012997,2,4.79,9.58
C-001413,P-025980,2,121.52,243.04
C-001413,P-027952,4,67.47,269.88
C-001414,P-001154,5,37.51,187.55
C-001414,P-040879,1,121.1,121.1
C-001414,P-021680,5,47.95,239.75
C-001415,P-038937,3,62.03,186.09
C-001415,P-041895,2,51.62,103.24
C-001415,P-049644,3,66.61,199.83
C-001416,P-041655,4,43.92,175.68
C-001416,P-015280,1,84.53,84.53
C-001416,P-040470,4,6.15,24.6
C-001416,P-041799,1,8.8,8.8
C-001416,P-006446,1,29.69,29.69
C-001417,P-035358,2,16.2,32.4
C-001417,P-039442,5,26.16,130.8
C-001417,P-022830,1,117.05,117.05
C-001417,P-033067,3,50.86,152.58
C-001418,P-046038,1,52.62,52.62
C-001419,P-011188,4,36.47,145.88
C-001419,P-000918,4,25.77,103.08
C-001419,P-003399,3,8.29,24.87
C-001419,P-007784,5,139.25,696.25
C-001420,P-002573,1,83.23,83.23
C-001420,P-024671,5,161.98,809.9
C-001420,P-030108,4,141.42,565.68
C-001420,P-017725,5,60.54,302.7
C-001420,P-052322,5,96.13,480.65
C-001421,P-018744,2,18.77,37.54
C-001421,P-007189,1,86.85,86.85
C-001421,P-014335,2,58.29,116.58
C-001422,P-043616,1,8.73,8.73
C-001422,P-031539,3,55.39,166.17
C-001422,P-046427,4,77.83,311.32
C-001423,P-002371,3,121.64,364.92
C-001423,P-032151,2,119.45,238.9
C-001423,P-017463,4,81.72,326.88
C-001423,P-051854,3,49.68,149.04
C-001424,P-050513,2,27.38,54.76
C-001424,P-052747,3,130.23,390.69
C-001425,P-015309,5,81.39,406.95
C-001425,P-034928,1,83.47,83.47
C-001425,P-050732,2,19.15,38.3
C-001425,P-038701,1,85.68,85.68
C-001425,P-034763,5,76.56,382.8
C-001426,P-014505,1,64.23,64.23
C-001426,P-047132,5,19.01,95.05
C-001426,P-021896,2,58.52,117.04
C-001426,P-020094,4,64.88,259.52
C-001426,P-050792,5,78.77,393.85
C-001427,P-015835,2,24.56,49.12
C-001427,P-012041,5,10.92,54.6
C-001428,P-041228,3,80.38,241.14
C-001428,P-006104,2,76.04,152.08
C-001429,P-004562,4,130.75,523.0
C-001429,P-049956,2,25.62,51.24
C-001429,P-001949,1,49.59,49.59
C-001429,P-042915,3,97.07,291.21
C-001430,P-035133,1,124.16,124.16
C-001431,P-033746,5,98.72,493.6
C-001431,P-038159,3,119.87,359.61
C-001431,P-049089,2,49.14,98.28
C-001431,P-022796,4,47.12,188.48
C-001431,P-045575,3,109.3,327.9
C-001432,P-009715,1,136.35,136.35
C-001432,P-019636,5,33.68,168.4
C-001432,P-013907,4,46.93,187.72
C-001432,P-023421,1,111.9,111.9
C-001432,P-044552,5,6.11,30.55
C-001433,P-023845,2,55.42,110.84
C-001433,P-014806,1,35.08,35.08
C-001433,P-022906,4,6.56,26.24
C-001433,P-011940,4,145.23,580.92
C-001433,P-018834,3,116.46,349.38
C-001434,P-027488,1,137.11,137.11
C-001434,P-031999,5,135.06,675.3
C-001434,P-026350,4,98.9,395.6
C-001435,P-000886,2,68.71,137.42
C-001436,P-048855,3,69.24,207.72
C-001436,P-019680,2,102.43,204.86
C-001437,P-053543,5,131.95,659.75
C-001437,P-053038,4,163.23,652.92
C-001437,P-033420,2,124.0,248.0
C-001437,P-027285,4,10.47,41.88
C-001437,P-025271,3,154.78,464.34
C-001438,P-037590,3,75.0,225.0
C-001438,P-005247,3,42.89,128.67
C-001438,P-009047,1,132.94,132.94
C-001438,P-026944,5,83.79,418.95
C-001439,P-022539,2,19.02,38.04
C-001439,P-019615,2,10.81,21.62
C-001439,P-022700,5,5.55,27.75
C-001439,P-011480,2,44.26,88.52
C-001439,P-010152,1,85.78,85.78
C-001440,P-009730,4,104.8,419.2
C-001440,P-050624,3,116.28,348.84
C-001441,P-034153,5,131.73,658.65
C-001442,P-048112,4,141.77,567.08
C-001442,P-015046,4,20.64,82.56
C-001442,P-030987,4,111.01,444.04
C-001442,P-008730,2,59.27,118.54
C-001443,P-007348,3,14.47,43.41
C-001443,P-028713,1,35.18,35.18
C-001443,P-047198,2,113.26,226.52
C-001444,P-047012,1,101.5,101.5
C-001444,P-010633,1,17.09,17.09
C-001444,P-013575,5,10.68,53.4
C-001444,P-030799,4,53.11,212.44
C-001445,P-047315,3,64.23,192.69
C-001445,P-018238,1,124.1,124.1
C-001446,P-026188,3,86.53,259.59
C-001446,P-024732,4,126.0,504.0
C-001447,P-050521,2,93.38,186.76
C-001447,P-023170,3,96.12,288.36
C-001448,P-022877,2,85.29,170.58
C-001448,P-051815,5,128.71,643.55
C-001448,P-012075,4,113.89,455.56
C-001448,P-044572,3,123.71,371.13
C-001448,P-053055,2,136.98,273.96
C-001449,P-050371,1,69.47,69.47
C-001449,P-025047,3,131.81,395.43
C-001449,P-034938,3,127.89,383.67
C-001449,P-010270,2,90.77,181.54
C-001449,P-012255,2,44.08,88.16
C-001450,P-043848,1,111.76,111.76
C-001450,P-052286,2,89.12,178.24
C-001450,P-015869,4,14.65,58.6
C-001450,P-029128,5,99.36,496.8
C-001450,P-034099,1,138.66,138.66
C-001451,P-004565,4,163.88,655.52
C-001451,P-029641,1,159.52,159.52
C-001451,P-012961,1,59.73,59.73
C-001451,P-015448,3,154.89,464.67
C-001452,P-030174,2,24.9,49.8
C-001452,P-013924,3,41.68,125.04
C-001452,P-030816,2,145.42,290.84
C-001452,P-028272,2,49.63,99.26
C-001452,P-027177,2,127.72,255.44
C-001453,P-040119,1,103.82,103.82
C-001453,P-002135,4,69.4,277.6
C-001453,P-033468,2,38.72,77.44
C-001453,P-036960,4,68.04,272.16
C-001454,P-001751,3,32.91,98.73
C-001454,P-030839,2,38.72,77.44
C-001454,P-049416,2,54.85,109.7
C-001455,P-037391,5,42.66,213.3
C-001455,P-013678,3,127.69,383.07
C-001455,P-024562,4,115.82,463.28
C-001456,P-039042,3,49.74,149.22
C-001456,P-023388,5,138.83,694.15
C-001457,P-033935,4,50.97,203.88
C-001457,P-025233,5,123.31,616.55
C-001457,P-026589,2,133.43,266.86
C-001457,P-004287,1,7.68,7.68
C-001457,P-020105,4,129.16,516.64
C-001458,P-049515,2,44.37,88.74
C-001458,P-040927,3,9.4,28.2
C-001458,P-038644,5,108.59,542.95
C-001458,P-041801,5,111.84,559.2
C-001458,P-019866,4,60.43,241.72
C-001459,P-033128,2,28.05,56.1
C-001459,P-028902,1,33.41,33.41
C-001459,P-052975,3,63.11,189.33
C-001460,P-004387,1,23.44,23.44
C-001460,P-053017,4,77.68,310.72
C-001460,P-043256,2,104.79,209.58
C-001461,P-051867,4,108.43,433.72
C-001461,P-051991,1,33.3,33.3
C-001461,P-029144,2,44.25,88.5
C-001461,P-014835,2,56.25,112.5
C-001462,P-022684,1,106.81,106.81
C-001463,P-043012,2,38.55,77.1
C-001463,P-025326,2,47.59,95.18
C-001463,P-015767,3,80.68,242.04
C-001464,P-022550,1,118.76,118.76
C-001464,P-038986,2,22.84,45.68
C-001464,P-037389,2,2.45,4.9
C-001464,P-049016,3,46.73,140.19
C-001465,P-053046,3,55.32,165.96
C-001465,P-050847,3,131.76,395.28
C-001465,P-021389,4,9.98,39.92
C-001466,P-046480,2,76.18,152.36
C-001466,P-013290,3,43.82,131.46
C-001466,P-004496,1,3.15,3.15
C-001467,P-041439,4,11.88,47.52
C-001467,P-045131,1,84.7,84.7
C-001467,P-008777,1,24.25,24.25
C-001468,P-035338,4,107.12,428.48
C-001468,P-052518,5,121.41,607.05
C-001468,P-050365,1,59.0,59.0
C-001468,P-042335,1,115.42,115.42
C-001469,P-034364,4,137.88,551.52
C-001469,P-019710,3,70.98,212.94
C-001469,P-038150,5,119.81,599.05
C-001469,P-026478,5,26.8,134.0
C-001470,P-006336,2,55.69,111.38
C-001470,P-016626,1,4.16,4.16
C-001470,P-008359,4,60.89,243.56
C-001471,P-002025,2,145.09,290.18
C-001472,P-018886,2,73.92,147.84
C-001472,P-009261,3,100.66,301.98
C-001473,P-008484,4,19.6,78.4
C-001473,P-009746,5,42.82,214.1
C-001473,P-010323,1,40.98,40.98
C-001474,P-029049,1,27.51,27.51
C-001474,P-037518,4,125.0,500.0
C-001474,P-040610,4,13.17,52.68
C-001474,P-048402,3,85.73,257.19
C-001474,P-053767,1,95.44,95.44
C-001475,P-044257,5,51.07,255.35
C-001475,P-012154,3,16.3,48.9
C-001476,P-021956,2,75.19,150.38
C-001476,P-037149,4,30.02,120.08
C-001476,P-024206,1,134.91,134.91
C-001476,P-049934,5,52.16,260.8
C-001477,P-024191,5,155.35,776.75
C-001477,P-044405,3,102.76,308.28
C-001477,P-034220,1,104.36,104.36
C-001478,P-001703,4,115.17,460.68
C-001478,P-034419,4,106.6,426.4
C-001478,P-024757,4,84.07,336.28
C-001479,P-021712,3,98.74,296.22
C-001479,P-001291,3,127.95,383.85
C-001480,P-013020,3,23.78,71.34
C-001480,P-033566,4,126.67,506.68
C-001480,P-012193,4,128.86,515.44
C-001481,P-048751,5,52.22,261.1
C-001481,P-029858,5,26.33,131.65
C-001481,P-029351,2,113.38,226.76
C-001481,P-010318,3,141.74,425.22
C-001482,P-009590,1,14.12,14.12
C-001482,P-025220,4,85.66,342.64
C-001482,P-040952,4,7.28,29.12
C-001482,P-003006,1,14.59,14.59
C-001483,P-037068,5,156.55,782.75
C-001484,P-019195,5,64.29,321.45
C-001484,P-028309,1,138.62,138.62
C-001484,P-046587,2,78.86,157.72
C-001484,P-028051,3,37.96,113.88
C-001485,P-008081,5,53.43,267.15
C-001485,P-029840,1,88.65,88.65
C-001486,P-023039,3,96.9,290.7
C-001486,P-043133,4,68.42,273.68
C-001486,P-038146,2,29.69,59.38
C-001487,P-023251,5,71.09,355.45
C-001487,P-044946,1,59.83,59.83
C-001487,P-033778,1,27.26,27.26
C-001487,P-034897,5,50.14,250.7
C-001487,P-022657,3,74.97,224.91
C-001488,P-022645,3,107.57,322.71
C-001489,P-021917,5,76.07,380.35
C-001489,P-004092,1,111.7,111.7
C-001489,P-029581,4,54.94,219.76
C-001489,P-041033,1,121.91,121.91
C-001490,P-026439,4,66.03,264.12
C-001491,P-003650,4,18.24,72.96
C-001491,P-024603,2,78.97,157.94
C-001492,P-000021,3,30.32,90.96
C-001492,P-025482,3,6.98,20.94
C-001492,P-014579,4,95.0,380.0
C-001492,P-038787,5,20.5,102.5
C-001493,P-022693,1,14.4,14.4
C-001493,P-023551,5,63.89,319.45
C-001493,P-015668,1,95.26,95.26
C-001493,P-048202,5,52.53,262.65
C-001493,P-037984,4,36.78,147.12
C-001494,P-021273,3,98.84,296.52
C-001494,P-010174,4,9.36,37.44
C-001494,P-048049,4,30.3,121.2
C-001494,P-009871,3,95.12,285.36
C-001495,P-022030,3,141.06,423.18
C-001495,P-013656,3,103.9,311.7
C-001496,P-016027,1,32.57,32.57
C-001497,P-039708,5,18.54,92.7
C-001497,P-043879,2,58.47,116.94
C-001497,P-022995,2,42.2,84.4
C-001497,P-030905,1,84.36,84.36
C-001497,P-038622,1,6.46,6.46
C-001498,P-000179,5,21.06,105.3
C-001498,P-045625,4,35.97,143.88
C-001498,P-026409,3,45.27,135.81
C-001498,P-034239,5,110.04,550.2
C-001499,P-050365,2,51.7,103.4
C-001500,P-012231,5,79.43,397.15
C-001500,P-004459,2,47.94,95.88
C-001500,P-008096,1,114.55,114.55
C-001500,P-011371,1,59.48,59.48
C-001501,P-030338,2,81.1,162.2
C-001501,P-044620,1,74.39,74.39
C-001501,P-041353,1,25.0,25.0
C-001501,P-024383,2,17.79,35.58
C-001501,P-008899,4,35.95,143.8
C-001502,P-038384,1,57.3,57.3
C-001502,P-026349,2,132.9,265.8
C-001502,P-037791,1,107.83,107.83
C-001503,P-018169,4,40.69,162.76
C-001503,P-006314,2,5.39,10.78
C-001503,P-027470,2,135.25,270.5
C-001503,P-026961,4,40.69,162.76
C-001503,P-048733,3,82.02,246.06
C-001504,P-045317,2,99.27,198.54
C-001504,P-041855,1,21.87,21.87
C-001504,P-005775,2,107.1,214.2
C-001505,P-042886,2,38.52,77.04
C-001506,P-052796,1,16.94,16.94
C-001506,P-052517,2,11.25,22.5
C-001506,P-021641,1,111.4,111.4
C-001506,P-002163,4,95.17,380.68
C-001507,P-003572,2,14.19,28.38
C-001507,P-009278,3,8.24,24.72
C-001507,P-041137,2,121.46,242.92
C-001508,P-053324,1,90.76,90.76
C-001509,P-013164,2,129.16,258.32
C-001509,P-053750,4,76.07,304.28
C-001509,P-029384,5,23.11,115.55
C-001510,P-046777,5,119.38,596.9
C-001510,P-036623,2,149.48,298.96
C-001510,P-053581,2,89.58,179.16
C-001510,P-019364,5,66.42,332.1
C-001511,P-005966,3,7.58,22.74
C-001511,P-016597,4,58.37,233.48
C-001511,P-042264,3,83.92,251.76
C-001512,P-011429,4,65.27,261.08
C-001512,P-016024,5,51.14,255.7
C-001512,P-039943,3,50.24,150.72
C-001513,P-011306,3,142.44,427.32
C-001513,P-031964,5,18.49,92.45
C-001513,P-053672,5,105.96,529.8
C-001513,P-005817,3,26.92,80.76
C-001513,P-017971,3,132.57,397.71
C-001514,P-046258,2,48.84,97.68
C-001514,P-008875,5,132.61,663.05
C-001514,P-049231,3,128.82,386.46
C-001514,P-038877,5,42.47,212.35
C-001514,P-048820,5,143.22,716.1
C-001515,P-026024,3,21.42,64.26
C-001516,P-015133,2,21.39,42.78
C-001516,P-039458,3,71.71,215.13
C-001516,P-037482,1,106.28,106.28
C-001517,P-043486,4,47.49,189.96
C-001517,P-031584,4,84.27,337.08
C-001518,P-037568,5,23.9,119.5
C-001518,P-006916,1,121.12,121.12
C-001518,P-002010,1,41.46,41.46
C-001519,P-006871,2,30.06,60.12
C-001520,P-007882,4,18.73,74.92
C-001521,P-031806,2,6.27,12.54
C-001521,P-002328,1,108.41,108.41
C-001521,P-053800,3,142.52,427.56
C-001522,P-001016,2,37.78,75.56
C-001523,P-017933,4,24.3,97.2
C-001523,P-043754,4,45.09,180.36
C-001523,P-010829,4,87.48,349.92
C-001523,P-041579,2,92.71,185.42
C-001524,P-010044,3,89.66,268.98
C-001524,P-051853,2,155.32,310.64
C-001524,P-026018,3,102.47,307.41
C-001524,P-030825,3,34.12,102.36
C-001524,P-018046,1,138.03,138.03
C-001525,P-023737,1,22.28,22.28
C-001525,P-001498,3,14.74,44.22
C-001525,P-017519,3,20.5,61.5
C-001525,P-026701,4,71.93,287.72
C-001525,P-009651,5,63.31,316.55
C-001526,P-036537,4,134.68,538.72
C-001526,P-002629,2,14.73,29.46
C-001526,P-015302,3,20.49,61.47
C-001526,P-052581,1,81.95,81.95
C-001526,P-045070,1,125.44,125.44
C-001527,P-032099,1,6.46,6.46
C-001528,P-005010,3,59.96,179.88
C-001529,P-015111,3,122.31,366.93
C-001529,P-038114,3,61.23,183.69
C-001529,P-002861,2,98.71,197.42
C-001529,P-028604,4,87.24,348.96
C-001529,P-049169,4,4.1,16.4
C-001530,P-018971,1,23.71,23.71
C-001531,P-024910,4,90.03,360.12
C-001531,P-020730,3,141.24,423.72
C-001531,P-018200,2,65.16,130.32
C-001531,P-011102,2,13.61,27.22
C-001532,P-023463,4,13.09,52.36
C-001532,P-020082,3,60.82,182.46
C-001532,P-053606,5,133.51,667.55
C-001533,P-037097,1,97.01,97.01
C-001533,P-007153,5,62.43,312.15
C-001534,P-032895,5,2.67,13.35
C-001534,P-024647,4,44.51,178.04
C-001534,P-050880,1,101.8,101.8
C-001535,P-040681,2,16.61,33.22
C-001535,P-042643,5,119.9,599.5
C-001535,P-018120,3,141.03,423.09
C-001535,P-048803,5,159.61,798.05
C-001536,P-048517,5,107.11,535.55
C-001536,P-036839,5,23.87,119.35
C-001537,P-038317,2,55.32,110.64
C-001537,P-033292,3,96.5,289.5
C-001537,P-042981,5,13.32,66.6
C-001538,P-006260,3,9.28,27.84
C-001538,P-049734,3,49.29,147.87
C-001538,P-029978,3,9.48,28.44
C-001538,P-022935,3,38.69,116.07
C-001539,P-030311,2,87.23,174.46
C-001539,P-037659,2,76.01,152.02
C-001539,P-039182,4,104.35,417.4
C-001540,P-017320,5,64.7,323.5
C-001540,P-040333,1,22.8,22.8
C-001540,P-036156,5,11.4,57.0
C-001541,P-022711,1,8.18,8.18
C-001541,P-000716,4,117.43,469.72
C-001541,P-029395,2,55.48,110.96
C-001541,P-013427,1,35.19,35.19
C-001541,P-039282,3,99.66,298.98
C-001542,P-009264,1,47.44,47.44
C-001542,P-008112,2,41.78,83.56
C-001543,P-043986,4,118.68,474.72
C-001543,P-001959,3,92.58,277.74
C-001544,P-036815,1,91.45,91.45
C-001544,P-039258,1,43.3,43.3
C-001544,P-039810,5,130.13,650.65
C-001545,P-019409,3,79.86,239.58
C-001545,P-051023,5,46.33,231.65
C-001546,P-002287,4,95.76,383.04
C-001546,P-003721,1,81.41,81.41
C-001546,P-051856,2,56.76,113.52
C-001546,P-035006,1,82.21,82.21
C-001547,P-009673,5,37.18,185.9
C-001547,P-024737,1,97.2,97.2
C-001547,P-039719,5,130.57,652.85
C-001548,P-003587,5,9.79,48.95
C-001548,P-029483,3,42.53,127.59
C-001548,P-046937,4,65.38,261.52
C-001548,P-016330,4,41.88,167.52
C-001548,P-021022,1,74.06,74.06
C-001549,P-038120,5,147.23,736.15
C-001549,P-043137,1,53.38,53.38
C-001549,P-030030,4,144.06,576.24
C-001549,P-041041,5,140.13,700.65
C-001550,P-032332,4,89.91,359.64
C-001550,P-026096,3,14.75,44.25
C-001551,P-053524,5,79.25,396.25
C-001551,P-042086,3,34.23,102.69
C-001552,P-053878,5,17.01,85.05
C-001552,P-015630,1,69.07,69.07
C-001553,P-021059,4,118.69,474.76
C-001554,P-046714,4,125.49,501.96
C-001554,P-028392,3,32.26,96.78
C-001554,P-050527,5,30.35,151.75
C-001554,P-017040,2,86.0,172.0
C-001554,P-006241,3,159.84,479.52
