branch_id,store_type,size_m2,categories,subcategories,country,city,address,phone,email,opening_hours,num_empleados
BR-00098,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",México,Cancún,"Jamie Rapids 29, Cancún, México",+52 603636887,dulce71@example.org,"Lunes a Viernes, 9:00–18:00",15
BR-00099,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",México,Mérida,"Melody Falls 194, Mérida, México",+52 637549322,leonardolerma@example.org,"Lunes a Sábado, 10:00–20:00",20
BR-00100,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",México,Mérida,"Stanley Brooks 133, Mérida, México",+52 654857410,jorge-luisguajardo@example.net,"Martes a Domingo, 11:00–19:00",16
BR-00101,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",México,Tijuana,"Stewart Port 57, Tijuana, México",+52 622664163,wilfrido57@example.net,"Lunes a Sábado, 10:00–20:00",18
BR-00102,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Cancún,"Gomez Lock 142, Cancún, México",+52 628815349,pirizarry@example.com,"Lunes a Sábado, 10:00–20:00",5
BR-00103,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Puebla,"Taylor Locks 154, Puebla, México",+52 696039931,arturo65@example.org,"Martes a Domingo, 11:00–19:00",8
BR-00104,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Tijuana,"Duncan Harbor 141, Tijuana, México",+52 636033789,juan-carlosgonzales@example.org,"Martes a Domingo, 11:00–19:00",7
BR-00105,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Torreón,"Alex Row 63, Torreón, México",+52 604752483,doloresduran@example.net,"Lunes a Sábado, 10:00–20:00",6
BR-00106,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Monterrey,"Castro Causeway 179, Monterrey, México",+52 674569580,martha21@example.net,"Lunes a Sábado, 10:00–20:00",8
BR-00107,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Mérida,"Chavez Mountains 43, Mérida, México",+52 691968314,zveliz@example.net,"Lunes a Viernes, 9:00–18:00",7
BR-00108,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Puebla,"Costa Village 33, Puebla, México",+52 607773601,hector77@example.com,"Lunes a Sábado, 10:00–20:00",8
BR-00109,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Cancún,"Brooke Bridge 96, Cancún, México",+52 698793323,cedilloguillermina@example.com,"Todos los días, 8:00–22:00",8
BR-00110,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Tijuana,"Brandy Stravenue 125, Tijuana, México",+52 677335309,karina37@example.net,"Martes a Domingo, 11:00–19:00",5
BR-00111,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Cancún,"Tammy Via 19, Cancún, México",+52 654425875,albagerman@example.net,"Lunes a Viernes, 8:30–17:30",6
BR-00112,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Torreón,"Jessica Ports 60, Torreón, México",+52 663988135,dramos@example.org,"Martes a Domingo, 11:00–19:00",5
BR-00113,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Monterrey,"Schaefer Center 177, Monterrey, México",+52 695724765,elsamonroy@example.org,"Lunes a Viernes, 8:30–17:30",7
BR-00114,Tienda Express,200,"Productos de Limpieza, Cuidado Personal, Alimentos","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada']}",México,Cancún,"Cole Island 128, Cancún, México",+52 653792784,adamefederico@example.org,"Todos los días, 8:00–22:00",8
BR-00115,Hipermercado,3000,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica, Tecnología, Servicios, Accesorios y Repuestos, Construcción","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets'], 'Tecnología': ['Software', 'Hardware', 'Redes', 'Ciberseguridad', 'IoT'], 'Servicios': ['Instalación', 'Reparación'], 'Accesorios y Repuestos': ['Automotrices', 'Electrodomésticos', 'Tecnológicos', 'Industriales', 'Mecánicos'], 'Construcción': ['Materiales', 'Maquinaria', 'Herramientas', 'Arquitectura', 'Ingeniería']}",Estados Unidos,Nueva York,"Mccarty Keys 127, Nueva York, Estados Unidos",+1 642328229,shanegentry@example.net,"Lunes a Sábado, 10:00–20:00",139
BR-00116,Hipermercado,3000,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica, Tecnología, Servicios, Accesorios y Repuestos, Construcción","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets'], 'Tecnología': ['Software', 'Hardware', 'Redes', 'Ciberseguridad', 'IoT'], 'Servicios': ['Instalación', 'Reparación'], 'Accesorios y Repuestos': ['Automotrices', 'Electrodomésticos', 'Tecnológicos', 'Industriales', 'Mecánicos'], 'Construcción': ['Materiales', 'Maquinaria', 'Herramientas', 'Arquitectura', 'Ingeniería']}",Estados Unidos,Los Ángeles,"Kimberly Court 108, Los Ángeles, Estados Unidos",+1 638136573,gardneraaron@example.com,"Todos los días, 8:00–22:00",149
BR-00117,Supermercado,1500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets']}",Estados Unidos,San Antonio,"Davis Stream 43, San Antonio, Estados Unidos",+1 609132285,thompsonsamuel@example.com,"Lunes a Viernes, 8:30–17:30",41
BR-00118,Supermercado,1500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets']}",Estados Unidos,Filadelfia,"Higgins Loop 164, Filadelfia, Estados Unidos",+1 682149182,kpeterson@example.net,"Todos los días, 8:00–22:00",50
BR-00119,Supermercado,1500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets']}",Estados Unidos,Filadelfia,"Bailey Unions 54, Filadelfia, Estados Unidos",+1 652172524,simscaitlin@example.org,"Lunes a Sábado, 10:00–20:00",41
BR-00120,Supermercado,1500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets']}",Estados Unidos,Chicago,"Wall Harbor 98, Chicago, Estados Unidos",+1 666526325,shelia29@example.org,"Martes a Domingo, 11:00–19:00",40
BR-00121,Supermercado,1500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets']}",Estados Unidos,Houston,"Spencer Plaza 66, Houston, Estados Unidos",+1 618922126,pmunoz@example.com,"Todos los días, 8:00–22:00",42
BR-00122,Supermercado,1500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets']}",Estados Unidos,Filadelfia,"Cooley Place 133, Filadelfia, Estados Unidos",+1 667180221,jasonhughes@example.net,"Todos los días, 8:00–22:00",50
BR-00123,Supermercado,1500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets']}",Estados Unidos,Dallas,"Diaz Track 165, Dallas, Estados Unidos",+1 613358104,tstevens@example.org,"Todos los días, 8:00–22:00",40
BR-00124,Supermercado,1500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa, Hogar y Decoración, Electrónica","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios'], 'Hogar y Decoración': ['Muebles', 'Iluminación', 'Textiles', 'Organización', 'Arte decorativo'], 'Electrónica': ['Electrodomésticos', 'Audio y Video', 'Telefonía', 'Computación', 'Gadgets']}",Estados Unidos,Houston,"Morris Island 191, Houston, Estados Unidos",+1 667799149,zhartman@example.com,"Lunes a Viernes, 8:30–17:30",46
BR-00125,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,Chicago,"Gray Inlet 48, Chicago, Estados Unidos",+1 634116408,qhooper@example.org,"Martes a Domingo, 11:00–19:00",20
BR-00126,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,San Antonio,"Allen Ranch 109, San Antonio, Estados Unidos",+1 637095319,waguirre@example.org,"Martes a Domingo, 11:00–19:00",15
BR-00127,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,Chicago,"Thomas Knoll 66, Chicago, Estados Unidos",+1 674321561,kennedymichael@example.org,"Todos los días, 8:00–22:00",16
BR-00128,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,Filadelfia,"Smith Plains 72, Filadelfia, Estados Unidos",+1 675749390,elizabeth36@example.net,"Lunes a Viernes, 8:30–17:30",18
BR-00129,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,Chicago,"Mary Motorway 14, Chicago, Estados Unidos",+1 604238691,diane31@example.net,"Lunes a Sábado, 10:00–20:00",16
BR-00130,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,San Antonio,"Kristopher Flats 139, San Antonio, Estados Unidos",+1 665512799,savannah02@example.net,"Lunes a Viernes, 8:30–17:30",15
BR-00131,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,San Antonio,"Lindsey Cliff 138, San Antonio, Estados Unidos",+1 663618600,cfisher@example.com,"Lunes a Viernes, 9:00–18:00",20
BR-00132,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,San Antonio,"Day Greens 162, San Antonio, Estados Unidos",+1 648383127,iwashington@example.com,"Lunes a Sábado, 10:00–20:00",15
BR-00133,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,Dallas,"Mcguire Path 7, Dallas, Estados Unidos",+1 609967852,christophertate@example.com,"Todos los días, 8:00–22:00",15
BR-00134,Tienda Mediana,500,"Productos de Limpieza, Cuidado Personal, Alimentos, Ropa","{'Productos de Limpieza': ['Desinfectantes', 'Detergentes', 'Ambientadores', 'Limpiadores multiusos', 'Escobas y utensilios'], 'Cuidado Personal': ['Cosméticos', 'Farmacéuticos', 'Higiene', 'Spa', 'Nutrición'], 'Alimentos': ['Frutas y Verduras', 'Carnes y Embutidos', 'Bebidas', 'Panadería', 'Comida Congelada'], 'Ropa': ['Moda Hombre', 'Moda Mujer', 'Infantil', 'Deportivo', 'Accesorios']}",Estados Unidos,Houston,"Long Freeway 48, Houston, Estados Unidos",+1 638188981,ohenderson@example.net,"Lunes a Viernes, 8:30–17:30",17
