cobro_id,venta_id,fecha_cobro,monto_total,metodo_pago,estado_pago
PG-01187,C-001187,2025-08-14,878.57,Transferencia,Completado
PG-01188,C-001188,2025-06-04,178.67,Transferencia,Completado
PG-01189,C-001189,2025-07-05,717.25,Transferencia,Completado
PG-01190,C-001190,2025-07-07,728.76,Tarjeta,Completado
PG-01191,C-001191,2025-07-26,1505.64,Transferencia,Completado
PG-01192,C-001192,2025-08-25,763.61,Transferencia,Completado
PG-01193,C-001193,2025-07-05,464.63,Tarjeta,Completado
PG-01194,C-001194,2025-08-14,1154.2,Transferencia,Completado
PG-01195,C-001195,2025-06-27,881.73,Efectivo,Fallido
PG-01196,C-001196,2025-08-19,122.12,Amazon Pay,Completado
PG-01197,C-001197,2025-07-23,1190.14,Bizum,Completado
PG-01198,C-001198,2025-06-24,25.52,Transferencia,Completado
PG-01199,C-001199,2025-07-23,851.63,Tarjeta,Completado
PG-01200,C-001200,2025-06-21,626.56,PayPal,Completado
PG-01201,C-001201,2025-07-24,761.4,Tarjeta,Completado
PG-01202,C-001202,2025-07-19,825.48,Amazon Pay,Completado
PG-01203,C-001203,2025-07-31,294.28,Tarjeta,Completado
PG-01204,C-001204,2025-08-28,604.75,Transferencia,Completado
PG-01205,C-001205,2025-08-02,1174.92,Transferencia,Completado
PG-01206,C-001206,2025-08-04,1335.3,Tarjeta,Pendiente
PG-01207,C-001207,2025-06-05,120.28,Amazon Pay,Completado
PG-01208,C-001208,2025-08-18,1115.57,Transferencia,Completado
PG-01209,C-001209,2025-06-03,339.35,Tarjeta,Completado
PG-01210,C-001210,2025-06-28,791.49,Tarjeta,Completado
PG-01211,C-001211,2025-07-22,183.96,Tarjeta,Pendiente
PG-01212,C-001212,2025-07-28,78.27,Transferencia,Completado
PG-01213,C-001213,2025-06-02,745.25,Efectivo,Completado
PG-01214,C-001214,2025-08-17,556.24,Tarjeta,Completado
PG-01215,C-001215,2025-06-09,804.35,Bizum,Completado
PG-01216,C-001216,2025-08-22,311.67,Transferencia,Completado
PG-01217,C-001217,2025-08-23,1137.69,Efectivo,Completado
PG-01218,C-001218,2025-08-28,788.2,Transferencia,Fallido
PG-01219,C-001219,2025-06-30,465.28,Transferencia,Completado
PG-01220,C-001220,2025-06-02,897.31,PayPal,Completado
PG-01221,C-001221,2025-06-17,355.09,Efectivo,Completado
PG-01222,C-001222,2025-06-04,44.05,Transferencia,Pendiente
PG-01223,C-001223,2025-06-28,970.47,Transferencia,Completado
PG-01224,C-001224,2025-08-08,13.97,Transferencia,Completado
PG-01225,C-001225,2025-07-14,678.95,Tarjeta,Completado
PG-01226,C-001226,2025-07-07,250.56,Tarjeta,Completado
PG-01227,C-001227,2025-08-02,762.16,Amazon Pay,Completado
PG-01228,C-001228,2025-06-08,342.12,Transferencia,Completado
PG-01229,C-001229,2025-07-28,1778.54,PayPal,Completado
PG-01230,C-001230,2025-06-04,1833.05,Tarjeta,Completado
PG-01231,C-001231,2025-07-15,1118.84,Transferencia,Completado
PG-01232,C-001232,2025-07-17,355.11,Transferencia,Pendiente
PG-01233,C-001233,2025-08-25,1013.14,Tarjeta,Completado
PG-01234,C-001234,2025-08-23,403.24,PayPal,Completado
PG-01235,C-001235,2025-07-02,711.16,Transferencia,Completado
PG-01236,C-001236,2025-08-14,66.0,Efectivo,Pendiente
PG-01237,C-001237,2025-06-06,1049.59,Transferencia,Completado
PG-01238,C-001238,2025-07-13,292.73,Tarjeta,Completado
PG-01239,C-001239,2025-08-22,1536.13,Tarjeta,Completado
PG-01240,C-001240,2025-07-26,252.28,Tarjeta,Completado
PG-01241,C-001241,2025-07-25,1143.6,PayPal,Completado
PG-01242,C-001242,2025-07-27,400.5,PayPal,Completado
PG-01243,C-001243,2025-07-31,679.23,Tarjeta,Completado
PG-01244,C-001244,2025-08-08,1160.12,PayPal,Completado
PG-01245,C-001245,2025-07-28,1102.1,Bizum,Pendiente
PG-01246,C-001246,2025-07-30,536.59,Transferencia,Fallido
PG-01247,C-001247,2025-06-17,1247.73,Bizum,Completado
PG-01248,C-001248,2025-08-04,400.64,Amazon Pay,Completado
PG-01249,C-001249,2025-07-11,745.62,Transferencia,Completado
PG-01250,C-001250,2025-07-09,243.08,Bizum,Fallido
PG-01251,C-001251,2025-08-13,505.85,PayPal,Fallido
PG-01252,C-001252,2025-06-11,1103.02,Transferencia,Completado
PG-01253,C-001253,2025-08-27,409.37,Efectivo,Completado
PG-01254,C-001254,2025-08-05,503.28,Tarjeta,Completado
PG-01255,C-001255,2025-06-25,837.56,Transferencia,Completado
PG-01256,C-001256,2025-06-11,1142.33,Tarjeta,Completado
PG-01257,C-001257,2025-07-21,201.97,Transferencia,Completado
PG-01258,C-001258,2025-07-13,52.68,Transferencia,Completado
PG-01259,C-001259,2025-07-02,496.64,Tarjeta,Completado
PG-01260,C-001260,2025-06-24,871.7,Transferencia,Completado
PG-01261,C-001261,2025-06-05,967.26,PayPal,Completado
PG-01262,C-001262,2025-06-27,821.99,Transferencia,Completado
PG-01263,C-001263,2025-07-01,576.12,Tarjeta,Pendiente
PG-01264,C-001264,2025-07-21,438.2,PayPal,Pendiente
PG-01265,C-001265,2025-06-25,88.98,Bizum,Fallido
PG-01266,C-001266,2025-06-22,609.08,Amazon Pay,Completado
PG-01267,C-001267,2025-07-08,1530.92,Transferencia,Completado
PG-01268,C-001268,2025-08-05,85.02,PayPal,Completado
PG-01269,C-001269,2025-07-21,705.43,Tarjeta,Completado
PG-01270,C-001270,2025-08-15,1488.93,Efectivo,Completado
PG-01271,C-001271,2025-08-02,855.16,Transferencia,Completado
PG-01272,C-001272,2025-06-22,20.62,Amazon Pay,Completado
PG-01273,C-001273,2025-08-10,278.17,Amazon Pay,Completado
PG-01274,C-001274,2025-08-20,368.64,Transferencia,Completado
PG-01275,C-001275,2025-06-02,1688.13,Bizum,Completado
PG-01276,C-001276,2025-06-08,837.1,PayPal,Completado
PG-01277,C-001277,2025-06-14,1212.69,Tarjeta,Fallido
PG-01278,C-001278,2025-07-28,670.05,PayPal,Completado
PG-01279,C-001279,2025-07-16,985.88,Transferencia,Completado
PG-01280,C-001280,2025-08-23,1207.09,Transferencia,Completado
PG-01281,C-001281,2025-06-04,95.16,Transferencia,Completado
PG-01282,C-001282,2025-07-31,1040.26,Amazon Pay,Completado
PG-01283,C-001283,2025-07-19,820.91,Transferencia,Completado
PG-01284,C-001284,2025-07-25,207.36,Tarjeta,Completado
PG-01285,C-001285,2025-08-24,773.82,Tarjeta,Fallido
PG-01286,C-001286,2025-08-28,275.04,Tarjeta,Completado
PG-01287,C-001287,2025-07-22,749.78,Tarjeta,Completado
PG-01288,C-001288,2025-08-01,351.48,Transferencia,Completado
PG-01289,C-001289,2025-08-17,1327.56,Tarjeta,Completado
PG-01290,C-001290,2025-07-28,951.8,Amazon Pay,Completado
PG-01291,C-001291,2025-08-05,575.68,Bizum,Completado
PG-01292,C-001292,2025-07-02,349.35,PayPal,Completado
PG-01293,C-001293,2025-07-11,159.1,Tarjeta,Completado
PG-01294,C-001294,2025-06-13,451.94,Bizum,Completado
PG-01295,C-001295,2025-06-02,498.68,PayPal,Completado
PG-01296,C-001296,2025-08-26,994.23,Transferencia,Completado
PG-01297,C-001297,2025-07-16,754.46,Tarjeta,Completado
PG-01298,C-001298,2025-06-22,1045.06,Tarjeta,Completado
PG-01299,C-001299,2025-08-06,433.58,Bizum,Completado
PG-01300,C-001300,2025-06-01,146.52,Tarjeta,Pendiente
PG-01301,C-001301,2025-06-27,809.58,Transferencia,Completado
PG-01302,C-001302,2025-08-03,425.0,Bizum,Completado
PG-01303,C-001303,2025-08-10,851.95,Transferencia,Completado
PG-01304,C-001304,2025-08-23,509.49,Transferencia,Completado
PG-01305,C-001305,2025-08-18,1182.27,Tarjeta,Completado
PG-01306,C-001306,2025-06-16,862.36,Tarjeta,Completado
PG-01307,C-001307,2025-07-08,823.9,Amazon Pay,Completado
PG-01308,C-001308,2025-06-09,815.99,Bizum,Completado
PG-01309,C-001309,2025-07-29,191.87,PayPal,Completado
PG-01310,C-001310,2025-08-26,489.93,Tarjeta,Completado
PG-01311,C-001311,2025-06-17,1327.63,Efectivo,Completado
PG-01312,C-001312,2025-08-06,317.85,PayPal,Completado
PG-01313,C-001313,2025-08-13,275.54,Bizum,Pendiente
PG-01314,C-001314,2025-07-23,226.66,Tarjeta,Completado
PG-01315,C-001315,2025-07-26,1135.31,Amazon Pay,Completado
PG-01316,C-001316,2025-08-03,343.12,PayPal,Completado
PG-01317,C-001317,2025-06-17,365.85,Tarjeta,Completado
PG-01318,C-001318,2025-06-17,1383.3,PayPal,Completado
PG-01319,C-001319,2025-08-09,79.38,Transferencia,Completado
PG-01320,C-001320,2025-06-02,409.16,Transferencia,Completado
PG-01321,C-001321,2025-06-13,844.62,Transferencia,Completado
PG-01322,C-001322,2025-06-23,769.69,Transferencia,Completado
PG-01323,C-001323,2025-08-25,525.11,Tarjeta,Completado
PG-01324,C-001324,2025-06-17,314.32,PayPal,Completado
PG-01325,C-001325,2025-08-27,871.27,Transferencia,Completado
PG-01326,C-001326,2025-07-26,1033.4,Tarjeta,Completado
PG-01327,C-001327,2025-06-04,555.55,Tarjeta,Completado
PG-01328,C-001328,2025-08-21,1036.63,Efectivo,Completado
PG-01329,C-001329,2025-08-07,1026.21,Bizum,Completado
PG-01330,C-001330,2025-07-22,825.99,Tarjeta,Completado
PG-01331,C-001331,2025-07-30,85.9,Tarjeta,Completado
PG-01332,C-001332,2025-06-02,1272.13,Efectivo,Completado
PG-01333,C-001333,2025-07-07,906.16,PayPal,Completado
PG-01334,C-001334,2025-07-07,1171.64,Transferencia,Pendiente
PG-01335,C-001335,2025-07-05,327.27,Transferencia,Completado
PG-01336,C-001336,2025-08-26,876.24,Tarjeta,Completado
PG-01337,C-001337,2025-05-31,995.99,Amazon Pay,Completado
PG-01338,C-001338,2025-08-20,195.9,Transferencia,Fallido
PG-01339,C-001339,2025-07-05,112.72,Amazon Pay,Completado
PG-01340,C-001340,2025-07-30,1009.66,Transferencia,Completado
PG-01341,C-001341,2025-06-03,627.38,Transferencia,Completado
PG-01342,C-001342,2025-06-20,515.98,Bizum,Completado
PG-01343,C-001343,2025-06-15,801.99,Bizum,Fallido
PG-01344,C-001344,2025-06-20,352.72,Transferencia,Completado
PG-01345,C-001345,2025-06-06,18.86,Tarjeta,Completado
PG-01346,C-001346,2025-07-22,226.65,Transferencia,Completado
PG-01347,C-001347,2025-06-30,585.76,Transferencia,Completado
PG-01348,C-001348,2025-06-07,1408.06,Efectivo,Pendiente
PG-01349,C-001349,2025-08-13,1125.61,Tarjeta,Completado
PG-01350,C-001350,2025-07-19,527.88,PayPal,Completado
PG-01351,C-001351,2025-07-23,23.6,Transferencia,Pendiente
PG-01352,C-001352,2025-06-20,1439.12,Efectivo,Completado
PG-01353,C-001353,2025-08-03,480.4,Tarjeta,Completado
PG-01354,C-001354,2025-08-04,1329.22,Efectivo,Completado
PG-01355,C-001355,2025-08-12,526.11,Efectivo,Completado
PG-01356,C-001356,2025-08-08,161.92,Tarjeta,Completado
PG-01357,C-001357,2025-08-17,858.18,Transferencia,Completado
PG-01358,C-001358,2025-08-26,1245.68,PayPal,Completado
PG-01359,C-001359,2025-06-04,449.84,Bizum,Completado
PG-01360,C-001360,2025-06-17,1631.05,Transferencia,Pendiente
PG-01361,C-001361,2025-06-26,723.75,Transferencia,Completado
PG-01362,C-001362,2025-06-27,316.97,Transferencia,Completado
PG-01363,C-001363,2025-06-14,66.94,Transferencia,Completado
PG-01364,C-001364,2025-07-18,766.68,Tarjeta,Completado
PG-01365,C-001365,2025-06-26,535.32,PayPal,Completado
PG-01366,C-001366,2025-06-03,97.2,Tarjeta,Completado
PG-01367,C-001367,2025-08-13,764.21,Transferencia,Completado
PG-01368,C-001368,2025-07-02,728.07,Efectivo,Completado
PG-01369,C-001369,2025-07-19,669.82,Bizum,Completado
PG-01370,C-001370,2025-08-13,174.15,Tarjeta,Completado
PG-01371,C-001371,2025-07-05,868.93,Tarjeta,Completado
PG-01372,C-001372,2025-07-07,815.3,Transferencia,Completado
PG-01373,C-001373,2025-06-17,948.4,Transferencia,Completado
PG-01374,C-001374,2025-08-22,649.36,Tarjeta,Completado
PG-01375,C-001375,2025-07-20,1667.78,Tarjeta,Completado
PG-01376,C-001376,2025-07-31,823.04,Transferencia,Completado
PG-01377,C-001377,2025-06-09,485.14,Bizum,Completado
PG-01378,C-001378,2025-07-31,1195.72,Tarjeta,Completado
PG-01379,C-001379,2025-05-31,753.99,Tarjeta,Pendiente
PG-01380,C-001380,2025-06-13,1098.23,Amazon Pay,Pendiente
PG-01381,C-001381,2025-06-29,77.91,Transferencia,Completado
PG-01382,C-001382,2025-07-20,744.07,Tarjeta,Completado
PG-01383,C-001383,2025-06-21,112.83,Transferencia,Completado
PG-01384,C-001384,2025-08-27,311.71,Amazon Pay,Completado
PG-01385,C-001385,2025-08-06,680.51,Tarjeta,Completado
PG-01386,C-001386,2025-07-20,1881.59,Tarjeta,Completado
PG-01387,C-001387,2025-07-22,155.75,Transferencia,Completado
PG-01388,C-001388,2025-07-15,630.95,Amazon Pay,Pendiente
PG-01389,C-001389,2025-07-03,228.65,Tarjeta,Completado
PG-01390,C-001390,2025-07-25,747.64,PayPal,Fallido
PG-01391,C-001391,2025-07-26,420.09,Transferencia,Pendiente
PG-01392,C-001392,2025-08-22,1132.55,Tarjeta,Pendiente
PG-01393,C-001393,2025-08-17,952.57,Transferencia,Completado
PG-01394,C-001394,2025-06-25,985.76,Efectivo,Completado
PG-01395,C-001395,2025-06-19,596.65,Tarjeta,Completado
PG-01396,C-001396,2025-06-13,1291.12,Bizum,Pendiente
PG-01397,C-001397,2025-08-23,350.17,Efectivo,Completado
PG-01398,C-001398,2025-08-25,113.08,PayPal,Completado
PG-01399,C-001399,2025-07-29,811.44,PayPal,Completado
PG-01400,C-001400,2025-08-04,596.8,Transferencia,Completado
PG-01401,C-001401,2025-07-07,714.77,Bizum,Completado
PG-01402,C-001402,2025-07-15,1203.46,Tarjeta,Completado
PG-01403,C-001403,2025-07-04,810.02,Tarjeta,Completado
PG-01404,C-001404,2025-07-08,981.35,Amazon Pay,Completado
PG-01405,C-001405,2025-06-20,455.16,Transferencia,Pendiente
PG-01406,C-001406,2025-08-23,630.73,PayPal,Completado
PG-01407,C-001407,2025-08-25,143.22,PayPal,Completado
PG-01408,C-001408,2025-07-09,1118.75,Bizum,Completado
PG-01409,C-001409,2025-08-05,166.86,Bizum,Completado
PG-01410,C-001410,2025-08-02,239.96,Bizum,Completado
PG-01411,C-001411,2025-06-20,492.35,Tarjeta,Completado
PG-01412,C-001412,2025-06-10,594.48,Bizum,Completado
PG-01413,C-001413,2025-07-23,1097.14,Tarjeta,Completado
PG-01414,C-001414,2025-06-11,1014.99,Tarjeta,Completado
PG-01415,C-001415,2025-07-18,1218.94,Tarjeta,Completado
PG-01416,C-001416,2025-06-25,116.98,Efectivo,Completado
PG-01417,C-001417,2025-06-08,356.43,Transferencia,Completado
PG-01418,C-001418,2025-07-26,642.32,Transferencia,Completado
PG-01419,C-001419,2025-07-22,99.59,Amazon Pay,Completado
PG-01420,C-001420,2025-06-16,391.98,Efectivo,Completado
PG-01421,C-001421,2025-06-25,466.5,Tarjeta,Completado
PG-01422,C-001422,2025-07-22,425.56,PayPal,Completado
PG-01423,C-001423,2025-07-15,1026.43,Tarjeta,Completado
PG-01424,C-001424,2025-06-22,144.94,Bizum,Completado
PG-01425,C-001425,2025-08-20,93.58,Tarjeta,Completado
PG-01426,C-001426,2025-06-15,630.35,PayPal,Completado
PG-01427,C-001427,2025-07-15,428.64,Transferencia,Completado
PG-01428,C-001428,2025-06-28,827.06,Tarjeta,Completado
PG-01429,C-001429,2025-07-21,828.99,Tarjeta,Pendiente
PG-01430,C-001430,2025-08-12,830.76,Transferencia,Completado
PG-01431,C-001431,2025-08-07,320.04,Bizum,Completado
PG-01432,C-001432,2025-06-01,1263.15,Amazon Pay,Completado
PG-01433,C-001433,2025-06-26,761.05,PayPal,Completado
PG-01434,C-001434,2025-08-26,716.77,Transferencia,Pendiente
PG-01435,C-001435,2025-08-24,1041.85,Transferencia,Completado
PG-01436,C-001436,2025-06-09,166.58,Efectivo,Completado
PG-01437,C-001437,2025-08-17,328.4,Tarjeta,Completado
PG-01438,C-001438,2025-07-25,141.24,PayPal,Completado
PG-01439,C-001439,2025-06-05,276.43,Tarjeta,Completado
PG-01440,C-001440,2025-07-02,456.05,Transferencia,Completado
PG-01441,C-001441,2025-06-20,1117.83,Amazon Pay,Completado
PG-01442,C-001442,2025-06-19,1094.85,Tarjeta,Completado
PG-01443,C-001443,2025-06-13,624.86,PayPal,Fallido
PG-01444,C-001444,2025-07-15,1534.98,Bizum,Completado
PG-01445,C-001445,2025-08-15,452.6,Tarjeta,Completado
PG-01446,C-001446,2025-07-20,615.7,Tarjeta,Fallido
PG-01447,C-001447,2025-06-01,622.44,PayPal,Completado
PG-01448,C-001448,2025-06-09,1427.24,Tarjeta,Completado
PG-01449,C-001449,2025-08-13,1698.23,Tarjeta,Completado
PG-01450,C-001450,2025-06-04,635.03,Bizum,Completado
PG-01451,C-001451,2025-06-25,768.5,Transferencia,Completado
PG-01452,C-001452,2025-06-08,1333.32,Tarjeta,Completado
PG-01453,C-001453,2025-06-24,943.68,Amazon Pay,Pendiente
PG-01454,C-001454,2025-06-21,639.68,Transferencia,Completado
PG-01455,C-001455,2025-07-29,9.98,Transferencia,Completado
PG-01456,C-001456,2025-08-11,221.2,Transferencia,Completado
PG-01457,C-001457,2025-08-19,1113.5,Bizum,Completado
PG-01458,C-001458,2025-06-24,1225.2,Efectivo,Completado
PG-01459,C-001459,2025-06-22,1058.62,Efectivo,Completado
PG-01460,C-001460,2025-08-07,342.63,Amazon Pay,Completado
PG-01461,C-001461,2025-07-07,496.52,Tarjeta,Completado
PG-01462,C-001462,2025-08-18,82.02,Transferencia,Completado
PG-01463,C-001463,2025-08-05,71.97,Tarjeta,Completado
PG-01464,C-001464,2025-07-30,63.22,Transferencia,Completado
PG-01465,C-001465,2025-06-29,419.61,Efectivo,Completado
PG-01466,C-001466,2025-06-26,1323.79,Tarjeta,Completado
PG-01467,C-001467,2025-08-01,1399.82,Tarjeta,Pendiente
PG-01468,C-001468,2025-08-21,446.76,Amazon Pay,Completado
PG-01469,C-001469,2025-07-06,665.07,Tarjeta,Completado
PG-01470,C-001470,2025-07-18,437.08,Transferencia,Completado
PG-01471,C-001471,2025-06-08,566.24,Transferencia,Pendiente
PG-01472,C-001472,2025-08-05,1296.93,Tarjeta,Completado
PG-01473,C-001473,2025-08-27,1139.93,Amazon Pay,Completado
PG-01474,C-001474,2025-06-12,733.55,PayPal,Completado
PG-01475,C-001475,2025-08-16,1369.65,PayPal,Completado
PG-01476,C-001476,2025-07-08,351.32,Transferencia,Completado
PG-01477,C-001477,2025-07-15,386.54,Transferencia,Completado
PG-01478,C-001478,2025-07-16,471.49,Transferencia,Completado
PG-01479,C-001479,2025-07-02,101.55,Tarjeta,Completado
PG-01480,C-001480,2025-06-03,277.0,Tarjeta,Completado
PG-01481,C-001481,2025-07-19,1004.59,Tarjeta,Completado
PG-01482,C-001482,2025-06-30,558.84,Amazon Pay,Completado
PG-01483,C-001483,2025-07-22,1449.82,Tarjeta,Completado
PG-01484,C-001484,2025-06-09,664.89,Bizum,Completado
PG-01485,C-001485,2025-07-25,1207.18,Bizum,Fallido
PG-01486,C-001486,2025-08-01,523.96,Amazon Pay,Completado
PG-01487,C-001487,2025-06-06,24.93,PayPal,Completado
PG-01488,C-001488,2025-08-19,797.45,Amazon Pay,Completado
PG-01489,C-001489,2025-08-25,601.29,Bizum,Completado
PG-01490,C-001490,2025-07-29,804.36,Bizum,Completado
PG-01491,C-001491,2025-08-04,281.55,Tarjeta,Completado
PG-01492,C-001492,2025-08-28,274.16,Tarjeta,Completado
PG-01493,C-001493,2025-06-23,1234.3,Efectivo,Completado
PG-01494,C-001494,2025-06-22,1369.04,PayPal,Completado
PG-01495,C-001495,2025-07-15,1014.62,Tarjeta,Completado
PG-01496,C-001496,2025-07-04,1070.29,Efectivo,Completado
PG-01497,C-001497,2025-07-23,1125.47,Transferencia,Completado
PG-01498,C-001498,2025-06-30,822.38,Transferencia,Completado
PG-01499,C-001499,2025-07-03,598.28,Amazon Pay,Completado
PG-01500,C-001500,2025-06-18,1709.97,Transferencia,Completado
PG-01501,C-001501,2025-06-14,457.16,PayPal,Completado
PG-01502,C-001502,2025-08-17,713.93,Amazon Pay,Completado
PG-01503,C-001503,2025-07-13,100.12,Transferencia,Completado
PG-01504,C-001504,2025-08-07,1150.79,Efectivo,Completado
PG-01505,C-001505,2025-07-20,371.7,PayPal,Completado
PG-01506,C-001506,2025-07-28,762.11,Transferencia,Completado
PG-01507,C-001507,2025-08-03,732.25,Transferencia,Completado
PG-01508,C-001508,2025-08-30,433.73,Tarjeta,Completado
PG-01509,C-001509,2025-08-07,1209.27,Tarjeta,Completado
PG-01510,C-001510,2025-08-05,380.91,PayPal,Completado
PG-01511,C-001511,2025-07-24,154.45,PayPal,Completado
PG-01512,C-001512,2025-06-08,859.81,Efectivo,Fallido
PG-01513,C-001513,2025-06-23,730.64,Tarjeta,Completado
PG-01514,C-001514,2025-06-11,689.38,Amazon Pay,Completado
PG-01515,C-001515,2025-06-12,1035.36,Tarjeta,Completado
PG-01516,C-001516,2025-08-10,290.17,Efectivo,Pendiente
PG-01517,C-001517,2025-06-02,842.85,Transferencia,Completado
PG-01518,C-001518,2025-07-06,776.5,Bizum,Completado
PG-01519,C-001519,2025-06-07,703.71,Amazon Pay,Completado
PG-01520,C-001520,2025-07-05,960.49,Efectivo,Completado
PG-01521,C-001521,2025-08-22,1056.52,Efectivo,Completado
PG-01522,C-001522,2025-08-06,230.54,Transferencia,Fallido
PG-01523,C-001523,2025-08-20,71.65,Amazon Pay,Completado
PG-01524,C-001524,2025-07-09,549.07,Tarjeta,Completado
PG-01525,C-001525,2025-08-13,9.43,Bizum,Completado
PG-01526,C-001526,2025-07-20,225.4,Transferencia,Completado
PG-01527,C-001527,2025-06-09,372.72,PayPal,Pendiente
PG-01528,C-001528,2025-06-27,41.29,Bizum,Completado
PG-01529,C-001529,2025-08-21,1225.87,Tarjeta,Completado
PG-01530,C-001530,2025-07-19,623.02,Transferencia,Completado
PG-01531,C-001531,2025-06-05,717.36,Bizum,Completado
PG-01532,C-001532,2025-08-08,993.67,Efectivo,Completado
PG-01533,C-001533,2025-06-30,1174.26,Tarjeta,Completado
PG-01534,C-001534,2025-08-02,156.74,Tarjeta,Completado
PG-01535,C-001535,2025-07-01,159.82,Tarjeta,Completado
PG-01536,C-001536,2025-07-10,1130.96,Tarjeta,Completado
PG-01537,C-001537,2025-08-12,207.32,Tarjeta,Completado
PG-01538,C-001538,2025-06-12,403.56,Bizum,Completado
PG-01539,C-001539,2025-08-16,428.76,Transferencia,Completado
PG-01540,C-001540,2025-08-27,140.08,Transferencia,Completado
PG-01541,C-001541,2025-07-10,368.98,PayPal,Completado
PG-01542,C-001542,2025-07-27,551.36,Transferencia,Pendiente
PG-01543,C-001543,2025-07-04,2186.54,PayPal,Completado
PG-01544,C-001544,2025-06-23,483.65,Transferencia,Completado
PG-01545,C-001545,2025-07-27,827.88,Amazon Pay,Completado
PG-01546,C-001546,2025-06-16,66.3,Transferencia,Completado
PG-01547,C-001547,2025-07-18,704.2,Tarjeta,Completado
PG-01548,C-001548,2025-06-06,1187.19,Bizum,Completado
PG-01549,C-001549,2025-07-20,2165.13,Tarjeta,Pendiente
PG-01550,C-001550,2025-08-11,684.82,Tarjeta,Completado
PG-01551,C-001551,2025-07-09,376.08,Transferencia,Completado
PG-01552,C-001552,2025-07-09,395.57,Tarjeta,Completado
PG-01553,C-001553,2025-07-31,546.1,Transferencia,Completado
PG-01554,C-001554,2025-06-15,66.44,Transferencia,Fallido
PG-01555,C-001555,2025-07-26,1438.62,Efectivo,Completado
PG-01556,C-001556,2025-06-17,702.51,Tarjeta,Completado
PG-01557,C-001557,2025-08-16,780.06,Amazon Pay,Completado
PG-01558,C-001558,2025-06-29,890.16,Transferencia,Completado
PG-01559,C-001559,2025-07-09,535.76,Tarjeta,Completado
PG-01560,C-001560,2025-07-02,1214.03,Transferencia,Completado
PG-01561,C-001561,2025-08-06,79.93,Transferencia,Pendiente
PG-01562,C-001562,2025-08-25,575.58,Efectivo,Pendiente
PG-01563,C-001563,2025-06-09,783.18,Transferencia,Completado
PG-01564,C-001564,2025-06-10,1805.57,Amazon Pay,Completado
PG-01565,C-001565,2025-07-14,994.73,Bizum,Completado
PG-01566,C-001566,2025-06-15,789.44,Tarjeta,Completado
PG-01567,C-001567,2025-08-11,931.25,Efectivo,Completado
PG-01568,C-001568,2025-07-05,670.51,PayPal,Completado
PG-01569,C-001569,2025-06-02,314.96,Transferencia,Completado
PG-01570,C-001570,2025-08-18,1219.94,Transferencia,Completado
PG-01571,C-001571,2025-06-01,473.73,Tarjeta,Completado
PG-01572,C-001572,2025-07-10,148.14,Efectivo,Completado
PG-01573,C-001573,2025-08-07,1245.09,Transferencia,Completado
PG-01574,C-001574,2025-06-28,131.25,Transferencia,Completado
PG-01575,C-001575,2025-06-23,812.76,Bizum,Completado
PG-01576,C-001576,2025-08-17,711.25,Tarjeta,Completado
PG-01577,C-001577,2025-07-30,5.52,Transferencia,Completado
PG-01578,C-001578,2025-08-02,661.88,Efectivo,Fallido
PG-01579,C-001579,2025-06-17,446.58,Tarjeta,Completado
PG-01580,C-001580,2025-07-19,710.56,Amazon Pay,Completado
PG-01581,C-001581,2025-08-25,525.51,Amazon Pay,Completado
PG-01582,C-001582,2025-07-19,224.35,Bizum,Completado
PG-01583,C-001583,2025-08-22,1130.33,Transferencia,Completado
PG-01584,C-001584,2025-07-12,1013.48,Tarjeta,Completado
PG-01585,C-001585,2025-07-21,687.82,Tarjeta,Pendiente
PG-01586,C-001586,2025-07-23,1209.65,Bizum,Completado
PG-01587,C-001587,2025-08-03,828.38,Transferencia,Completado
PG-01588,C-001588,2025-08-18,62.85,Amazon Pay,Completado
PG-01589,C-001589,2025-07-29,1023.42,Bizum,Pendiente
PG-01590,C-001590,2025-06-30,693.45,Tarjeta,Completado
PG-01591,C-001591,2025-07-14,665.23,Tarjeta,Pendiente
PG-01592,C-001592,2025-07-03,711.74,Efectivo,Completado
PG-01593,C-001593,2025-08-15,846.75,Transferencia,Completado
PG-01594,C-001594,2025-08-02,85.43,Transferencia,Pendiente
PG-01595,C-001595,2025-06-01,1052.4,Amazon Pay,Completado
PG-01596,C-001596,2025-06-02,24.96,Transferencia,Completado
PG-01597,C-001597,2025-07-22,841.35,Transferencia,Completado
PG-01598,C-001598,2025-06-11,505.22,Amazon Pay,Completado
PG-01599,C-001599,2025-07-29,901.68,Transferencia,Completado
PG-01600,C-001600,2025-07-13,81.24,PayPal,Completado
PG-01601,C-001601,2025-06-08,1681.27,PayPal,Completado
PG-01602,C-001602,2025-07-17,442.48,Transferencia,Pendiente
PG-01603,C-001603,2025-07-03,135.16,Tarjeta,Pendiente
PG-01604,C-001604,2025-07-31,381.92,Amazon Pay,Completado
PG-01605,C-001605,2025-06-17,595.79,Tarjeta,Completado
PG-01606,C-001606,2025-06-03,219.68,Transferencia,Completado
PG-01607,C-001607,2025-06-25,833.19,Transferencia,Completado
PG-01608,C-001608,2025-06-22,305.14,Tarjeta,Completado
PG-01609,C-001609,2025-07-03,2081.25,Amazon Pay,Completado
PG-01610,C-001610,2025-06-18,30.9,Tarjeta,Pendiente
PG-01611,C-001611,2025-08-05,59.52,Efectivo,Completado
PG-01612,C-001612,2025-07-15,919.06,Amazon Pay,Completado
