order_proveedor_id,branch_id,product_id,provider_id,provider_name,fecha_orden,cantidad,precio_unitario,total,estado
O-002235,BR-00148,P-016354,PR-00765,Dudley-Escobar,2025-07-22,84,50.25,4221.0,Pendiente
O-002236,BR-00148,P-016364,PR-00187,Perez Inc,2025-08-15,70,46.17,3231.9,Recibido
O-002237,BR-00148,P-016366,PR-00187,Perez Inc,2025-07-16,88,132.18,11631.84,Pendiente
O-002238,BR-00148,P-016367,PR-01382,"Morales, Wood and Rhodes",2025-08-19,28,55.86,1564.08,Recibido
O-002239,BR-00148,P-016368,PR-01475,"Rosales, Jackson and Mason",2025-07-20,39,120.35,4693.65,Recibido
O-002240,BR-00148,P-016371,PR-00174,Simpson PLC,2025-07-19,32,125.03,4000.96,En tránsito
O-002241,BR-00148,P-016377,PR-00175,"Cabrera, Scott and Horne",2025-07-12,53,112.15,5943.95,Recibido
O-002242,BR-00148,P-016378,PR-00891,Palmer-Garcia,2025-08-03,42,56.54,2374.68,Pendiente
O-002243,BR-00148,P-016384,PR-01027,"Edwards, Woods and Morrison",2025-07-09,80,11.35,908.0,En tránsito
O-002244,BR-00148,P-016392,PR-00147,Richardson-Cooper,2025-08-20,52,44.3,2303.6,En tránsito
O-002245,BR-00148,P-016409,PR-00150,Mitchell PLC,2025-08-12,58,16.13,935.54,En tránsito
O-002246,BR-00149,P-016438,PR-01382,"Morales, Wood and Rhodes",2025-07-25,96,44.43,4265.28,Pendiente
O-002247,BR-00149,P-016442,PR-00979,Cox Ltd,2025-07-28,95,74.41,7068.95,Recibido
O-002248,BR-00149,P-016452,PR-00891,Palmer-Garcia,2025-07-14,25,143.07,3576.75,Pendiente
O-002249,BR-00149,P-016453,PR-00891,Palmer-Garcia,2025-07-31,99,104.99,10394.01,Pendiente
O-002250,BR-00149,P-016458,PR-00177,Miller-Cross,2025-08-09,37,66.99,2478.63,Recibido
O-002251,BR-00149,P-016463,PR-01027,"Edwards, Woods and Morrison",2025-08-25,75,29.75,2231.25,Recibido
O-002252,BR-00149,P-016470,PR-00148,Johnson-Nelson,2025-06-30,88,34.42,3028.96,Recibido
O-002253,BR-00149,P-016474,PR-00149,"Moore, Barnett and Murray",2025-07-03,68,19.87,1351.16,Pendiente
O-002254,BR-00149,P-016479,PR-00752,"Willis, Smith and Tran",2025-07-12,50,148.92,7446.0,Recibido
O-002255,BR-00150,P-016493,PR-00185,Santiago and Sons,2025-07-02,85,141.72,12046.2,En tránsito
O-002256,BR-00150,P-016496,PR-01032,Henson-Burns,2025-07-10,91,56.37,5129.67,En tránsito
O-002257,BR-00150,P-016503,PR-00187,Perez Inc,2025-08-15,42,41.96,1762.32,Recibido
O-002258,BR-00150,P-016512,PR-00174,Simpson PLC,2025-08-03,89,61.04,5432.56,Pendiente
O-002259,BR-00150,P-016517,PR-00175,"Cabrera, Scott and Horne",2025-07-19,24,133.99,3215.76,Pendiente
O-002260,BR-00150,P-016524,PR-00176,"Cole, Adams and Armstrong",2025-07-17,36,27.24,980.64,Pendiente
O-002261,BR-00150,P-016553,PR-00151,"Gibbs, Fuller and Davis",2025-07-13,41,91.02,3731.82,Recibido
O-002262,BR-00150,P-016554,PR-00151,"Gibbs, Fuller and Davis",2025-08-01,39,125.28,4885.92,En tránsito
O-002263,BR-00151,P-016564,PR-00185,Santiago and Sons,2025-07-25,57,78.14,4453.98,En tránsito
O-002264,BR-00151,P-016572,PR-01384,Casey PLC,2025-08-27,33,149.55,4935.15,Recibido
O-002265,BR-00151,P-016575,PR-00187,Perez Inc,2025-07-10,100,91.08,9108.0,Pendiente
O-002266,BR-00151,P-016623,PR-00151,"Gibbs, Fuller and Davis",2025-08-23,37,85.48,3162.76,Recibido
O-002267,BR-00152,P-016631,PR-00765,Dudley-Escobar,2025-08-22,29,136.91,3970.39,Pendiente
O-002268,BR-00152,P-016643,PR-00187,Perez Inc,2025-07-30,84,120.16,10093.44,En tránsito
O-002269,BR-00152,P-016644,PR-00187,Perez Inc,2025-07-16,78,87.15,6797.7,Recibido
O-002270,BR-00152,P-016658,PR-00175,"Cabrera, Scott and Horne",2025-07-07,53,40.59,2151.27,En tránsito
O-002271,BR-00152,P-016659,PR-00175,"Cabrera, Scott and Horne",2025-08-20,74,125.59,9293.66,Pendiente
O-002272,BR-00152,P-016662,PR-00176,"Cole, Adams and Armstrong",2025-08-15,67,75.73,5073.91,Recibido
O-002273,BR-00152,P-016671,PR-01027,"Edwards, Woods and Morrison",2025-08-12,88,78.02,6865.76,En tránsito
O-002274,BR-00152,P-016672,PR-01027,"Edwards, Woods and Morrison",2025-07-11,59,149.83,8839.97,En tránsito
O-002275,BR-00152,P-016677,PR-00706,Lewis-Wilson,2025-08-19,69,139.93,9655.17,En tránsito
O-002276,BR-00152,P-016679,PR-00668,Fry PLC,2025-07-28,78,105.6,8236.8,Recibido
O-002277,BR-00152,P-016680,PR-01078,"Peterson, Simpson and English",2025-08-01,29,64.65,1874.85,Recibido
O-002278,BR-00152,P-016681,PR-01063,Martinez-Stevenson,2025-07-14,88,19.82,1744.16,Pendiente
O-002279,BR-00152,P-016683,PR-00148,Johnson-Nelson,2025-07-09,36,51.18,1842.48,En tránsito
O-002280,BR-00152,P-016687,PR-01281,"Simpson, Simpson and King",2025-07-16,42,48.05,2018.1,Pendiente
O-002281,BR-00153,P-016707,PR-00859,Grupo Vilar S.L.N.E,2025-08-28,22,17.32,381.04,Recibido
O-002282,BR-00153,P-016708,PR-00232,Campos y Jerez S.A.,2025-07-17,66,43.34,2860.44,En tránsito
O-002283,BR-00153,P-016712,PR-00233,Banca Privada Quirós y asociados S.L.U.,2025-07-07,68,118.17,8035.56,En tránsito
O-002284,BR-00153,P-016714,PR-00234,Gimeno y Amador S.A.,2025-07-27,36,93.97,3382.92,Recibido
O-002285,BR-00153,P-016727,PR-00221,Hermanos Contreras S.Com.,2025-07-17,32,40.98,1311.36,Pendiente
O-002286,BR-00153,P-016735,PR-00223,Hotel Abril S.Com.,2025-08-14,52,61.3,3187.6,En tránsito
O-002287,BR-00153,P-016740,PR-00744,Elpidio Fortuny Toro S.Coop.,2025-08-15,68,118.59,8064.12,Pendiente
O-002288,BR-00153,P-016750,PR-01473,Soluciones MT S.Coop.,2025-07-07,58,19.25,1116.5,En tránsito
O-002289,BR-00153,P-016754,PR-00194,Servicios GHVW S.L.N.E,2025-07-17,30,142.8,4284.0,En tránsito
O-002290,BR-00153,P-016758,PR-01302,Inmobiliaria YTT S.L.,2025-07-19,92,139.62,12845.04,En tránsito
O-002291,BR-00153,P-016788,PR-00679,Herrera y Palomino S.A.,2025-08-04,58,20.32,1178.56,Recibido
O-002292,BR-00153,P-016791,PR-00959,Talleres Sabater S.Coop.,2025-08-13,62,51.9,3217.8,En tránsito
O-002293,BR-00153,P-016807,PR-00612,Ale Escobar Nadal S.Coop.,2025-08-12,74,40.57,3002.18,En tránsito
O-002294,BR-00153,P-016820,PR-01457,Mamen Sureda Noguera S.C.P,2025-08-24,71,121.75,8644.25,Pendiente
O-002295,BR-00153,P-016824,PR-01386,Bonifacio Bonet Mateo S.Coop.,2025-07-14,22,144.9,3187.8,Pendiente
O-002296,BR-00153,P-016834,PR-01283,Olivera y asociados S.L.U.,2025-07-03,70,55.37,3875.9,Pendiente
O-002297,BR-00153,P-016835,PR-01363,Soluciones LEL S.L.,2025-08-19,76,97.54,7413.04,Pendiente
O-002298,BR-00153,P-016840,PR-01138,Fábrica Cañete & Asociados S.L.,2025-08-28,22,124.24,2733.28,Pendiente
O-002299,BR-00153,P-016841,PR-01138,Fábrica Cañete & Asociados S.L.,2025-07-04,88,140.57,12370.16,Recibido
O-002300,BR-00153,P-016856,PR-00189,Nicolasa Botella Reig S.L.L.,2025-07-16,48,83.71,4018.08,En tránsito
O-002301,BR-00153,P-016857,PR-00890,Tecnologías Martí S.Com.,2025-08-27,84,110.48,9280.32,En tránsito
O-002302,BR-00153,P-016858,PR-01009,Zurita y asociados S.Coop.,2025-08-25,84,29.69,2493.96,En tránsito
O-002303,BR-00153,P-016860,PR-00190,Transportes Canales S.C.P,2025-08-04,69,93.44,6447.36,En tránsito
O-002304,BR-00153,P-016866,PR-00192,Despacho Almagro & Asociados S.Coop.,2025-07-25,83,62.97,5226.51,En tránsito
O-002305,BR-00153,P-016870,PR-00193,Inmobiliaria Trujillo S.Com.,2025-07-16,75,44.27,3320.25,Recibido
O-002306,BR-00153,P-016874,PR-01435,Construcción Aguirre & Asociados S.L.L.,2025-08-13,85,67.91,5772.35,Recibido
O-002307,BR-00153,P-016878,PR-01356,Manufacturas del Mediterráneo S.Com.,2025-07-10,46,147.6,6789.6,En tránsito
O-002308,BR-00153,P-016879,PR-00793,Yago Ríos Gámez S.Coop.,2025-07-05,29,84.32,2445.28,En tránsito
O-002309,BR-00153,P-016884,PR-00210,Rivera & Asociados S.L.N.E,2025-08-04,28,133.17,3728.76,Pendiente
O-002310,BR-00153,P-016887,PR-01346,Construcción Guillén y asociados S.Com.,2025-07-17,74,129.63,9592.62,Pendiente
O-002311,BR-00153,P-016888,PR-01380,Banca Privada BUYL S.A.,2025-08-19,28,17.38,486.64,Pendiente
O-002312,BR-00153,P-016909,PR-00214,Promociones XT S.L.,2025-08-02,74,58.1,4299.4,Recibido
O-002313,BR-00153,P-016910,PR-00214,Promociones XT S.L.,2025-08-19,50,5.19,259.5,Pendiente
O-002314,BR-00153,P-016912,PR-00214,Promociones XT S.L.,2025-08-11,98,84.41,8272.18,En tránsito
O-002315,BR-00153,P-016913,PR-01225,Alberdi & Asociados S.Coop.,2025-08-21,72,104.85,7549.2,Pendiente
O-002316,BR-00153,P-016929,PR-00218,Inmobiliaria Sotelo y asociados S.Coop.,2025-07-12,84,34.21,2873.64,Pendiente
O-002317,BR-00153,P-016939,PR-00219,Aguirre y Sabater S.Coop.,2025-07-17,72,78.96,5685.12,Recibido
O-002318,BR-00154,P-016946,PR-01136,Distribuciones EXZ S.Com.,2025-08-27,35,71.12,2489.2,Pendiente
O-002319,BR-00154,P-016956,PR-00233,Banca Privada Quirós y asociados S.L.U.,2025-08-26,54,12.99,701.46,Recibido
O-002320,BR-00154,P-016981,PR-00223,Hotel Abril S.Com.,2025-07-21,64,116.82,7476.48,En tránsito
O-002321,BR-00154,P-016986,PR-00809,Fajardo y asociados S.Com.,2025-07-23,47,129.38,6080.86,Recibido
O-002322,BR-00154,P-016987,PR-00744,Elpidio Fortuny Toro S.Coop.,2025-07-28,78,132.9,10366.2,En tránsito
O-002323,BR-00154,P-017004,PR-00802,Fábrica Bonet y asociados S.L.N.E,2025-08-13,96,43.8,4204.8,Recibido
O-002324,BR-00154,P-017008,PR-00802,Fábrica Bonet y asociados S.L.N.E,2025-07-31,45,60.06,2702.7,Recibido
O-002325,BR-00154,P-017009,PR-00196,Finanzas Ramírez S.Coop.,2025-08-01,85,18.73,1592.05,Recibido
O-002326,BR-00154,P-017017,PR-00199,Grupo Dominguez S.C.P,2025-07-31,80,72.58,5806.4,Pendiente
O-002327,BR-00154,P-017022,PR-01349,Restauración Gallego y asociados S.A.,2025-08-14,39,45.39,1770.21,Pendiente
O-002328,BR-00154,P-017026,PR-00200,Familia Menéndez S.Coop.,2025-08-21,37,62.15,2299.55,Recibido
O-002329,BR-00154,P-017031,PR-00201,Hermanos Clemente S.A.,2025-08-11,29,122.55,3553.95,Recibido
O-002330,BR-00154,P-017033,PR-00651,Infraestructuras JTIR S.A.,2025-08-22,98,40.49,3968.02,En tránsito
O-002331,BR-00154,P-017036,PR-01025,Instalaciones VA S.Com.,2025-07-21,23,75.42,1734.66,Pendiente
O-002332,BR-00154,P-017038,PR-01025,Instalaciones VA S.Com.,2025-06-30,32,82.93,2653.76,Pendiente
O-002333,BR-00154,P-017046,PR-00226,Inmobiliaria Globales S.Com.,2025-07-29,82,136.57,11198.74,En tránsito
O-002334,BR-00154,P-017049,PR-00226,Inmobiliaria Globales S.Com.,2025-07-17,30,90.03,2700.9,Pendiente
O-002335,BR-00154,P-017051,PR-00612,Ale Escobar Nadal S.Coop.,2025-08-27,90,48.4,4356.0,En tránsito
O-002336,BR-00154,P-017055,PR-00227,Barrios y Lladó S.A.,2025-08-24,82,27.78,2277.96,Pendiente
O-002337,BR-00154,P-017056,PR-00228,Supermercados SH S.A.,2025-07-13,98,34.73,3403.54,Recibido
O-002338,BR-00154,P-017057,PR-00228,Supermercados SH S.A.,2025-08-03,35,90.18,3156.3,Recibido
O-002339,BR-00154,P-017061,PR-00228,Supermercados SH S.A.,2025-08-15,68,85.66,5824.88,Pendiente
O-002340,BR-00154,P-017071,PR-00204,Farmaceútica Globales S.A.,2025-07-07,79,102.5,8097.5,Pendiente
O-002341,BR-00154,P-017075,PR-00991,Desarrollo del Sur S.A.,2025-08-05,88,105.19,9256.72,Pendiente
O-002342,BR-00154,P-017080,PR-00205,Salud Miguel Pinilla S.Coop.,2025-07-10,90,25.62,2305.8,En tránsito
O-002343,BR-00154,P-017081,PR-00206,Petrona Roca Juárez S.C.P,2025-07-15,25,134.38,3359.5,En tránsito
O-002344,BR-00154,P-017084,PR-00941,Grupo Tena S.Com.,2025-07-11,98,114.81,11251.38,En tránsito
O-002345,BR-00154,P-017090,PR-01093,Infraestructuras del Norte S.Com.,2025-08-28,67,62.25,4170.75,En tránsito
O-002346,BR-00154,P-017103,PR-01009,Zurita y asociados S.Coop.,2025-07-11,28,68.51,1918.28,Recibido
O-002347,BR-00154,P-017105,PR-00966,Carbonell & Asociados S.Coop.,2025-08-07,49,59.87,2933.63,En tránsito
O-002348,BR-00154,P-017116,PR-00193,Inmobiliaria Trujillo S.Com.,2025-07-25,89,20.19,1796.91,Pendiente
O-002349,BR-00154,P-017123,PR-01346,Construcción Guillén y asociados S.Com.,2025-08-28,26,58.33,1516.58,Recibido
O-002350,BR-00154,P-017124,PR-01380,Banca Privada BUYL S.A.,2025-07-16,99,134.24,13289.76,Recibido
O-002351,BR-00154,P-017151,PR-00215,Restauración Ibérica S.A.T.,2025-07-13,67,14.81,992.27,En tránsito
O-002352,BR-00154,P-017168,PR-00219,Aguirre y Sabater S.Coop.,2025-08-14,21,128.05,2689.05,En tránsito
O-002353,BR-00154,P-017170,PR-00219,Aguirre y Sabater S.Coop.,2025-08-22,61,92.61,5649.21,Recibido
O-002354,BR-00155,P-017177,PR-01136,Distribuciones EXZ S.Com.,2025-07-19,75,14.82,1111.5,Recibido
O-002355,BR-00155,P-017178,PR-01136,Distribuciones EXZ S.Com.,2025-08-08,97,99.58,9659.26,Recibido
O-002356,BR-00155,P-017188,PR-00233,Banca Privada Quirós y asociados S.L.U.,2025-07-20,89,80.87,7197.43,Recibido
O-002357,BR-00155,P-017190,PR-00233,Banca Privada Quirós y asociados S.L.U.,2025-07-22,58,24.27,1407.66,Recibido
O-002358,BR-00155,P-017195,PR-00234,Gimeno y Amador S.A.,2025-08-19,85,55.67,4731.95,Pendiente
O-002359,BR-00155,P-017197,PR-01404,Hermanos Gárate S.A.D,2025-08-15,64,128.66,8234.24,Pendiente
O-002360,BR-00155,P-017210,PR-00222,Grupo Correa S.Com.,2025-07-01,56,76.24,4269.44,Pendiente
O-002361,BR-00155,P-017214,PR-00223,Hotel Abril S.Com.,2025-07-06,22,45.22,994.84,En tránsito
O-002362,BR-00155,P-017215,PR-00223,Hotel Abril S.Com.,2025-08-08,91,58.25,5300.75,En tránsito
O-002363,BR-00155,P-017222,PR-00976,Compañía Arce y asociados S.L.,2025-08-10,76,55.76,4237.76,Recibido
O-002364,BR-00155,P-017223,PR-00687,Servicios VGKU S.A.,2025-08-06,82,50.8,4165.6,En tránsito
O-002365,BR-00155,P-017224,PR-00687,Servicios VGKU S.A.,2025-08-19,61,10.02,611.22,Recibido
O-002366,BR-00155,P-017229,PR-01473,Soluciones MT S.Coop.,2025-07-11,56,52.56,2943.36,En tránsito
O-002367,BR-00155,P-017241,PR-00197,Familia Herrero S.A.T.,2025-08-14,76,66.35,5042.6,En tránsito
O-002368,BR-00155,P-017251,PR-01349,Restauración Gallego y asociados S.A.,2025-07-24,21,78.49,1648.29,Recibido
O-002369,BR-00155,P-017259,PR-00201,Hermanos Clemente S.A.,2025-08-21,58,83.95,4869.1,Pendiente
O-002370,BR-00155,P-017266,PR-00202,Restauración del Norte S.Coop.,2025-08-22,30,31.07,932.1,Pendiente
O-002371,BR-00155,P-017272,PR-00874,Familia Marí S.A.,2025-08-24,68,12.38,841.84,Recibido
O-002372,BR-00155,P-017273,PR-00612,Ale Escobar Nadal S.Coop.,2025-07-07,76,43.29,3290.04,Pendiente
O-002373,BR-00155,P-017275,PR-00612,Ale Escobar Nadal S.Coop.,2025-08-08,58,16.86,977.88,En tránsito
O-002374,BR-00155,P-017278,PR-00226,Inmobiliaria Globales S.Com.,2025-06-30,21,55.23,1159.83,Recibido
O-002375,BR-00155,P-017280,PR-00992,Suministros WJ S.Com.,2025-07-23,73,47.36,3457.28,Recibido
O-002376,BR-00155,P-017295,PR-01410,Pera y Rivero S.Com.,2025-08-10,52,78.24,4068.48,En tránsito
O-002377,BR-00155,P-017299,PR-01112,Telmo Rueda Sánchez S.C.P,2025-08-01,81,6.87,556.47,Pendiente
O-002378,BR-00155,P-017305,PR-00212,Inés Peinado Valls S.A.,2025-06-30,56,84.51,4732.56,Recibido
O-002379,BR-00155,P-017313,PR-01051,Despacho Moliner S.C.P,2025-08-21,35,103.4,3619.0,Recibido
O-002380,BR-00155,P-017320,PR-00745,Grupo Tejada S.Coop.,2025-07-10,82,58.82,4823.24,En tránsito
O-002381,BR-00155,P-017321,PR-00207,Distribuciones Ramos & Asociados S.C.P,2025-08-18,68,85.99,5847.32,En tránsito
O-002382,BR-00155,P-017325,PR-00208,Desarrollo Internacionales S.L.N.E,2025-07-18,77,70.73,5446.21,En tránsito
O-002383,BR-00156,P-017332,PR-00231,Minería Sanabria & Asociados S.A.,2025-08-25,27,92.61,2500.47,Recibido
O-002384,BR-00156,P-017333,PR-01136,Distribuciones EXZ S.Com.,2025-07-26,100,114.73,11473.0,Pendiente
O-002385,BR-00156,P-017344,PR-00234,Gimeno y Amador S.A.,2025-07-03,97,145.48,14111.56,En tránsito
O-002386,BR-00156,P-017346,PR-00234,Gimeno y Amador S.A.,2025-07-25,65,62.67,4073.55,En tránsito
O-002387,BR-00156,P-017347,PR-00636,Compañía Rios S.Coop.,2025-07-20,21,38.96,818.16,Pendiente
O-002388,BR-00156,P-017350,PR-01404,Hermanos Gárate S.A.D,2025-08-28,28,74.07,2073.96,Pendiente
O-002389,BR-00156,P-017357,PR-00755,Inmobiliaria Ríos S.Com.,2025-08-16,35,129.26,4524.1,Recibido
O-002390,BR-00156,P-017374,PR-00744,Elpidio Fortuny Toro S.Coop.,2025-07-26,43,4.37,187.91,Recibido
O-002391,BR-00156,P-017376,PR-00225,Transportes del Mediterráneo S.L.N.E,2025-07-07,60,69.5,4170.0,Recibido
O-002392,BR-00156,P-017391,PR-01302,Inmobiliaria YTT S.L.,2025-08-25,48,135.59,6508.32,Pendiente
O-002393,BR-00156,P-017392,PR-00802,Fábrica Bonet y asociados S.L.N.E,2025-08-07,23,11.22,258.06,En tránsito
O-002394,BR-00156,P-017393,PR-00802,Fábrica Bonet y asociados S.L.N.E,2025-07-08,88,142.2,12513.6,En tránsito
O-002395,BR-00156,P-017406,PR-00974,Hnos Casares S.L.N.E,2025-07-17,77,46.1,3549.7,Pendiente
O-002396,BR-00156,P-017420,PR-00202,Restauración del Norte S.Coop.,2025-07-09,93,135.4,12592.2,En tránsito
O-002397,BR-00156,P-017428,PR-00203,Comercial RWD S.A.,2025-08-02,35,55.15,1930.25,Pendiente
O-002398,BR-00156,P-017436,PR-01242,Aguiló y asociados S.L.L.,2025-08-21,36,17.19,618.84,Recibido
O-002399,BR-00156,P-017444,PR-00229,Macías y Cámara S.Coop.,2025-07-05,58,118.8,6890.4,Pendiente
O-002400,BR-00156,P-017461,PR-00205,Salud Miguel Pinilla S.Coop.,2025-08-07,45,53.3,2398.5,Pendiente
O-002401,BR-00156,P-017464,PR-01051,Despacho Moliner S.C.P,2025-07-18,58,85.15,4938.7,En tránsito
O-002402,BR-00156,P-017466,PR-00206,Petrona Roca Juárez S.C.P,2025-08-09,65,81.99,5329.35,En tránsito
O-002403,BR-00156,P-017467,PR-00206,Petrona Roca Juárez S.C.P,2025-07-28,77,106.71,8216.67,Pendiente
O-002404,BR-00156,P-017470,PR-00745,Grupo Tejada S.Coop.,2025-08-22,82,78.91,6470.62,En tránsito
O-002405,BR-00156,P-017473,PR-00207,Distribuciones Ramos & Asociados S.C.P,2025-08-04,87,138.18,12021.66,Recibido
O-002406,BR-00157,P-017480,PR-00231,Minería Sanabria & Asociados S.A.,2025-07-25,96,73.54,7059.84,Pendiente
O-002407,BR-00157,P-017483,PR-01136,Distribuciones EXZ S.Com.,2025-07-05,39,34.29,1337.31,Recibido
O-002408,BR-00157,P-017491,PR-00234,Gimeno y Amador S.A.,2025-08-18,54,102.71,5546.34,Pendiente
O-002409,BR-00157,P-017493,PR-00234,Gimeno y Amador S.A.,2025-08-12,89,149.7,13323.3,En tránsito
O-002410,BR-00157,P-017499,PR-01092,Comercializadora XVV S.L.,2025-07-19,61,64.07,3908.27,En tránsito
O-002411,BR-00157,P-017503,PR-00222,Grupo Correa S.Com.,2025-08-04,64,21.8,1395.2,Pendiente
O-002412,BR-00157,P-017514,PR-00819,Finanzas Simó S.L.N.E,2025-07-10,29,126.35,3664.15,Pendiente
O-002413,BR-00157,P-017521,PR-00687,Servicios VGKU S.A.,2025-08-18,33,122.27,4034.91,Recibido
O-002414,BR-00157,P-017526,PR-01473,Soluciones MT S.Coop.,2025-07-19,29,112.44,3260.76,Pendiente
O-002415,BR-00157,P-017545,PR-00974,Hnos Casares S.L.N.E,2025-07-14,90,103.79,9341.1,Pendiente
O-002416,BR-00157,P-017561,PR-00679,Herrera y Palomino S.A.,2025-08-14,67,72.14,4833.38,En tránsito
O-002417,BR-00157,P-017567,PR-00202,Restauración del Norte S.Coop.,2025-07-27,40,60.09,2403.6,Pendiente
O-002418,BR-00157,P-017590,PR-01410,Pera y Rivero S.Com.,2025-08-08,63,93.19,5870.97,Pendiente
O-002419,BR-00157,P-017612,PR-00206,Petrona Roca Juárez S.C.P,2025-08-16,42,114.79,4821.18,En tránsito
O-002420,BR-00157,P-017615,PR-00745,Grupo Tejada S.Coop.,2025-08-17,62,48.65,3016.3,En tránsito
O-002421,BR-00157,P-017616,PR-00941,Grupo Tena S.Com.,2025-08-03,30,116.58,3497.4,Recibido
O-002422,BR-00157,P-017617,PR-00941,Grupo Tena S.Com.,2025-08-13,34,25.11,853.74,Recibido
O-002423,BR-00157,P-017619,PR-00745,Grupo Tejada S.Coop.,2025-07-20,48,142.14,6822.72,Pendiente
O-002424,BR-00158,P-017626,PR-01136,Distribuciones EXZ S.Com.,2025-07-07,35,149.94,5247.9,Recibido
O-002425,BR-00158,P-017629,PR-00859,Grupo Vilar S.L.N.E,2025-07-28,56,94.07,5267.92,En tránsito
O-002426,BR-00158,P-017638,PR-00233,Banca Privada Quirós y asociados S.L.U.,2025-08-23,55,37.95,2087.25,Pendiente
O-002427,BR-00158,P-017644,PR-00234,Gimeno y Amador S.A.,2025-08-14,89,23.44,2086.16,En tránsito
O-002428,BR-00158,P-017645,PR-00234,Gimeno y Amador S.A.,2025-08-18,95,144.24,13702.8,En tránsito
O-002429,BR-00158,P-017663,PR-00222,Grupo Correa S.Com.,2025-08-21,80,64.09,5127.2,En tránsito
O-002430,BR-00158,P-017677,PR-01473,Soluciones MT S.Coop.,2025-07-27,39,26.61,1037.79,Recibido
O-002431,BR-00158,P-017687,PR-01302,Inmobiliaria YTT S.L.,2025-08-23,65,19.86,1290.9,Recibido
O-002432,BR-00158,P-017691,PR-00196,Finanzas Ramírez S.Coop.,2025-07-05,61,140.89,8594.29,En tránsito
O-002433,BR-00158,P-017693,PR-00802,Fábrica Bonet y asociados S.L.N.E,2025-08-09,67,23.67,1585.89,Pendiente
O-002434,BR-00158,P-017697,PR-01223,Hnos Manrique S.Coop.,2025-07-04,24,22.82,547.68,Recibido
O-002435,BR-00158,P-017706,PR-00198,Anselma Escobar Calderón S.L.,2025-08-01,35,28.28,989.8,Recibido
O-002436,BR-00158,P-017720,PR-00201,Hermanos Clemente S.A.,2025-08-01,96,128.0,12288.0,Recibido
O-002437,BR-00158,P-017731,PR-00612,Ale Escobar Nadal S.Coop.,2025-07-25,100,57.61,5761.0,En tránsito
O-002438,BR-00158,P-017744,PR-00228,Supermercados SH S.A.,2025-08-26,89,25.13,2236.57,En tránsito
O-002439,BR-00158,P-017754,PR-01295,Compañía Españolas S.A.,2025-08-19,89,21.86,1945.54,Pendiente
O-002440,BR-00158,P-017759,PR-01283,Olivera y asociados S.L.U.,2025-08-26,83,118.28,9817.24,En tránsito
O-002441,BR-00158,P-017770,PR-00745,Grupo Tejada S.Coop.,2025-08-20,58,61.9,3590.2,Pendiente
O-002442,BR-00158,P-017771,PR-00745,Grupo Tejada S.Coop.,2025-07-09,36,48.67,1752.12,Pendiente
O-002443,BR-00159,P-017779,PR-01136,Distribuciones EXZ S.Com.,2025-08-27,56,127.02,7113.12,Pendiente
O-002444,BR-00159,P-017781,PR-00231,Minería Sanabria & Asociados S.A.,2025-08-09,84,37.85,3179.4,Recibido
O-002445,BR-00159,P-017787,PR-00859,Grupo Vilar S.L.N.E,2025-08-02,98,10.41,1020.18,Pendiente
O-002446,BR-00159,P-017796,PR-00234,Gimeno y Amador S.A.,2025-07-30,59,114.58,6760.22,Pendiente
O-002447,BR-00159,P-017808,PR-00755,Inmobiliaria Ríos S.Com.,2025-07-18,66,122.09,8057.94,Pendiente
O-002448,BR-00159,P-017810,PR-00222,Grupo Correa S.Com.,2025-08-23,64,27.35,1750.4,Recibido
O-002449,BR-00159,P-017817,PR-00223,Hotel Abril S.Com.,2025-07-28,72,108.59,7818.48,Pendiente
O-002450,BR-00159,P-017821,PR-00976,Compañía Arce y asociados S.L.,2025-07-09,74,58.7,4343.8,Recibido
O-002451,BR-00159,P-017851,PR-01486,Grupo Villalba S.Com.,2025-07-27,31,44.28,1372.68,En tránsito
O-002452,BR-00159,P-017864,PR-00202,Restauración del Norte S.Coop.,2025-08-17,71,13.81,980.51,Recibido
O-002453,BR-00159,P-017877,PR-01242,Aguiló y asociados S.L.L.,2025-07-14,30,124.16,3724.8,Recibido
O-002454,BR-00159,P-017878,PR-01242,Aguiló y asociados S.L.L.,2025-08-04,41,13.02,533.82,En tránsito
O-002455,BR-00159,P-017888,PR-01458,Banco Tudela y asociados S.L.U.,2025-07-15,38,140.69,5346.22,Recibido
O-002456,BR-00159,P-017891,PR-01112,Telmo Rueda Sánchez S.C.P,2025-07-23,64,49.72,3182.08,En tránsito
O-002457,BR-00159,P-017893,PR-01295,Compañía Españolas S.A.,2025-07-18,55,8.61,473.55,Pendiente
O-002458,BR-00159,P-017900,PR-00212,Inés Peinado Valls S.A.,2025-07-03,92,46.3,4259.6,En tránsito
O-002459,BR-00159,P-017906,PR-01051,Despacho Moliner S.C.P,2025-07-01,80,74.4,5952.0,En tránsito
O-002460,BR-00159,P-017909,PR-00206,Petrona Roca Juárez S.C.P,2025-08-11,72,15.7,1130.4,En tránsito
O-002461,BR-00159,P-017913,PR-00207,Distribuciones Ramos & Asociados S.C.P,2025-08-14,74,4.32,319.68,Recibido
O-002462,BR-00160,P-017921,PR-01136,Distribuciones EXZ S.Com.,2025-08-25,30,95.96,2878.8,En tránsito
O-002463,BR-00160,P-017922,PR-01136,Distribuciones EXZ S.Com.,2025-08-10,70,93.0,6510.0,Recibido
O-002464,BR-00160,P-017936,PR-00234,Gimeno y Amador S.A.,2025-07-31,43,147.28,6333.04,Recibido
