alerta_id,branch_id,product_id,stock_actual,stock_minimo,fecha_actualizacion,fecha_alerta,prioridad,provider_id,provider_name
AL-00718,BR-00043,P-005043,4,15,2025-04-26,2025-08-29,Media,PR-00654,Hermanos Cervantes S.Coop.
AL-00719,BR-00043,P-005069,4,20,2025-08-20,2025-08-29,Media,PR-00059,Moliner y asociados S.L.L.
AL-00720,BR-00043,P-005078,15,19,2025-07-13,2025-08-29,Baja,PR-01231,Distribuciones Avanzadas S.A.
AL-00721,BR-00043,P-005094,6,19,2025-07-11,2025-08-29,Media,PR-01326,Tecnologías Integrales S.L.N.E
AL-00722,BR-00043,P-005100,6,12,2025-07-24,2025-08-29,Baja,PR-00088,Asensio y Figuerola S.Coop.
AL-00723,BR-00043,P-005118,15,16,2025-07-04,2025-08-29,Baja,PR-00634,Infraestructuras Calvo S.Coop.
AL-00724,BR-00043,P-005120,5,19,2025-06-30,2025-08-29,Media,PR-01422,Familia Elías S.C.P
AL-00725,BR-00043,P-005123,11,17,2025-07-31,2025-08-29,Baja,PR-00634,Infraestructuras Calvo S.Coop.
AL-00726,BR-00044,P-005146,2,17,2025-07-30,2025-08-29,Media,PR-01431,Hermanos Monreal S.L.N.E
AL-00727,BR-00044,P-005147,3,14,2025-07-29,2025-08-29,Media,PR-00092,Tudela y Juárez S.Coop.
AL-00728,BR-00044,P-005156,18,19,2025-06-17,2025-08-29,Baja,PR-01008,Restauración DPS S.Coop.
AL-00729,BR-00044,P-005160,17,18,2025-07-02,2025-08-29,Baja,PR-00094,Laguna y Pellicer S.L.
AL-00730,BR-00044,P-005163,3,10,2025-08-18,2025-08-29,Media,PR-01060,Construcción Rius S.Com.
AL-00731,BR-00044,P-005167,13,13,2025-07-01,2025-08-29,Baja,PR-00934,Banca Privada Ferrando S.L.L.
AL-00732,BR-00044,P-005174,15,16,2025-07-09,2025-08-29,Baja,PR-00082,Otero & Asociados S.A.U
AL-00733,BR-00044,P-005186,0,8,2025-04-09,2025-08-29,Alta,PR-00084,Finanzas Mariño y asociados S.A.T.
AL-00734,BR-00044,P-005199,6,10,2025-05-26,2025-08-29,Baja,PR-00055,Grupo Sevillano S.L.U.
AL-00735,BR-00044,P-005211,11,14,2025-04-25,2025-08-29,Baja,PR-00999,Instalaciones Solano y asociados S.L.
AL-00736,BR-00044,P-005214,8,10,2025-08-24,2025-08-29,Baja,PR-00999,Instalaciones Solano y asociados S.L.
AL-00737,BR-00044,P-005221,3,8,2025-06-27,2025-08-29,Media,PR-00060,Rozas y Patiño S.C.P
AL-00738,BR-00044,P-005223,10,17,2025-07-23,2025-08-29,Baja,PR-00060,Rozas y Patiño S.C.P
AL-00739,BR-00044,P-005227,6,18,2025-06-26,2025-08-29,Media,PR-00061,Hnos Calderon S.Com.
AL-00740,BR-00044,P-005231,7,9,2025-06-01,2025-08-29,Baja,PR-00062,Sala & Asociados S.Coop.
AL-00741,BR-00044,P-005238,2,8,2025-07-01,2025-08-29,Media,PR-00085,Comercial Navarrete S.Com.
AL-00742,BR-00044,P-005255,15,15,2025-05-15,2025-08-29,Baja,PR-00088,Asensio y Figuerola S.Coop.
AL-00743,BR-00044,P-005258,9,13,2025-08-16,2025-08-29,Baja,PR-01142,Falcó y Lucas S.L.N.E
AL-00744,BR-00044,P-005267,2,18,2025-07-15,2025-08-29,Media,PR-00071,Farmaceútica Montoya & Asociados S.L.L.
AL-00745,BR-00045,P-005318,17,17,2025-08-11,2025-08-29,Baja,PR-00980,Despacho Ibéricos S.L.
AL-00746,BR-00045,P-005321,7,16,2025-08-26,2025-08-29,Media,PR-00081,Cardona y Pelayo S.L.
AL-00747,BR-00045,P-005329,4,11,2025-04-16,2025-08-29,Media,PR-01479,Ariadna Ortiz Carlos S.Com.
AL-00748,BR-00045,P-005354,9,18,2025-05-04,2025-08-29,Baja,PR-00056,Hermanos Sanz S.Com.
AL-00749,BR-00045,P-005356,12,18,2025-06-16,2025-08-29,Baja,PR-01255,Díez y Collado S.Com.
AL-00750,BR-00045,P-005360,1,12,2025-08-25,2025-08-29,Media,PR-01255,Díez y Collado S.Com.
AL-00751,BR-00045,P-005376,6,8,2025-08-07,2025-08-29,Baja,PR-00061,Hnos Calderon S.Com.
AL-00752,BR-00045,P-005393,10,17,2025-07-04,2025-08-29,Baja,PR-01326,Tecnologías Integrales S.L.N.E
AL-00753,BR-00045,P-005397,10,20,2025-07-10,2025-08-29,Baja,PR-00086,Reyes Azorin Albero S.L.N.E
AL-00754,BR-00045,P-005414,4,19,2025-08-25,2025-08-29,Media,PR-01226,Sola y asociados S.A.
AL-00755,BR-00045,P-005416,4,7,2025-05-23,2025-08-29,Baja,PR-01405,Hnos Rebollo S.A.D
AL-00756,BR-00045,P-005431,19,19,2025-06-26,2025-08-29,Baja,PR-01324,Villalobos y Mate S.L.
AL-00757,BR-00045,P-005435,15,16,2025-08-10,2025-08-29,Baja,PR-00067,Alberola y Gomis S.Coop.
AL-00758,BR-00046,P-005441,14,16,2025-05-29,2025-08-29,Baja,PR-00091,Banco ZCIR S.L.
AL-00759,BR-00046,P-005462,9,18,2025-07-25,2025-08-29,Baja,PR-01478,María Manuela Cabello Ramón S.Coop.
AL-00760,BR-00046,P-005468,13,17,2025-07-29,2025-08-29,Baja,PR-01497,Sosa y Anglada S.A.
AL-00761,BR-00046,P-005478,4,19,2025-06-02,2025-08-29,Media,PR-01479,Ariadna Ortiz Carlos S.Com.
AL-00762,BR-00046,P-005485,7,19,2025-08-17,2025-08-29,Media,PR-00654,Hermanos Cervantes S.Coop.
AL-00763,BR-00046,P-005486,2,6,2025-07-18,2025-08-29,Media,PR-00053,Hermanos Arana S.L.
AL-00764,BR-00046,P-005490,6,19,2025-08-12,2025-08-29,Media,PR-00054,Inmobiliaria Sans S.L.
AL-00765,BR-00046,P-005492,4,15,2025-07-30,2025-08-29,Media,PR-00055,Grupo Sevillano S.L.U.
AL-00766,BR-00046,P-005495,0,12,2025-07-27,2025-08-29,Alta,PR-00055,Grupo Sevillano S.L.U.
AL-00767,BR-00046,P-005496,8,9,2025-04-29,2025-08-29,Baja,PR-01391,Hotel Iberia S.Com.
AL-00768,BR-00046,P-005506,5,19,2025-08-04,2025-08-29,Media,PR-01255,Díez y Collado S.Com.
AL-00769,BR-00046,P-005508,0,15,2025-08-28,2025-08-29,Alta,PR-00057,Herrera y Recio S.A.
AL-00770,BR-00046,P-005509,12,19,2025-07-07,2025-08-29,Baja,PR-00999,Instalaciones Solano y asociados S.L.
AL-00771,BR-00046,P-005517,9,13,2025-08-03,2025-08-29,Baja,PR-00059,Moliner y asociados S.L.L.
AL-00772,BR-00046,P-005518,5,16,2025-07-05,2025-08-29,Media,PR-00059,Moliner y asociados S.L.L.
AL-00773,BR-00046,P-005520,9,11,2025-05-27,2025-08-29,Baja,PR-00060,Rozas y Patiño S.C.P
AL-00774,BR-00046,P-005522,9,13,2025-08-21,2025-08-29,Baja,PR-00060,Rozas y Patiño S.C.P
AL-00775,BR-00046,P-005526,7,15,2025-06-16,2025-08-29,Media,PR-01325,Alimentación Internacionales S.Coop.
AL-00776,BR-00046,P-005545,0,8,2025-06-20,2025-08-29,Alta,PR-00087,Infraestructuras Española S.Com.
AL-00777,BR-00046,P-005553,2,6,2025-08-21,2025-08-29,Media,PR-01499,Coll y asociados S.L.N.E
AL-00778,BR-00046,P-005564,3,15,2025-08-09,2025-08-29,Media,PR-00063,Hermanos Alcázar S.L.
AL-00779,BR-00046,P-005569,6,9,2025-07-25,2025-08-29,Baja,PR-00894,Otero y Coll S.Coop.
AL-00780,BR-00046,P-005572,17,18,2025-06-07,2025-08-29,Baja,PR-00894,Otero y Coll S.Coop.
AL-00781,BR-00046,P-005575,2,13,2025-04-20,2025-08-29,Media,PR-01422,Familia Elías S.C.P
AL-00782,BR-00046,P-005582,1,13,2025-07-03,2025-08-29,Media,PR-00066,Lucía Carranza Peñalver S.L.
AL-00783,BR-00047,P-005615,15,19,2025-07-08,2025-08-29,Baja,PR-00934,Banca Privada Ferrando S.L.L.
AL-00784,BR-00047,P-005616,12,20,2025-07-25,2025-08-29,Baja,PR-00080,Parra y Bilbao S.Coop.
AL-00785,BR-00047,P-005620,12,18,2025-08-07,2025-08-29,Baja,PR-00081,Cardona y Pelayo S.L.
AL-00786,BR-00047,P-005628,1,5,2025-05-05,2025-08-29,Media,PR-00083,Fábrica Navas S.Com.
AL-00787,BR-00047,P-005632,0,11,2025-05-25,2025-08-29,Alta,PR-00083,Fábrica Navas S.Com.
AL-00788,BR-00047,P-005637,0,13,2025-08-14,2025-08-29,Alta,PR-00654,Hermanos Cervantes S.Coop.
AL-00789,BR-00047,P-005638,9,11,2025-06-11,2025-08-29,Baja,PR-00053,Hermanos Arana S.L.
AL-00790,BR-00047,P-005643,11,19,2025-06-10,2025-08-29,Baja,PR-00654,Hermanos Cervantes S.Coop.
AL-00791,BR-00047,P-005645,1,11,2025-08-08,2025-08-29,Media,PR-00054,Inmobiliaria Sans S.L.
AL-00792,BR-00047,P-005659,0,10,2025-06-15,2025-08-29,Alta,PR-01255,Díez y Collado S.Com.
AL-00793,BR-00047,P-005679,9,15,2025-06-03,2025-08-29,Baja,PR-00770,Comercializadora Avanzadas S.L.N.E
AL-00794,BR-00047,P-005682,4,6,2025-05-14,2025-08-29,Baja,PR-00062,Sala & Asociados S.Coop.
AL-00795,BR-00047,P-005687,1,10,2025-04-19,2025-08-29,Media,PR-00062,Sala & Asociados S.Coop.
AL-00796,BR-00047,P-005698,18,19,2025-06-12,2025-08-29,Baja,PR-01326,Tecnologías Integrales S.L.N.E
AL-00797,BR-00047,P-005699,0,6,2025-07-22,2025-08-29,Alta,PR-00087,Infraestructuras Española S.Com.
AL-00798,BR-00047,P-005714,9,19,2025-03-09,2025-08-29,Media,PR-00064,Supermercados Ródenas & Asociados S.A.T.
AL-00799,BR-00047,P-005716,5,16,2025-06-14,2025-08-29,Media,PR-00065,Consultoría Exposito S.Com.
AL-00800,BR-00047,P-005717,10,16,2025-08-20,2025-08-29,Baja,PR-00065,Consultoría Exposito S.Com.
AL-00801,BR-00047,P-005718,8,10,2025-08-16,2025-08-29,Baja,PR-01422,Familia Elías S.C.P
AL-00802,BR-00047,P-005725,10,14,2025-06-19,2025-08-29,Baja,PR-00067,Alberola y Gomis S.Coop.
AL-00803,BR-00047,P-005727,2,18,2025-08-24,2025-08-29,Media,PR-00718,Angelina Narváez Miralles S.L.U.
AL-00804,BR-00048,P-005745,1,9,2025-07-08,2025-08-29,Media,PR-01095,Instalaciones Barberá & Asociados S.A.
AL-00805,BR-00048,P-005749,5,17,2025-03-31,2025-08-29,Media,PR-01203,Banca Privada ZRQ S.L.
AL-00806,BR-00048,P-005754,12,19,2025-07-23,2025-08-29,Baja,PR-00080,Parra y Bilbao S.Coop.
AL-00807,BR-00048,P-005755,6,6,2025-05-26,2025-08-29,Baja,PR-00934,Banca Privada Ferrando S.L.L.
AL-00808,BR-00048,P-005756,10,15,2025-08-10,2025-08-29,Baja,PR-00980,Despacho Ibéricos S.L.
AL-00809,BR-00048,P-005765,1,9,2025-08-23,2025-08-29,Media,PR-00778,Logística Casals S.A.
AL-00810,BR-00048,P-005776,12,15,2025-05-12,2025-08-29,Baja,PR-00654,Hermanos Cervantes S.Coop.
AL-00811,BR-00048,P-005785,13,16,2025-06-29,2025-08-29,Baja,PR-01391,Hotel Iberia S.Com.
AL-00812,BR-00048,P-005805,2,6,2025-07-16,2025-08-29,Media,PR-00862,Dorotea Posada Pallarès S.A.
AL-00813,BR-00048,P-005809,10,20,2025-07-14,2025-08-29,Baja,PR-00060,Rozas y Patiño S.C.P
AL-00814,BR-00048,P-005814,15,15,2025-05-17,2025-08-29,Baja,PR-00770,Comercializadora Avanzadas S.L.N.E
AL-00815,BR-00048,P-005815,11,18,2025-07-18,2025-08-29,Baja,PR-00770,Comercializadora Avanzadas S.L.N.E
AL-00816,BR-00048,P-005816,13,13,2025-06-22,2025-08-29,Baja,PR-00770,Comercializadora Avanzadas S.L.N.E
AL-00817,BR-00048,P-005819,7,18,2025-08-13,2025-08-29,Media,PR-00061,Hnos Calderon S.Com.
AL-00818,BR-00048,P-005824,4,11,2025-05-17,2025-08-29,Media,PR-00062,Sala & Asociados S.Coop.
AL-00819,BR-00048,P-005832,8,10,2025-06-11,2025-08-29,Baja,PR-00086,Reyes Azorin Albero S.L.N.E
AL-00820,BR-00048,P-005842,17,19,2025-06-02,2025-08-29,Baja,PR-01499,Coll y asociados S.L.N.E
AL-00821,BR-00048,P-005846,7,16,2025-08-14,2025-08-29,Media,PR-00089,Mur y Colomer S.L.
AL-00822,BR-00048,P-005848,12,16,2025-07-15,2025-08-29,Baja,PR-01142,Falcó y Lucas S.L.N.E
AL-00823,BR-00048,P-005858,1,6,2025-07-15,2025-08-29,Media,PR-00894,Otero y Coll S.Coop.
AL-00824,BR-00048,P-005871,9,19,2025-08-16,2025-08-29,Media,PR-00067,Alberola y Gomis S.Coop.
AL-00825,BR-00049,P-005884,0,16,2025-08-02,2025-08-29,Alta,PR-00092,Tudela y Juárez S.Coop.
AL-00826,BR-00049,P-005889,0,11,2025-07-31,2025-08-29,Alta,PR-01008,Restauración DPS S.Coop.
AL-00827,BR-00049,P-005892,9,18,2025-08-08,2025-08-29,Baja,PR-01203,Banca Privada ZRQ S.L.
AL-00828,BR-00049,P-005906,1,13,2025-07-07,2025-08-29,Media,PR-00081,Cardona y Pelayo S.L.
AL-00829,BR-00049,P-005907,6,19,2025-07-18,2025-08-29,Media,PR-01478,María Manuela Cabello Ramón S.Coop.
AL-00830,BR-00049,P-005920,10,11,2025-06-26,2025-08-29,Baja,PR-01481,Comercializadora Mena & Asociados S.C.P
AL-00831,BR-00049,P-005925,14,19,2025-07-22,2025-08-29,Baja,PR-00053,Hermanos Arana S.L.
AL-00832,BR-00049,P-005942,5,14,2025-08-06,2025-08-29,Media,PR-01255,Díez y Collado S.Com.
AL-00833,BR-00049,P-005946,6,13,2025-07-29,2025-08-29,Media,PR-01364,Larrañaga & Asociados S.A.
AL-00834,BR-00049,P-005948,5,11,2025-05-05,2025-08-29,Media,PR-01215,Tecnologías Aragonés S.L.L.
AL-00835,BR-00050,P-005973,2,12,2025-05-29,2025-08-29,Media,PR-00091,Banco ZCIR S.L.
AL-00836,BR-00050,P-005975,1,8,2025-07-27,2025-08-29,Media,PR-00091,Banco ZCIR S.L.
AL-00837,BR-00050,P-005979,6,6,2025-06-01,2025-08-29,Baja,PR-01263,Hnos Esteban S.A.
AL-00838,BR-00050,P-005985,7,13,2025-06-12,2025-08-29,Baja,PR-01008,Restauración DPS S.Coop.
AL-00839,BR-00050,P-005988,8,10,2025-07-23,2025-08-29,Baja,PR-00094,Laguna y Pellicer S.L.
AL-00840,BR-00050,P-005992,0,20,2025-08-07,2025-08-29,Alta,PR-00934,Banca Privada Ferrando S.L.L.
AL-00841,BR-00050,P-005996,11,16,2025-07-04,2025-08-29,Baja,PR-00080,Parra y Bilbao S.Coop.
AL-00842,BR-00050,P-005997,15,20,2025-03-20,2025-08-29,Baja,PR-00980,Despacho Ibéricos S.L.
AL-00843,BR-00050,P-006013,8,18,2025-08-15,2025-08-29,Media,PR-01158,Grupo Torrijos S.L.
AL-00844,BR-00050,P-006014,1,9,2025-06-26,2025-08-29,Media,PR-01299,Grupo Lladó S.L.
AL-00845,BR-00050,P-006016,9,10,2025-06-15,2025-08-29,Baja,PR-01012,Industrias Naranjo S.L.L.
AL-00846,BR-00050,P-006024,9,11,2025-08-26,2025-08-29,Baja,PR-00054,Inmobiliaria Sans S.L.
AL-00847,BR-00050,P-006034,4,5,2025-05-23,2025-08-29,Baja,PR-00056,Hermanos Sanz S.Com.
AL-00848,BR-00050,P-006041,14,20,2025-07-25,2025-08-29,Baja,PR-00057,Herrera y Recio S.A.
AL-00849,BR-00050,P-006043,2,17,2025-05-11,2025-08-29,Media,PR-01255,Díez y Collado S.Com.
AL-00850,BR-00050,P-006058,12,20,2025-07-12,2025-08-29,Baja,PR-01056,Aurelia Díez Amorós S.Coop.
AL-00851,BR-00051,P-006087,0,10,2025-06-12,2025-08-29,Alta,PR-01263,Hnos Esteban S.A.
AL-00852,BR-00051,P-006098,2,7,2025-05-15,2025-08-29,Media,PR-00980,Despacho Ibéricos S.L.
AL-00853,BR-00051,P-006102,7,17,2025-05-05,2025-08-29,Media,PR-01478,María Manuela Cabello Ramón S.Coop.
AL-00854,BR-00051,P-006110,0,17,2025-05-26,2025-08-29,Alta,PR-00082,Otero & Asociados S.A.U
AL-00855,BR-00051,P-006117,11,11,2025-07-06,2025-08-29,Baja,PR-01481,Comercializadora Mena & Asociados S.C.P
AL-00856,BR-00051,P-006125,8,18,2025-06-27,2025-08-29,Media,PR-00053,Hermanos Arana S.L.
AL-00857,BR-00051,P-006133,2,20,2025-08-01,2025-08-29,Media,PR-01391,Hotel Iberia S.Com.
AL-00858,BR-00051,P-006136,2,5,2025-06-05,2025-08-29,Media,PR-01391,Hotel Iberia S.Com.
AL-00859,BR-00051,P-006153,2,16,2025-07-03,2025-08-29,Media,PR-00060,Rozas y Patiño S.C.P
AL-00860,BR-00051,P-006164,6,16,2025-08-19,2025-08-29,Media,PR-00062,Sala & Asociados S.Coop.
AL-00861,BR-00052,P-006170,0,7,2025-08-12,2025-08-29,Alta,PR-00090,Construcción Mate S.A.
AL-00862,BR-00052,P-006199,8,19,2025-08-22,2025-08-29,Media,PR-01478,María Manuela Cabello Ramón S.Coop.
AL-00863,BR-00052,P-006207,3,9,2025-07-26,2025-08-29,Media,PR-01479,Ariadna Ortiz Carlos S.Com.
AL-00864,BR-00052,P-006212,0,17,2025-04-05,2025-08-29,Alta,PR-01158,Grupo Torrijos S.L.
AL-00865,BR-00052,P-006214,16,16,2025-06-12,2025-08-29,Baja,PR-01299,Grupo Lladó S.L.
AL-00866,BR-00052,P-006216,7,17,2025-06-25,2025-08-29,Media,PR-00053,Hermanos Arana S.L.
AL-00867,BR-00052,P-006220,7,19,2025-04-27,2025-08-29,Media,PR-00054,Inmobiliaria Sans S.L.
AL-00868,BR-00052,P-006228,5,17,2025-07-30,2025-08-29,Media,PR-00055,Grupo Sevillano S.L.U.
AL-00869,BR-00052,P-006240,9,9,2025-06-05,2025-08-29,Baja,PR-01255,Díez y Collado S.Com.
AL-00870,BR-00052,P-006244,13,19,2025-07-20,2025-08-29,Baja,PR-00815,Comercial IOIH S.Com.
AL-00871,BR-00052,P-006252,6,8,2025-07-21,2025-08-29,Baja,PR-00656,Hermanos Ferrera S.L.N.E
AL-00872,BR-00052,P-006258,13,14,2025-07-31,2025-08-29,Baja,PR-01056,Aurelia Díez Amorós S.Coop.
AL-00873,BR-00052,P-006261,5,17,2025-06-05,2025-08-29,Media,PR-00770,Comercializadora Avanzadas S.L.N.E
AL-00874,BR-00053,P-006268,11,19,2025-06-17,2025-08-29,Baja,PR-00090,Construcción Mate S.A.
AL-00875,BR-00053,P-006278,9,18,2025-08-01,2025-08-29,Baja,PR-00091,Banco ZCIR S.L.
AL-00876,BR-00053,P-006283,11,17,2025-08-22,2025-08-29,Baja,PR-00092,Tudela y Juárez S.Coop.
AL-00877,BR-00053,P-006302,8,17,2025-05-27,2025-08-29,Media,PR-00081,Cardona y Pelayo S.L.
AL-00878,BR-00053,P-006315,5,19,2025-06-06,2025-08-29,Media,PR-01479,Ariadna Ortiz Carlos S.Com.
AL-00879,BR-00053,P-006325,16,19,2025-08-27,2025-08-29,Baja,PR-00054,Inmobiliaria Sans S.L.
AL-00880,BR-00053,P-006327,8,13,2025-08-16,2025-08-29,Baja,PR-01391,Hotel Iberia S.Com.
AL-00881,BR-00053,P-006342,0,20,2025-06-18,2025-08-29,Alta,PR-01215,Tecnologías Aragonés S.L.L.
AL-00882,BR-00053,P-006343,0,18,2025-07-12,2025-08-29,Alta,PR-00862,Dorotea Posada Pallarès S.A.
AL-00883,BR-00053,P-006354,4,7,2025-07-22,2025-08-29,Baja,PR-00062,Sala & Asociados S.Coop.
AL-00884,BR-00054,P-006358,14,19,2025-07-17,2025-08-29,Baja,PR-00090,Construcción Mate S.A.
AL-00885,BR-00054,P-006382,3,13,2025-07-15,2025-08-29,Media,PR-00094,Laguna y Pellicer S.L.
AL-00886,BR-00054,P-006388,2,5,2025-04-17,2025-08-29,Media,PR-00081,Cardona y Pelayo S.L.
AL-00887,BR-00054,P-006392,8,20,2025-07-27,2025-08-29,Media,PR-00081,Cardona y Pelayo S.L.
AL-00888,BR-00054,P-006402,16,19,2025-05-23,2025-08-29,Baja,PR-01012,Industrias Naranjo S.L.L.
AL-00889,BR-00054,P-006403,3,10,2025-08-23,2025-08-29,Media,PR-01481,Comercializadora Mena & Asociados S.C.P
AL-00890,BR-00054,P-006406,8,13,2025-07-17,2025-08-29,Baja,PR-01481,Comercializadora Mena & Asociados S.C.P
AL-00891,BR-00054,P-006413,4,9,2025-08-28,2025-08-29,Media,PR-00053,Hermanos Arana S.L.
AL-00892,BR-00054,P-006418,19,20,2025-08-09,2025-08-29,Baja,PR-00054,Inmobiliaria Sans S.L.
AL-00893,BR-00054,P-006419,1,9,2025-08-13,2025-08-29,Media,PR-01391,Hotel Iberia S.Com.
AL-00894,BR-00054,P-006434,11,11,2025-08-08,2025-08-29,Baja,PR-00815,Comercial IOIH S.Com.
AL-00895,BR-00054,P-006440,2,6,2025-08-08,2025-08-29,Media,PR-00656,Hermanos Ferrera S.L.N.E
AL-00896,BR-00054,P-006448,12,18,2025-06-10,2025-08-29,Baja,PR-01056,Aurelia Díez Amorós S.Coop.
AL-00897,BR-00054,P-006451,5,5,2025-08-14,2025-08-29,Baja,PR-00770,Comercializadora Avanzadas S.L.N.E
AL-00898,BR-00055,P-006459,1,12,2025-08-14,2025-08-29,Media,PR-00090,Construcción Mate S.A.
AL-00899,BR-00055,P-006462,3,8,2025-04-23,2025-08-29,Media,PR-00090,Construcción Mate S.A.
AL-00900,BR-00055,P-006474,19,19,2025-08-06,2025-08-29,Baja,PR-01263,Hnos Esteban S.A.
AL-00901,BR-00055,P-006476,11,14,2025-03-20,2025-08-29,Baja,PR-00093,Infraestructuras Segovia & Asociados S.Com.
AL-00902,BR-00055,P-006478,2,13,2025-06-22,2025-08-29,Media,PR-00093,Infraestructuras Segovia & Asociados S.Com.
AL-00903,BR-00055,P-006483,9,14,2025-07-02,2025-08-29,Baja,PR-01060,Construcción Rius S.Com.
AL-00904,BR-00055,P-006484,4,11,2025-07-04,2025-08-29,Media,PR-00080,Parra y Bilbao S.Coop.
AL-00905,BR-00055,P-006497,9,20,2025-07-02,2025-08-29,Media,PR-00083,Fábrica Navas S.Com.
AL-00906,BR-00055,P-006499,1,9,2025-07-28,2025-08-29,Media,PR-01479,Ariadna Ortiz Carlos S.Com.
AL-00907,BR-00055,P-006502,11,12,2025-07-21,2025-08-29,Baja,PR-00834,Hermanos Cabrera S.L.N.E
AL-00908,BR-00055,P-006526,13,15,2025-04-24,2025-08-29,Baja,PR-00056,Hermanos Sanz S.Com.
AL-00909,BR-00055,P-006541,4,11,2025-08-03,2025-08-29,Media,PR-00815,Comercial IOIH S.Com.
AL-00910,BR-00055,P-006548,15,17,2025-06-11,2025-08-29,Baja,PR-00060,Rozas y Patiño S.C.P
AL-00911,BR-00055,P-006559,4,20,2025-05-01,2025-08-29,Media,PR-00062,Sala & Asociados S.Coop.
AL-00912,BR-00056,P-006587,0,7,2025-07-05,2025-08-29,Alta,PR-01478,María Manuela Cabello Ramón S.Coop.
AL-00913,BR-00056,P-006591,12,17,2025-07-19,2025-08-29,Baja,PR-00081,Cardona y Pelayo S.L.
AL-00914,BR-00056,P-006592,0,5,2025-05-27,2025-08-29,Alta,PR-01478,María Manuela Cabello Ramón S.Coop.
AL-00915,BR-00056,P-006593,3,18,2025-05-24,2025-08-29,Media,PR-00778,Logística Casals S.A.
AL-00916,BR-00056,P-006600,0,10,2025-08-10,2025-08-29,Alta,PR-01479,Ariadna Ortiz Carlos S.Com.
AL-00917,BR-00056,P-006603,12,14,2025-06-20,2025-08-29,Baja,PR-01299,Grupo Lladó S.L.
AL-00918,BR-00056,P-006607,13,19,2025-06-08,2025-08-29,Baja,PR-00654,Hermanos Cervantes S.Coop.
AL-00919,BR-00056,P-006612,6,9,2025-05-31,2025-08-29,Baja,PR-00054,Inmobiliaria Sans S.L.
AL-00920,BR-00056,P-006615,0,6,2025-05-18,2025-08-29,Alta,PR-00055,Grupo Sevillano S.L.U.
AL-00921,BR-00056,P-006626,4,14,2025-08-03,2025-08-29,Media,PR-00056,Hermanos Sanz S.Com.
AL-00922,BR-00056,P-006637,8,20,2025-05-26,2025-08-29,Media,PR-00656,Hermanos Ferrera S.L.N.E
AL-00923,BR-00056,P-006638,1,19,2025-08-08,2025-08-29,Media,PR-00059,Moliner y asociados S.L.L.
AL-00924,BR-00056,P-006644,5,19,2025-08-21,2025-08-29,Media,PR-01056,Aurelia Díez Amorós S.Coop.
AL-00925,BR-00056,P-006650,17,18,2025-08-17,2025-08-29,Baja,PR-00770,Comercializadora Avanzadas S.L.N.E
AL-00926,BR-00056,P-006652,5,11,2025-07-01,2025-08-29,Media,PR-00062,Sala & Asociados S.Coop.
AL-00927,BR-00056,P-006654,4,19,2025-08-10,2025-08-29,Media,PR-00062,Sala & Asociados S.Coop.
AL-00928,BR-00057,P-006666,5,20,2025-08-03,2025-08-29,Media,PR-01431,Hermanos Monreal S.L.N.E
AL-00929,BR-00057,P-006668,6,15,2025-08-04,2025-08-29,Media,PR-00092,Tudela y Juárez S.Coop.
AL-00930,BR-00057,P-006677,2,14,2025-06-11,2025-08-29,Media,PR-00080,Parra y Bilbao S.Coop.
AL-00931,BR-00057,P-006684,14,18,2025-07-04,2025-08-29,Baja,PR-00081,Cardona y Pelayo S.L.
AL-00932,BR-00057,P-006691,2,10,2025-06-10,2025-08-29,Media,PR-00082,Otero & Asociados S.A.U
AL-00933,BR-00057,P-006695,8,14,2025-03-28,2025-08-29,Baja,PR-00993,Familia Bilbao S.L.
AL-00934,BR-00057,P-006699,14,19,2025-07-04,2025-08-29,Baja,PR-00084,Finanzas Mariño y asociados S.A.T.
AL-00935,BR-00057,P-006723,2,7,2025-06-19,2025-08-29,Media,PR-00056,Hermanos Sanz S.Com.
AL-00936,BR-00057,P-006728,6,9,2025-07-23,2025-08-29,Baja,PR-00057,Herrera y Recio S.A.
AL-00937,BR-00057,P-006730,10,13,2025-07-08,2025-08-29,Baja,PR-01255,Díez y Collado S.Com.
AL-00938,BR-00057,P-006734,2,12,2025-08-02,2025-08-29,Media,PR-00754,Zaira Cabañas Vega S.Coop.
AL-00939,BR-00057,P-006750,7,12,2025-08-12,2025-08-29,Baja,PR-01056,Aurelia Díez Amorós S.Coop.
AL-00940,BR-00057,P-006753,8,13,2025-08-01,2025-08-29,Baja,PR-01325,Alimentación Internacionales S.Coop.
AL-00941,BR-00058,P-006780,13,18,2025-06-17,2025-08-29,Baja,PR-01431,Hermanos Monreal S.L.N.E
AL-00942,BR-00058,P-006797,13,20,2025-07-04,2025-08-29,Baja,PR-00080,Parra y Bilbao S.Coop.
AL-00943,BR-00058,P-006798,12,16,2025-04-29,2025-08-29,Baja,PR-00081,Cardona y Pelayo S.L.
AL-00944,BR-00058,P-006806,0,5,2025-04-22,2025-08-29,Alta,PR-00083,Fábrica Navas S.Com.
AL-00945,BR-00058,P-006820,8,16,2025-05-21,2025-08-29,Baja,PR-00053,Hermanos Arana S.L.
AL-00946,BR-00058,P-006824,8,11,2025-08-28,2025-08-29,Baja,PR-00053,Hermanos Arana S.L.
AL-00947,BR-00058,P-006826,3,11,2025-07-30,2025-08-29,Media,PR-00054,Inmobiliaria Sans S.L.
