inventory_id,branch_id,product_id,stock_actual,stock_minimo,fecha_ingreso,fecha_actualizacion,estado
I-000765,BR-00004,P-000765,82,7,2025-07-08,2025-08-08,Disponible
I-000766,BR-00004,P-000766,38,7,2025-03-13,2025-05-22,Disponible
I-000767,BR-00004,P-000767,90,15,2025-05-21,2025-05-21,Disponible
I-000768,BR-00004,P-000768,82,16,2025-05-24,2025-05-24,Disponible
I-000769,BR-00004,P-000769,35,6,2025-03-18,2025-07-15,Disponible
I-000770,BR-00004,P-000770,57,8,2025-04-23,2025-08-03,Disponible
I-000771,BR-00004,P-000771,57,17,2025-07-02,2025-08-05,Disponible
I-000772,BR-00004,P-000772,27,20,2025-04-16,2025-06-29,Disponible
I-000773,BR-00004,P-000773,9,13,2025-05-23,2025-08-13,Bajo stock
I-000774,BR-00004,P-000774,98,10,2025-07-21,2025-07-24,Disponible
I-000775,BR-00004,P-000775,12,16,2025-05-29,2025-06-16,Bajo stock
I-000776,BR-00004,P-000776,87,12,2025-07-16,2025-08-09,Disponible
I-000777,BR-00004,P-000777,70,7,2025-04-23,2025-07-25,Disponible
I-000778,BR-00004,P-000778,0,13,2025-05-02,2025-08-22,Agotado
I-000779,BR-00004,P-000779,31,11,2025-06-10,2025-06-16,Disponible
I-000780,BR-00004,P-000780,6,9,2025-04-01,2025-05-08,Bajo stock
I-000781,BR-00004,P-000781,1,17,2025-05-02,2025-07-25,Bajo stock
I-000782,BR-00004,P-000782,42,19,2025-04-30,2025-08-10,Disponible
I-000783,BR-00004,P-000783,78,20,2025-04-18,2025-07-27,Disponible
I-000784,BR-00004,P-000784,72,8,2025-07-18,2025-08-10,Disponible
I-000785,BR-00004,P-000785,57,14,2025-06-24,2025-08-22,Disponible
I-000786,BR-00004,P-000786,14,9,2025-04-24,2025-08-21,Disponible
I-000787,BR-00004,P-000787,27,7,2025-03-24,2025-06-28,Disponible
I-000788,BR-00004,P-000788,23,14,2025-06-12,2025-06-26,Disponible
I-000789,BR-00004,P-000789,61,20,2025-05-02,2025-07-21,Disponible
I-000790,BR-00004,P-000790,30,13,2025-04-11,2025-05-09,Disponible
I-000791,BR-00004,P-000791,66,7,2025-04-27,2025-07-10,Disponible
I-000792,BR-00004,P-000792,95,14,2025-03-07,2025-07-12,Disponible
I-000793,BR-00004,P-000793,97,15,2025-04-06,2025-06-24,Disponible
I-000794,BR-00005,P-000794,48,9,2025-07-08,2025-07-30,Disponible
I-000795,BR-00005,P-000795,51,16,2025-06-19,2025-08-08,Disponible
I-000796,BR-00005,P-000796,69,13,2025-04-02,2025-05-27,Disponible
I-000797,BR-00005,P-000797,23,7,2025-07-10,2025-07-26,Disponible
I-000798,BR-00005,P-000798,25,7,2025-06-24,2025-07-19,Disponible
I-000799,BR-00005,P-000799,19,14,2025-04-02,2025-06-19,Disponible
I-000800,BR-00005,P-000800,7,13,2025-03-06,2025-06-28,Bajo stock
I-000801,BR-00005,P-000801,80,19,2025-06-27,2025-07-21,Disponible
I-000802,BR-00005,P-000802,74,13,2025-03-23,2025-04-16,Disponible
I-000803,BR-00005,P-000803,98,14,2025-03-13,2025-06-02,Disponible
I-000804,BR-00005,P-000804,74,6,2025-05-03,2025-06-20,Disponible
I-000805,BR-00005,P-000805,39,11,2025-07-15,2025-08-24,Disponible
I-000806,BR-00005,P-000806,4,12,2025-05-01,2025-05-09,Bajo stock
I-000807,BR-00005,P-000807,98,19,2025-03-19,2025-06-18,Disponible
I-000808,BR-00005,P-000808,69,11,2025-04-09,2025-08-02,Disponible
I-000809,BR-00005,P-000809,93,16,2025-06-04,2025-08-11,Disponible
I-000810,BR-00005,P-000810,10,6,2025-03-01,2025-05-20,Disponible
I-000811,BR-00005,P-000811,34,5,2025-04-26,2025-05-05,Disponible
I-000812,BR-00005,P-000812,31,13,2025-05-01,2025-07-20,Disponible
I-000813,BR-00005,P-000813,35,6,2025-06-15,2025-08-18,Disponible
I-000814,BR-00005,P-000814,42,18,2025-06-03,2025-07-24,Disponible
I-000815,BR-00005,P-000815,14,17,2025-02-26,2025-06-28,Bajo stock
I-000816,BR-00005,P-000816,75,12,2025-07-15,2025-07-28,Disponible
I-000817,BR-00005,P-000817,87,10,2025-06-11,2025-06-17,Disponible
I-000818,BR-00005,P-000818,45,7,2025-06-15,2025-06-16,Disponible
I-000819,BR-00005,P-000819,99,7,2025-05-18,2025-08-03,Disponible
I-000820,BR-00005,P-000820,44,10,2025-06-18,2025-06-25,Disponible
I-000821,BR-00005,P-000821,8,13,2025-04-29,2025-08-09,Bajo stock
I-000822,BR-00005,P-000822,3,20,2025-03-05,2025-04-28,Bajo stock
I-000823,BR-00005,P-000823,24,9,2025-04-08,2025-04-22,Disponible
I-000824,BR-00005,P-000824,7,12,2025-07-19,2025-07-29,Bajo stock
I-000825,BR-00005,P-000825,22,15,2025-04-19,2025-04-22,Disponible
I-000826,BR-00005,P-000826,55,8,2025-07-10,2025-07-21,Disponible
I-000827,BR-00005,P-000827,74,6,2025-06-23,2025-07-09,Disponible
I-000828,BR-00005,P-000828,86,12,2025-02-27,2025-04-13,Disponible
I-000829,BR-00005,P-000829,17,20,2025-06-01,2025-06-09,Bajo stock
I-000830,BR-00005,P-000830,19,7,2025-06-09,2025-07-12,Disponible
I-000831,BR-00005,P-000831,39,16,2025-03-13,2025-08-18,Disponible
I-000832,BR-00005,P-000832,91,16,2025-05-10,2025-07-07,Disponible
I-000833,BR-00005,P-000833,85,11,2025-03-21,2025-07-17,Disponible
I-000834,BR-00005,P-000834,70,15,2025-05-19,2025-07-29,Disponible
I-000835,BR-00005,P-000835,34,13,2025-05-11,2025-05-24,Disponible
I-000836,BR-00005,P-000836,30,10,2025-04-22,2025-07-27,Disponible
I-000837,BR-00005,P-000837,65,5,2025-04-26,2025-08-22,Disponible
I-000838,BR-00005,P-000838,88,13,2025-07-07,2025-08-24,Disponible
I-000839,BR-00005,P-000839,27,12,2025-05-22,2025-07-10,Disponible
I-000840,BR-00005,P-000840,18,8,2025-03-24,2025-05-07,Disponible
I-000841,BR-00005,P-000841,82,14,2025-05-24,2025-08-08,Disponible
I-000842,BR-00005,P-000842,51,12,2025-07-18,2025-08-06,Disponible
I-000843,BR-00005,P-000843,6,17,2025-04-22,2025-07-09,Bajo stock
I-000844,BR-00005,P-000844,8,5,2025-06-26,2025-07-08,Disponible
I-000845,BR-00005,P-000845,50,16,2025-03-16,2025-06-26,Disponible
I-000846,BR-00005,P-000846,60,5,2025-04-10,2025-07-31,Disponible
I-000847,BR-00005,P-000847,2,14,2025-03-03,2025-07-20,Bajo stock
I-000848,BR-00005,P-000848,53,13,2025-05-30,2025-08-06,Disponible
I-000849,BR-00005,P-000849,98,20,2025-07-08,2025-07-15,Disponible
I-000850,BR-00005,P-000850,57,19,2025-07-02,2025-08-22,Disponible
I-000851,BR-00005,P-000851,64,12,2025-03-23,2025-06-24,Disponible
I-000852,BR-00005,P-000852,10,11,2025-06-25,2025-07-27,Bajo stock
I-000853,BR-00005,P-000853,19,10,2025-05-25,2025-07-16,Disponible
I-000854,BR-00005,P-000854,40,15,2025-06-17,2025-07-20,Disponible
I-000855,BR-00005,P-000855,43,18,2025-06-05,2025-06-30,Disponible
I-000856,BR-00005,P-000856,49,20,2025-03-21,2025-04-06,Disponible
I-000857,BR-00005,P-000857,42,7,2025-02-28,2025-06-24,Disponible
I-000858,BR-00005,P-000858,91,20,2025-05-20,2025-06-24,Disponible
I-000859,BR-00005,P-000859,1,20,2025-05-10,2025-05-22,Bajo stock
I-000860,BR-00005,P-000860,22,11,2025-05-21,2025-06-06,Disponible
I-000861,BR-00005,P-000861,25,20,2025-03-29,2025-05-16,Disponible
I-000862,BR-00005,P-000862,88,13,2025-06-02,2025-08-17,Disponible
I-000863,BR-00005,P-000863,74,6,2025-07-22,2025-08-09,Disponible
I-000864,BR-00005,P-000864,52,15,2025-05-24,2025-08-19,Disponible
I-000865,BR-00005,P-000865,46,13,2025-05-14,2025-08-21,Disponible
I-000866,BR-00005,P-000866,75,9,2025-05-24,2025-07-10,Disponible
I-000867,BR-00005,P-000867,31,20,2025-02-26,2025-02-26,Disponible
I-000868,BR-00005,P-000868,64,19,2025-04-27,2025-07-19,Disponible
I-000869,BR-00005,P-000869,37,17,2025-05-20,2025-08-13,Disponible
I-000870,BR-00005,P-000870,58,16,2025-05-17,2025-06-09,Disponible
I-000871,BR-00005,P-000871,92,12,2025-03-05,2025-07-03,Disponible
I-000872,BR-00005,P-000872,1,18,2025-03-12,2025-08-22,Bajo stock
I-000873,BR-00005,P-000873,40,10,2025-03-10,2025-04-13,Disponible
I-000874,BR-00005,P-000874,7,12,2025-03-25,2025-05-23,Bajo stock
I-000875,BR-00005,P-000875,9,20,2025-07-02,2025-08-08,Bajo stock
I-000876,BR-00005,P-000876,17,10,2025-04-23,2025-08-07,Disponible
I-000877,BR-00005,P-000877,87,20,2025-05-22,2025-06-27,Disponible
I-000878,BR-00005,P-000878,56,6,2025-03-18,2025-04-23,Disponible
I-000879,BR-00005,P-000879,83,15,2025-05-23,2025-08-18,Disponible
I-000880,BR-00005,P-000880,17,20,2025-06-27,2025-08-17,Bajo stock
I-000881,BR-00005,P-000881,42,15,2025-03-12,2025-06-01,Disponible
I-000882,BR-00005,P-000882,100,17,2025-07-21,2025-08-14,Disponible
I-000883,BR-00005,P-000883,63,14,2025-06-11,2025-08-13,Disponible
I-000884,BR-00005,P-000884,30,19,2025-04-14,2025-06-07,Disponible
I-000885,BR-00005,P-000885,72,11,2025-06-22,2025-06-23,Disponible
I-000886,BR-00005,P-000886,23,8,2025-04-16,2025-07-03,Disponible
I-000887,BR-00005,P-000887,21,8,2025-06-25,2025-07-23,Disponible
I-000888,BR-00005,P-000888,51,9,2025-07-15,2025-07-19,Disponible
I-000889,BR-00005,P-000889,28,9,2025-03-16,2025-06-12,Disponible
I-000890,BR-00005,P-000890,88,20,2025-06-26,2025-07-03,Disponible
I-000891,BR-00005,P-000891,24,15,2025-03-18,2025-07-27,Disponible
I-000892,BR-00005,P-000892,75,7,2025-03-17,2025-07-23,Disponible
I-000893,BR-00005,P-000893,4,7,2025-04-05,2025-06-19,Bajo stock
I-000894,BR-00005,P-000894,71,13,2025-03-06,2025-06-19,Disponible
I-000895,BR-00005,P-000895,58,6,2025-07-11,2025-07-17,Disponible
I-000896,BR-00005,P-000896,0,19,2025-06-19,2025-08-02,Agotado
I-000897,BR-00005,P-000897,59,19,2025-03-12,2025-07-31,Disponible
I-000898,BR-00005,P-000898,84,9,2025-05-23,2025-08-17,Disponible
I-000899,BR-00005,P-000899,52,15,2025-07-16,2025-07-25,Disponible
I-000900,BR-00005,P-000900,53,16,2025-03-04,2025-07-29,Disponible
I-000901,BR-00005,P-000901,64,10,2025-04-28,2025-07-13,Disponible
I-000902,BR-00005,P-000902,84,7,2025-05-03,2025-05-04,Disponible
I-000903,BR-00005,P-000903,13,17,2025-07-12,2025-07-16,Bajo stock
I-000904,BR-00005,P-000904,65,16,2025-03-13,2025-07-16,Disponible
I-000905,BR-00005,P-000905,53,17,2025-06-10,2025-07-29,Disponible
I-000906,BR-00005,P-000906,29,18,2025-05-28,2025-07-22,Disponible
I-000907,BR-00005,P-000907,70,14,2025-06-14,2025-08-05,Disponible
I-000908,BR-00005,P-000908,25,9,2025-04-08,2025-05-14,Disponible
I-000909,BR-00005,P-000909,56,12,2025-05-04,2025-06-11,Disponible
I-000910,BR-00005,P-000910,39,6,2025-05-11,2025-05-30,Disponible
I-000911,BR-00005,P-000911,83,8,2025-03-24,2025-08-12,Disponible
I-000912,BR-00005,P-000912,32,18,2025-03-01,2025-04-24,Disponible
I-000913,BR-00005,P-000913,35,12,2025-05-29,2025-08-16,Disponible
I-000914,BR-00005,P-000914,62,18,2025-06-15,2025-07-17,Disponible
I-000915,BR-00005,P-000915,85,9,2025-06-21,2025-07-12,Disponible
I-000916,BR-00005,P-000916,10,18,2025-03-27,2025-05-31,Bajo stock
I-000917,BR-00005,P-000917,61,14,2025-03-27,2025-06-20,Disponible
I-000918,BR-00005,P-000918,14,9,2025-04-28,2025-05-17,Disponible
I-000919,BR-00005,P-000919,12,9,2025-06-17,2025-07-21,Disponible
I-000920,BR-00005,P-000920,56,12,2025-05-02,2025-07-08,Disponible
I-000921,BR-00005,P-000921,49,11,2025-06-28,2025-08-18,Disponible
I-000922,BR-00005,P-000922,83,16,2025-07-25,2025-08-08,Disponible
I-000923,BR-00005,P-000923,4,14,2025-05-09,2025-08-14,Bajo stock
I-000924,BR-00005,P-000924,12,9,2025-03-13,2025-08-20,Disponible
I-000925,BR-00005,P-000925,4,17,2025-05-24,2025-07-19,Bajo stock
I-000926,BR-00005,P-000926,19,14,2025-03-18,2025-07-22,Disponible
I-000927,BR-00005,P-000927,30,6,2025-07-13,2025-08-08,Disponible
I-000928,BR-00005,P-000928,34,13,2025-07-19,2025-08-18,Disponible
I-000929,BR-00005,P-000929,80,13,2025-04-24,2025-05-08,Disponible
I-000930,BR-00005,P-000930,59,5,2025-04-13,2025-06-12,Disponible
I-000931,BR-00005,P-000931,98,6,2025-06-27,2025-08-06,Disponible
I-000932,BR-00005,P-000932,53,10,2025-07-14,2025-08-10,Disponible
I-000933,BR-00005,P-000933,67,14,2025-04-07,2025-04-23,Disponible
I-000934,BR-00005,P-000934,24,19,2025-03-04,2025-08-15,Disponible
I-000935,BR-00005,P-000935,81,17,2025-07-21,2025-08-17,Disponible
I-000936,BR-00005,P-000936,23,10,2025-06-10,2025-07-25,Disponible
I-000937,BR-00005,P-000937,44,13,2025-05-13,2025-08-03,Disponible
I-000938,BR-00005,P-000938,11,18,2025-07-17,2025-08-06,Bajo stock
I-000939,BR-00005,P-000939,77,18,2025-06-24,2025-08-16,Disponible
I-000940,BR-00005,P-000940,58,20,2025-05-21,2025-07-07,Disponible
I-000941,BR-00005,P-000941,98,12,2025-05-11,2025-06-18,Disponible
I-000942,BR-00005,P-000942,51,6,2025-06-01,2025-07-09,Disponible
I-000943,BR-00005,P-000943,96,17,2025-06-13,2025-06-22,Disponible
I-000944,BR-00005,P-000944,15,9,2025-06-14,2025-07-14,Disponible
I-000945,BR-00005,P-000945,21,8,2025-03-14,2025-04-04,Disponible
I-000946,BR-00005,P-000946,19,12,2025-05-14,2025-07-01,Disponible
I-000947,BR-00005,P-000947,73,11,2025-03-09,2025-07-29,Disponible
I-000948,BR-00005,P-000948,92,5,2025-06-19,2025-08-15,Disponible
I-000949,BR-00005,P-000949,37,7,2025-06-22,2025-07-13,Disponible
I-000950,BR-00005,P-000950,38,15,2025-03-14,2025-04-08,Disponible
I-000951,BR-00005,P-000951,73,17,2025-07-24,2025-07-26,Disponible
I-000952,BR-00006,P-000952,87,20,2025-04-26,2025-08-12,Disponible
I-000953,BR-00006,P-000953,49,6,2025-04-06,2025-07-21,Disponible
I-000954,BR-00006,P-000954,57,9,2025-06-06,2025-08-21,Disponible
I-000955,BR-00006,P-000955,72,6,2025-05-22,2025-06-05,Disponible
I-000956,BR-00006,P-000956,1,11,2025-05-07,2025-07-01,Bajo stock
I-000957,BR-00006,P-000957,84,13,2025-04-09,2025-04-28,Disponible
I-000958,BR-00006,P-000958,69,15,2025-05-23,2025-07-02,Disponible
I-000959,BR-00006,P-000959,75,12,2025-05-09,2025-08-23,Disponible
I-000960,BR-00006,P-000960,69,18,2025-05-14,2025-06-03,Disponible
I-000961,BR-00006,P-000961,69,5,2025-07-14,2025-08-20,Disponible
I-000962,BR-00006,P-000962,41,17,2025-03-11,2025-05-09,Disponible
I-000963,BR-00006,P-000963,72,10,2025-06-14,2025-07-26,Disponible
I-000964,BR-00006,P-000964,53,12,2025-05-18,2025-06-27,Disponible
I-000965,BR-00006,P-000965,96,10,2025-03-19,2025-05-12,Disponible
I-000966,BR-00006,P-000966,37,9,2025-06-08,2025-07-19,Disponible
I-000967,BR-00006,P-000967,10,14,2025-03-26,2025-05-29,Bajo stock
I-000968,BR-00006,P-000968,63,9,2025-05-12,2025-07-22,Disponible
I-000969,BR-00006,P-000969,55,16,2025-04-20,2025-06-21,Disponible
I-000970,BR-00006,P-000970,47,15,2025-06-08,2025-06-23,Disponible
I-000971,BR-00006,P-000971,96,5,2025-03-13,2025-06-21,Disponible
I-000972,BR-00006,P-000972,4,19,2025-04-01,2025-05-18,Bajo stock
I-000973,BR-00006,P-000973,83,16,2025-03-06,2025-04-28,Disponible
I-000974,BR-00006,P-000974,21,7,2025-03-03,2025-03-12,Disponible
I-000975,BR-00006,P-000975,50,19,2025-05-20,2025-06-13,Disponible
I-000976,BR-00006,P-000976,3,15,2025-05-28,2025-08-24,Bajo stock
I-000977,BR-00006,P-000977,57,20,2025-03-12,2025-05-07,Disponible
I-000978,BR-00006,P-000978,57,10,2025-05-11,2025-06-10,Disponible
I-000979,BR-00006,P-000979,32,6,2025-02-26,2025-03-09,Disponible
I-000980,BR-00006,P-000980,88,19,2025-07-25,2025-08-03,Disponible
I-000981,BR-00006,P-000981,22,11,2025-05-13,2025-05-23,Disponible
I-000982,BR-00006,P-000982,54,6,2025-07-04,2025-08-20,Disponible
I-000983,BR-00006,P-000983,96,15,2025-05-09,2025-05-21,Disponible
I-000984,BR-00006,P-000984,65,7,2025-04-17,2025-06-02,Disponible
I-000985,BR-00006,P-000985,55,19,2025-05-10,2025-06-24,Disponible
I-000986,BR-00006,P-000986,42,19,2025-03-21,2025-04-05,Disponible
I-000987,BR-00006,P-000987,45,13,2025-05-02,2025-05-04,Disponible
I-000988,BR-00006,P-000988,40,5,2025-03-25,2025-08-13,Disponible
I-000989,BR-00006,P-000989,7,10,2025-05-27,2025-07-10,Bajo stock
I-000990,BR-00006,P-000990,5,13,2025-02-28,2025-07-12,Bajo stock
I-000991,BR-00006,P-000991,81,20,2025-04-24,2025-08-21,Disponible
I-000992,BR-00006,P-000992,40,7,2025-04-25,2025-08-12,Disponible
I-000993,BR-00006,P-000993,84,18,2025-05-06,2025-07-28,Disponible
I-000994,BR-00006,P-000994,100,10,2025-06-04,2025-06-15,Disponible
I-000995,BR-00006,P-000995,70,7,2025-06-26,2025-08-14,Disponible
I-000996,BR-00006,P-000996,73,10,2025-03-22,2025-07-26,Disponible
I-000997,BR-00006,P-000997,89,10,2025-03-31,2025-06-22,Disponible
I-000998,BR-00006,P-000998,27,5,2025-03-18,2025-04-02,Disponible
I-000999,BR-00006,P-000999,22,13,2025-07-22,2025-08-06,Disponible
I-001000,BR-00006,P-001000,9,6,2025-04-22,2025-05-03,Disponible
I-001001,BR-00006,P-001001,17,19,2025-03-13,2025-05-30,Bajo stock
I-001002,BR-00006,P-001002,10,15,2025-05-27,2025-07-03,Bajo stock
I-001003,BR-00006,P-001003,45,13,2025-06-25,2025-07-08,Disponible
I-001004,BR-00006,P-001004,6,6,2025-07-11,2025-08-12,Bajo stock
I-001005,BR-00006,P-001005,1,14,2025-06-18,2025-07-11,Bajo stock
I-001006,BR-00006,P-001006,21,5,2025-06-18,2025-08-03,Disponible
I-001007,BR-00006,P-001007,73,10,2025-06-16,2025-08-22,Disponible
I-001008,BR-00006,P-001008,7,6,2025-03-04,2025-07-22,Disponible
I-001009,BR-00006,P-001009,61,19,2025-05-08,2025-06-09,Disponible
I-001010,BR-00006,P-001010,76,14,2025-07-20,2025-07-29,Disponible
I-001011,BR-00006,P-001011,41,17,2025-07-23,2025-07-23,Disponible
I-001012,BR-00006,P-001012,27,11,2025-03-28,2025-04-18,Disponible
I-001013,BR-00006,P-001013,80,17,2025-07-05,2025-08-23,Disponible
I-001014,BR-00006,P-001014,55,17,2025-03-26,2025-05-14,Disponible
I-001015,BR-00006,P-001015,7,13,2025-04-04,2025-07-18,Bajo stock
I-001016,BR-00006,P-001016,50,15,2025-07-24,2025-08-04,Disponible
I-001017,BR-00006,P-001017,83,9,2025-05-18,2025-07-14,Disponible
I-001018,BR-00006,P-001018,20,12,2025-03-06,2025-08-08,Disponible
I-001019,BR-00006,P-001019,83,12,2025-06-22,2025-08-21,Disponible
I-001020,BR-00006,P-001020,87,19,2025-07-17,2025-07-17,Disponible
I-001021,BR-00006,P-001021,42,6,2025-06-18,2025-08-09,Disponible
I-001022,BR-00006,P-001022,94,14,2025-04-03,2025-05-31,Disponible
I-001023,BR-00006,P-001023,32,16,2025-05-06,2025-06-11,Disponible
I-001024,BR-00006,P-001024,69,11,2025-04-30,2025-05-07,Disponible
I-001025,BR-00006,P-001025,88,11,2025-03-31,2025-08-06,Disponible
I-001026,BR-00006,P-001026,18,10,2025-04-02,2025-06-24,Disponible
I-001027,BR-00006,P-001027,82,7,2025-07-25,2025-08-07,Disponible
I-001028,BR-00006,P-001028,18,5,2025-04-15,2025-07-20,Disponible
I-001029,BR-00006,P-001029,89,5,2025-06-10,2025-07-12,Disponible
I-001030,BR-00006,P-001030,4,9,2025-05-16,2025-05-24,Bajo stock
I-001031,BR-00006,P-001031,8,14,2025-05-12,2025-07-31,Bajo stock
I-001032,BR-00006,P-001032,57,17,2025-04-07,2025-06-29,Disponible
I-001033,BR-00006,P-001033,54,20,2025-03-16,2025-04-12,Disponible
I-001034,BR-00006,P-001034,14,14,2025-07-06,2025-08-12,Bajo stock
I-001035,BR-00006,P-001035,90,19,2025-05-17,2025-06-11,Disponible
I-001036,BR-00006,P-001036,38,12,2025-04-16,2025-07-09,Disponible
I-001037,BR-00006,P-001037,58,11,2025-04-12,2025-08-22,Disponible
I-001038,BR-00006,P-001038,62,20,2025-07-11,2025-08-01,Disponible
I-001039,BR-00006,P-001039,57,8,2025-02-28,2025-08-12,Disponible
I-001040,BR-00006,P-001040,44,17,2025-05-08,2025-07-04,Disponible
I-001041,BR-00006,P-001041,32,5,2025-03-17,2025-07-23,Disponible
I-001042,BR-00006,P-001042,88,9,2025-04-18,2025-08-19,Disponible
I-001043,BR-00006,P-001043,54,6,2025-06-22,2025-07-11,Disponible
I-001044,BR-00006,P-001044,82,14,2025-07-14,2025-08-04,Disponible
I-001045,BR-00006,P-001045,71,5,2025-05-17,2025-06-27,Disponible
I-001046,BR-00006,P-001046,37,12,2025-06-16,2025-06-21,Disponible
I-001047,BR-00006,P-001047,20,16,2025-05-31,2025-06-05,Disponible
I-001048,BR-00006,P-001048,61,13,2025-05-18,2025-07-14,Disponible
I-001049,BR-00006,P-001049,5,9,2025-03-07,2025-08-04,Bajo stock
I-001050,BR-00006,P-001050,76,9,2025-04-11,2025-06-21,Disponible
I-001051,BR-00006,P-001051,64,6,2025-07-11,2025-08-18,Disponible
I-001052,BR-00006,P-001052,15,5,2025-06-25,2025-06-25,Disponible
I-001053,BR-00006,P-001053,35,19,2025-03-09,2025-05-23,Disponible
I-001054,BR-00006,P-001054,38,6,2025-05-09,2025-07-18,Disponible
I-001055,BR-00006,P-001055,19,8,2025-06-07,2025-07-15,Disponible
I-001056,BR-00006,P-001056,63,14,2025-07-19,2025-08-02,Disponible
I-001057,BR-00006,P-001057,12,17,2025-05-04,2025-06-06,Bajo stock
I-001058,BR-00006,P-001058,25,9,2025-03-28,2025-06-26,Disponible
I-001059,BR-00006,P-001059,20,17,2025-06-26,2025-07-04,Disponible
I-001060,BR-00006,P-001060,1,12,2025-05-10,2025-05-22,Bajo stock
I-001061,BR-00006,P-001061,20,12,2025-03-27,2025-05-12,Disponible
I-001062,BR-00006,P-001062,69,7,2025-07-19,2025-08-05,Disponible
I-001063,BR-00006,P-001063,40,7,2025-06-07,2025-07-01,Disponible
I-001064,BR-00006,P-001064,1,9,2025-03-16,2025-08-11,Bajo stock
I-001065,BR-00006,P-001065,44,9,2025-04-07,2025-04-28,Disponible
I-001066,BR-00006,P-001066,43,10,2025-03-17,2025-05-22,Disponible
I-001067,BR-00006,P-001067,82,6,2025-07-15,2025-07-31,Disponible
I-001068,BR-00006,P-001068,38,8,2025-07-13,2025-08-07,Disponible
I-001069,BR-00006,P-001069,85,14,2025-07-14,2025-07-14,Disponible
I-001070,BR-00006,P-001070,4,15,2025-05-11,2025-06-12,Bajo stock
I-001071,BR-00006,P-001071,89,7,2025-05-02,2025-05-16,Disponible
I-001072,BR-00006,P-001072,26,9,2025-06-03,2025-06-21,Disponible
I-001073,BR-00006,P-001073,29,14,2025-03-27,2025-08-07,Disponible
I-001074,BR-00006,P-001074,1,17,2025-06-07,2025-06-16,Bajo stock
I-001075,BR-00006,P-001075,62,11,2025-06-03,2025-08-05,Disponible
I-001076,BR-00006,P-001076,35,12,2025-05-19,2025-08-19,Disponible
I-001077,BR-00006,P-001077,30,18,2025-03-13,2025-08-14,Disponible
I-001078,BR-00006,P-001078,32,6,2025-07-20,2025-08-19,Disponible
I-001079,BR-00006,P-001079,48,12,2025-03-31,2025-05-11,Disponible
I-001080,BR-00006,P-001080,9,11,2025-03-10,2025-03-29,Bajo stock
I-001081,BR-00006,P-001081,72,15,2025-05-30,2025-07-13,Disponible
I-001082,BR-00006,P-001082,37,15,2025-07-21,2025-08-08,Disponible
I-001083,BR-00006,P-001083,24,5,2025-04-13,2025-07-17,Disponible
I-001084,BR-00006,P-001084,66,20,2025-03-08,2025-05-26,Disponible
I-001085,BR-00006,P-001085,87,19,2025-04-23,2025-06-23,Disponible
I-001086,BR-00006,P-001086,23,11,2025-03-09,2025-08-05,Disponible
I-001087,BR-00006,P-001087,68,5,2025-03-07,2025-03-21,Disponible
I-001088,BR-00006,P-001088,25,8,2025-07-11,2025-07-30,Disponible
I-001089,BR-00006,P-001089,100,17,2025-07-08,2025-08-07,Disponible
I-001090,BR-00006,P-001090,89,12,2025-06-27,2025-08-06,Disponible
I-001091,BR-00006,P-001091,20,13,2025-05-24,2025-08-11,Disponible
I-001092,BR-00006,P-001092,32,12,2025-05-12,2025-07-06,Disponible
I-001093,BR-00006,P-001093,99,7,2025-05-30,2025-07-18,Disponible
I-001094,BR-00006,P-001094,91,6,2025-05-17,2025-07-19,Disponible
I-001095,BR-00006,P-001095,36,12,2025-06-06,2025-07-23,Disponible
I-001096,BR-00006,P-001096,9,14,2025-05-11,2025-06-15,Bajo stock
I-001097,BR-00006,P-001097,51,6,2025-06-20,2025-06-24,Disponible
I-001098,BR-00006,P-001098,12,13,2025-07-01,2025-08-13,Bajo stock
I-001099,BR-00006,P-001099,92,20,2025-07-13,2025-08-17,Disponible
I-001100,BR-00006,P-001100,51,7,2025-07-20,2025-08-01,Disponible
I-001101,BR-00006,P-001101,83,18,2025-05-02,2025-06-17,Disponible
I-001102,BR-00006,P-001102,93,17,2025-05-12,2025-06-20,Disponible
I-001103,BR-00006,P-001103,24,15,2025-04-17,2025-07-07,Disponible
I-001104,BR-00006,P-001104,17,15,2025-04-20,2025-08-04,Disponible
I-001105,BR-00006,P-001105,47,10,2025-03-22,2025-06-09,Disponible
I-001106,BR-00006,P-001106,33,20,2025-05-26,2025-07-13,Disponible
I-001107,BR-00006,P-001107,82,18,2025-03-24,2025-07-08,Disponible
I-001108,BR-00006,P-001108,37,9,2025-04-04,2025-08-02,Disponible
I-001109,BR-00006,P-001109,91,10,2025-07-15,2025-07-15,Disponible
I-001110,BR-00006,P-001110,24,9,2025-02-26,2025-04-08,Disponible
I-001111,BR-00006,P-001111,53,6,2025-06-18,2025-07-10,Disponible
I-001112,BR-00006,P-001112,32,10,2025-03-23,2025-03-26,Disponible
I-001113,BR-00006,P-001113,32,15,2025-06-15,2025-07-19,Disponible
I-001114,BR-00006,P-001114,68,18,2025-05-08,2025-07-03,Disponible
I-001115,BR-00006,P-001115,98,10,2025-03-07,2025-06-08,Disponible
I-001116,BR-00006,P-001116,59,20,2025-04-19,2025-08-02,Disponible
I-001117,BR-00006,P-001117,64,17,2025-05-01,2025-07-27,Disponible
I-001118,BR-00006,P-001118,57,17,2025-03-19,2025-05-07,Disponible
I-001119,BR-00006,P-001119,6,10,2025-04-25,2025-07-01,Bajo stock
