provider_id,name,nif,email,phone,country,city,address,category,subcategory,condicion_pago
PR-00420,Dehmel KGaA,G84810634,eberthsandor@example.com,+49 626540583,Alemania,Múnich,"Trappgasse 10, 41693 Bad Kissingen",Productos de Limpieza,Detergentes,30 días
PR-00421,Vogt Pärtzelt e.G.,W96224948,olivia69@example.org,+49 602320415,Alemania,Múnich,"Grein Grothstr. 6/3, 56685 Viersen",Productos de Limpieza,Ambientadores,90 días
PR-00422,Löchel Zorbach e.V.,A82272358,bonbachclarissa@example.net,+49 650293380,Alemania,Múnich,"Alberto-Ullrich-Weg 49, 65373 Sigmaringen",Productos de Limpieza,Limpiadores multiusos,90 días
PR-00423,Wieloch Weinhold KG,W18292397,ingolfsteinberg@example.com,+49 656593245,Alemania,Múnich,"Zenon-Rosenow-Straße 84, 92588 Beilngries",Productos de Limpieza,Escobas y utensilios,Contado
PR-00424,ОАО «Матвеев Фадеева»,R46205422,danilovzosima@example.com,+7 620562257,Rusia,Moscú,"ст. Шуя, ул. Станиславского, д. 12 стр. 4/8, 435411",Tecnología,Software,90 días
PR-00425,АО «Соколова Уварова»,Q54033309,iraida_10@example.com,+7 659457568,Rusia,Moscú,"г. Кировск (Ленин.), бул. Горный, д. 647 стр. 7/4, 684416",Tecnología,Hardware,90 días
PR-00426,Ситникова Групп,R98736303,fedotovostap@example.com,+7 696187822,Rusia,Moscú,"к. Солнечногорск, бул. Свободный, д. 2/3, 777232",Tecnología,Redes,Contado
PR-00427,"АО «Кононова, Дементьев и Самсонова»",C96957930,aggefilatov@example.org,+7 642821938,Rusia,Moscú,"п. Братск, пер. Макарова, д. 5/3 стр. 32, 558406",Tecnología,Ciberseguridad,90 días
PR-00428,АО «Савельев Кабанова»,D20546776,azari_1993@example.net,+7 631316614,Rusia,Moscú,"к. Мирный, ул. Энергетиков, д. 2/3, 761341",Tecnología,IoT,30 días
PR-00429,ООО «Рожков»,U90463321,ivan_1983@example.com,+7 633660788,Rusia,Moscú,"д. Кирово-Чепецк, пер. Журавлева, д. 419 стр. 7, 083872",Alimentos,Frutas y Verduras,60 días
PR-00430,Зыкова Лимитед,A51580100,avdeevfeoktist@example.net,+7 650244328,Rusia,Moscú,"ст. Оха, пер. Славянский, д. 38 стр. 68, 677790",Alimentos,Carnes y Embutidos,30 días
PR-00431,РАО «Колесников Тимофеева»,H80325541,vladimirovvitali@example.net,+7 653934327,Rusia,Moscú,"п. Орел, пр. Прибрежный, д. 79 стр. 2/6, 646639",Alimentos,Bebidas,90 días
PR-00432,ОАО «Соболева Маслова»,E70317110,gorbachevaantonina@example.com,+7 612633353,Rusia,Moscú,"п. Домодедово, бул. Новгородский, д. 2/3, 078134",Alimentos,Panadería,60 días
PR-00433,АК Алроса,U50058488,maslovruben@example.com,+7 605977936,Rusia,Moscú,"г. Сосногорск, алл. Виноградная, д. 49, 898478",Alimentos,Comida Congelada,60 días
PR-00434,ИП «Шарова Авдеев»,J83970426,sigizmund78@example.org,+7 643012036,Rusia,Moscú,"к. Балашиха, алл. Заозерная, д. 951, 462676",Ropa,Moda Hombre,90 días
PR-00435,АО «Артемьева-Николаев»,B30857671,birjukovstanislav@example.net,+7 694884013,Rusia,Moscú,"к. Быково (метеост.), пер. Жданова, д. 162 стр. 7, 400841",Ropa,Moda Mujer,60 días
PR-00436,Нижфарм (Nidda Midco),A95010481,blarionov@example.net,+7 644180753,Rusia,Moscú,"ст. Петушки, пер. Вахитова, д. 537 к. 437, 616808",Ropa,Infantil,60 días
PR-00437,ИП «Аксенова Федорова»,G24199372,askold_89@example.com,+7 645713446,Rusia,Moscú,"д. Сергиев Посад, ш. Войкова, д. 243 стр. 8/5, 589670",Ropa,Deportivo,30 días
PR-00438,Ефимов Групп,V32072993,vadimvorobev@example.org,+7 660118956,Rusia,Moscú,"к. Нарым, пер. Кузнецкий, д. 27 к. 977, 096240",Ropa,Accesorios,90 días
PR-00439,ОАО «Ширяев»,P91812032,denissilin@example.org,+7 694182196,Rusia,Moscú,"п. Яр-Сале, алл. Шишкина, д. 94 к. 901, 284245",Electrónica,Electrodomésticos,60 días
PR-00440,Бобылева Лимитед,V94559810,zbragin@example.org,+7 601431247,Rusia,Moscú,"д. Карабудахкент, алл. Октябрьская, д. 79 стр. 2, 313149",Electrónica,Audio y Video,Contado
PR-00441,РАО «Стрелков Евсеев»,Q68730262,arseni_23@example.com,+7 644954631,Rusia,Moscú,"ст. Кизел, бул. Сельский, д. 22 стр. 9, 470656",Electrónica,Telefonía,90 días
PR-00442,РАО «Бобылева-Игнатов»,E79273008,kazimir_1995@example.org,+7 654237328,Rusia,Moscú,"ст. Ясный (Оренб.), ул. Мая 1, д. 6 к. 7, 790106",Electrónica,Computación,60 días
PR-00443,Архипов Инкорпорэйтед,E58749348,ladislav_2015@example.org,+7 630835151,Rusia,Moscú,"с. Красноуфимск, бул. Черноморский, д. 76, 266277",Electrónica,Gadgets,90 días
PR-00444,ОАО «Буров Бирюкова»,S29453962,lebedevstojan@example.net,+7 614449245,Rusia,Moscú,"ст. Мураши, наб. Веселая, д. 3, 303384",Servicios,Instalación,90 días
PR-00445,ООО «Анисимова Прохорова»,P40662726,darja2011@example.net,+7 676591437,Rusia,Moscú,"г. Чокурдах, ул. Индустриальная, д. 3/7, 420522",Servicios,Reparación,30 días
PR-00446,АО «Назарова-Буров»,P14174366,hgerasimova@example.org,+7 674462505,Rusia,Moscú,"к. Алексин, пр. Ульянова, д. 4 к. 875, 674564",Accesorios y Repuestos,Automotrices,30 días
PR-00447,"АО «Белов, Богданова и Власов»",C75327201,mironfedorov@example.org,+7 650541412,Rusia,Moscú,"клх Ростов-на-Дону, бул. Светлый, д. 76, 330962",Accesorios y Repuestos,Electrodomésticos,30 días
PR-00448,ОАО «Гурьева»,P25064227,tit_1981@example.net,+7 698496780,Rusia,Moscú,"п. Архыз, бул. Севастопольский, д. 9, 429237",Accesorios y Repuestos,Tecnológicos,90 días
PR-00449,"АО «Савина, Константинов и Белозерова»",G92892699,vadim16@example.org,+7 661996981,Rusia,Moscú,"с. Астрахань, алл. Пролетарская, д. 202, 202623",Accesorios y Repuestos,Industriales,60 días
PR-00450,Мираторг,N47809051,averjangrishin@example.org,+7 630934196,Rusia,Moscú,"ст. Домодедово, ул. Безымянная, д. 38, 056051",Accesorios y Repuestos,Mecánicos,30 días
PR-00451,АО «Субботин»,N66178114,dorofeevkarl@example.org,+7 669880932,Rusia,Moscú,"д. Туруханск, пр. Дарвина, д. 5/9 к. 5/5, 391032",Construcción,Materiales,60 días
PR-00452,РАО «Дорофеев-Самойлов»,U11860437,litkinafevronija@example.com,+7 658366600,Rusia,Moscú,"к. Тайшет, ул. Волочаевская, д. 94, 846831",Construcción,Maquinaria,30 días
PR-00453,"ИП «Воронцова, Абрамов и Суханова»",J60253738,spartak_89@example.org,+7 651805364,Rusia,Moscú,"с. Сусуман, бул. Колхозный, д. 144 стр. 9/9, 404185",Construcción,Herramientas,90 días
PR-00454,ООО «Кондратьев-Пономарев»,W28763211,stojan_1992@example.net,+7 688725767,Rusia,Moscú,"с. Яр-Сале, ш. Безымянное, д. 3 к. 68, 519519",Construcción,Arquitectura,60 días
PR-00455,ЗАО «Тетерина-Иванов»,H81666958,fefremov@example.com,+7 664949949,Rusia,Moscú,"к. Магнитогорск, ул. Заречная, д. 36 стр. 1/7, 448897",Construcción,Ingeniería,90 días
PR-00456,ООО «Шарапов Петухова»,A80998932,kopilovasvetlana@example.net,+7 698521276,Rusia,Moscú,"п. Яшкуль, пр. Карьерный, д. 846 стр. 52, 661089",Cuidado Personal,Cosméticos,60 días
PR-00457,"ИП «Егорова, Русаков и Зимин»",G29214921,pahomovvaleri@example.org,+7 600072099,Rusia,Moscú,"д. Беломорск, ул. Коммунистическая, д. 993, 458153",Cuidado Personal,Farmacéuticos,60 días
PR-00458,Воробьева и партнеры,U97649648,belovgerasim@example.org,+7 681510898,Rusia,Moscú,"с. Волхов, наб. Базарная, д. 640 к. 4, 266996",Cuidado Personal,Higiene,60 días
PR-00459,ЗАО «Комиссаров»,J69791129,akulina_1974@example.net,+7 679705859,Rusia,Moscú,"д. Мыс Шмидта, ул. Сельская, д. 22 стр. 3, 528905",Cuidado Personal,Spa,Contado
PR-00460,ООО «Голубев-Владимирова»,P94081041,porfiri2018@example.com,+7 648737282,Rusia,Moscú,"с. Муравленко, ш. Базарное, д. 7/9 стр. 23, 158961",Cuidado Personal,Nutrición,60 días
PR-00461,"АО «Устинова, Степанов и Васильева»",R22579394,ershovaveronika@example.com,+7 602185680,Rusia,Moscú,"г. Камышин, пер. Гайдара, д. 8/9 к. 847, 614303",Hogar y Decoración,Muebles,60 días
PR-00462,"РАО «Пестова, Марков и Родионов»",R56203739,wloginov@example.org,+7 635519594,Rusia,Moscú,"клх Новый Уренгой, ш. Центральное, д. 142, 129932",Hogar y Decoración,Iluminación,30 días
PR-00463,ИП «Агафонова Якушев»,F29075299,rsergeev@example.com,+7 668754183,Rusia,Moscú,"г. Мурманск, пр. Овражный, д. 2, 379457",Hogar y Decoración,Textiles,90 días
PR-00464,Прохоров Групп,S59040169,ribakovkondrati@example.net,+7 617944374,Rusia,Moscú,"д. Щельяюр, пер. Запорожский, д. 9/5, 041999",Hogar y Decoración,Organización,90 días
PR-00465,Восточная горнорудная компания,V62387450,valeri56@example.net,+7 671527027,Rusia,Moscú,"г. Челябинск, алл. Заозерная, д. 965 к. 38, 571073",Hogar y Decoración,Arte decorativo,Contado
PR-00466,"ОАО «Лазарева, Буров и Муравьева»",J83571691,rjabovolimpi@example.net,+7 630972087,Rusia,Moscú,"ст. Баргузин, наб. Юбилейная, д. 837, 240795",Productos de Limpieza,Desinfectantes,90 días
PR-00467,ИП «Нестеров-Меркушева»,N47604922,ljubov_2022@example.org,+7 623269271,Rusia,Moscú,"клх Урюпинск, наб. Алтайская, д. 4 к. 9, 351853",Productos de Limpieza,Detergentes,60 días
PR-00468,РАО «Игнатова Калинина»,W97508316,pmaksimov@example.net,+7 634512224,Rusia,Moscú,"г. Йошкар-Ола, пер. Мая 1, д. 1 стр. 5, 343688",Productos de Limpieza,Ambientadores,30 días
PR-00469,"ОАО «Гордеев, Сергеев и Бобылева»",S22257978,bzimin@example.net,+7 682885989,Rusia,Moscú,"д. Шатура, бул. Больничный, д. 4 к. 3/1, 731692",Productos de Limpieza,Limpiadores multiusos,60 días
PR-00470,ИП «Филиппова Панова»,B10906256,ipati_2012@example.net,+7 663395087,Rusia,Moscú,"п. Лотошино, пер. Мелиоративный, д. 80, 523642",Productos de Limpieza,Escobas y utensilios,90 días
PR-00471,"Walker, Benton and Gomez",W47583177,hensonmitchell@example.net,+1 652546797,Canadá,Calgary,"32057 Michael Lodge Apt. 925, North Alexander, BC H8A4L7",Tecnología,Software,60 días
PR-00472,Phillips-Diaz,C26505450,rodriguezjacob@example.com,+1 684975547,Canadá,Calgary,"36200 David Bypass, East Bryan, QC S2T3N6",Tecnología,Hardware,30 días
PR-00473,Singleton-Carson,E88593084,yreed@example.org,+1 629503288,Canadá,Calgary,"6603 Jason Meadow Suite 266, Laurashire, AB H6T3L8",Tecnología,Redes,60 días
PR-00474,Thompson-Alvarez,V70374529,nguyennicholas@example.org,+1 697652080,Canadá,Calgary,"1185 Jessica Courts Apt. 498, Christopherchester, MB V2E 9H9",Tecnología,Ciberseguridad,90 días
PR-00475,Huffman-Moore,J81618341,heathergonzalez@example.net,+1 666132247,Canadá,Calgary,"24604 Justin Mill, West Nicholasshire, NT N6B3C8",Tecnología,IoT,30 días
PR-00476,"Nelson, Santos and Lopez",V91073339,coxhannah@example.org,+1 669723916,Canadá,Calgary,"773 Benson Bridge, South Meghan, NL T4A5M5",Alimentos,Frutas y Verduras,30 días
PR-00477,"Chaney, Franklin and Martin",A76277449,ellisbradley@example.com,+1 619260198,Canadá,Calgary,"36580 Jessica Crest Apt. 864, North Jenniferview, YT E9H 1K4",Alimentos,Carnes y Embutidos,30 días
PR-00478,"Garcia, Klein and Zimmerman",A92720502,lisa11@example.com,+1 680422797,Canadá,Calgary,"28077 Lisa Alley Apt. 057, Thomasbury, NL S9V4Y3",Alimentos,Bebidas,30 días
PR-00479,Gallagher-Munoz,W61771771,judybrown@example.com,+1 621260893,Canadá,Calgary,"37289 Thornton Keys Suite 899, West Justinton, QC H5T3H2",Alimentos,Panadería,60 días
PR-00480,Zuniga Ltd,W74500760,sherry29@example.net,+1 647177311,Canadá,Calgary,"0294 Aaron Ridges, Scottfurt, NB J9S 2B3",Alimentos,Comida Congelada,90 días
PR-00481,Castillo-Kelley,J68601018,mshaw@example.com,+1 612210073,Canadá,Calgary,"55446 James Landing Apt. 798, Lake Lauraview, NT T7K8T6",Ropa,Moda Hombre,Contado
PR-00482,Franklin PLC,V26853308,wendy12@example.net,+1 697863185,Canadá,Calgary,"35678 Shannon Island, Normanburgh, SK T9H6K4",Ropa,Moda Mujer,90 días
PR-00483,"Stevens, Campbell and Garcia",F98315516,flemingtammy@example.net,+1 600631774,Canadá,Calgary,"7790 Strong Junction, Evanbury, YT N7T7B7",Ropa,Infantil,90 días
PR-00484,Melton PLC,V69668877,carsondakota@example.net,+1 689724519,Canadá,Calgary,"18821 Weber Terrace Apt. 659, South Joshua, BC S2K 1K7",Ropa,Deportivo,30 días
PR-00485,Flores Inc,B27476530,richardramirez@example.com,+1 666547422,Canadá,Calgary,"43355 Lee Vista Apt. 760, East Cindy, NS M7K5R1",Ropa,Accesorios,90 días
PR-00486,Novak LLC,W35318966,rmeyer@example.com,+1 682474182,Canadá,Calgary,"07164 Andrew Street Apt. 374, Dianatown, PE T7G 3X4",Electrónica,Electrodomésticos,30 días
PR-00487,"Byrd, Byrd and Stevenson",E14971280,larry65@example.org,+1 611094045,Canadá,Calgary,"68100 Alec Dam, Underwoodstad, NS V1R8P5",Electrónica,Audio y Video,90 días
PR-00488,Kennedy-Walter,G73807948,tgreen@example.org,+1 666920525,Canadá,Calgary,"89066 Tiffany Parkway Suite 269, Davilaborough, QC J2P5S3",Electrónica,Telefonía,90 días
PR-00489,Fischer-Lawrence,U16092521,deannarosales@example.net,+1 655664810,Canadá,Calgary,"030 Michael Squares Suite 769, Jeffersonmouth, NU N2T 9L6",Electrónica,Computación,90 días
PR-00490,"Patton, May and Oneill",E30411714,nfrench@example.org,+1 634349547,Canadá,Calgary,"6055 Christina Coves Suite 035, East Francestown, NS M1G4S1",Electrónica,Gadgets,60 días
PR-00491,Walton-Gilbert,W43664860,bgonzalez@example.net,+1 664783911,Canadá,Calgary,"622 Wright Brooks Suite 005, West Caseychester, NT M6B6H4",Servicios,Instalación,90 días
PR-00492,Zimmerman PLC,E95659326,james73@example.net,+1 678447068,Canadá,Calgary,"68236 Heather Bypass, North Christophermouth, ON C8N5K7",Servicios,Reparación,90 días
PR-00493,"Gilbert, Costa and Reyes",B57535198,coreymoore@example.com,+1 653832048,Canadá,Calgary,"18158 Amanda Lodge Suite 927, Charlesland, NS G6A9Y1",Accesorios y Repuestos,Automotrices,Contado
PR-00494,"Martinez, Lawson and Williams",D21749892,jose95@example.org,+1 672434006,Canadá,Calgary,"343 Michael Isle, Simmonsshire, MB R1L1V5",Accesorios y Repuestos,Electrodomésticos,90 días
PR-00495,"Perry, Chang and Graham",S19311660,dstewart@example.org,+1 615596462,Canadá,Calgary,"4443 Martinez Rapid, Jordanstad, QC M4X 4M4",Accesorios y Repuestos,Tecnológicos,30 días
PR-00496,"Brown, Tapia and Conner",C90765499,amays@example.net,+1 667893939,Canadá,Calgary,"103 Boyle Street, Port Scott, QC L9G 2V4",Accesorios y Repuestos,Industriales,30 días
PR-00497,"Pineda, Stevens and Hughes",S51705626,marshcraig@example.com,+1 668985575,Canadá,Calgary,"22498 Margaret Flats, Thompsonborough, AB M9T 6K6",Accesorios y Repuestos,Mecánicos,30 días
PR-00498,Wells and Sons,V72623837,daviskari@example.net,+1 655148921,Canadá,Calgary,"03360 David Prairie, North Michelle, MB Y4M2P4",Construcción,Materiales,30 días
PR-00499,Hudson-Newton,A54280724,braunrebecca@example.com,+1 609086234,Canadá,Calgary,"40027 Kelly Inlet, East Kimberly, MB P1L 5Y5",Construcción,Maquinaria,90 días
PR-00500,Hart-Rivera,S83403001,barrykyle@example.org,+1 633317677,Canadá,Calgary,"50880 Miller Fall, Kristinside, QC B2P 2X3",Construcción,Herramientas,90 días
PR-00501,Ali Ltd,D21656616,gloria57@example.net,+1 619781416,Canadá,Calgary,"4920 Brennan Vista Suite 971, Pughburgh, NB H7K 3E8",Construcción,Arquitectura,90 días
PR-00502,Pope LLC,R70130094,romaneddie@example.org,+1 603842909,Canadá,Calgary,"1573 Kyle Harbors, North Maryland, NL C9C3G4",Construcción,Ingeniería,60 días
PR-00503,"Johnson, Morgan and Edwards",Q92890397,parksusan@example.org,+1 608863879,Canadá,Calgary,"52622 Robert Roads, Gonzalezburgh, BC X7A1G1",Cuidado Personal,Cosméticos,90 días
PR-00504,Levine Inc,R96880040,hernandezchelsea@example.org,+1 634041894,Canadá,Calgary,"43825 Andrea Fall, Turnerfort, NB H3J 1K8",Cuidado Personal,Farmacéuticos,90 días
PR-00505,Clark-Martin,C14469396,catherinemooney@example.net,+1 627264152,Canadá,Calgary,"201 Peterson Ports Apt. 833, Davidchester, AB B2G 2P2",Cuidado Personal,Higiene,90 días
PR-00506,Anderson PLC,B75777288,holly97@example.net,+1 646495026,Canadá,Calgary,"69104 Brooke Greens Suite 883, South Brandon, BC R6G7R2",Cuidado Personal,Spa,60 días
PR-00507,Thompson Inc,C74128453,waltersamy@example.com,+1 659249116,Canadá,Calgary,"883 Baldwin Causeway, Davisburgh, NU N4J9A8",Cuidado Personal,Nutrición,90 días
PR-00508,Thompson-Cook,D52218901,nguyennicole@example.org,+1 664870221,Canadá,Calgary,"6161 Miles Mews, Port Isabeltown, PE E4G 7N5",Hogar y Decoración,Muebles,90 días
PR-00509,"Hall, Stevens and Green",U71430121,sarahbennett@example.com,+1 699709805,Canadá,Calgary,"663 Elliott Spring, Adambury, BC P7H 1V5",Hogar y Decoración,Iluminación,60 días
PR-00510,"Carroll, Davis and Peterson",D55303464,mcmahonrebecca@example.com,+1 664677339,Canadá,Calgary,"062 Christopher Cove, South Johnshire, NT X8C 2S7",Hogar y Decoración,Textiles,30 días
PR-00511,Bonilla Group,J94279740,dgarrison@example.net,+1 659604134,Canadá,Calgary,"6810 Denise Radial Apt. 928, Jenniferchester, QC A6V9R1",Hogar y Decoración,Organización,90 días
PR-00512,"Gray, Hurst and Marquez",A27726161,webbmorgan@example.org,+1 648178488,Canadá,Calgary,"51340 Campbell Stravenue Suite 071, Christopherview, NT Y1M 1K4",Hogar y Decoración,Arte decorativo,90 días
PR-00513,Beck-Savage,C19012754,steeleangela@example.com,+1 692955394,Canadá,Calgary,"836 Jeffrey Hollow, West Brandon, NB K8L 7E8",Productos de Limpieza,Desinfectantes,30 días
PR-00514,Rivera-Garcia,D44683440,jason08@example.net,+1 646369001,Canadá,Calgary,"395 Jennifer Drives, North Ambermouth, NB V4J4A6",Productos de Limpieza,Detergentes,90 días
PR-00515,"Williams, Warren and Delgado",R94693187,walkerstephanie@example.org,+1 605130488,Canadá,Calgary,"63814 Cassie Center Suite 636, Feliciaport, QC Y5V 9S3",Productos de Limpieza,Ambientadores,90 días
PR-00516,"Figueroa, Hayes and Rangel",P17511619,jimenezdonald@example.org,+1 691713024,Canadá,Calgary,"1135 Rachel Lock, Port Dylan, QC J1Y 7X7",Productos de Limpieza,Limpiadores multiusos,Contado
PR-00517,"Simmons, Smith and King",S82371505,leewells@example.org,+1 680181214,Canadá,Calgary,"064 Hughes Crest, Lake Johnville, NT X6J 7X6",Productos de Limpieza,Escobas y utensilios,90 días
PR-00518,Gonçalves - ME,D33462377,sophie66@example.org,+55 650393288,Brasil,Salvador,"Avenida Brenda Guerra, 48, Vila Madre Gertrudes 1ª Seção, 26129-094 Casa Grande do Galho / PA",Tecnología,Software,90 días
PR-00519,Porto,V97612979,gcampos@example.com,+55 613790462,Brasil,Salvador,"Quadra Maria Fernanda Camargo, Frei Leopoldo, 53182949 da Cruz / GO",Tecnología,Hardware,90 días
PR-00520,Fonseca Ribeiro - ME,D55123946,ferreiramelissa@example.net,+55 600480902,Brasil,Salvador,"Vila de Moreira, 88, Vila Fumec, 93161954 Rezende de Duarte / AP",Tecnología,Redes,30 días
PR-00521,Silveira,A72380231,pedro-henriquemontenegro@example.net,+55 618727244,Brasil,Salvador,"Ladeira Sofia Pires, 961, Grotinha, 04254-921 Pimenta das Flores / PA",Tecnología,Ciberseguridad,60 días
PR-00522,Pacheco Castro - EI,B45820255,vianacaua@example.org,+55 618146682,Brasil,Salvador,"Condomínio de Sampaio, Serra Do Curral, 50244556 Siqueira do Galho / ES",Tecnología,IoT,60 días
PR-00523,Santos,A72139603,maria-liz00@example.org,+55 623780735,Brasil,Salvador,"Condomínio Sales, 91, Oeste, 89683730 Albuquerque / RN",Alimentos,Frutas y Verduras,Contado
PR-00524,Alves,S64660623,lunafreitas@example.com,+55 680491752,Brasil,Salvador,"Largo Carlos Eduardo Nunes, 75, São Paulo, 73504644 da Rocha / AM",Alimentos,Carnes y Embutidos,90 días
PR-00525,Viana Borges S.A.,G83216997,laurada-cruz@example.net,+55 654780594,Brasil,Salvador,"Condomínio Ribeiro, 69, Lagoinha, 53405429 Melo de Minas / AM",Alimentos,Bebidas,30 días
PR-00526,Aragão,B16326209,joao-vitor51@example.com,+55 699258176,Brasil,Salvador,"Quadra Theodoro Brito, 5, Vila Independencia 1ª Seção, 02979426 Guerra / PE",Alimentos,Panadería,90 días
PR-00527,Nogueira e Filhos,G89715476,vieiraaugusto@example.com,+55 685571561,Brasil,Salvador,"Sítio Melina Borges, 695, Bacurau, 02102-463 Vargas da Mata / GO",Alimentos,Comida Congelada,90 días
PR-00528,Cavalcanti - EI,B80532972,dfonseca@example.com,+55 681799141,Brasil,Salvador,"Área Luna Novaes, 958, Santana Do Cafezal, 55440894 Pereira / AM",Ropa,Moda Hombre,60 días
PR-00529,Carvalho,H86531232,manuela87@example.net,+55 632322312,Brasil,Salvador,"Condomínio Heloisa Jesus, 50, Novo Tupi, 89269147 Lopes / PI",Ropa,Moda Mujer,60 días
PR-00530,Fogaça,R54919708,joaquim83@example.com,+55 628227604,Brasil,Salvador,"Lago Sofia Moraes, 91, Monsenhor Messias, 78794106 Silveira / RN",Ropa,Infantil,90 días
PR-00531,Andrade da Mata - ME,D59765244,vmacedo@example.org,+55 679785580,Brasil,Salvador,"Viaduto Ferreira, 15, Goiania, 65322-598 Sales das Pedras / RO",Ropa,Deportivo,90 días
PR-00532,Castro,V44020246,dmachado@example.org,+55 615543000,Brasil,Salvador,"Estrada Emanuel Teixeira, 861, Vila Jardim Montanhes, 52239-759 Moraes das Pedras / RS",Ropa,Accesorios,30 días
PR-00533,Araújo - ME,S52885652,pietracastro@example.org,+55 661480164,Brasil,Salvador,"Vereda de Casa Grande, 54, Vila Havaí, 82585-850 Souza do Norte / RS",Electrónica,Electrodomésticos,60 días
PR-00534,Sampaio,H66006908,bruno36@example.com,+55 660350701,Brasil,Salvador,"Loteamento Vieira, 78, Santo Antônio, 11622345 da Luz Paulista / SE",Electrónica,Audio y Video,90 días
PR-00535,Moreira Marques S.A.,G36802096,leticia42@example.com,+55 675180571,Brasil,Salvador,"Loteamento de Campos, 64, Aparecida 7ª Seção, 92050656 Garcia do Galho / RO",Electrónica,Telefonía,60 días
PR-00536,Gomes,N16009294,joao-guilhermenogueira@example.net,+55 608556220,Brasil,Salvador,"Rodovia Benjamin Ribeiro, 3, Dona Clara, 61270-609 Carvalho / SC",Electrónica,Computación,90 días
PR-00537,da Rosa,W96931675,evelyn89@example.org,+55 627958203,Brasil,Salvador,"Lagoa Raquel Carvalho, 27, Bairro Das Indústrias Ii, 00824640 Borges / PB",Electrónica,Gadgets,Contado
PR-00538,Guerra,G59142400,marquesleandro@example.net,+55 693301435,Brasil,Salvador,"Travessa Antônio Marques, 468, Belmonte, 51253-111 Porto / ES",Servicios,Instalación,90 días
PR-00539,Gonçalves - EI,Q47491188,yrezende@example.com,+55 622615647,Brasil,Salvador,"Alameda Casa Grande, 340, Senhor Dos Passos, 69036-882 Rodrigues de Rodrigues / MT",Servicios,Reparación,60 días
PR-00540,Rezende,F92925763,thalesvasconcelos@example.net,+55 699839938,Brasil,Salvador,"Rodovia da Mota, 9, Coração Eucarístico, 52092-167 Moraes de Gomes / RO",Accesorios y Repuestos,Automotrices,Contado
PR-00541,Leão e Filhos,S56575895,anthony96@example.com,+55 694979613,Brasil,Salvador,"Via Melo, 95, Itapoa, 14812065 Moura de Viana / DF",Accesorios y Repuestos,Electrodomésticos,30 días
PR-00542,Leão,D27542784,jsouza@example.com,+55 610131056,Brasil,Salvador,"Conjunto de Barros, 63, Vila União, 40420-893 Nogueira das Pedras / MG",Accesorios y Repuestos,Tecnológicos,60 días
PR-00543,Barros - EI,E92702343,da-matajoana@example.net,+55 684951216,Brasil,Salvador,"Colônia Theodoro Guerra, 171, Concórdia, 29693-112 Moura da Mata / RJ",Accesorios y Repuestos,Industriales,60 días
PR-00544,Siqueira Guerra Ltda.,G49259060,apeixoto@example.org,+55 669090866,Brasil,Salvador,"Esplanada Brayan Azevedo, 75, Nossa Senhora Da Aparecida, 12491-888 Santos da Mata / ES",Accesorios y Repuestos,Mecánicos,90 días
PR-00545,Casa Grande da Mota - EI,G32594635,maria-liz63@example.org,+55 696170004,Brasil,Salvador,"Núcleo de Nogueira, 76, Vila Nova Dos Milionarios, 84111500 Fonseca Alegre / RN",Construcción,Materiales,30 días
PR-00546,Lima,P44787091,nvieira@example.org,+55 650999038,Brasil,Salvador,"Vereda Araújo, 21, Vila Olhos D'água, 10194715 Sampaio do Amparo / PI",Construcción,Maquinaria,90 días
PR-00547,Sales,C35862383,qazevedo@example.org,+55 693523046,Brasil,Salvador,"Viaduto Alícia Albuquerque, Saudade, 45190-354 Montenegro da Mata / MG",Construcción,Herramientas,30 días
PR-00548,Albuquerque Ribeiro - ME,V81596915,josue18@example.com,+55 635130949,Brasil,Salvador,"Feira Alice Peixoto, 631, Ambrosina, 47212934 Fonseca / SC",Construcción,Arquitectura,60 días
PR-00549,Souza Teixeira S/A,G39922195,dantemoraes@example.org,+55 645241671,Brasil,Salvador,"Vila Heloísa Souza, 51, Dom Silverio, 90748264 Vasconcelos / MG",Construcción,Ingeniería,90 días
PR-00550,Moraes,S71877559,camposrenan@example.org,+55 642878786,Brasil,Salvador,"Residencial de Novais, 82, Pongelupe, 17069-944 Campos Verde / TO",Cuidado Personal,Cosméticos,Contado
PR-00551,Cardoso Ramos - ME,J44196579,maraujo@example.com,+55 675876970,Brasil,Salvador,"Aeroporto Eloá Souza, Etelvina Carneiro, 32820-611 da Mota / AC",Cuidado Personal,Farmacéuticos,60 días
PR-00552,Melo - EI,E46500953,mathias09@example.com,+55 688065742,Brasil,Salvador,"Conjunto de Barbosa, Xangri-Lá, 41552-493 Souza / SP",Cuidado Personal,Higiene,90 días
PR-00553,Brito,Q84679545,novaespedro@example.org,+55 645028970,Brasil,Salvador,"Lagoa Mariah Almeida, 737, Flamengo, 92863300 Fonseca de Pereira / RN",Cuidado Personal,Spa,90 días
PR-00554,Almeida Aparecida e Filhos,F65403234,nmachado@example.org,+55 612861160,Brasil,Salvador,"Estação de Pires, 81, Horto, 61788-117 Novais / RN",Cuidado Personal,Nutrición,60 días
PR-00555,Moreira - ME,P87065200,qbarbosa@example.com,+55 608659450,Brasil,Salvador,"Vale de Carvalho, 534, Conjunto Califórnia I, 53034839 da Cunha / PI",Hogar y Decoración,Muebles,90 días
