purchase_id,branch_id,client_id,fecha,canal,metodo_pago,employee_id,total
C-001255,BR-00083,CL-03251,2025-06-29,Distribuidor,Transferencia,E-002434,98.42
C-001256,BR-00461,CL-06020,2025-06-01,Distribuidor,Transferencia,E-012243,146.26
C-001257,BR-00084,CL-01173,2025-08-07,Amazon,Tarjeta,E-002474,914.7
C-001258,BR-00272,CL-01057,2025-08-13,Instagram,Transferencia,E-007318,1185.3
C-001259,BR-00191,CL-00098,2025-05-27,Amazon,Amazon Pay,E-004993,725.48
C-001260,BR-00177,CL-07794,2025-06-14,Presencial,Tarjeta,E-004806,743.28
C-001261,BR-00427,CL-08433,2025-05-28,Presencial,Efectivo,E-011393,900.98
C-001262,BR-00195,CL-09577,2025-08-21,Presencial,Tarjeta,E-005310,509.03
C-001263,BR-00474,CL-05598,2025-06-10,Distribuidor,Transferencia,E-012602,708.7
C-001264,BR-00483,CL-06794,2025-07-29,Instagram,Transferencia,E-012743,240.12
C-001265,BR-00082,CL-09532,2025-07-29,Instagram,Bizum,E-002407,697.16
C-001266,BR-00366,CL-03944,2025-07-24,Distribuidor,Transferencia,E-009762,637.22
C-001267,BR-00279,CL-09108,2025-06-17,Distribuidor,Transferencia,E-007584,457.29
C-001268,BR-00342,CL-02192,2025-07-06,Distribuidor,Transferencia,E-008883,893.36
C-001269,BR-00460,CL-06523,2025-08-08,Instagram,Transferencia,E-012168,360.9
C-001270,BR-00341,CL-08899,2025-06-22,Amazon,Tarjeta,E-008875,788.64
C-001271,BR-00038,CL-05516,2025-07-27,Presencial,Efectivo,E-000966,109.86
C-001272,BR-00268,CL-04901,2025-06-13,Página Web,PayPal,E-007128,765.6
C-001273,BR-00160,CL-00187,2025-07-24,Distribuidor,Transferencia,E-004428,873.13
C-001274,BR-00267,CL-05398,2025-08-14,Amazon,Amazon Pay,E-006893,1482.78
C-001275,BR-00060,CL-02308,2025-08-16,Página Web,Tarjeta,E-001793,476.65
C-001276,BR-00360,CL-01186,2025-06-22,Amazon,Amazon Pay,E-009653,275.6
C-001277,BR-00002,CL-02090,2025-07-17,Presencial,Efectivo,E-000195,1279.2
C-001278,BR-00453,CL-03990,2025-07-01,Página Web,PayPal,E-011799,395.15
C-001279,BR-00390,CL-04696,2025-06-15,Página Web,PayPal,E-010461,976.16
C-001280,BR-00169,CL-02659,2025-06-27,Distribuidor,Transferencia,E-004654,947.36
C-001281,BR-00462,CL-00050,2025-07-05,Instagram,Transferencia,E-012265,2315.07
C-001282,BR-00483,CL-06545,2025-08-02,Página Web,PayPal,E-012738,947.97
C-001283,BR-00001,CL-07197,2025-08-12,Página Web,Tarjeta,E-000059,240.64
C-001284,BR-00317,CL-07810,2025-07-19,Página Web,Tarjeta,E-008565,254.79
C-001285,BR-00134,CL-03949,2025-08-20,Página Web,PayPal,E-003747,591.61
C-001286,BR-00357,CL-05103,2025-08-04,Página Web,PayPal,E-009613,1183.1
C-001287,BR-00062,CL-02778,2025-07-23,Distribuidor,Transferencia,E-001832,555.95
C-001288,BR-00125,CL-02441,2025-06-02,Presencial,Tarjeta,E-003591,473.35
C-001289,BR-00457,CL-09847,2025-06-01,Instagram,Bizum,E-011831,598.96
C-001290,BR-00101,CL-06199,2025-07-01,Página Web,Tarjeta,E-002848,433.78
C-001291,BR-00123,CL-02221,2025-06-29,Distribuidor,Transferencia,E-003524,148.85
C-001292,BR-00385,CL-03466,2025-08-15,Amazon,Amazon Pay,E-010227,218.29
C-001293,BR-00417,CL-03151,2025-08-11,Distribuidor,Transferencia,E-010838,740.99
C-001294,BR-00205,CL-03936,2025-06-13,Distribuidor,Transferencia,E-005638,13.08
C-001295,BR-00120,CL-08269,2025-07-15,Presencial,Efectivo,E-003356,724.11
C-001296,BR-00445,CL-07692,2025-06-27,Distribuidor,Transferencia,E-011747,138.33
C-001297,BR-00485,CL-05201,2025-07-25,Amazon,Amazon Pay,E-012749,1427.1
C-001298,BR-00151,CL-00426,2025-05-29,Página Web,Tarjeta,E-003920,390.01
C-001299,BR-00429,CL-01662,2025-07-27,Amazon,Tarjeta,E-011487,924.77
C-001300,BR-00466,CL-00801,2025-07-11,Página Web,Tarjeta,E-012435,1157.59
C-001301,BR-00013,CL-08410,2025-07-16,Página Web,PayPal,E-000651,645.1
C-001302,BR-00159,CL-05975,2025-08-01,Instagram,Bizum,E-004376,221.68
C-001303,BR-00420,CL-09927,2025-06-05,Presencial,Tarjeta,E-011040,1993.84
C-001304,BR-00081,CL-04955,2025-08-05,Página Web,Tarjeta,E-002354,765.37
C-001305,BR-00456,CL-01402,2025-06-13,Amazon,Amazon Pay,E-011820,1187.17
C-001306,BR-00327,CL-04731,2025-07-29,Distribuidor,Transferencia,E-008761,18.09
C-001307,BR-00457,CL-09946,2025-06-20,Página Web,Tarjeta,E-011863,803.1
C-001308,BR-00300,CL-00816,2025-07-21,Distribuidor,Transferencia,E-007845,436.3
C-001309,BR-00116,CL-05931,2025-07-29,Instagram,Transferencia,E-003166,783.32
C-001310,BR-00159,CL-03114,2025-08-06,Distribuidor,Transferencia,E-004377,487.24
C-001311,BR-00229,CL-03468,2025-07-04,Amazon,Tarjeta,E-005960,878.63
C-001312,BR-00153,CL-05100,2025-06-17,Instagram,Bizum,E-003960,1011.59
C-001313,BR-00020,CL-02567,2025-06-05,Instagram,Bizum,E-000786,209.88
C-001314,BR-00457,CL-01292,2025-05-30,Instagram,Bizum,E-011930,1245.34
C-001315,BR-00154,CL-09568,2025-05-27,Instagram,Bizum,E-004084,212.97
C-001316,BR-00248,CL-08092,2025-05-28,Distribuidor,Transferencia,E-006706,229.18
C-001317,BR-00108,CL-05761,2025-07-08,Amazon,Tarjeta,E-002901,118.89
C-001318,BR-00463,CL-08253,2025-05-27,Distribuidor,Transferencia,E-012327,286.35
C-001319,BR-00231,CL-09265,2025-08-22,Amazon,Tarjeta,E-006221,1053.92
C-001320,BR-00114,CL-02249,2025-08-19,Página Web,Tarjeta,E-002939,370.54
C-001321,BR-00318,CL-06040,2025-06-29,Presencial,Tarjeta,E-008596,1152.84
C-001322,BR-00297,CL-02913,2025-07-02,Presencial,Efectivo,E-007822,378.48
C-001323,BR-00434,CL-07056,2025-08-03,Página Web,PayPal,E-011581,118.39
C-001324,BR-00223,CL-06743,2025-08-07,Página Web,Tarjeta,E-005880,430.86
C-001325,BR-00387,CL-00026,2025-08-06,Amazon,Tarjeta,E-010356,40.83
C-001326,BR-00062,CL-03787,2025-07-11,Amazon,Amazon Pay,E-001837,962.52
C-001327,BR-00343,CL-06558,2025-05-31,Página Web,Tarjeta,E-008989,1014.84
C-001328,BR-00485,CL-06321,2025-08-22,Amazon,Tarjeta,E-012752,562.65
C-001329,BR-00348,CL-01761,2025-08-12,Instagram,Transferencia,E-009323,245.55
C-001330,BR-00077,CL-07829,2025-06-27,Página Web,PayPal,E-002037,675.1
C-001331,BR-00162,CL-09126,2025-06-06,Presencial,Tarjeta,E-004504,1514.63
C-001332,BR-00193,CL-00638,2025-06-14,Distribuidor,Transferencia,E-005208,309.07
C-001333,BR-00267,CL-08728,2025-08-04,Página Web,Tarjeta,E-006942,509.77
C-001334,BR-00105,CL-03566,2025-07-03,Distribuidor,Transferencia,E-002882,51.04
C-001335,BR-00191,CL-02121,2025-06-14,Distribuidor,Transferencia,E-004964,790.68
C-001336,BR-00089,CL-02181,2025-05-26,Distribuidor,Transferencia,E-002630,1319.89
C-001337,BR-00046,CL-09646,2025-06-14,Instagram,Transferencia,E-001511,916.98
C-001338,BR-00299,CL-02144,2025-07-25,Distribuidor,Transferencia,E-007836,210.28
C-001339,BR-00453,CL-04023,2025-08-05,Distribuidor,Transferencia,E-011803,691.3
C-001340,BR-00091,CL-04616,2025-07-01,Instagram,Transferencia,E-002666,1078.78
C-001341,BR-00006,CL-03679,2025-07-02,Presencial,Tarjeta,E-000403,1122.82
C-001342,BR-00311,CL-08404,2025-08-05,Distribuidor,Transferencia,E-008374,728.39
C-001343,BR-00286,CL-05883,2025-06-10,Página Web,Tarjeta,E-007709,584.76
C-001344,BR-00113,CL-01265,2025-06-02,Distribuidor,Transferencia,E-002934,459.33
C-001345,BR-00101,CL-09737,2025-05-28,Amazon,Amazon Pay,E-002856,1528.14
C-001346,BR-00312,CL-00753,2025-08-19,Distribuidor,Transferencia,E-008409,154.59
C-001347,BR-00107,CL-08953,2025-07-05,Página Web,Tarjeta,E-002894,223.9
C-001348,BR-00013,CL-07901,2025-05-31,Amazon,Tarjeta,E-000654,535.83
C-001349,BR-00357,CL-06368,2025-05-29,Presencial,Tarjeta,E-009607,637.32
C-001350,BR-00090,CL-08003,2025-07-31,Presencial,Tarjeta,E-002653,961.9
C-001351,BR-00238,CL-00422,2025-08-22,Amazon,Tarjeta,E-006535,879.84
C-001352,BR-00019,CL-09501,2025-07-27,Distribuidor,Transferencia,E-000767,1055.26
C-001353,BR-00197,CL-04000,2025-08-21,Página Web,PayPal,E-005416,76.31
C-001354,BR-00079,CL-00310,2025-08-20,Presencial,Efectivo,E-002265,553.1
C-001355,BR-00287,CL-01970,2025-06-18,Página Web,PayPal,E-007713,1144.83
C-001356,BR-00372,CL-07938,2025-08-07,Instagram,Transferencia,E-009819,509.08
C-001357,BR-00440,CL-05452,2025-06-26,Instagram,Bizum,E-011687,1186.05
C-001358,BR-00222,CL-05461,2025-06-19,Amazon,Tarjeta,E-005869,1039.38
C-001359,BR-00057,CL-06929,2025-06-09,Amazon,Amazon Pay,E-001757,5.78
C-001360,BR-00232,CL-05496,2025-07-09,Amazon,Tarjeta,E-006266,297.76
C-001361,BR-00116,CL-00678,2025-07-22,Distribuidor,Transferencia,E-003134,547.05
C-001362,BR-00309,CL-04432,2025-07-08,Amazon,Tarjeta,E-008274,635.96
C-001363,BR-00370,CL-01299,2025-07-09,Distribuidor,Transferencia,E-009805,531.95
C-001364,BR-00195,CL-06256,2025-05-27,Amazon,Amazon Pay,E-005306,261.1
C-001365,BR-00361,CL-00356,2025-06-19,Instagram,Bizum,E-009678,370.86
C-001366,BR-00265,CL-07310,2025-08-20,Instagram,Transferencia,E-006885,217.36
C-001367,BR-00073,CL-00978,2025-08-05,Distribuidor,Transferencia,E-001926,1214.17
C-001368,BR-00219,CL-07531,2025-07-10,Presencial,Tarjeta,E-005852,607.9
C-001369,BR-00003,CL-03284,2025-08-04,Amazon,Amazon Pay,E-000292,1574.99
C-001370,BR-00351,CL-03874,2025-07-28,Instagram,Transferencia,E-009462,540.42
C-001371,BR-00277,CL-02907,2025-07-02,Presencial,Efectivo,E-007547,899.38
C-001372,BR-00383,CL-02088,2025-07-05,Página Web,PayPal,E-010177,1245.51
C-001373,BR-00390,CL-09662,2025-06-26,Amazon,Amazon Pay,E-010492,1194.08
C-001374,BR-00465,CL-07452,2025-08-06,Distribuidor,Transferencia,E-012384,1143.01
C-001375,BR-00422,CL-04955,2025-06-04,Presencial,Tarjeta,E-011192,852.37
C-001376,BR-00002,CL-07978,2025-07-13,Amazon,Tarjeta,E-000231,1719.45
C-001377,BR-00268,CL-07193,2025-08-12,Amazon,Tarjeta,E-007139,848.79
C-001378,BR-00154,CL-08453,2025-05-30,Distribuidor,Transferencia,E-004130,279.36
C-001379,BR-00124,CL-02772,2025-06-01,Distribuidor,Transferencia,E-003581,920.46
C-001380,BR-00485,CL-00758,2025-07-16,Distribuidor,Transferencia,E-012750,853.63
C-001381,BR-00121,CL-07300,2025-08-21,Página Web,Tarjeta,E-003401,658.46
C-001382,BR-00494,CL-08386,2025-07-04,Presencial,Tarjeta,E-012809,546.35
C-001383,BR-00475,CL-09641,2025-08-08,Amazon,Tarjeta,E-012617,1646.91
C-001384,BR-00126,CL-03606,2025-08-14,Instagram,Bizum,E-003609,143.7
C-001385,BR-00216,CL-08051,2025-08-03,Amazon,Tarjeta,E-005836,1325.72
C-001386,BR-00267,CL-01531,2025-06-17,Amazon,Amazon Pay,E-006942,1429.13
C-001387,BR-00083,CL-01045,2025-07-21,Página Web,PayPal,E-002438,792.33
C-001388,BR-00077,CL-00636,2025-07-09,Amazon,Tarjeta,E-002067,818.31
C-001389,BR-00131,CL-08507,2025-06-29,Amazon,Amazon Pay,E-003701,2146.2
C-001390,BR-00226,CL-03422,2025-07-07,Distribuidor,Transferencia,E-005897,191.2
C-001391,BR-00012,CL-01421,2025-08-14,Distribuidor,Transferencia,E-000642,758.85
C-001392,BR-00470,CL-03082,2025-06-04,Amazon,Tarjeta,E-012533,1037.16
C-001393,BR-00078,CL-07430,2025-07-09,Distribuidor,Transferencia,E-002215,496.47
C-001394,BR-00391,CL-09557,2025-08-14,Página Web,PayPal,E-010509,610.45
C-001395,BR-00164,CL-03212,2025-07-09,Instagram,Transferencia,E-004577,1067.52
C-001396,BR-00058,CL-08691,2025-08-16,Amazon,Tarjeta,E-001771,1413.21
C-001397,BR-00292,CL-09767,2025-06-02,Instagram,Bizum,E-007792,586.9
C-001398,BR-00398,CL-07510,2025-08-10,Página Web,PayPal,E-010638,1337.17
C-001399,BR-00481,CL-07185,2025-06-02,Distribuidor,Transferencia,E-012719,621.93
C-001400,BR-00079,CL-09119,2025-06-18,Presencial,Efectivo,E-002268,254.24
C-001401,BR-00043,CL-05479,2025-08-07,Presencial,Tarjeta,E-001364,1911.21
C-001402,BR-00346,CL-09663,2025-06-17,Instagram,Bizum,E-009231,759.32
C-001403,BR-00106,CL-08478,2025-08-11,Distribuidor,Transferencia,E-002888,733.1
C-001404,BR-00444,CL-08852,2025-08-19,Presencial,Efectivo,E-011738,106.53
C-001405,BR-00363,CL-08421,2025-06-23,Instagram,Transferencia,E-009718,428.2
C-001406,BR-00434,CL-00991,2025-08-05,Distribuidor,Transferencia,E-011578,259.17
C-001407,BR-00166,CL-01913,2025-06-24,Amazon,Amazon Pay,E-004610,565.49
C-001408,BR-00464,CL-06925,2025-07-17,Presencial,Tarjeta,E-012339,877.65
C-001409,BR-00083,CL-04247,2025-08-04,Amazon,Amazon Pay,E-002427,825.44
C-001410,BR-00269,CL-09202,2025-06-29,Instagram,Bizum,E-007209,1521.9
C-001411,BR-00229,CL-06097,2025-05-26,Instagram,Bizum,E-005951,207.0
C-001412,BR-00272,CL-06179,2025-06-10,Página Web,Tarjeta,E-007353,634.76
C-001413,BR-00379,CL-09687,2025-08-06,Distribuidor,Transferencia,E-009865,995.2
C-001414,BR-00132,CL-08872,2025-07-15,Instagram,Transferencia,E-003723,699.81
C-001415,BR-00120,CL-06595,2025-08-21,Página Web,Tarjeta,E-003384,378.12
C-001416,BR-00305,CL-01857,2025-06-18,Página Web,Tarjeta,E-008009,623.44
C-001417,BR-00144,CL-04897,2025-07-05,Página Web,PayPal,E-003875,68.7
C-001418,BR-00427,CL-01282,2025-06-28,Página Web,PayPal,E-011419,584.1
C-001419,BR-00157,CL-08061,2025-06-05,Distribuidor,Transferencia,E-004289,500.96
C-001420,BR-00305,CL-06033,2025-06-10,Distribuidor,Transferencia,E-007874,825.89
C-001421,BR-00214,CL-07669,2025-07-15,Presencial,Tarjeta,E-005807,523.83
C-001422,BR-00067,CL-06138,2025-06-21,Instagram,Bizum,E-001885,1247.39
C-001423,BR-00343,CL-04047,2025-06-21,Distribuidor,Transferencia,E-008926,841.33
C-001424,BR-00089,CL-05138,2025-08-15,Página Web,Tarjeta,E-002640,1065.43
C-001425,BR-00037,CL-05962,2025-06-23,Instagram,Transferencia,E-000963,923.98
C-001426,BR-00383,CL-05241,2025-07-09,Instagram,Transferencia,E-010168,1086.08
C-001427,BR-00041,CL-03446,2025-07-25,Página Web,PayPal,E-001286,682.6
C-001428,BR-00481,CL-02674,2025-07-24,Distribuidor,Transferencia,E-012720,305.78
C-001429,BR-00465,CL-06784,2025-05-28,Instagram,Transferencia,E-012405,1469.0
C-001430,BR-00274,CL-02770,2025-05-28,Presencial,Tarjeta,E-007418,265.56
C-001431,BR-00142,CL-03564,2025-05-28,Instagram,Bizum,E-003861,598.06
C-001432,BR-00043,CL-02571,2025-06-20,Amazon,Amazon Pay,E-001376,2119.09
C-001433,BR-00054,CL-02957,2025-07-06,Presencial,Tarjeta,E-001708,61.97
C-001434,BR-00237,CL-04256,2025-07-07,Amazon,Amazon Pay,E-006465,743.71
C-001435,BR-00043,CL-03426,2025-07-08,Página Web,Tarjeta,E-001356,1650.92
C-001436,BR-00191,CL-05731,2025-05-26,Amazon,Tarjeta,E-004934,170.27
C-001437,BR-00058,CL-06945,2025-07-08,Instagram,Bizum,E-001767,1157.18
C-001438,BR-00414,CL-07000,2025-06-26,Instagram,Transferencia,E-010815,176.73
C-001439,BR-00343,CL-04419,2025-08-09,Página Web,PayPal,E-008909,434.96
C-001440,BR-00091,CL-07090,2025-08-16,Instagram,Bizum,E-002679,1282.53
C-001441,BR-00426,CL-01553,2025-06-27,Instagram,Bizum,E-011364,92.6
C-001442,BR-00348,CL-01802,2025-08-23,Amazon,Tarjeta,E-009339,567.27
C-001443,BR-00128,CL-00724,2025-07-30,Presencial,Tarjeta,E-003648,115.0
C-001444,BR-00051,CL-09275,2025-06-06,Presencial,Efectivo,E-001649,292.96
C-001445,BR-00120,CL-09725,2025-08-23,Distribuidor,Transferencia,E-003366,251.4
C-001446,BR-00084,CL-07897,2025-07-17,Página Web,PayPal,E-002461,967.8
C-001447,BR-00229,CL-04265,2025-06-30,Instagram,Bizum,E-005996,575.47
C-001448,BR-00120,CL-08698,2025-06-12,Presencial,Tarjeta,E-003391,1559.65
C-001449,BR-00465,CL-05597,2025-08-14,Presencial,Efectivo,E-012412,868.9
C-001450,BR-00341,CL-07437,2025-07-07,Distribuidor,Transferencia,E-008875,392.32
C-001451,BR-00229,CL-05232,2025-06-26,Instagram,Bizum,E-005978,617.55
C-001452,BR-00055,CL-07128,2025-08-06,Amazon,Amazon Pay,E-001724,1143.61
C-001453,BR-00437,CL-04420,2025-06-08,Presencial,Tarjeta,E-011631,1319.45
C-001454,BR-00400,CL-05390,2025-05-29,Presencial,Efectivo,E-010666,409.7
C-001455,BR-00357,CL-03162,2025-07-09,Amazon,Tarjeta,E-009608,1576.03
C-001456,BR-00175,CL-01987,2025-08-19,Distribuidor,Transferencia,E-004774,536.36
C-001457,BR-00380,CL-04362,2025-06-04,Instagram,Bizum,E-009872,242.4
C-001458,BR-00418,CL-00683,2025-05-27,Amazon,Tarjeta,E-010847,1290.75
C-001459,BR-00467,CL-07277,2025-08-05,Distribuidor,Transferencia,E-012481,378.52
C-001460,BR-00461,CL-01649,2025-06-19,Instagram,Transferencia,E-012235,606.45
C-001461,BR-00309,CL-03698,2025-08-05,Amazon,Tarjeta,E-008300,1210.32
C-001462,BR-00341,CL-07376,2025-06-24,Instagram,Bizum,E-008875,568.36
C-001463,BR-00290,CL-02224,2025-06-04,Presencial,Tarjeta,E-007770,709.89
C-001464,BR-00366,CL-00104,2025-08-10,Amazon,Amazon Pay,E-009764,514.99
C-001465,BR-00461,CL-06826,2025-07-13,Página Web,Tarjeta,E-012216,367.88
C-001466,BR-00015,CL-08585,2025-05-31,Presencial,Efectivo,E-000686,295.68
C-001467,BR-00475,CL-07013,2025-06-28,Amazon,Tarjeta,E-012618,440.38
C-001468,BR-00162,CL-01675,2025-06-24,Presencial,Efectivo,E-004526,1091.96
C-001469,BR-00077,CL-02311,2025-07-15,Presencial,Efectivo,E-002013,648.43
C-001470,BR-00275,CL-03597,2025-06-18,Página Web,Tarjeta,E-007481,44.84
C-001471,BR-00470,CL-03894,2025-06-19,Distribuidor,Transferencia,E-012530,609.7
C-001472,BR-00396,CL-01279,2025-07-28,Presencial,Efectivo,E-010598,920.0
C-001473,BR-00200,CL-07242,2025-06-29,Instagram,Transferencia,E-005526,626.03
C-001474,BR-00424,CL-09432,2025-06-15,Distribuidor,Transferencia,E-011283,852.98
C-001475,BR-00457,CL-08477,2025-08-12,Amazon,Amazon Pay,E-011942,2064.87
C-001476,BR-00231,CL-00497,2025-08-08,Presencial,Efectivo,E-006242,1164.24
C-001477,BR-00301,CL-01548,2025-06-02,Amazon,Tarjeta,E-007850,990.06
C-001478,BR-00448,CL-02139,2025-07-26,Presencial,Efectivo,E-011765,1083.68
C-001479,BR-00089,CL-03545,2025-08-08,Distribuidor,Transferencia,E-002632,723.58
C-001480,BR-00098,CL-09418,2025-07-12,Distribuidor,Transferencia,E-002805,719.33
C-001481,BR-00224,CL-09710,2025-06-02,Presencial,Tarjeta,E-005881,892.93
C-001482,BR-00006,CL-04575,2025-06-13,Presencial,Tarjeta,E-000408,2325.02
C-001483,BR-00359,CL-00090,2025-06-10,Presencial,Efectivo,E-009639,518.22
C-001484,BR-00051,CL-08433,2025-06-07,Página Web,Tarjeta,E-001650,524.77
C-001485,BR-00286,CL-01241,2025-07-25,Amazon,Tarjeta,E-007705,689.89
C-001486,BR-00350,CL-04069,2025-07-02,Presencial,Efectivo,E-009405,106.77
C-001487,BR-00311,CL-03394,2025-07-12,Presencial,Tarjeta,E-008379,888.22
C-001488,BR-00201,CL-03883,2025-06-20,Instagram,Transferencia,E-005570,816.76
C-001489,BR-00080,CL-08088,2025-08-16,Amazon,Tarjeta,E-002300,500.04
C-001490,BR-00397,CL-05254,2025-06-06,Distribuidor,Transferencia,E-010615,1156.77
C-001491,BR-00230,CL-00063,2025-07-18,Distribuidor,Transferencia,E-006189,168.75
C-001492,BR-00115,CL-00051,2025-07-12,Página Web,Tarjeta,E-003044,1117.65
C-001493,BR-00305,CL-03848,2025-06-23,Instagram,Bizum,E-007881,709.4
C-001494,BR-00143,CL-00632,2025-06-30,Distribuidor,Transferencia,E-003863,118.71
C-001495,BR-00007,CL-05473,2025-08-21,Amazon,Tarjeta,E-000472,335.19
C-001496,BR-00310,CL-03631,2025-08-12,Amazon,Tarjeta,E-008335,1136.71
C-001497,BR-00363,CL-04526,2025-06-18,Instagram,Bizum,E-009710,1153.21
C-001498,BR-00137,CL-02261,2025-08-08,Amazon,Amazon Pay,E-003803,641.9
C-001499,BR-00292,CL-02079,2025-07-25,Presencial,Tarjeta,E-007793,145.36
C-001500,BR-00276,CL-03447,2025-08-11,Amazon,Amazon Pay,E-007528,38.4
C-001501,BR-00142,CL-02854,2025-07-30,Instagram,Bizum,E-003862,765.18
C-001502,BR-00251,CL-00591,2025-07-19,Amazon,Amazon Pay,E-006764,231.75
C-001503,BR-00300,CL-00208,2025-06-13,Amazon,Amazon Pay,E-007846,748.46
C-001504,BR-00119,CL-09584,2025-06-11,Distribuidor,Transferencia,E-003346,185.64
C-001505,BR-00278,CL-09710,2025-08-14,Página Web,PayPal,E-007570,753.71
C-001506,BR-00131,CL-03423,2025-06-25,Distribuidor,Transferencia,E-003688,908.54
C-001507,BR-00009,CL-01333,2025-06-02,Presencial,Efectivo,E-000539,1163.9
C-001508,BR-00045,CL-04679,2025-06-04,Distribuidor,Transferencia,E-001439,340.7
C-001509,BR-00044,CL-05510,2025-07-07,Distribuidor,Transferencia,E-001394,22.36
C-001510,BR-00006,CL-09295,2025-06-27,Amazon,Tarjeta,E-000434,548.92
C-001511,BR-00394,CL-04886,2025-05-29,Página Web,PayPal,E-010571,475.27
C-001512,BR-00136,CL-09528,2025-08-17,Instagram,Transferencia,E-003789,1632.09
C-001513,BR-00034,CL-08099,2025-08-01,Presencial,Efectivo,E-000940,881.82
C-001514,BR-00006,CL-05099,2025-06-07,Distribuidor,Transferencia,E-000435,235.06
C-001515,BR-00039,CL-03020,2025-07-27,Amazon,Amazon Pay,E-001076,1124.5
C-001516,BR-00290,CL-03752,2025-07-24,Amazon,Amazon Pay,E-007772,1298.87
C-001517,BR-00012,CL-00707,2025-08-20,Amazon,Amazon Pay,E-000634,1752.02
C-001518,BR-00212,CL-03503,2025-05-30,Amazon,Tarjeta,E-005773,1361.99
C-001519,BR-00446,CL-01711,2025-06-03,Distribuidor,Transferencia,E-011752,142.22
C-001520,BR-00343,CL-01112,2025-06-12,Amazon,Amazon Pay,E-008903,2032.12
C-001521,BR-00473,CL-04706,2025-05-26,Amazon,Tarjeta,E-012581,1096.86
C-001522,BR-00479,CL-03777,2025-06-03,Amazon,Amazon Pay,E-012678,281.84
C-001523,BR-00493,CL-04482,2025-06-18,Amazon,Tarjeta,E-012801,195.09
C-001524,BR-00075,CL-05562,2025-07-30,Distribuidor,Transferencia,E-001938,959.24
C-001525,BR-00467,CL-09888,2025-06-09,Amazon,Amazon Pay,E-012473,337.44
C-001526,BR-00139,CL-00462,2025-08-10,Página Web,PayPal,E-003843,1411.73
C-001527,BR-00280,CL-01773,2025-07-30,Distribuidor,Transferencia,E-007612,429.28
C-001528,BR-00429,CL-07845,2025-06-12,Página Web,PayPal,E-011477,64.42
C-001529,BR-00430,CL-07437,2025-06-06,Presencial,Efectivo,E-011501,170.55
C-001530,BR-00006,CL-06230,2025-07-05,Presencial,Efectivo,E-000407,699.56
C-001531,BR-00210,CL-01435,2025-07-07,Amazon,Amazon Pay,E-005726,805.72
C-001532,BR-00318,CL-03122,2025-08-10,Instagram,Transferencia,E-008588,937.45
C-001533,BR-00069,CL-07134,2025-07-27,Instagram,Transferencia,E-001898,188.59
C-001534,BR-00423,CL-09943,2025-06-21,Página Web,PayPal,E-011246,531.0
C-001535,BR-00076,CL-07765,2025-07-21,Distribuidor,Transferencia,E-001944,716.26
C-001536,BR-00030,CL-03239,2025-08-09,Instagram,Transferencia,E-000916,878.8
C-001537,BR-00158,CL-03118,2025-06-16,Distribuidor,Transferencia,E-004352,141.29
C-001538,BR-00059,CL-08110,2025-05-29,Distribuidor,Transferencia,E-001784,300.95
C-001539,BR-00422,CL-06192,2025-06-30,Página Web,Tarjeta,E-011160,265.08
C-001540,BR-00322,CL-06729,2025-08-01,Amazon,Tarjeta,E-008656,393.67
C-001541,BR-00267,CL-07131,2025-06-26,Presencial,Tarjeta,E-006966,373.68
C-001542,BR-00005,CL-09935,2025-06-01,Instagram,Bizum,E-000360,355.8
C-001543,BR-00203,CL-09115,2025-08-22,Distribuidor,Transferencia,E-005610,988.28
C-001544,BR-00078,CL-00104,2025-07-16,Instagram,Bizum,E-002199,92.82
C-001545,BR-00034,CL-08680,2025-08-11,Distribuidor,Transferencia,E-000944,762.56
C-001546,BR-00237,CL-01024,2025-07-07,Presencial,Tarjeta,E-006464,1452.99
C-001547,BR-00344,CL-09764,2025-07-10,Página Web,Tarjeta,E-009140,2078.14
C-001548,BR-00472,CL-07131,2025-05-30,Amazon,Amazon Pay,E-012561,1328.83
C-001549,BR-00452,CL-01805,2025-06-22,Página Web,PayPal,E-011796,732.56
C-001550,BR-00458,CL-01645,2025-06-16,Presencial,Efectivo,E-012102,935.86
C-001551,BR-00214,CL-01467,2025-05-30,Amazon,Amazon Pay,E-005808,611.4
C-001552,BR-00335,CL-02456,2025-06-01,Instagram,Bizum,E-008834,1389.56
C-001553,BR-00116,CL-00390,2025-06-08,Instagram,Bizum,E-003118,370.92
C-001554,BR-00320,CL-05456,2025-06-28,Distribuidor,Transferencia,E-008634,33.69
C-001555,BR-00427,CL-09357,2025-08-19,Instagram,Transferencia,E-011402,181.62
C-001556,BR-00331,CL-02500,2025-05-31,Amazon,Amazon Pay,E-008806,477.24
C-001557,BR-00277,CL-09459,2025-07-07,Página Web,PayPal,E-007548,1068.68
C-001558,BR-00451,CL-09003,2025-06-24,Presencial,Efectivo,E-011791,542.55
C-001559,BR-00232,CL-06322,2025-07-05,Página Web,PayPal,E-006268,264.76
C-001560,BR-00192,CL-07344,2025-08-18,Instagram,Transferencia,E-005059,785.4
C-001561,BR-00359,CL-08735,2025-05-26,Página Web,Tarjeta,E-009647,847.78
C-001562,BR-00083,CL-01311,2025-07-15,Presencial,Efectivo,E-002425,620.25
C-001563,BR-00103,CL-00272,2025-07-23,Instagram,Transferencia,E-002869,190.25
C-001564,BR-00122,CL-05282,2025-06-24,Distribuidor,Transferencia,E-003479,852.01
