provider_id,name,nif,email,phone,country,city,address,category,subcategory,condicion_pago
PR-00345,Parmitano-Giovine Group,Q31450100,arturo44@example.net,+39 699650182,Italia,Nápoles,"Contrada Gianvecchio, 3 Piano 7, 65027, Scafa (PE)",Electrónica,Electrodomésticos,60 días
PR-00346,Mondadori Group,C68977725,amadeofilippelli@example.net,+39 620932975,Italia,Nápoles,"Rotonda Ruggieri, 975 Appartamento 77, 58027, Montemassi (GR)",Electrónica,Audio y Video,30 días
PR-00347,Trupiano-Lippomano s.r.l.,C32976780,emorosini@example.org,+39 692681026,Italia,Nápoles,"Stretto Valeria, 17 Appartamento 66, 18100, Castelvecchio Di Santa Maria Maggiore (IM)",Electrónica,Telefonía,90 días
PR-00348,Garzoni Group,V36188916,sboito@example.net,+39 647238471,Italia,Nápoles,"Strada Trezzini, 6, 27042, Robecco Pavese (PV)",Electrónica,Computación,Contado
PR-00349,Venditti e figli,E12488004,veniernadia@example.com,+39 613610322,Italia,Nápoles,"Borgo Eva, 631, 26043, Persico Dosimo (CR)",Electrónica,Gadgets,30 días
PR-00350,Rossellini SPA,H81630255,nittigianna@example.net,+39 639555291,Italia,Nápoles,"Stretto Zola, 11 Appartamento 32, 56127, Pisa (PI)",Servicios,Instalación,30 días
PR-00351,"Parri, Finetti e Toldo SPA",Q92235723,balotellipier@example.net,+39 628585966,Italia,Nápoles,"Canale Calgari, 0, 32021, Agordo (BL)",Servicios,Reparación,90 días
PR-00352,"Ricciardi, Cerquiglini e Ottino s.r.l.",G77289405,mariano58@example.org,+39 628661535,Italia,Nápoles,"Rotonda Adriano, 98, 34124, Trieste (TS)",Accesorios y Repuestos,Automotrices,90 días
PR-00353,Flaiano Group,V52895510,nicolettaemo@example.org,+39 667048614,Italia,Nápoles,"Borgo Tina, 554, 26026, Regona (CR)",Accesorios y Repuestos,Electrodomésticos,Contado
PR-00354,Solari-Cammarata SPA,F81349007,gianfrancotozzo@example.org,+39 657824680,Italia,Nápoles,"Vicolo Irma, 23 Piano 8, 87054, Saliano (CS)",Accesorios y Repuestos,Tecnológicos,30 días
PR-00355,Vento s.r.l.,B37588143,xbernardi@example.org,+39 618195190,Italia,Nápoles,"Vicolo Muti, 913 Piano 0, 80145, Napoli (NA)",Accesorios y Repuestos,Industriales,60 días
PR-00356,"Gigli, Errigo e Scandone s.r.l.",R73981407,gaitorodolfo@example.net,+39 635756738,Italia,Nápoles,"Strada Visintini, 95, 00052, Stazione Di Furbara (RM)",Accesorios y Repuestos,Mecánicos,90 días
PR-00357,"Pirelli, Barozzi e Mascheroni Group",B50376084,ruggierovezzali@example.com,+39 668167325,Italia,Nápoles,"Vicolo Angelina, 210, 39059, Wolfsgruben (BZ)",Construcción,Materiales,90 días
PR-00358,"Cociarelli, Cimini e Bombieri SPA",P51176215,cipollalivia@example.net,+39 672329853,Italia,Nápoles,"Rotonda Morgagni, 1 Appartamento 17, 67062, Marano Dei Marsi (AQ)",Construcción,Maquinaria,90 días
PR-00359,Camicione-Pagliaro s.r.l.,J43162793,gelsominamarangoni@example.net,+39 669906239,Italia,Nápoles,"Canale Sante, 919 Appartamento 94, 20813, Bovisio (MB)",Construcción,Herramientas,60 días
PR-00360,"Chindamo, Argurio e Cagnotto e figli",R59713456,tizianaquasimodo@example.com,+39 698698969,Italia,Nápoles,"Piazza Zoppetto, 361, 05010, Montegabbione (TR)",Construcción,Arquitectura,90 días
PR-00361,Berlusconi-Pepe e figli,F87482802,bcontrafatto@example.com,+39 648816842,Italia,Nápoles,"Rotonda Dante, 79 Piano 0, 40122, Bologna (BO)",Construcción,Ingeniería,60 días
PR-00362,Carducci e figli,B98386864,hcilibrasi@example.net,+39 609450880,Italia,Nápoles,"Borgo Etta, 73, 45010, Ceregnano (RO)",Cuidado Personal,Cosméticos,90 días
PR-00363,Gentileschi-Ariosto s.r.l.,V29969945,dnitti@example.net,+39 638373285,Italia,Nápoles,"Borgo Dalla, 72 Piano 6, 86033, Montefalcone Nel Sannio (CB)",Cuidado Personal,Farmacéuticos,90 días
PR-00364,Carnera Group,A26110555,antonello47@example.com,+39 656169387,Italia,Nápoles,"Vicolo Canevascini, 83 Appartamento 6, 87053, Celico (CS)",Cuidado Personal,Higiene,30 días
PR-00365,"Farnese, Marazzi e Monti e figli",W59293822,zmolesini@example.net,+39 636997465,Italia,Nápoles,"Piazza Fernanda, 94 Appartamento 8, 10038, Verolengo (TO)",Cuidado Personal,Spa,90 días
PR-00366,Taliani s.r.l.,R89985852,antonina10@example.com,+39 643920189,Italia,Nápoles,"Canale Stucchi, 42 Piano 5, 09100, Cagliari (CA)",Cuidado Personal,Nutrición,90 días
PR-00367,Salieri Group,G40814334,giorgettimartino@example.org,+39 615951162,Italia,Nápoles,"Contrada Borromini, 87 Appartamento 43, 38022, Bozzana (TN)",Hogar y Decoración,Muebles,90 días
PR-00368,"Luciani, Manunta e Satriani s.r.l.",J58321294,majewskigianpietro@example.org,+39 665144706,Italia,Nápoles,"Piazza Daniele, 167 Appartamento 59, 21046, Malnate (VA)",Hogar y Decoración,Iluminación,90 días
PR-00369,Forza Group,E61834610,jbonatti@example.org,+39 666791815,Italia,Nápoles,"Canale Corbo, 7 Appartamento 14, 98159, Liuzzo Orto (ME)",Hogar y Decoración,Textiles,90 días
PR-00370,Binaghi-Righi e figli,B53689009,amico09@example.com,+39 609962878,Italia,Nápoles,"Stretto Tarantini, 14 Piano 2, 51020, Prunetta (PT)",Hogar y Decoración,Organización,Contado
PR-00371,Lucarelli Group,P98703813,rosiellojolanda@example.net,+39 682095079,Italia,Nápoles,"Strada Pugliese, 53 Appartamento 9, 25037, Pontoglio (BS)",Hogar y Decoración,Arte decorativo,90 días
PR-00372,Ferragni-Fischetti Group,H62721838,dinabottaro@example.org,+39 610042153,Italia,Nápoles,"Stretto Pennetta, 63 Appartamento 47, 13024, Cellio (VC)",Productos de Limpieza,Desinfectantes,60 días
PR-00373,"Pellegrini, Olivetti e Infantino SPA",A16545878,patriziocampano@example.org,+39 657703364,Italia,Nápoles,"Contrada Donini, 49, 98135, Santa Margherita (ME)",Productos de Limpieza,Detergentes,90 días
PR-00374,Petrucci e figli,P42070076,pierangelo03@example.com,+39 646181483,Italia,Nápoles,"Piazza Orazio, 444 Appartamento 79, 86031, Castelmauro (CB)",Productos de Limpieza,Ambientadores,60 días
PR-00375,Zetticci e figli,P28929046,pianedante@example.org,+39 691091583,Italia,Nápoles,"Contrada Antonietta, 2, 85059, Viggiano (PZ)",Productos de Limpieza,Limpiadores multiusos,90 días
PR-00376,"Casini, Fanucci e Roncalli SPA",V53946563,venanciotrussardi@example.com,+39 635909563,Italia,Nápoles,"Piazza Ruggiero, 52 Piano 9, 15066, Gavi (AL)",Productos de Limpieza,Escobas y utensilios,30 días
PR-00377,Gumprich,S84124794,ceberth@example.net,+49 691595806,Alemania,Berlín,"Holzapfelallee 2, 36789 Greiz",Tecnología,Software,30 días
PR-00378,Scheibe,D89907259,matteo39@example.com,+49 697881479,Alemania,Berlín,"Kirstin-Rogge-Straße 959, 24335 Gardelegen",Tecnología,Hardware,90 días
PR-00379,Hiller Müller e.V.,R24870726,kscheel@example.net,+49 602819463,Alemania,Berlín,"Wulffallee 43, 13182 Soest",Tecnología,Redes,90 días
PR-00380,Klemt GmbH,E63523125,wernerantonie@example.org,+49 641287142,Alemania,Berlín,"Riehlweg 1-6, 05986 Lübben",Tecnología,Ciberseguridad,90 días
PR-00381,Hendriks GbR,P73935304,hilmar99@example.net,+49 657339308,Alemania,Berlín,"Siegfried-Schaaf-Platz 7, 26687 Mühldorf am Inn",Tecnología,IoT,90 días
PR-00382,Naser,G16959637,zpreiss@example.net,+49 677674026,Alemania,Berlín,"Kargestraße 43/73, 20545 Kaiserslautern",Alimentos,Frutas y Verduras,60 días
PR-00383,Herrmann,J19226536,tbolander@example.net,+49 694624279,Alemania,Berlín,"Dussen vanstr. 62/80, 26280 Aachen",Alimentos,Carnes y Embutidos,60 días
PR-00384,Bien,Q11970182,ustoll@example.org,+49 627670727,Alemania,Berlín,"Hansgeorg-Fliegner-Allee 30-73, 22336 Hildburghausen",Alimentos,Bebidas,60 días
PR-00385,Hande AG,W76057918,jacob69@example.com,+49 627505113,Alemania,Berlín,"Victoria-Sager-Weg 27, 14538 Rochlitz",Alimentos,Panadería,60 días
PR-00386,Gieß Hornig GmbH & Co. KG,A30073677,dariaschuchhardt@example.org,+49 679696212,Alemania,Berlín,"Renata-Hahn-Gasse 0, 85641 Deggendorf",Alimentos,Comida Congelada,60 días
PR-00387,Trapp Caspar GmbH & Co. KG,A62014404,aanders@example.com,+49 670986156,Alemania,Berlín,"Dietzgasse 32, 61949 Lichtenfels",Ropa,Moda Hombre,90 días
PR-00388,Möchlichen,F27152836,briemersenol@example.net,+49 615171064,Alemania,Berlín,"Oderwaldallee 9-6, 69715 Dinkelsbühl",Ropa,Moda Mujer,60 días
PR-00389,Kruschwitz,Q39324606,gmisicher@example.net,+49 674413191,Alemania,Berlín,"Lorchring 36, 81269 Ebersberg",Ropa,Infantil,30 días
PR-00390,Scholl,B61898977,truebcharlotte@example.com,+49 629978244,Alemania,Berlín,"Pärtzeltstraße 454, 83998 Main-Höchst",Ropa,Deportivo,60 días
PR-00391,Buchholz,H63571087,dsoelzer@example.org,+49 641059569,Alemania,Berlín,"Pärtzeltweg 5, 37494 Schwerin",Ropa,Accesorios,90 días
PR-00392,Wagner Knappe Stiftung & Co. KG,J92185776,ibudig@example.net,+49 675009677,Alemania,Berlín,"Etzlerallee 55, 92705 Brandenburg",Electrónica,Electrodomésticos,30 días
PR-00393,Bachmann AG & Co. OHG,J28187877,johannes07@example.net,+49 677695014,Alemania,Berlín,"Eckbauerplatz 7/2, 95590 Duderstadt",Electrónica,Audio y Video,60 días
PR-00394,Aumann Wagenknecht GmbH & Co. KG,D92840081,jpaertzelt@example.net,+49 630937703,Alemania,Berlín,"Oda-Dussen van-Straße 81-44, 81695 Feuchtwangen",Electrónica,Telefonía,60 días
PR-00395,Tlustek GmbH & Co. KG,E59138245,leonard31@example.net,+49 698625901,Alemania,Berlín,"Anatol-Gorlitz-Platz 9/1, 04490 Neustrelitz",Electrónica,Computación,Contado
PR-00396,Weinhage Wende AG & Co. KG,R31709643,ronaldhermann@example.com,+49 648967880,Alemania,Berlín,"Stollallee 39-90, 92911 Strasburg",Electrónica,Gadgets,90 días
PR-00397,Wiek Stiftung & Co. KGaA,P28561003,danielle54@example.com,+49 665355712,Alemania,Berlín,"Ignaz-Peukert-Ring 2/8, 56730 Jüterbog",Servicios,Instalación,30 días
PR-00398,Rose Schmidt Stiftung & Co. KGaA,N30906376,michaela86@example.net,+49 672318024,Alemania,Berlín,"Eberhardtgasse 2/6, 44395 Regen",Servicios,Reparación,90 días
PR-00399,Karge Kallert GmbH,S20922759,christophmetz@example.org,+49 687545742,Alemania,Berlín,"Wagnergasse 2-8, 98236 Sternberg",Accesorios y Repuestos,Automotrices,90 días
PR-00400,Bruder,B79237379,scheibetelse@example.org,+49 695972324,Alemania,Berlín,"Irena-Schuster-Weg 20, 15341 Aue",Accesorios y Repuestos,Electrodomésticos,Contado
PR-00401,Bien,N63869111,drubinherta@example.org,+49 659513912,Alemania,Berlín,"Gülten-Lübs-Allee 85, 79481 Reutlingen",Accesorios y Repuestos,Tecnológicos,90 días
PR-00402,Hübel GmbH,R75817177,haasemariola@example.com,+49 648428494,Alemania,Berlín,"Hans Dieter-Bohnbach-Platz 21/56, 45494 Bützow",Accesorios y Repuestos,Industriales,60 días
PR-00403,Winkler,H19494306,hubertine85@example.org,+49 640926377,Alemania,Berlín,"Süleyman-Müller-Straße 60-39, 57272 Herford",Accesorios y Repuestos,Mecánicos,30 días
PR-00404,Bender Holsten KG,V14709242,elenaadler@example.com,+49 658405332,Alemania,Berlín,"Freudenbergerallee 6-6, 41993 Mühldorf am Inn",Construcción,Materiales,90 días
PR-00405,Dussen van Stiftung & Co. KG,B14653693,baldur33@example.com,+49 680341445,Alemania,Berlín,"Jungferplatz 4329, 70234 Rothenburg ob der Tauber",Construcción,Maquinaria,90 días
PR-00406,Graf,F52065471,mwiek@example.com,+49 651052667,Alemania,Berlín,"Rosemannstraße 40-33, 81944 Freising",Construcción,Herramientas,90 días
PR-00407,Mies Trubin e.V.,N87574122,wernerhans-jochen@example.org,+49 626551654,Alemania,Berlín,"Dittmar-Beckmann-Weg 55, 78207 Badibling",Construcción,Arquitectura,90 días
PR-00408,Stadelmann Ruppert AG,D59009875,timm39@example.net,+49 642522442,Alemania,Berlín,"Alexa-Bärer-Straße 7, 16893 Uffenheim",Construcción,Ingeniería,Contado
PR-00409,Mülichen OHG mbH,N61836124,qzahn@example.com,+49 637338122,Alemania,Berlín,"Hans-Wolfgang-auch Schlauchin-Ring 3-8, 63578 Bayreuth",Cuidado Personal,Cosméticos,60 días
PR-00410,Kensy GmbH & Co. KG,D11718480,hagen73@example.com,+49 666294115,Alemania,Berlín,"Adolphstraße 72/32, 27035 Tübingen",Cuidado Personal,Farmacéuticos,90 días
PR-00411,Striebitz Köhler e.G.,S86416292,marie-theres96@example.com,+49 625782448,Alemania,Berlín,"Köhlerstraße 27/97, 67070 Wunsiedel",Cuidado Personal,Higiene,30 días
PR-00412,Mende GmbH & Co. KGaA,F37956285,stefano19@example.com,+49 673568529,Alemania,Berlín,"Holzapfelgasse 9/7, 66408 Malchin",Cuidado Personal,Spa,90 días
PR-00413,Steuer GmbH,C74910805,hanife45@example.net,+49 690226417,Alemania,Berlín,"Herrmanngasse 4339, 06469 Rochlitz",Cuidado Personal,Nutrición,30 días
PR-00414,Klotz,N65944133,valerijotto@example.net,+49 659869405,Alemania,Berlín,"Bernhard-Adler-Platz 29/82, 60688 Schwabmünchen",Hogar y Decoración,Muebles,90 días
PR-00415,Kusch Rädel GmbH & Co. KG,G18978179,ageisler@example.net,+49 647455380,Alemania,Berlín,"Scheibeweg 48/46, 73005 Klötze",Hogar y Decoración,Iluminación,60 días
PR-00416,Weihmann Schomber AG & Co. KG,C84422000,xschleich@example.com,+49 641002658,Alemania,Berlín,"Jüttnerallee 1, 98623 Vohenstrauß",Hogar y Decoración,Textiles,Contado
PR-00417,Löwer Wulff KG,W95053172,veronica39@example.org,+49 668454971,Alemania,Berlín,"Till-Bloch-Weg 699, 30701 Belzig",Hogar y Decoración,Organización,60 días
PR-00418,Butte Bender GmbH,Q58513386,eleonorasuessebier@example.org,+49 665359578,Alemania,Berlín,"Karzallee 243, 04062 Weißwasser",Hogar y Decoración,Arte decorativo,90 días
PR-00419,Bloch Thies GmbH,H29053690,gundulabluemel@example.com,+49 608001952,Alemania,Berlín,"Ingrid-Adolph-Allee 569, 82687 Melsungen",Productos de Limpieza,Desinfectantes,90 días
PR-00420,Holsten GmbH,J91019715,lstiebitz@example.org,+49 676041038,Alemania,Berlín,"Katja-Eigenwillig-Gasse 997, 14918 Heiligenstadt",Productos de Limpieza,Detergentes,90 días
PR-00421,Oestrovsky,C23413827,tlachmann@example.com,+49 650239570,Alemania,Berlín,"Dominik-Hellwig-Allee 98-52, 46946 Döbeln",Productos de Limpieza,Ambientadores,60 días
PR-00422,Carsten GmbH,N83007885,ann31@example.org,+49 654893863,Alemania,Berlín,"Susana-Rädel-Allee 75, 39246 Calw",Productos de Limpieza,Limpiadores multiusos,60 días
PR-00423,Atzler,Q85923923,cgude@example.net,+49 629434377,Alemania,Berlín,"Schaafallee 7-2, 92026 Fallingbostel",Productos de Limpieza,Escobas y utensilios,60 días
PR-00424,ИП «Герасимова»,S72195354,jakushevnestor@example.net,+7 635037886,Rusia,Ekaterimburgo,"с. Россошь, пер. Пушкина, д. 82, 612675",Tecnología,Software,Contado
PR-00425,Уралвтормет,F12735756,fortunatzhdanov@example.net,+7 638599985,Rusia,Ekaterimburgo,"к. Пенза, алл. Панфилова, д. 6/6, 002433",Tecnología,Hardware,90 días
PR-00426,ТД БелАЗ,G65936605,kimsazonov@example.org,+7 698571481,Rusia,Ekaterimburgo,"д. Оренбург, пр. Поперечный, д. 1/5, 726804",Tecnología,Redes,90 días
PR-00427,Юг-Нефтепродукт,A98387863,moiseevaksenija@example.org,+7 674895243,Rusia,Ekaterimburgo,"п. Цимлянск, пер. Совхозный, д. 8/7 стр. 847, 246137",Tecnología,Ciberseguridad,60 días
PR-00428,Медведева Групп,P87216680,anna_81@example.com,+7 613223565,Rusia,Ekaterimburgo,"ст. Кижи, бул. Полярный, д. 281 к. 334, 786630",Tecnología,IoT,Contado
PR-00429,НПО «Лапин Родионова»,R16341382,samolovtihon@example.net,+7 615635389,Rusia,Ekaterimburgo,"д. Вологда, бул. Ленский, д. 345 стр. 59, 507736",Alimentos,Frutas y Verduras,90 días
PR-00430,Быкова Лтд,A28666222,frolmerkushev@example.org,+7 661279786,Rusia,Ekaterimburgo,"с. Губкинский, наб. Достоевского, д. 10 к. 53, 429533",Alimentos,Carnes y Embutidos,90 días
PR-00431,НПО «Миронов»,B88383206,raisa_38@example.org,+7 697087155,Rusia,Ekaterimburgo,"с. Пятигорск, пер. Детский, д. 5, 783925",Alimentos,Bebidas,90 días
PR-00432,ОАО «Никифорова-Потапова»,V87443741,braginaevgenija@example.com,+7 649344890,Rusia,Ekaterimburgo,"г. Юрюзань, бул. Заречный, д. 7 к. 97, 373991",Alimentos,Panadería,60 días
PR-00433,ЗАО «Третьякова-Боброва»,Q58185109,dmitri1990@example.com,+7 645190863,Rusia,Ekaterimburgo,"к. Меренга, пр. Леонова, д. 9 стр. 3, 579188",Alimentos,Comida Congelada,60 días
PR-00434,Уваров Лтд,W74401064,silvestr43@example.com,+7 677888349,Rusia,Ekaterimburgo,"п. Мелеуз, наб. Малиновая, д. 2/4 к. 70, 493748",Ropa,Moda Hombre,90 días
PR-00435,"РАО «Фомичев, Потапов и Морозов»",F17043406,viktorinnazarov@example.net,+7 696212849,Rusia,Ekaterimburgo,"к. Верхоянск, алл. Хвойная, д. 1 стр. 207, 237277",Ropa,Moda Mujer,60 días
PR-00436,ООО «Лукина»,B89645910,nikitinanadezhda@example.org,+7 666780231,Rusia,Ekaterimburgo,"г. Внуково (метеост.), ш. Енисейское, д. 2/1 стр. 957, 949859",Ropa,Infantil,90 días
PR-00437,ООО «Романов Панфилова»,S41592022,birjukovvisheslav@example.org,+7 628261758,Rusia,Ekaterimburgo,"ст. Жуковский, пер. Боровой, д. 134, 347748",Ropa,Deportivo,90 días
PR-00438,АО «Щербакова Капустин»,R54920604,vitali_2025@example.com,+7 686715658,Rusia,Ekaterimburgo,"д. Домодедово, пер. Солнечный, д. 15 стр. 85, 571646",Ropa,Accesorios,90 días
PR-00439,РАО «Горшков Сергеева»,H48534780,andron1992@example.com,+7 682148670,Rusia,Ekaterimburgo,"п. Тотьма, пр. Осенний, д. 1 стр. 2/8, 692304",Electrónica,Electrodomésticos,90 días
PR-00440,ОАО «Лукина-Владимирова»,H77164050,lukjan1983@example.com,+7 602162961,Rusia,Ekaterimburgo,"г. Ребриха, ш. Ленское, д. 786 стр. 35, 292174",Electrónica,Audio y Video,30 días
PR-00441,ЗАО «Кабанова»,E93543934,wgromova@example.org,+7 699135203,Rusia,Ekaterimburgo,"г. Зеленоград, бул. Сенной, д. 57 стр. 79, 954946",Electrónica,Telefonía,30 días
PR-00442,ИП «Бирюкова»,U42048062,klavdibogdanov@example.org,+7 612861237,Rusia,Ekaterimburgo,"с. Байкальск, бул. Буденного, д. 332, 059600",Electrónica,Computación,30 días
PR-00443,Группа Ренессанс Страхование,B39543683,nifontemeljanov@example.net,+7 662136827,Rusia,Ekaterimburgo,"клх Москва, ш. Парижской Коммуны, д. 3 стр. 934, 042389",Electrónica,Gadgets,90 días
PR-00444,ИП «Андреева»,A37761279,apollon74@example.org,+7 620443906,Rusia,Ekaterimburgo,"г. Волоколамск, ш. Саратовское, д. 9, 093095",Servicios,Instalación,60 días
PR-00445,Белова Инкорпорэйтед,D33077523,kazakovmoke@example.org,+7 633021019,Rusia,Ekaterimburgo,"п. Устюжна, ул. Иванова, д. 5/7, 298846",Servicios,Reparación,60 días
PR-00446,АХ Степь,B17988055,foka_73@example.com,+7 690601449,Rusia,Ekaterimburgo,"с. Кырен, алл. Достоевского, д. 5/9, 659875",Accesorios y Repuestos,Automotrices,90 días
PR-00447,"ЗАО «Ершов, Гришина и Ершова»",Q19602943,julisolovev@example.net,+7 633036122,Rusia,Ekaterimburgo,"клх Шатура, наб. Щербакова, д. 2 к. 687, 549519",Accesorios y Repuestos,Electrodomésticos,90 días
PR-00448,"АО «Никонов, Блохин и Козлов»",G50351810,konon1972@example.org,+7 608956882,Rusia,Ekaterimburgo,"с. Дудинка, ш. Ватутина, д. 27 к. 4/4, 058147",Accesorios y Repuestos,Tecnológicos,60 días
PR-00449,НПО «Молчанова Цветкова»,C44497105,nekrasovsamuil@example.net,+7 601663536,Rusia,Ekaterimburgo,"клх Уссурийск, ул. Дзержинского, д. 853 стр. 4/4, 559756",Accesorios y Repuestos,Industriales,30 días
PR-00450,"РАО «Андреев, Одинцов и Сысоева»",P41586799,borislav_90@example.com,+7 691289432,Rusia,Ekaterimburgo,"г. Лесной (Сверд.), бул. Моховой, д. 1, 363468",Accesorios y Repuestos,Mecánicos,90 días
PR-00451,ЗАО «Соловьева»,V18565122,pelageja2011@example.com,+7 694305093,Rusia,Ekaterimburgo,"к. Шадринск, алл. Крестьянская, д. 65, 332422",Construcción,Materiales,90 días
PR-00452,ЗАО «Воробьев Зимина»,U92164248,lazarabramov@example.net,+7 682558017,Rusia,Ekaterimburgo,"с. Южно-Сахалинск, ш. Азовское, д. 4/9 к. 84, 418057",Construcción,Maquinaria,90 días
PR-00453,РАО «Жданов Журавлева»,S39971321,kostinkliment@example.org,+7 618724478,Rusia,Ekaterimburgo,"клх Туапсе, пр. Макарова, д. 188 к. 2, 336876",Construcción,Herramientas,90 días
PR-00454,ЗАО «Гаврилов-Тетерина»,W65781435,tverdislav24@example.net,+7 609941497,Rusia,Ekaterimburgo,"п. Пермь, бул. Главный, д. 8 стр. 139, 800240",Construcción,Arquitectura,30 días
PR-00455,ТК Шлюмберже (Schlumberger),S48548568,konstantin1991@example.com,+7 661084971,Rusia,Ekaterimburgo,"клх Холмогоры, пр. Веселый, д. 9, 037962",Construcción,Ingeniería,60 días
PR-00456,"АО «Никифорова, Никонова и Гришин»",F78438547,zinaida_00@example.net,+7 689870707,Rusia,Ekaterimburgo,"д. Рыбинск, наб. 50 лет Октября, д. 13, 726417",Cuidado Personal,Cosméticos,30 días
PR-00457,НПО «Журавлев-Маслова»,D84265544,pahom_84@example.net,+7 611973099,Rusia,Ekaterimburgo,"г. Белореченск, бул. Труда, д. 98, 569366",Cuidado Personal,Farmacéuticos,60 días
PR-00458,"РАО «Павлов, Белякова и Беспалов»",W41972823,sidorovharlampi@example.com,+7 654216915,Rusia,Ekaterimburgo,"п. Ногинск (Моск.), пр. Просторный, д. 6/3 стр. 8, 404549",Cuidado Personal,Higiene,60 días
PR-00459,ООО «Терентьев Харитонова»,D56958433,milen_89@example.net,+7 624160293,Rusia,Ekaterimburgo,"д. Иваново, пр. Геологический, д. 747, 125235",Cuidado Personal,Spa,90 días
PR-00460,Рено Россия (Renault),W22961307,kulaginaemilija@example.com,+7 642784143,Rusia,Ekaterimburgo,"д. Руза, ш. Северное, д. 79, 032904",Cuidado Personal,Nutrición,30 días
PR-00461,"АО «Лыткин, Фомичев и Фомин»",R29756923,olimpiada2014@example.org,+7 614494407,Rusia,Ekaterimburgo,"с. Обоянь, бул. Портовый, д. 8/2 к. 384, 398285",Hogar y Decoración,Muebles,90 días
PR-00462,"ЗАО «Кошелев, Ларионов и Лебедева»",F72054804,askold2006@example.net,+7 664096397,Rusia,Ekaterimburgo,"ст. Набережные Челны, пр. Коммунальный, д. 4 к. 4, 664483",Hogar y Decoración,Iluminación,90 días
PR-00463,Соловьев Лтд,Q23368961,bobrovafevronija@example.org,+7 607056446,Rusia,Ekaterimburgo,"с. Слюдянка, ш. Новгородское, д. 66 к. 5, 583516",Hogar y Decoración,Textiles,Contado
PR-00464,ИП «Орехова Лаврентьева»,S93343264,miheevaoktjabrina@example.com,+7 631407379,Rusia,Ekaterimburgo,"к. Сызрань, наб. Николаева, д. 3 стр. 9/8, 161619",Hogar y Decoración,Organización,60 días
PR-00465,Сегежа,E22483408,gusevmaksim@example.org,+7 633762257,Rusia,Ekaterimburgo,"д. Калязин, ш. Волочаевское, д. 4/8 стр. 4, 085635",Hogar y Decoración,Arte decorativo,60 días
PR-00466,НПО «Кулагин Соколов»,U14100142,anikita68@example.org,+7 682806003,Rusia,Ekaterimburgo,"д. Оймякон, пр. Мая 1, д. 610, 778089",Productos de Limpieza,Desinfectantes,60 días
PR-00467,Газпромбанк,A97624631,bojan_08@example.com,+7 687181374,Rusia,Ekaterimburgo,"с. Алдан, пер. Интернациональный, д. 2/1 к. 43, 032075",Productos de Limpieza,Detergentes,60 días
PR-00468,ОАО «Маркова Константинов»,F80203849,maksimovalidija@example.com,+7 677500138,Rusia,Ekaterimburgo,"с. Голицыно, алл. Вишневая, д. 6 к. 293, 961368",Productos de Limpieza,Ambientadores,60 días
PR-00469,"ООО «Блинова, Беляев и Попова»",W36282644,borislavsazonov@example.net,+7 605814998,Rusia,Ekaterimburgo,"с. Горно-Алтайск, ш. Отрадное, д. 7 стр. 44, 481004",Productos de Limpieza,Limpiadores multiusos,90 días
PR-00470,СК Согласие,U49077742,ignatevmir@example.org,+7 619614181,Rusia,Ekaterimburgo,"клх Бодайбо, пер. Буденного, д. 84, 132853",Productos de Limpieza,Escobas y utensilios,30 días
PR-00471,Hamilton-Smith,D51550788,lucasvictoria@example.com,+1 677420083,Canadá,Toronto,"6401 Palmer Path Suite 626, West Ashley, BC R9Y 4A7",Tecnología,Software,60 días
PR-00472,"Reed, Miller and Casey",W35446845,veronicaguerrero@example.com,+1 649590156,Canadá,Toronto,"5273 Barajas Branch Apt. 269, New Danielmouth, BC J5S 1E2",Tecnología,Hardware,30 días
PR-00473,Brown PLC,C41920596,berryveronica@example.com,+1 650116155,Canadá,Toronto,"590 Tracey Expressway Suite 669, North Shellyfurt, MB A2E8A4",Tecnología,Redes,90 días
PR-00474,"Garner, Chavez and Nelson",B47851684,danielle75@example.org,+1 637211146,Canadá,Toronto,"42520 Bray Tunnel Suite 828, Shellyville, SK S4Y 3L6",Tecnología,Ciberseguridad,Contado
PR-00475,King-Jones,P51918951,rgraham@example.org,+1 630046674,Canadá,Toronto,"1509 Martinez Road Suite 341, Stephaniehaven, NS A5L 9R2",Tecnología,IoT,90 días
PR-00476,Wood Group,R28386189,bortiz@example.net,+1 629953914,Canadá,Toronto,"6539 James Valleys, North Donald, BC H4H 9E8",Alimentos,Frutas y Verduras,60 días
PR-00477,Preston-Lucas,W28857291,amy64@example.org,+1 654704885,Canadá,Toronto,"436 Nelson Pass Suite 445, Webbfort, SK B4N 5C9",Alimentos,Carnes y Embutidos,60 días
PR-00478,Lambert and Sons,A63734346,davidmueller@example.net,+1 683269440,Canadá,Toronto,"7775 Matthew Roads, Lake Melissa, NT V4P4S9",Alimentos,Bebidas,90 días
PR-00479,Mcmahon LLC,D55898301,hallmario@example.net,+1 663325069,Canadá,Toronto,"8181 Diaz Island, Walshburgh, PE K7B 6Y9",Alimentos,Panadería,30 días
PR-00480,"Stanley, Koch and Carter",F25601360,gwilkins@example.com,+1 617781130,Canadá,Toronto,"907 Tristan Streets, New Ashleyfort, PE S5K3J9",Alimentos,Comida Congelada,90 días
PR-00481,"Williamson, Aguirre and Avila",C41475563,lisasmith@example.org,+1 605835036,Canadá,Toronto,"739 Jesse Pike Apt. 909, Armstrongview, SK H7B 4G8",Ropa,Moda Hombre,60 días
