order_id,branch_id,product_id,provider_id,provider_name,fecha_orden,cantidad,precio_unitario,total,estado
O-001156,BR-00076,P-008325,PR-00054,Pulido & Asociados S.L.,2025-07-19,73,34.56,2522.88,Pendiente
O-001157,BR-00076,P-008328,PR-00054,Pulido & Asociados S.L.,2025-08-15,40,73.71,2948.4,En tránsito
O-001158,BR-00076,P-008333,PR-00055,Farmaceútica Bolaños y asociados S.A.,2025-07-15,95,124.69,11845.55,Recibido
O-001159,BR-00076,P-008335,PR-01311,Banco Arco & Asociados S.L.,2025-08-06,69,134.88,9306.72,En tránsito
O-001160,BR-00076,P-008338,PR-01368,Estrella Benito Silva S.Coop.,2025-08-20,89,40.53,3607.17,Pendiente
O-001161,BR-00077,P-008363,PR-00140,Bueno y Quintanilla y Asociados,2025-07-23,61,113.22,6906.42,En tránsito
O-001162,BR-00077,P-008368,PR-00141,Sandoval y Asociados,2025-08-06,46,19.28,886.88,En tránsito
O-001163,BR-00077,P-008381,PR-00128,Industrias Delgado y Roybal,2025-07-08,28,86.43,2420.04,Recibido
O-001164,BR-00077,P-008396,PR-00100,Caraballo-Arce,2025-07-09,52,60.4,3140.8,Pendiente
O-001165,BR-00077,P-008402,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-20,94,107.31,10087.14,En tránsito
O-001166,BR-00077,P-008404,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-07-13,97,82.68,8019.96,En tránsito
O-001167,BR-00077,P-008406,PR-00865,Villa y Nazario S.A.,2025-07-18,86,30.73,2642.78,Recibido
O-001168,BR-00077,P-008412,PR-00103,"Almanza, Jurado y Almaraz",2025-07-30,68,122.08,8301.44,Recibido
O-001169,BR-00077,P-008428,PR-01376,Hernandes y Granado e Hijos,2025-07-28,22,65.32,1437.04,Recibido
O-001170,BR-00077,P-008432,PR-01060,Ramos-Tijerina A.C.,2025-07-26,51,66.02,3367.02,Pendiente
O-001171,BR-00077,P-008435,PR-00108,Razo-Reséndez,2025-06-26,70,140.44,9830.8,Recibido
O-001172,BR-00077,P-008438,PR-00108,Razo-Reséndez,2025-08-03,30,135.66,4069.8,Pendiente
O-001173,BR-00077,P-008440,PR-00108,Razo-Reséndez,2025-08-12,95,125.27,11900.65,Recibido
O-001174,BR-00077,P-008443,PR-00109,"Reyna, Rincón y Abreu",2025-07-21,61,94.67,5774.87,Pendiente
O-001175,BR-00077,P-008447,PR-01408,"Bustamante, Ortiz y Acuña",2025-08-07,58,32.54,1887.32,Recibido
O-001176,BR-00077,P-008458,PR-01167,Esparza-Frías,2025-08-02,49,56.72,2779.28,Pendiente
O-001177,BR-00077,P-008462,PR-00875,Mojica y Espinosa y Asociados,2025-07-02,65,101.88,6622.2,En tránsito
O-001178,BR-00077,P-008469,PR-00136,Lerma S.C.,2025-07-06,75,21.44,1608.0,Pendiente
O-001179,BR-00077,P-008475,PR-00111,Zarate S.C.,2025-08-22,43,107.62,4627.66,En tránsito
O-001180,BR-00077,P-008479,PR-00111,Zarate S.C.,2025-06-26,41,43.4,1779.4,Recibido
O-001181,BR-00077,P-008483,PR-00976,Posada-Téllez,2025-08-15,32,51.2,1638.4,En tránsito
O-001182,BR-00077,P-008487,PR-01014,"Despacho Bañuelos, Marrero y Amaya",2025-07-02,22,24.36,535.92,Pendiente
O-001183,BR-00077,P-008503,PR-00095,"Proyectos Lucio, Granados y Santacruz",2025-07-01,89,2.54,226.06,Pendiente
O-001184,BR-00077,P-008514,PR-00098,Alejandro-Posada,2025-07-03,94,57.97,5449.18,En tránsito
O-001185,BR-00077,P-008519,PR-00099,Proyectos Montes y Alcántar,2025-07-08,29,85.6,2482.4,En tránsito
O-001186,BR-00077,P-008522,PR-00959,Laboratorios Irizarry y Valenzuela,2025-07-08,92,74.55,6858.6,Recibido
O-001187,BR-00077,P-008524,PR-01027,"Proyectos Menchaca, Montenegro y Quintana",2025-08-14,29,117.34,3402.86,En tránsito
O-001188,BR-00077,P-008526,PR-00115,Moya-Granado S.A.,2025-07-09,24,49.8,1195.2,Pendiente
O-001189,BR-00077,P-008529,PR-00115,Moya-Granado S.A.,2025-08-07,89,32.52,2894.28,Recibido
O-001190,BR-00077,P-008535,PR-00116,"Proyectos Gaitán, Benavídez y Montalvo",2025-07-13,35,123.31,4315.85,Pendiente
O-001191,BR-00077,P-008550,PR-00915,"Cintrón, Tello y Padrón",2025-07-09,69,3.82,263.58,Recibido
O-001192,BR-00077,P-008558,PR-00121,Fernández-Ramos,2025-08-06,88,11.49,1011.12,Recibido
O-001193,BR-00078,P-008589,PR-00137,Zamudio S. R.L. de C.V.,2025-07-28,72,126.51,9108.72,Recibido
O-001194,BR-00078,P-008595,PR-01481,Carbajal S.A. de C.V.,2025-08-22,90,79.64,7167.6,Pendiente
O-001195,BR-00078,P-008608,PR-00141,Sandoval y Asociados,2025-07-19,67,115.34,7727.78,Recibido
O-001196,BR-00078,P-008622,PR-01278,Club Mascareñas-Barajas,2025-08-18,98,65.26,6395.48,En tránsito
O-001197,BR-00078,P-008628,PR-00878,Valdivia-Amaya S. R.L. de C.V.,2025-07-01,70,130.8,9156.0,Recibido
O-001198,BR-00078,P-008629,PR-00633,Proyectos Juárez y Montez,2025-08-21,52,100.43,5222.36,Recibido
O-001199,BR-00078,P-008634,PR-00100,Caraballo-Arce,2025-07-03,32,38.27,1224.64,Recibido
O-001200,BR-00078,P-008638,PR-00100,Caraballo-Arce,2025-07-07,79,98.35,7769.65,En tránsito
O-001201,BR-00078,P-008655,PR-00730,Lucio e Hijos,2025-07-29,76,137.98,10486.48,En tránsito
O-001202,BR-00078,P-008660,PR-00104,Villalobos y Cisneros S.A. de C.V.,2025-07-08,59,82.82,4886.38,Recibido
O-001203,BR-00078,P-008675,PR-01376,Hernandes y Granado e Hijos,2025-07-09,35,76.45,2675.75,Recibido
O-001204,BR-00078,P-008680,PR-00978,Urrutia-Rodríguez S.C.,2025-07-29,39,141.23,5507.97,Recibido
O-001205,BR-00078,P-008686,PR-00109,"Reyna, Rincón y Abreu",2025-08-04,54,79.31,4282.74,En tránsito
O-001206,BR-00078,P-008694,PR-00133,"Despacho Cepeda, Benavides y Alemán",2025-07-01,99,108.22,10713.78,Pendiente
O-001207,BR-00078,P-008697,PR-01319,Ávalos y Villagómez S.A. de C.V.,2025-08-21,97,104.18,10105.46,Recibido
O-001208,BR-00078,P-008698,PR-01319,Ávalos y Villagómez S.A. de C.V.,2025-08-12,53,29.78,1578.34,En tránsito
O-001209,BR-00078,P-008705,PR-00135,Ruiz S.C.,2025-07-11,97,65.9,6392.3,Recibido
O-001210,BR-00078,P-008711,PR-00680,"Palomino, Guevara y Lucero",2025-07-30,35,126.04,4411.4,En tránsito
O-001211,BR-00078,P-008715,PR-01237,Batista-Bustos,2025-08-11,70,72.25,5057.5,Pendiente
O-001212,BR-00078,P-008724,PR-01194,Tejeda y Salcedo e Hijos,2025-06-28,64,12.37,791.68,En tránsito
O-001213,BR-00078,P-008733,PR-01476,Industrias Esquibel y Lugo,2025-08-16,68,13.86,942.48,Recibido
O-001214,BR-00078,P-008766,PR-00099,Proyectos Montes y Alcántar,2025-08-13,20,95.69,1913.8,En tránsito
O-001215,BR-00078,P-008769,PR-01027,"Proyectos Menchaca, Montenegro y Quintana",2025-08-14,40,46.27,1850.8,En tránsito
O-001216,BR-00078,P-008771,PR-00115,Moya-Granado S.A.,2025-08-08,49,114.66,5618.34,En tránsito
O-001217,BR-00078,P-008774,PR-00115,Moya-Granado S.A.,2025-06-28,91,61.81,5624.71,En tránsito
O-001218,BR-00078,P-008784,PR-01412,Martínez-Salazar,2025-08-06,58,89.7,5202.6,En tránsito
O-001219,BR-00078,P-008785,PR-01237,Batista-Bustos,2025-08-05,31,124.85,3870.35,En tránsito
O-001220,BR-00078,P-008807,PR-00122,de Jesús S.A. de C.V.,2025-07-29,49,12.91,632.59,Recibido
O-001221,BR-00078,P-008818,PR-00905,Roybal-Tello S.C.,2025-08-01,94,117.42,11037.48,Recibido
O-001222,BR-00078,P-008824,PR-00126,"Aguayo, Saldaña y Delgado",2025-07-14,62,26.58,1647.96,En tránsito
O-001223,BR-00079,P-008841,PR-01481,Carbajal S.A. de C.V.,2025-08-21,26,113.53,2951.78,Recibido
O-001224,BR-00079,P-008847,PR-00141,Sandoval y Asociados,2025-07-06,28,100.14,2803.92,Recibido
O-001225,BR-00079,P-008878,PR-00878,Valdivia-Amaya S. R.L. de C.V.,2025-07-25,49,115.63,5665.87,Pendiente
O-001226,BR-00079,P-008886,PR-00100,Caraballo-Arce,2025-06-28,90,30.33,2729.7,Recibido
O-001227,BR-00079,P-008907,PR-00730,Lucio e Hijos,2025-08-09,79,37.21,2939.59,Recibido
O-001228,BR-00079,P-008916,PR-00634,Acevedo-Villalobos,2025-07-21,99,63.44,6280.56,En tránsito
O-001229,BR-00079,P-008924,PR-01444,Camacho S.C.,2025-07-10,25,129.21,3230.25,Recibido
O-001230,BR-00079,P-008927,PR-01060,Ramos-Tijerina A.C.,2025-07-13,44,96.28,4236.32,Recibido
O-001231,BR-00079,P-008932,PR-00978,Urrutia-Rodríguez S.C.,2025-07-26,71,54.67,3881.57,En tránsito
O-001232,BR-00079,P-008937,PR-00109,"Reyna, Rincón y Abreu",2025-08-21,94,60.12,5651.28,En tránsito
O-001233,BR-00079,P-008939,PR-00109,"Reyna, Rincón y Abreu",2025-08-12,56,91.37,5116.72,Recibido
O-001234,BR-00079,P-008970,PR-00136,Lerma S.C.,2025-08-09,56,46.38,2597.28,En tránsito
O-001235,BR-00079,P-008984,PR-01194,Tejeda y Salcedo e Hijos,2025-06-29,58,29.09,1687.22,Recibido
O-001236,BR-00079,P-008985,PR-00976,Posada-Téllez,2025-07-09,83,112.82,9364.06,En tránsito
O-001237,BR-00079,P-008986,PR-01194,Tejeda y Salcedo e Hijos,2025-07-04,51,97.88,4991.88,Recibido
O-001238,BR-00079,P-008990,PR-01014,"Despacho Bañuelos, Marrero y Amaya",2025-06-27,93,52.76,4906.68,Pendiente
O-001239,BR-00080,P-009001,PR-00137,Zamudio S. R.L. de C.V.,2025-07-07,98,41.4,4057.2,Recibido
O-001240,BR-00080,P-009009,PR-00138,"Grupo Carmona, de León y Acevedo",2025-08-14,31,130.47,4044.57,En tránsito
O-001241,BR-00080,P-009011,PR-00139,Laboratorios Anaya y Quintero,2025-08-22,87,105.85,9208.95,Recibido
O-001242,BR-00080,P-009016,PR-01232,Galindo S.A.,2025-07-15,60,49.89,2993.4,Recibido
O-001243,BR-00080,P-009025,PR-00128,Industrias Delgado y Roybal,2025-08-05,93,81.68,7596.24,En tránsito
O-001244,BR-00080,P-009026,PR-00128,Industrias Delgado y Roybal,2025-08-15,85,81.12,6895.2,Recibido
O-001245,BR-00080,P-009028,PR-00128,Industrias Delgado y Roybal,2025-07-10,81,79.33,6425.73,Pendiente
O-001246,BR-00080,P-009029,PR-00128,Industrias Delgado y Roybal,2025-07-08,96,47.25,4536.0,Recibido
O-001247,BR-00080,P-009030,PR-00128,Industrias Delgado y Roybal,2025-06-28,89,110.22,9809.58,Pendiente
O-001248,BR-00080,P-009036,PR-00130,Laboratorios Quiñónez-Alcaraz,2025-07-12,67,21.76,1457.92,Recibido
O-001249,BR-00080,P-009045,PR-00131,Industrias Valladares-Pulido,2025-07-10,96,124.54,11955.84,Pendiente
O-001250,BR-00080,P-009053,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-07-22,79,45.01,3555.79,Recibido
O-001251,BR-00080,P-009056,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-23,43,136.54,5871.22,Recibido
O-001252,BR-00080,P-009058,PR-00102,Olivares S.A. de C.V.,2025-07-01,76,78.09,5934.84,En tránsito
O-001253,BR-00080,P-009073,PR-00730,Lucio e Hijos,2025-06-26,72,71.33,5135.76,Recibido
O-001254,BR-00080,P-009074,PR-00105,"Aguayo, Longoria y Mota",2025-07-11,98,18.88,1850.24,Recibido
O-001255,BR-00080,P-009075,PR-00105,"Aguayo, Longoria y Mota",2025-07-18,31,145.06,4496.86,Recibido
O-001256,BR-00080,P-009108,PR-01167,Esparza-Frías,2025-07-13,37,97.42,3604.54,Recibido
O-001257,BR-00080,P-009120,PR-01412,Martínez-Salazar,2025-07-01,88,63.08,5551.04,En tránsito
O-001258,BR-00080,P-009127,PR-00111,Zarate S.C.,2025-07-12,89,74.92,6667.88,Recibido
O-001259,BR-00080,P-009131,PR-00111,Zarate S.C.,2025-07-02,89,27.13,2414.57,Recibido
O-001260,BR-00080,P-009135,PR-01014,"Despacho Bañuelos, Marrero y Amaya",2025-08-19,70,103.86,7270.2,Recibido
O-001261,BR-00080,P-009138,PR-00113,Jaramillo-Rosario,2025-07-13,78,137.17,10699.26,Pendiente
O-001262,BR-00081,P-009147,PR-00137,Zamudio S. R.L. de C.V.,2025-07-10,21,146.47,3075.87,Pendiente
O-001263,BR-00081,P-009148,PR-00137,Zamudio S. R.L. de C.V.,2025-07-28,65,145.51,9458.15,Recibido
O-001264,BR-00081,P-009168,PR-01488,Guevara-Cuellar,2025-06-29,75,143.3,10747.5,Recibido
O-001265,BR-00081,P-009170,PR-00128,Industrias Delgado y Roybal,2025-06-28,27,149.43,4034.61,Recibido
O-001266,BR-00081,P-009180,PR-00633,Proyectos Juárez y Montez,2025-07-03,47,27.56,1295.32,Pendiente
O-001267,BR-00081,P-009183,PR-00131,Industrias Valladares-Pulido,2025-06-27,64,13.31,851.84,Recibido
O-001268,BR-00081,P-009188,PR-00100,Caraballo-Arce,2025-07-26,37,86.02,3182.74,Recibido
O-001269,BR-00081,P-009191,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-20,20,36.92,738.4,Recibido
O-001270,BR-00081,P-009192,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-13,56,125.48,7026.88,Pendiente
O-001271,BR-00081,P-009193,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-01,99,22.53,2230.47,Recibido
O-001272,BR-00081,P-009195,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-12,33,94.2,3108.6,En tránsito
O-001273,BR-00081,P-009198,PR-00886,Espinoza y Montemayor S.C.,2025-08-04,80,7.35,588.0,Recibido
O-001274,BR-00081,P-009200,PR-00103,"Almanza, Jurado y Almaraz",2025-07-11,79,44.1,3483.9,En tránsito
O-001275,BR-00081,P-009203,PR-00103,"Almanza, Jurado y Almaraz",2025-08-20,30,102.7,3081.0,Recibido
O-001276,BR-00081,P-009205,PR-00103,"Almanza, Jurado y Almaraz",2025-07-24,46,74.75,3438.5,En tránsito
O-001277,BR-00081,P-009206,PR-00103,"Almanza, Jurado y Almaraz",2025-08-23,21,144.76,3039.96,En tránsito
O-001278,BR-00081,P-009213,PR-00730,Lucio e Hijos,2025-07-15,77,104.55,8050.35,En tránsito
O-001279,BR-00081,P-009219,PR-01393,Bernal-de la Crúz,2025-07-10,28,20.36,570.08,Recibido
O-001280,BR-00081,P-009220,PR-01255,Industrias Torres-Montaño,2025-07-02,45,26.2,1179.0,Pendiente
O-001281,BR-00081,P-009246,PR-01319,Ávalos y Villagómez S.A. de C.V.,2025-08-08,57,24.57,1400.49,En tránsito
O-001282,BR-00081,P-009267,PR-01412,Martínez-Salazar,2025-08-02,46,96.68,4447.28,Recibido
O-001283,BR-00081,P-009274,PR-00715,Corporacin Grijalva y Jimínez,2025-07-10,46,15.62,718.52,En tránsito
O-001284,BR-00082,P-009298,PR-00748,Corporacin Jáquez y Estrada,2025-08-20,36,143.52,5166.72,Recibido
O-001285,BR-00082,P-009306,PR-00139,Laboratorios Anaya y Quintero,2025-07-15,82,106.34,8719.88,En tránsito
O-001286,BR-00082,P-009311,PR-00141,Sandoval y Asociados,2025-07-02,46,146.36,6732.56,En tránsito
O-001287,BR-00082,P-009314,PR-00141,Sandoval y Asociados,2025-07-18,89,74.57,6636.73,Pendiente
O-001288,BR-00082,P-009321,PR-00128,Industrias Delgado y Roybal,2025-07-28,75,136.02,10201.5,Recibido
O-001289,BR-00082,P-009325,PR-00128,Industrias Delgado y Roybal,2025-08-17,98,147.81,14485.38,En tránsito
O-001290,BR-00082,P-009344,PR-00633,Proyectos Juárez y Montez,2025-08-09,61,75.75,4620.75,Recibido
O-001291,BR-00082,P-009345,PR-00131,Industrias Valladares-Pulido,2025-08-01,87,5.7,495.9,En tránsito
O-001292,BR-00082,P-009346,PR-00100,Caraballo-Arce,2025-07-03,35,67.1,2348.5,Pendiente
O-001293,BR-00082,P-009351,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-22,47,79.17,3720.99,En tránsito
O-001294,BR-00082,P-009352,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-06-26,31,95.76,2968.56,Pendiente
O-001295,BR-00082,P-009393,PR-00109,"Reyna, Rincón y Abreu",2025-08-18,74,40.52,2998.48,Recibido
O-001296,BR-00082,P-009421,PR-01237,Batista-Bustos,2025-08-02,33,131.86,4351.38,Recibido
O-001297,BR-00082,P-009436,PR-01194,Tejeda y Salcedo e Hijos,2025-07-23,99,12.2,1207.8,Pendiente
O-001298,BR-00082,P-009438,PR-00112,Industrias Rocha-Guajardo,2025-08-17,70,28.69,2008.3,En tránsito
O-001299,BR-00082,P-009448,PR-01476,Industrias Esquibel y Lugo,2025-08-09,91,65.34,5945.94,En tránsito
O-001300,BR-00083,P-009450,PR-00137,Zamudio S. R.L. de C.V.,2025-08-18,64,50.64,3240.96,En tránsito
O-001301,BR-00083,P-009457,PR-00138,"Grupo Carmona, de León y Acevedo",2025-07-06,59,47.62,2809.58,Recibido
O-001302,BR-00083,P-009459,PR-00748,Corporacin Jáquez y Estrada,2025-07-06,73,11.0,803.0,Recibido
O-001303,BR-00083,P-009465,PR-00139,Laboratorios Anaya y Quintero,2025-08-16,92,113.02,10397.84,En tránsito
O-001304,BR-00083,P-009470,PR-00140,Bueno y Quintanilla y Asociados,2025-08-13,25,147.84,3696.0,Pendiente
O-001305,BR-00083,P-009471,PR-00141,Sandoval y Asociados,2025-07-19,55,62.6,3443.0,En tránsito
O-001306,BR-00083,P-009472,PR-00141,Sandoval y Asociados,2025-08-16,67,62.02,4155.34,Pendiente
O-001307,BR-00083,P-009474,PR-00141,Sandoval y Asociados,2025-08-22,30,20.3,609.0,En tránsito
O-001308,BR-00083,P-009476,PR-01423,Proyectos Camarillo-Cintrón,2025-07-08,79,23.28,1839.12,Pendiente
O-001309,BR-00083,P-009479,PR-01423,Proyectos Camarillo-Cintrón,2025-08-02,90,133.5,12015.0,Recibido
O-001310,BR-00083,P-009494,PR-00633,Proyectos Juárez y Montez,2025-08-06,68,29.5,2006.0,En tránsito
O-001311,BR-00083,P-009505,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-07-20,97,4.25,412.25,Pendiente
O-001312,BR-00083,P-009510,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-15,57,100.51,5729.07,Pendiente
O-001313,BR-00083,P-009525,PR-00730,Lucio e Hijos,2025-07-23,78,57.86,4513.08,Pendiente
O-001314,BR-00083,P-009527,PR-00105,"Aguayo, Longoria y Mota",2025-07-23,41,29.11,1193.51,En tránsito
O-001315,BR-00083,P-009537,PR-01444,Camacho S.C.,2025-07-16,35,134.07,4692.45,En tránsito
O-001316,BR-00083,P-009538,PR-01060,Ramos-Tijerina A.C.,2025-08-07,35,37.0,1295.0,En tránsito
O-001317,BR-00083,P-009542,PR-00108,Razo-Reséndez,2025-07-18,55,147.7,8123.5,Recibido
O-001318,BR-00083,P-009549,PR-00980,"Esquibel, Palomo y Jaime",2025-08-06,99,147.76,14628.24,Pendiente
O-001319,BR-00083,P-009558,PR-00133,"Despacho Cepeda, Benavides y Alemán",2025-08-23,98,40.67,3985.66,Pendiente
O-001320,BR-00083,P-009564,PR-00134,Corporacin Aguilar y Fuentes,2025-07-22,51,53.38,2722.38,Recibido
O-001321,BR-00083,P-009566,PR-00135,Ruiz S.C.,2025-07-25,31,122.31,3791.61,Pendiente
O-001322,BR-00083,P-009594,PR-00114,Carbajal S.A.,2025-06-27,94,124.55,11707.7,Recibido
O-001323,BR-00084,P-009619,PR-00141,Sandoval y Asociados,2025-07-07,53,119.65,6341.45,Recibido
O-001324,BR-00084,P-009620,PR-00141,Sandoval y Asociados,2025-06-29,84,25.69,2157.96,En tránsito
O-001325,BR-00084,P-009626,PR-00127,Acuña y Esquivel S.A. de C.V.,2025-07-10,26,22.73,590.98,En tránsito
O-001326,BR-00084,P-009634,PR-00129,Despacho Murillo y Pizarro,2025-08-18,63,49.61,3125.43,Pendiente
O-001327,BR-00084,P-009635,PR-01278,Club Mascareñas-Barajas,2025-07-20,55,79.64,4380.2,Recibido
O-001328,BR-00084,P-009654,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-07-25,86,137.4,11816.4,Recibido
O-001329,BR-00084,P-009677,PR-00105,"Aguayo, Longoria y Mota",2025-07-25,90,108.66,9779.4,Recibido
O-001330,BR-00084,P-009678,PR-00105,"Aguayo, Longoria y Mota",2025-08-03,81,96.61,7825.41,En tránsito
O-001331,BR-00084,P-009683,PR-00106,Proyectos Sauceda-Zapata,2025-07-25,99,92.2,9127.8,En tránsito
O-001332,BR-00084,P-009697,PR-00109,"Reyna, Rincón y Abreu",2025-07-09,60,23.39,1403.4,En tránsito
O-001333,BR-00084,P-009703,PR-00133,"Despacho Cepeda, Benavides y Alemán",2025-07-04,43,83.57,3593.51,Recibido
O-001334,BR-00084,P-009722,PR-00111,Zarate S.C.,2025-08-17,63,14.58,918.54,En tránsito
O-001335,BR-00084,P-009726,PR-00111,Zarate S.C.,2025-08-04,73,120.8,8818.4,Pendiente
O-001336,BR-00084,P-009736,PR-01014,"Despacho Bañuelos, Marrero y Amaya",2025-07-20,70,133.21,9324.7,En tránsito
O-001337,BR-00084,P-009740,PR-00114,Carbajal S.A.,2025-07-23,38,149.22,5670.36,En tránsito
O-001338,BR-00084,P-009741,PR-00114,Carbajal S.A.,2025-08-04,51,30.06,1533.06,En tránsito
O-001339,BR-00085,P-009742,PR-00137,Zamudio S. R.L. de C.V.,2025-08-01,28,6.32,176.96,Recibido
O-001340,BR-00085,P-009754,PR-00140,Bueno y Quintanilla y Asociados,2025-07-29,55,124.18,6829.9,Pendiente
O-001341,BR-00085,P-009756,PR-00140,Bueno y Quintanilla y Asociados,2025-06-25,88,111.25,9790.0,Recibido
O-001342,BR-00085,P-009757,PR-00140,Bueno y Quintanilla y Asociados,2025-07-02,84,122.89,10322.76,Pendiente
O-001343,BR-00085,P-009767,PR-01254,Díaz A.C.,2025-07-24,70,60.02,4201.4,Recibido
O-001344,BR-00085,P-009775,PR-01278,Club Mascareñas-Barajas,2025-06-27,63,58.6,3691.8,Pendiente
O-001345,BR-00085,P-009780,PR-01278,Club Mascareñas-Barajas,2025-07-04,60,39.67,2380.2,En tránsito
O-001346,BR-00085,P-009796,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-11,27,88.04,2377.08,Pendiente
O-001347,BR-00085,P-009800,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-01,44,132.49,5829.56,Pendiente
O-001348,BR-00085,P-009813,PR-00103,"Almanza, Jurado y Almaraz",2025-07-13,27,95.06,2566.62,Pendiente
O-001349,BR-00085,P-009815,PR-00103,"Almanza, Jurado y Almaraz",2025-06-30,43,16.34,702.62,Recibido
O-001350,BR-00085,P-009834,PR-00108,Razo-Reséndez,2025-08-09,36,60.69,2184.84,Pendiente
O-001351,BR-00085,P-009836,PR-00108,Razo-Reséndez,2025-08-18,85,80.96,6881.6,En tránsito
O-001352,BR-00085,P-009854,PR-00134,Corporacin Aguilar y Fuentes,2025-07-13,99,42.95,4252.05,Recibido
O-001353,BR-00085,P-009856,PR-00875,Mojica y Espinosa y Asociados,2025-07-21,42,127.05,5336.1,Pendiente
O-001354,BR-00085,P-009862,PR-00136,Lerma S.C.,2025-07-25,50,73.79,3689.5,En tránsito
O-001355,BR-00085,P-009876,PR-00111,Zarate S.C.,2025-07-11,28,96.43,2700.04,En tránsito
O-001356,BR-00085,P-009883,PR-00113,Jaramillo-Rosario,2025-07-18,89,77.23,6873.47,Recibido
O-001357,BR-00086,P-009891,PR-00137,Zamudio S. R.L. de C.V.,2025-07-15,28,142.63,3993.64,Recibido
O-001358,BR-00086,P-009899,PR-01116,"Escobedo, Montañez y Alemán",2025-07-18,29,82.11,2381.19,En tránsito
O-001359,BR-00086,P-009905,PR-00140,Bueno y Quintanilla y Asociados,2025-07-06,20,14.38,287.6,Pendiente
O-001360,BR-00086,P-009915,PR-00141,Sandoval y Asociados,2025-07-15,40,126.93,5077.2,Recibido
O-001361,BR-00086,P-009942,PR-00131,Industrias Valladares-Pulido,2025-08-22,38,63.32,2406.16,En tránsito
O-001362,BR-00086,P-009955,PR-00103,"Almanza, Jurado y Almaraz",2025-07-04,20,68.71,1374.2,Recibido
O-001363,BR-00086,P-009979,PR-01444,Camacho S.C.,2025-07-23,53,21.29,1128.37,Pendiente
O-001364,BR-00086,P-009996,PR-00134,Corporacin Aguilar y Fuentes,2025-07-24,25,5.02,125.5,Recibido
O-001365,BR-00086,P-010005,PR-00135,Ruiz S.C.,2025-06-27,47,9.6,451.2,Pendiente
O-001366,BR-00086,P-010029,PR-00715,Corporacin Grijalva y Jimínez,2025-07-18,70,7.89,552.3,Pendiente
O-001367,BR-00086,P-010033,PR-00113,Jaramillo-Rosario,2025-07-27,80,34.71,2776.8,Pendiente
O-001368,BR-00086,P-010034,PR-01014,"Despacho Bañuelos, Marrero y Amaya",2025-07-08,75,45.58,3418.5,Pendiente
O-001369,BR-00087,P-010053,PR-01481,Carbajal S.A. de C.V.,2025-07-21,27,70.02,1890.54,Recibido
O-001370,BR-00087,P-010062,PR-00141,Sandoval y Asociados,2025-08-19,44,108.73,4784.12,Pendiente
O-001371,BR-00087,P-010079,PR-00130,Laboratorios Quiñónez-Alcaraz,2025-08-10,26,64.64,1680.64,En tránsito
O-001372,BR-00087,P-010085,PR-00131,Industrias Valladares-Pulido,2025-07-14,40,43.44,1737.6,En tránsito
O-001373,BR-00087,P-010089,PR-00100,Caraballo-Arce,2025-07-14,47,18.5,869.5,Pendiente
O-001374,BR-00087,P-010093,PR-00101,"Despacho Holguín, Gaytán y Baeza",2025-08-12,78,123.12,9603.36,En tránsito
O-001375,BR-00087,P-010109,PR-00730,Lucio e Hijos,2025-08-21,36,149.37,5377.32,En tránsito
O-001376,BR-00087,P-010113,PR-00105,"Aguayo, Longoria y Mota",2025-08-22,22,98.29,2162.38,En tránsito
O-001377,BR-00087,P-010118,PR-00105,"Aguayo, Longoria y Mota",2025-08-13,26,14.99,389.74,Pendiente
O-001378,BR-00087,P-010119,PR-00105,"Aguayo, Longoria y Mota",2025-08-05,95,42.98,4083.1,En tránsito
O-001379,BR-00087,P-010123,PR-01255,Industrias Torres-Montaño,2025-08-23,49,48.82,2392.18,Recibido
O-001380,BR-00087,P-010126,PR-01393,Bernal-de la Crúz,2025-08-01,82,101.12,8291.84,Pendiente
O-001381,BR-00087,P-010130,PR-01060,Ramos-Tijerina A.C.,2025-07-04,85,129.5,11007.5,Recibido
O-001382,BR-00087,P-010132,PR-00107,Industrias Tovar-Mejía,2025-07-01,41,22.55,924.55,Pendiente
O-001383,BR-00087,P-010133,PR-00978,Urrutia-Rodríguez S.C.,2025-07-04,69,8.25,569.25,En tránsito
O-001384,BR-00087,P-010134,PR-00108,Razo-Reséndez,2025-07-12,100,39.9,3990.0,En tránsito
O-001385,BR-00087,P-010139,PR-00978,Urrutia-Rodríguez S.C.,2025-08-01,38,64.05,2433.9,En tránsito
O-001386,BR-00087,P-010143,PR-00109,"Reyna, Rincón y Abreu",2025-08-23,48,14.9,715.2,En tránsito
