inventory_id,branch_id,product_id,stock_actual,stock_minimo,fecha_ingreso,fecha_actualizacion,estado
I-005057,BR-00043,P-005057,69,7,2025-04-08,2025-08-13,Disponible
I-005058,BR-00043,P-005058,76,5,2025-03-21,2025-04-05,Disponible
I-005059,BR-00043,P-005059,45,13,2025-04-04,2025-05-21,Disponible
I-005060,BR-00043,P-005060,53,16,2025-05-26,2025-06-10,Disponible
I-005061,BR-00043,P-005061,84,6,2025-06-10,2025-06-17,Disponible
I-005062,BR-00043,P-005062,10,17,2025-04-19,2025-06-24,Bajo stock
I-005063,BR-00043,P-005063,62,11,2025-03-22,2025-08-09,Disponible
I-005064,BR-00043,P-005064,49,12,2025-06-27,2025-07-03,Disponible
I-005065,BR-00043,P-005065,17,13,2025-04-05,2025-06-01,Disponible
I-005066,BR-00043,P-005066,94,7,2025-03-20,2025-05-26,Disponible
I-005067,BR-00043,P-005067,40,12,2025-03-24,2025-07-28,Disponible
I-005068,BR-00043,P-005068,27,18,2025-06-05,2025-08-11,Disponible
I-005069,BR-00043,P-005069,67,8,2025-03-06,2025-05-28,Disponible
I-005070,BR-00043,P-005070,64,12,2025-04-30,2025-06-23,Disponible
I-005071,BR-00043,P-005071,38,5,2025-07-10,2025-08-04,Disponible
I-005072,BR-00043,P-005072,14,8,2025-07-18,2025-08-16,Disponible
I-005073,BR-00043,P-005073,68,9,2025-03-06,2025-07-09,Disponible
I-005074,BR-00043,P-005074,17,19,2025-04-09,2025-08-10,Bajo stock
I-005075,BR-00043,P-005075,88,17,2025-05-29,2025-06-06,Disponible
I-005076,BR-00043,P-005076,45,19,2025-07-14,2025-08-11,Disponible
I-005077,BR-00043,P-005077,28,11,2025-04-19,2025-07-12,Disponible
I-005078,BR-00043,P-005078,15,15,2025-06-01,2025-06-15,Bajo stock
I-005079,BR-00043,P-005079,23,11,2025-06-27,2025-08-15,Disponible
I-005080,BR-00043,P-005080,53,12,2025-03-28,2025-05-28,Disponible
I-005081,BR-00043,P-005081,63,15,2025-04-03,2025-05-14,Disponible
I-005082,BR-00043,P-005082,92,6,2025-04-25,2025-06-17,Disponible
I-005083,BR-00043,P-005083,76,18,2025-06-07,2025-07-23,Disponible
I-005084,BR-00043,P-005084,56,9,2025-04-15,2025-05-11,Disponible
I-005085,BR-00043,P-005085,41,9,2025-04-06,2025-08-03,Disponible
I-005086,BR-00043,P-005086,46,19,2025-06-03,2025-06-30,Disponible
I-005087,BR-00043,P-005087,2,13,2025-05-06,2025-06-03,Bajo stock
I-005088,BR-00043,P-005088,26,13,2025-02-24,2025-04-14,Disponible
I-005089,BR-00043,P-005089,83,13,2025-06-12,2025-08-09,Disponible
I-005090,BR-00043,P-005090,50,13,2025-04-10,2025-06-01,Disponible
I-005091,BR-00043,P-005091,73,7,2025-06-11,2025-07-31,Disponible
I-005092,BR-00043,P-005092,7,17,2025-05-03,2025-06-27,Bajo stock
I-005093,BR-00043,P-005093,100,14,2025-06-28,2025-07-30,Disponible
I-005094,BR-00043,P-005094,55,14,2025-02-25,2025-04-18,Disponible
I-005095,BR-00043,P-005095,40,6,2025-06-11,2025-08-21,Disponible
I-005096,BR-00043,P-005096,29,9,2025-03-08,2025-03-08,Disponible
I-005097,BR-00043,P-005097,57,13,2025-05-14,2025-08-17,Disponible
I-005098,BR-00043,P-005098,47,11,2025-05-30,2025-08-04,Disponible
I-005099,BR-00043,P-005099,97,10,2025-03-02,2025-07-09,Disponible
I-005100,BR-00043,P-005100,26,8,2025-07-03,2025-08-07,Disponible
I-005101,BR-00043,P-005101,84,19,2025-06-22,2025-07-19,Disponible
I-005102,BR-00043,P-005102,29,10,2025-06-23,2025-07-10,Disponible
I-005103,BR-00043,P-005103,27,20,2025-06-03,2025-07-12,Disponible
I-005104,BR-00043,P-005104,100,20,2025-04-08,2025-06-30,Disponible
I-005105,BR-00043,P-005105,3,19,2025-03-24,2025-05-01,Bajo stock
I-005106,BR-00043,P-005106,49,10,2025-06-20,2025-07-24,Disponible
I-005107,BR-00043,P-005107,14,20,2025-06-24,2025-08-13,Bajo stock
I-005108,BR-00043,P-005108,20,14,2025-05-23,2025-07-01,Disponible
I-005109,BR-00043,P-005109,43,15,2025-05-18,2025-07-10,Disponible
I-005110,BR-00043,P-005110,4,14,2025-04-20,2025-08-21,Bajo stock
I-005111,BR-00043,P-005111,79,15,2025-07-15,2025-07-27,Disponible
I-005112,BR-00043,P-005112,41,6,2025-04-14,2025-07-03,Disponible
I-005113,BR-00043,P-005113,72,17,2025-03-12,2025-06-27,Disponible
I-005114,BR-00043,P-005114,81,19,2025-05-19,2025-05-29,Disponible
I-005115,BR-00043,P-005115,76,13,2025-04-21,2025-05-12,Disponible
I-005116,BR-00043,P-005116,87,20,2025-04-03,2025-06-20,Disponible
I-005117,BR-00043,P-005117,36,9,2025-03-21,2025-07-02,Disponible
I-005118,BR-00043,P-005118,13,17,2025-04-13,2025-04-13,Bajo stock
I-005119,BR-00043,P-005119,56,11,2025-04-16,2025-06-25,Disponible
I-005120,BR-00043,P-005120,1,10,2025-02-25,2025-04-15,Bajo stock
I-005121,BR-00043,P-005121,71,11,2025-04-12,2025-06-13,Disponible
I-005122,BR-00043,P-005122,56,18,2025-03-01,2025-06-10,Disponible
I-005123,BR-00043,P-005123,84,9,2025-05-15,2025-06-05,Disponible
I-005124,BR-00043,P-005124,70,9,2025-04-10,2025-07-29,Disponible
I-005125,BR-00043,P-005125,70,15,2025-05-13,2025-06-13,Disponible
I-005126,BR-00043,P-005126,71,18,2025-06-07,2025-08-03,Disponible
I-005127,BR-00043,P-005127,49,5,2025-04-07,2025-04-07,Disponible
I-005128,BR-00043,P-005128,11,17,2025-02-25,2025-05-17,Bajo stock
I-005129,BR-00043,P-005129,97,13,2025-06-07,2025-06-11,Disponible
I-005130,BR-00043,P-005130,44,6,2025-03-07,2025-03-20,Disponible
I-005131,BR-00043,P-005131,13,10,2025-05-29,2025-08-22,Disponible
I-005132,BR-00043,P-005132,12,8,2025-04-05,2025-04-26,Disponible
I-005133,BR-00043,P-005133,11,14,2025-03-20,2025-07-18,Bajo stock
I-005134,BR-00043,P-005134,65,9,2025-05-28,2025-07-31,Disponible
I-005135,BR-00043,P-005135,36,13,2025-03-10,2025-07-22,Disponible
I-005136,BR-00043,P-005136,68,19,2025-04-22,2025-05-11,Disponible
I-005137,BR-00044,P-005137,98,20,2025-03-01,2025-04-12,Disponible
I-005138,BR-00044,P-005138,24,5,2025-03-26,2025-06-01,Disponible
I-005139,BR-00044,P-005139,3,19,2025-07-13,2025-08-10,Bajo stock
I-005140,BR-00044,P-005140,34,6,2025-03-02,2025-07-18,Disponible
I-005141,BR-00044,P-005141,43,15,2025-07-22,2025-07-22,Disponible
I-005142,BR-00044,P-005142,5,19,2025-03-26,2025-04-04,Bajo stock
I-005143,BR-00044,P-005143,84,20,2025-05-01,2025-07-06,Disponible
I-005144,BR-00044,P-005144,23,14,2025-02-24,2025-04-03,Disponible
I-005145,BR-00044,P-005145,1,9,2025-07-09,2025-07-30,Bajo stock
I-005146,BR-00044,P-005146,17,14,2025-02-27,2025-06-09,Disponible
I-005147,BR-00044,P-005147,3,20,2025-05-25,2025-08-06,Bajo stock
I-005148,BR-00044,P-005148,11,7,2025-03-01,2025-05-17,Disponible
I-005149,BR-00044,P-005149,94,15,2025-05-02,2025-05-12,Disponible
I-005150,BR-00044,P-005150,7,20,2025-05-09,2025-05-13,Bajo stock
I-005151,BR-00044,P-005151,16,15,2025-03-22,2025-03-27,Disponible
I-005152,BR-00044,P-005152,89,20,2025-04-17,2025-04-27,Disponible
I-005153,BR-00044,P-005153,99,6,2025-06-30,2025-08-05,Disponible
I-005154,BR-00044,P-005154,59,14,2025-04-16,2025-05-27,Disponible
I-005155,BR-00044,P-005155,87,10,2025-03-12,2025-05-09,Disponible
I-005156,BR-00044,P-005156,74,16,2025-05-21,2025-08-04,Disponible
I-005157,BR-00044,P-005157,79,18,2025-05-01,2025-08-11,Disponible
I-005158,BR-00044,P-005158,59,15,2025-03-12,2025-05-24,Disponible
I-005159,BR-00044,P-005159,50,19,2025-07-01,2025-08-07,Disponible
I-005160,BR-00044,P-005160,52,14,2025-07-20,2025-08-04,Disponible
I-005161,BR-00044,P-005161,16,15,2025-03-05,2025-07-04,Disponible
I-005162,BR-00044,P-005162,95,16,2025-04-24,2025-05-02,Disponible
I-005163,BR-00044,P-005163,91,14,2025-07-17,2025-07-27,Disponible
I-005164,BR-00044,P-005164,83,20,2025-05-20,2025-07-22,Disponible
I-005165,BR-00044,P-005165,97,17,2025-06-16,2025-07-28,Disponible
I-005166,BR-00044,P-005166,58,5,2025-03-08,2025-08-04,Disponible
I-005167,BR-00044,P-005167,63,6,2025-06-18,2025-07-16,Disponible
I-005168,BR-00044,P-005168,26,18,2025-05-19,2025-07-31,Disponible
I-005169,BR-00044,P-005169,9,7,2025-03-29,2025-08-12,Disponible
I-005170,BR-00044,P-005170,33,7,2025-02-26,2025-04-02,Disponible
I-005171,BR-00044,P-005171,89,14,2025-05-13,2025-07-17,Disponible
I-005172,BR-00044,P-005172,31,10,2025-07-03,2025-07-28,Disponible
I-005173,BR-00044,P-005173,34,15,2025-07-09,2025-07-10,Disponible
I-005174,BR-00044,P-005174,53,19,2025-03-25,2025-03-30,Disponible
I-005175,BR-00044,P-005175,14,11,2025-06-24,2025-08-13,Disponible
I-005176,BR-00044,P-005176,21,20,2025-03-28,2025-04-28,Disponible
I-005177,BR-00044,P-005177,25,6,2025-04-07,2025-07-31,Disponible
I-005178,BR-00044,P-005178,67,13,2025-03-14,2025-06-10,Disponible
I-005179,BR-00044,P-005179,99,10,2025-03-11,2025-06-08,Disponible
I-005180,BR-00044,P-005180,23,15,2025-03-12,2025-07-29,Disponible
I-005181,BR-00044,P-005181,20,18,2025-06-14,2025-07-14,Disponible
I-005182,BR-00044,P-005182,83,17,2025-03-29,2025-07-07,Disponible
I-005183,BR-00044,P-005183,37,10,2025-07-19,2025-08-18,Disponible
I-005184,BR-00044,P-005184,62,9,2025-04-16,2025-07-05,Disponible
I-005185,BR-00044,P-005185,23,13,2025-04-30,2025-05-12,Disponible
I-005186,BR-00044,P-005186,25,11,2025-05-08,2025-05-20,Disponible
I-005187,BR-00044,P-005187,60,6,2025-04-12,2025-05-29,Disponible
I-005188,BR-00044,P-005188,74,9,2025-04-24,2025-08-07,Disponible
I-005189,BR-00044,P-005189,16,5,2025-03-27,2025-06-11,Disponible
I-005190,BR-00044,P-005190,33,17,2025-04-06,2025-07-14,Disponible
I-005191,BR-00044,P-005191,91,7,2025-04-24,2025-07-05,Disponible
I-005192,BR-00044,P-005192,44,7,2025-04-24,2025-06-27,Disponible
I-005193,BR-00044,P-005193,62,8,2025-05-15,2025-07-04,Disponible
I-005194,BR-00044,P-005194,4,7,2025-07-06,2025-07-15,Bajo stock
I-005195,BR-00044,P-005195,85,15,2025-03-31,2025-06-10,Disponible
I-005196,BR-00044,P-005196,96,6,2025-02-25,2025-04-24,Disponible
I-005197,BR-00044,P-005197,54,15,2025-03-20,2025-05-01,Disponible
I-005198,BR-00044,P-005198,11,18,2025-04-03,2025-04-30,Bajo stock
I-005199,BR-00044,P-005199,90,18,2025-07-03,2025-08-11,Disponible
I-005200,BR-00044,P-005200,56,12,2025-03-29,2025-04-19,Disponible
I-005201,BR-00044,P-005201,65,11,2025-05-19,2025-06-10,Disponible
I-005202,BR-00044,P-005202,91,13,2025-07-08,2025-08-14,Disponible
I-005203,BR-00044,P-005203,82,16,2025-04-02,2025-08-20,Disponible
I-005204,BR-00044,P-005204,70,17,2025-04-28,2025-07-01,Disponible
I-005205,BR-00044,P-005205,92,6,2025-07-08,2025-07-13,Disponible
I-005206,BR-00044,P-005206,98,17,2025-04-24,2025-06-20,Disponible
I-005207,BR-00044,P-005207,59,12,2025-03-29,2025-07-11,Disponible
I-005208,BR-00044,P-005208,55,15,2025-07-10,2025-07-21,Disponible
I-005209,BR-00044,P-005209,65,17,2025-06-10,2025-06-23,Disponible
I-005210,BR-00044,P-005210,55,20,2025-06-19,2025-07-01,Disponible
I-005211,BR-00044,P-005211,1,10,2025-03-07,2025-05-07,Bajo stock
I-005212,BR-00044,P-005212,97,5,2025-04-06,2025-07-25,Disponible
I-005213,BR-00044,P-005213,51,15,2025-03-22,2025-03-31,Disponible
I-005214,BR-00044,P-005214,93,6,2025-04-28,2025-07-20,Disponible
I-005215,BR-00044,P-005215,87,11,2025-06-07,2025-06-14,Disponible
I-005216,BR-00044,P-005216,96,15,2025-02-25,2025-06-22,Disponible
I-005217,BR-00044,P-005217,79,5,2025-05-06,2025-05-28,Disponible
I-005218,BR-00044,P-005218,54,17,2025-07-05,2025-08-10,Disponible
I-005219,BR-00044,P-005219,29,18,2025-03-04,2025-04-18,Disponible
I-005220,BR-00044,P-005220,15,9,2025-05-21,2025-06-22,Disponible
I-005221,BR-00044,P-005221,46,12,2025-07-05,2025-07-11,Disponible
I-005222,BR-00044,P-005222,100,17,2025-04-03,2025-05-08,Disponible
I-005223,BR-00044,P-005223,17,11,2025-04-28,2025-08-13,Disponible
I-005224,BR-00044,P-005224,25,15,2025-03-12,2025-05-29,Disponible
I-005225,BR-00044,P-005225,66,13,2025-03-03,2025-07-10,Disponible
I-005226,BR-00044,P-005226,56,15,2025-04-04,2025-07-08,Disponible
I-005227,BR-00044,P-005227,74,12,2025-03-04,2025-06-28,Disponible
I-005228,BR-00044,P-005228,19,9,2025-03-02,2025-08-05,Disponible
I-005229,BR-00044,P-005229,38,13,2025-06-12,2025-07-13,Disponible
I-005230,BR-00044,P-005230,28,8,2025-04-06,2025-05-17,Disponible
I-005231,BR-00044,P-005231,44,12,2025-05-30,2025-07-12,Disponible
I-005232,BR-00044,P-005232,93,9,2025-07-22,2025-07-24,Disponible
I-005233,BR-00044,P-005233,12,18,2025-04-25,2025-05-09,Bajo stock
I-005234,BR-00044,P-005234,64,10,2025-02-26,2025-03-24,Disponible
I-005235,BR-00044,P-005235,83,18,2025-03-25,2025-08-04,Disponible
I-005236,BR-00044,P-005236,86,6,2025-07-13,2025-07-26,Disponible
I-005237,BR-00044,P-005237,79,16,2025-04-01,2025-04-14,Disponible
I-005238,BR-00044,P-005238,88,11,2025-07-09,2025-08-05,Disponible
I-005239,BR-00044,P-005239,71,14,2025-05-20,2025-06-22,Disponible
I-005240,BR-00044,P-005240,90,18,2025-02-24,2025-04-02,Disponible
I-005241,BR-00044,P-005241,49,20,2025-05-16,2025-06-21,Disponible
I-005242,BR-00044,P-005242,39,15,2025-05-13,2025-05-28,Disponible
I-005243,BR-00044,P-005243,46,7,2025-03-31,2025-06-23,Disponible
I-005244,BR-00044,P-005244,90,5,2025-06-11,2025-07-26,Disponible
I-005245,BR-00044,P-005245,2,18,2025-06-17,2025-06-19,Bajo stock
I-005246,BR-00044,P-005246,60,16,2025-06-18,2025-07-19,Disponible
I-005247,BR-00044,P-005247,0,9,2025-07-07,2025-07-31,Agotado
I-005248,BR-00044,P-005248,83,5,2025-07-10,2025-07-23,Disponible
I-005249,BR-00044,P-005249,81,7,2025-05-21,2025-08-08,Disponible
I-005250,BR-00044,P-005250,85,8,2025-06-20,2025-08-20,Disponible
I-005251,BR-00044,P-005251,47,11,2025-03-15,2025-04-18,Disponible
I-005252,BR-00044,P-005252,12,6,2025-06-26,2025-08-13,Disponible
I-005253,BR-00044,P-005253,3,12,2025-04-19,2025-06-06,Bajo stock
I-005254,BR-00044,P-005254,10,16,2025-04-23,2025-05-29,Bajo stock
I-005255,BR-00044,P-005255,52,8,2025-06-22,2025-07-17,Disponible
I-005256,BR-00044,P-005256,64,12,2025-07-23,2025-08-14,Disponible
I-005257,BR-00044,P-005257,71,8,2025-03-07,2025-03-22,Disponible
I-005258,BR-00044,P-005258,39,9,2025-06-24,2025-07-02,Disponible
I-005259,BR-00044,P-005259,9,6,2025-05-23,2025-08-11,Disponible
I-005260,BR-00044,P-005260,56,10,2025-03-12,2025-07-02,Disponible
I-005261,BR-00044,P-005261,13,11,2025-05-16,2025-08-16,Disponible
I-005262,BR-00044,P-005262,85,19,2025-02-27,2025-06-11,Disponible
I-005263,BR-00044,P-005263,65,14,2025-02-27,2025-05-01,Disponible
I-005264,BR-00044,P-005264,88,18,2025-04-17,2025-06-30,Disponible
I-005265,BR-00044,P-005265,36,11,2025-07-09,2025-08-01,Disponible
I-005266,BR-00044,P-005266,60,17,2025-07-18,2025-08-14,Disponible
I-005267,BR-00044,P-005267,77,11,2025-07-16,2025-07-22,Disponible
I-005268,BR-00044,P-005268,23,10,2025-02-26,2025-06-18,Disponible
I-005269,BR-00044,P-005269,26,16,2025-06-12,2025-07-23,Disponible
I-005270,BR-00044,P-005270,57,10,2025-02-26,2025-03-07,Disponible
I-005271,BR-00044,P-005271,94,20,2025-03-14,2025-05-28,Disponible
I-005272,BR-00044,P-005272,50,12,2025-04-19,2025-07-30,Disponible
I-005273,BR-00044,P-005273,93,19,2025-05-30,2025-06-24,Disponible
I-005274,BR-00044,P-005274,79,15,2025-04-28,2025-07-08,Disponible
I-005275,BR-00044,P-005275,82,14,2025-04-06,2025-06-09,Disponible
I-005276,BR-00044,P-005276,84,19,2025-05-10,2025-07-04,Disponible
I-005277,BR-00044,P-005277,66,20,2025-04-20,2025-08-10,Disponible
I-005278,BR-00044,P-005278,13,9,2025-04-04,2025-04-10,Disponible
I-005279,BR-00044,P-005279,57,12,2025-06-15,2025-08-07,Disponible
I-005280,BR-00044,P-005280,47,19,2025-06-29,2025-07-21,Disponible
I-005281,BR-00044,P-005281,53,10,2025-07-13,2025-08-04,Disponible
I-005282,BR-00044,P-005282,33,19,2025-05-15,2025-07-29,Disponible
I-005283,BR-00044,P-005283,83,9,2025-03-26,2025-05-21,Disponible
I-005284,BR-00044,P-005284,0,5,2025-03-04,2025-04-08,Agotado
I-005285,BR-00044,P-005285,59,10,2025-03-29,2025-06-08,Disponible
I-005286,BR-00044,P-005286,54,18,2025-06-09,2025-07-03,Disponible
I-005287,BR-00044,P-005287,38,16,2025-03-20,2025-04-05,Disponible
I-005288,BR-00044,P-005288,45,19,2025-05-04,2025-06-02,Disponible
I-005289,BR-00045,P-005289,50,10,2025-06-16,2025-07-01,Disponible
I-005290,BR-00045,P-005290,69,5,2025-03-11,2025-05-29,Disponible
I-005291,BR-00045,P-005291,6,9,2025-04-14,2025-05-08,Bajo stock
I-005292,BR-00045,P-005292,17,6,2025-03-26,2025-07-28,Disponible
I-005293,BR-00045,P-005293,46,17,2025-06-22,2025-06-24,Disponible
I-005294,BR-00045,P-005294,99,11,2025-06-20,2025-08-05,Disponible
I-005295,BR-00045,P-005295,19,7,2025-06-10,2025-08-02,Disponible
I-005296,BR-00045,P-005296,57,19,2025-03-11,2025-07-25,Disponible
I-005297,BR-00045,P-005297,93,11,2025-07-20,2025-08-21,Disponible
I-005298,BR-00045,P-005298,5,16,2025-04-13,2025-04-26,Bajo stock
I-005299,BR-00045,P-005299,6,20,2025-04-23,2025-07-07,Bajo stock
I-005300,BR-00045,P-005300,35,15,2025-04-23,2025-07-27,Disponible
I-005301,BR-00045,P-005301,72,12,2025-02-24,2025-04-03,Disponible
I-005302,BR-00045,P-005302,63,7,2025-06-30,2025-08-13,Disponible
I-005303,BR-00045,P-005303,33,15,2025-03-07,2025-06-04,Disponible
I-005304,BR-00045,P-005304,74,12,2025-06-11,2025-06-11,Disponible
I-005305,BR-00045,P-005305,22,11,2025-05-20,2025-08-15,Disponible
I-005306,BR-00045,P-005306,83,11,2025-03-29,2025-04-22,Disponible
I-005307,BR-00045,P-005307,56,10,2025-06-15,2025-07-19,Disponible
I-005308,BR-00045,P-005308,57,13,2025-02-26,2025-03-17,Disponible
I-005309,BR-00045,P-005309,95,20,2025-03-12,2025-07-09,Disponible
I-005310,BR-00045,P-005310,1,19,2025-05-03,2025-05-08,Bajo stock
I-005311,BR-00045,P-005311,15,18,2025-04-30,2025-07-19,Bajo stock
I-005312,BR-00045,P-005312,67,9,2025-06-10,2025-08-11,Disponible
I-005313,BR-00045,P-005313,43,17,2025-04-22,2025-06-25,Disponible
I-005314,BR-00045,P-005314,80,11,2025-06-07,2025-06-08,Disponible
I-005315,BR-00045,P-005315,60,10,2025-04-09,2025-06-17,Disponible
I-005316,BR-00045,P-005316,82,16,2025-06-22,2025-08-20,Disponible
I-005317,BR-00045,P-005317,60,17,2025-06-30,2025-08-08,Disponible
I-005318,BR-00045,P-005318,72,10,2025-04-21,2025-06-06,Disponible
I-005319,BR-00045,P-005319,48,6,2025-03-12,2025-06-18,Disponible
I-005320,BR-00045,P-005320,34,15,2025-04-18,2025-08-18,Disponible
I-005321,BR-00045,P-005321,18,15,2025-03-04,2025-03-10,Disponible
I-005322,BR-00045,P-005322,61,9,2025-07-16,2025-07-19,Disponible
I-005323,BR-00045,P-005323,14,8,2025-05-04,2025-08-08,Disponible
I-005324,BR-00045,P-005324,79,15,2025-02-27,2025-02-28,Disponible
I-005325,BR-00045,P-005325,75,19,2025-05-19,2025-06-17,Disponible
I-005326,BR-00045,P-005326,85,11,2025-05-05,2025-07-20,Disponible
I-005327,BR-00045,P-005327,4,16,2025-06-09,2025-06-19,Bajo stock
I-005328,BR-00045,P-005328,41,13,2025-05-03,2025-06-20,Disponible
I-005329,BR-00045,P-005329,62,10,2025-04-29,2025-08-12,Disponible
I-005330,BR-00045,P-005330,39,20,2025-03-25,2025-07-04,Disponible
I-005331,BR-00045,P-005331,42,16,2025-03-29,2025-05-10,Disponible
I-005332,BR-00045,P-005332,97,5,2025-03-28,2025-08-18,Disponible
I-005333,BR-00045,P-005333,82,14,2025-05-11,2025-06-30,Disponible
I-005334,BR-00045,P-005334,77,5,2025-05-04,2025-05-19,Disponible
I-005335,BR-00045,P-005335,92,7,2025-07-22,2025-08-11,Disponible
I-005336,BR-00045,P-005336,8,16,2025-05-15,2025-07-21,Bajo stock
I-005337,BR-00045,P-005337,63,17,2025-07-11,2025-07-13,Disponible
I-005338,BR-00045,P-005338,9,7,2025-07-05,2025-07-21,Disponible
I-005339,BR-00045,P-005339,83,5,2025-07-19,2025-07-28,Disponible
I-005340,BR-00045,P-005340,44,8,2025-04-23,2025-06-01,Disponible
I-005341,BR-00045,P-005341,9,13,2025-07-20,2025-07-31,Bajo stock
I-005342,BR-00045,P-005342,81,9,2025-07-12,2025-08-22,Disponible
I-005343,BR-00045,P-005343,33,17,2025-07-04,2025-08-22,Disponible
I-005344,BR-00045,P-005344,12,10,2025-05-13,2025-05-21,Disponible
I-005345,BR-00045,P-005345,34,10,2025-07-04,2025-08-20,Disponible
I-005346,BR-00045,P-005346,73,13,2025-07-09,2025-07-31,Disponible
I-005347,BR-00045,P-005347,52,10,2025-06-29,2025-08-04,Disponible
I-005348,BR-00045,P-005348,46,13,2025-07-20,2025-08-02,Disponible
I-005349,BR-00045,P-005349,21,20,2025-02-28,2025-04-02,Disponible
I-005350,BR-00045,P-005350,46,14,2025-04-16,2025-07-26,Disponible
I-005351,BR-00045,P-005351,72,20,2025-05-01,2025-08-10,Disponible
I-005352,BR-00045,P-005352,78,6,2025-06-01,2025-07-18,Disponible
I-005353,BR-00045,P-005353,3,9,2025-03-08,2025-04-18,Bajo stock
I-005354,BR-00045,P-005354,89,5,2025-07-04,2025-07-29,Disponible
I-005355,BR-00045,P-005355,70,16,2025-06-25,2025-08-04,Disponible
I-005356,BR-00045,P-005356,56,16,2025-05-10,2025-05-26,Disponible
I-005357,BR-00045,P-005357,43,13,2025-05-03,2025-05-12,Disponible
I-005358,BR-00045,P-005358,36,10,2025-07-14,2025-08-11,Disponible
I-005359,BR-00045,P-005359,41,14,2025-07-11,2025-08-11,Disponible
I-005360,BR-00045,P-005360,96,6,2025-05-20,2025-05-29,Disponible
I-005361,BR-00045,P-005361,5,5,2025-06-20,2025-07-29,Bajo stock
I-005362,BR-00045,P-005362,29,7,2025-04-04,2025-08-02,Disponible
I-005363,BR-00045,P-005363,39,13,2025-06-29,2025-08-17,Disponible
I-005364,BR-00045,P-005364,20,14,2025-06-07,2025-06-24,Disponible
I-005365,BR-00045,P-005365,57,19,2025-04-29,2025-07-25,Disponible
I-005366,BR-00045,P-005366,15,11,2025-02-24,2025-08-03,Disponible
I-005367,BR-00045,P-005367,81,5,2025-06-24,2025-07-18,Disponible
I-005368,BR-00045,P-005368,75,7,2025-06-04,2025-07-05,Disponible
I-005369,BR-00045,P-005369,43,13,2025-05-27,2025-08-22,Disponible
I-005370,BR-00045,P-005370,54,10,2025-05-26,2025-07-25,Disponible
I-005371,BR-00045,P-005371,22,14,2025-03-12,2025-05-03,Disponible
I-005372,BR-00045,P-005372,14,7,2025-06-25,2025-08-06,Disponible
I-005373,BR-00045,P-005373,29,16,2025-05-17,2025-08-17,Disponible
I-005374,BR-00045,P-005374,9,15,2025-06-15,2025-08-05,Bajo stock
I-005375,BR-00045,P-005375,27,10,2025-04-06,2025-05-07,Disponible
I-005376,BR-00045,P-005376,7,6,2025-07-08,2025-08-01,Disponible
I-005377,BR-00045,P-005377,12,15,2025-03-10,2025-07-24,Bajo stock
I-005378,BR-00045,P-005378,61,7,2025-03-31,2025-07-16,Disponible
I-005379,BR-00045,P-005379,2,6,2025-05-30,2025-07-12,Bajo stock
I-005380,BR-00045,P-005380,24,11,2025-06-27,2025-06-29,Disponible
I-005381,BR-00045,P-005381,86,13,2025-04-19,2025-06-13,Disponible
I-005382,BR-00045,P-005382,78,9,2025-06-14,2025-08-07,Disponible
I-005383,BR-00045,P-005383,7,9,2025-04-20,2025-06-30,Bajo stock
I-005384,BR-00045,P-005384,73,10,2025-04-30,2025-05-31,Disponible
I-005385,BR-00045,P-005385,53,8,2025-07-17,2025-07-23,Disponible
I-005386,BR-00045,P-005386,96,13,2025-05-13,2025-08-06,Disponible
I-005387,BR-00045,P-005387,36,7,2025-03-24,2025-04-22,Disponible
I-005388,BR-00045,P-005388,11,5,2025-07-21,2025-08-15,Disponible
I-005389,BR-00045,P-005389,90,14,2025-05-28,2025-06-22,Disponible
I-005390,BR-00045,P-005390,48,10,2025-03-29,2025-08-20,Disponible
I-005391,BR-00045,P-005391,30,18,2025-03-16,2025-03-24,Disponible
I-005392,BR-00045,P-005392,79,12,2025-05-21,2025-06-14,Disponible
I-005393,BR-00045,P-005393,21,17,2025-03-30,2025-03-31,Disponible
I-005394,BR-00045,P-005394,23,14,2025-04-24,2025-06-06,Disponible
I-005395,BR-00045,P-005395,37,16,2025-03-03,2025-05-08,Disponible
I-005396,BR-00045,P-005396,19,5,2025-03-07,2025-03-29,Disponible
I-005397,BR-00045,P-005397,60,5,2025-04-08,2025-08-12,Disponible
I-005398,BR-00045,P-005398,81,10,2025-04-22,2025-05-19,Disponible
I-005399,BR-00045,P-005399,78,7,2025-04-02,2025-08-06,Disponible
I-005400,BR-00045,P-005400,12,20,2025-03-22,2025-05-22,Bajo stock
I-005401,BR-00045,P-005401,30,8,2025-04-17,2025-08-20,Disponible
I-005402,BR-00045,P-005402,8,17,2025-03-20,2025-08-16,Bajo stock
I-005403,BR-00045,P-005403,30,18,2025-06-06,2025-07-06,Disponible
I-005404,BR-00045,P-005404,62,9,2025-06-30,2025-08-07,Disponible
I-005405,BR-00045,P-005405,66,6,2025-03-14,2025-03-25,Disponible
I-005406,BR-00045,P-005406,52,6,2025-07-13,2025-08-17,Disponible
I-005407,BR-00045,P-005407,53,8,2025-05-16,2025-08-10,Disponible
I-005408,BR-00045,P-005408,67,10,2025-03-24,2025-07-18,Disponible
I-005409,BR-00045,P-005409,60,8,2025-06-16,2025-07-06,Disponible
I-005410,BR-00045,P-005410,84,16,2025-03-02,2025-04-07,Disponible
I-005411,BR-00045,P-005411,95,8,2025-06-03,2025-07-12,Disponible
