alerta_id,branch_id,product_id,stock_actual,stock_minimo,fecha_actualizacion,fecha_alerta,prioridad,provider_id,provider_name
AL-01160,BR-00079,P-008852,6,16,2025-03-28,2025-08-23,Media,PR-00141,Rascón y Grijalva S. R.L. de C.V.
AL-01161,BR-00079,P-008857,1,5,2025-08-04,2025-08-23,Media,PR-00127,Navarro y Sierra A.C.
AL-01162,BR-00079,P-008868,9,20,2025-08-18,2025-08-23,Media,PR-00129,Espinosa-Delgadillo
AL-01163,BR-00079,P-008869,7,17,2025-06-10,2025-08-23,Media,PR-01036,Navarrete S.C.
AL-01164,BR-00079,P-008878,0,16,2025-07-19,2025-08-23,Alta,PR-00794,Club Vaca y Saavedra
AL-01165,BR-00079,P-008881,8,14,2025-07-02,2025-08-23,Baja,PR-00795,Perales-Salas S. R.L. de C.V.
AL-01166,BR-00079,P-008892,5,10,2025-08-01,2025-08-23,Baja,PR-00101,Alonso e Hijos
AL-01167,BR-00079,P-008899,1,14,2025-04-13,2025-08-23,Media,PR-00102,"Esquibel, Posada y Naranjo"
AL-01168,BR-00079,P-008909,7,8,2025-07-28,2025-08-23,Baja,PR-00877,Otero y Jaimes S.A. de C.V.
AL-01169,BR-00079,P-008912,7,18,2025-07-26,2025-08-23,Media,PR-00766,Madrigal-Cervantes
AL-01170,BR-00079,P-008923,2,10,2025-06-26,2025-08-23,Media,PR-01249,Muñoz-Gollum
AL-01171,BR-00079,P-008930,7,13,2025-08-22,2025-08-23,Baja,PR-00108,"Club Villareal, Lozano y Alonso"
AL-01172,BR-00079,P-008931,3,12,2025-08-01,2025-08-23,Media,PR-00108,"Club Villareal, Lozano y Alonso"
AL-01173,BR-00079,P-008936,2,20,2025-07-20,2025-08-23,Media,PR-00109,Corporacin Pulido y Molina
AL-01174,BR-00079,P-008939,13,16,2025-05-26,2025-08-23,Baja,PR-00109,Corporacin Pulido y Molina
AL-01175,BR-00079,P-008941,11,14,2025-07-04,2025-08-23,Baja,PR-00109,Corporacin Pulido y Molina
AL-01176,BR-00079,P-008949,6,11,2025-07-06,2025-08-23,Baja,PR-00133,Cavazos S.A.
AL-01177,BR-00079,P-008951,16,17,2025-07-01,2025-08-23,Baja,PR-00133,Cavazos S.A.
AL-01178,BR-00079,P-008952,5,16,2025-06-27,2025-08-23,Media,PR-00133,Cavazos S.A.
AL-01179,BR-00079,P-008985,4,7,2025-08-15,2025-08-23,Baja,PR-00112,"Despacho Irizarry, Flórez y Valentín"
AL-01180,BR-00079,P-008990,15,15,2025-06-20,2025-08-23,Baja,PR-00113,Mena-Alejandro S. R.L. de C.V.
AL-01181,BR-00079,P-008995,6,17,2025-06-26,2025-08-23,Media,PR-00114,"Sosa, Ocasio y Barela"
AL-01182,BR-00080,P-009027,14,15,2025-06-11,2025-08-23,Baja,PR-00128,"Concepción, Almonte y Vásquez"
AL-01183,BR-00080,P-009029,4,6,2025-07-21,2025-08-23,Baja,PR-01159,Corporacin Arredondo y Pabón
AL-01184,BR-00080,P-009057,3,9,2025-08-22,2025-08-23,Media,PR-00101,Alonso e Hijos
AL-01185,BR-00080,P-009058,10,15,2025-06-08,2025-08-23,Baja,PR-00102,"Esquibel, Posada y Naranjo"
AL-01186,BR-00080,P-009066,3,10,2025-07-26,2025-08-23,Media,PR-00103,"Proyectos Escobar, Salas y Salas"
AL-01187,BR-00080,P-009071,6,18,2025-08-15,2025-08-23,Media,PR-00877,Otero y Jaimes S.A. de C.V.
AL-01188,BR-00080,P-009085,1,7,2025-04-06,2025-08-23,Media,PR-01347,Corporacin Alarcón-Arreola
AL-01189,BR-00080,P-009088,17,17,2025-06-27,2025-08-23,Baja,PR-00627,Narváez y Asociados
AL-01190,BR-00080,P-009092,13,16,2025-06-24,2025-08-23,Baja,PR-01314,Proyectos Dueñas y Magaña
AL-01191,BR-00080,P-009099,11,13,2025-08-16,2025-08-23,Baja,PR-01283,"Corporacin Salinas, Iglesias y Lovato"
AL-01192,BR-00080,P-009100,4,19,2025-08-19,2025-08-23,Media,PR-01283,"Corporacin Salinas, Iglesias y Lovato"
AL-01193,BR-00080,P-009108,6,19,2025-05-18,2025-08-23,Media,PR-00134,Valladares y Alcala S.A.
AL-01194,BR-00080,P-009118,1,17,2025-08-09,2025-08-23,Media,PR-00136,Vásquez A.C.
AL-01195,BR-00080,P-009119,3,13,2025-05-17,2025-08-23,Media,PR-01138,Aguirre y Ornelas e Hijos
AL-01196,BR-00080,P-009122,0,20,2025-06-30,2025-08-23,Alta,PR-01346,Industrias Alfaro y Burgos
AL-01197,BR-00080,P-009124,13,15,2025-07-15,2025-08-23,Baja,PR-01167,Villalobos-Soria y Asociados
AL-01198,BR-00080,P-009132,13,17,2025-07-02,2025-08-23,Baja,PR-00112,"Despacho Irizarry, Flórez y Valentín"
AL-01199,BR-00080,P-009134,6,16,2025-07-06,2025-08-23,Media,PR-00112,"Despacho Irizarry, Flórez y Valentín"
AL-01200,BR-00080,P-009140,0,13,2025-08-15,2025-08-23,Alta,PR-01218,"Club Alba, Zamora y Briones"
AL-01201,BR-00081,P-009146,10,16,2025-06-16,2025-08-23,Baja,PR-01341,Villagómez y Madera S.C.
AL-01202,BR-00081,P-009163,5,16,2025-07-18,2025-08-23,Media,PR-00141,Rascón y Grijalva S. R.L. de C.V.
AL-01203,BR-00081,P-009170,3,6,2025-07-09,2025-08-23,Baja,PR-00128,"Concepción, Almonte y Vásquez"
AL-01204,BR-00081,P-009171,0,14,2025-08-17,2025-08-23,Alta,PR-01159,Corporacin Arredondo y Pabón
AL-01205,BR-00081,P-009172,5,10,2025-08-19,2025-08-23,Baja,PR-00129,Espinosa-Delgadillo
AL-01206,BR-00081,P-009173,13,20,2025-07-01,2025-08-23,Baja,PR-00129,Espinosa-Delgadillo
AL-01207,BR-00081,P-009182,1,8,2025-05-20,2025-08-23,Media,PR-00795,Perales-Salas S. R.L. de C.V.
AL-01208,BR-00081,P-009202,4,9,2025-07-29,2025-08-23,Media,PR-00809,Gaytán-Carbajal S.A. de C.V.
AL-01209,BR-00081,P-009205,2,6,2025-08-06,2025-08-23,Media,PR-00103,"Proyectos Escobar, Salas y Salas"
AL-01210,BR-00081,P-009213,9,12,2025-03-29,2025-08-23,Baja,PR-00877,Otero y Jaimes S.A. de C.V.
AL-01211,BR-00081,P-009237,0,16,2025-04-02,2025-08-23,Alta,PR-00109,Corporacin Pulido y Molina
AL-01212,BR-00081,P-009248,13,19,2025-08-07,2025-08-23,Baja,PR-00133,Cavazos S.A.
AL-01213,BR-00081,P-009252,12,19,2025-07-23,2025-08-23,Baja,PR-00883,Posada y Salcedo S.A.
AL-01214,BR-00081,P-009257,3,19,2025-07-07,2025-08-23,Media,PR-01412,"Garay, Maestas y Montero"
AL-01215,BR-00081,P-009262,3,13,2025-06-24,2025-08-23,Media,PR-01207,Laboratorios Sanabria-Negrete
AL-01216,BR-00081,P-009265,2,19,2025-08-20,2025-08-23,Media,PR-01137,Sierra e Hijos
AL-01217,BR-00081,P-009277,8,16,2025-07-20,2025-08-23,Baja,PR-00112,"Despacho Irizarry, Flórez y Valentín"
AL-01218,BR-00081,P-009278,6,7,2025-07-23,2025-08-23,Baja,PR-00112,"Despacho Irizarry, Flórez y Valentín"
AL-01219,BR-00081,P-009286,6,13,2025-06-24,2025-08-23,Media,PR-01218,"Club Alba, Zamora y Briones"
AL-01220,BR-00081,P-009287,1,10,2025-07-19,2025-08-23,Media,PR-00114,"Sosa, Ocasio y Barela"
AL-01221,BR-00081,P-009288,1,6,2025-06-08,2025-08-23,Media,PR-00114,"Sosa, Ocasio y Barela"
AL-01222,BR-00081,P-009290,11,19,2025-08-12,2025-08-23,Baja,PR-00114,"Sosa, Ocasio y Barela"
AL-01223,BR-00081,P-009291,11,11,2025-05-10,2025-08-23,Baja,PR-00114,"Sosa, Ocasio y Barela"
AL-01224,BR-00082,P-009301,3,19,2025-05-20,2025-08-23,Media,PR-01101,Mena y Ontiveros y Asociados
AL-01225,BR-00082,P-009312,3,10,2025-05-25,2025-08-23,Media,PR-00141,Rascón y Grijalva S. R.L. de C.V.
AL-01226,BR-00082,P-009319,19,20,2025-07-28,2025-08-23,Baja,PR-00127,Navarro y Sierra A.C.
AL-01227,BR-00082,P-009320,15,17,2025-08-06,2025-08-23,Baja,PR-00127,Navarro y Sierra A.C.
AL-01228,BR-00082,P-009334,0,20,2025-05-26,2025-08-23,Alta,PR-00130,"Anaya, Toledo y Aparicio"
AL-01229,BR-00082,P-009372,10,16,2025-06-16,2025-08-23,Baja,PR-00766,Madrigal-Cervantes
AL-01230,BR-00082,P-009384,5,18,2025-08-07,2025-08-23,Media,PR-01249,Muñoz-Gollum
AL-01231,BR-00082,P-009409,9,19,2025-06-10,2025-08-23,Media,PR-01045,Club García y Portillo
AL-01232,BR-00082,P-009410,12,15,2025-06-24,2025-08-23,Baja,PR-00883,Posada y Salcedo S.A.
AL-01233,BR-00082,P-009411,1,5,2025-08-10,2025-08-23,Media,PR-00134,Valladares y Alcala S.A.
AL-01234,BR-00082,P-009413,2,14,2025-07-10,2025-08-23,Media,PR-00881,"Mota, Delgadillo y Aguilera"
AL-01235,BR-00082,P-009426,5,9,2025-05-01,2025-08-23,Baja,PR-00110,Pizarro y Asociados
AL-01236,BR-00082,P-009429,8,14,2025-06-05,2025-08-23,Baja,PR-00111,Preciado y Abreu y Asociados
AL-01237,BR-00082,P-009434,2,5,2025-03-31,2025-08-23,Media,PR-00112,"Despacho Irizarry, Flórez y Valentín"
AL-01238,BR-00082,P-009445,4,9,2025-07-12,2025-08-23,Media,PR-00114,"Sosa, Ocasio y Barela"
AL-01239,BR-00082,P-009446,7,16,2025-07-18,2025-08-23,Media,PR-00114,"Sosa, Ocasio y Barela"
AL-01240,BR-00082,P-009448,0,7,2025-05-19,2025-08-23,Alta,PR-00114,"Sosa, Ocasio y Barela"
AL-01241,BR-00083,P-009452,6,17,2025-08-17,2025-08-23,Media,PR-00829,Salas-Posada S. R.L. de C.V.
AL-01242,BR-00083,P-009469,2,6,2025-08-01,2025-08-23,Media,PR-00889,Club Duarte-Olmos
AL-01243,BR-00083,P-009501,4,16,2025-07-02,2025-08-23,Media,PR-00100,Industrias Prado y Villalobos
AL-01244,BR-00083,P-009517,2,5,2025-06-06,2025-08-23,Media,PR-00102,"Esquibel, Posada y Naranjo"
AL-01245,BR-00083,P-009527,2,8,2025-05-18,2025-08-23,Media,PR-00766,Madrigal-Cervantes
AL-01246,BR-00083,P-009544,13,18,2025-07-12,2025-08-23,Baja,PR-00108,"Club Villareal, Lozano y Alonso"
AL-01247,BR-00083,P-009556,3,13,2025-04-21,2025-08-23,Media,PR-00133,Cavazos S.A.
AL-01248,BR-00083,P-009559,5,10,2025-07-28,2025-08-23,Baja,PR-00133,Cavazos S.A.
AL-01249,BR-00083,P-009568,7,17,2025-07-16,2025-08-23,Media,PR-00881,"Mota, Delgadillo y Aguilera"
AL-01250,BR-00083,P-009572,8,11,2025-06-25,2025-08-23,Baja,PR-01138,Aguirre y Ornelas e Hijos
AL-01251,BR-00083,P-009573,1,5,2025-07-17,2025-08-23,Media,PR-01137,Sierra e Hijos
AL-01252,BR-00083,P-009574,6,6,2025-08-18,2025-08-23,Baja,PR-01138,Aguirre y Ornelas e Hijos
AL-01253,BR-00083,P-009576,9,17,2025-07-15,2025-08-23,Baja,PR-00118,Castro A.C.
AL-01254,BR-00083,P-009580,4,13,2025-04-04,2025-08-23,Media,PR-00111,Preciado y Abreu y Asociados
AL-01255,BR-00083,P-009582,7,13,2025-08-14,2025-08-23,Baja,PR-00112,"Despacho Irizarry, Flórez y Valentín"
AL-01256,BR-00083,P-009590,7,9,2025-07-29,2025-08-23,Baja,PR-01218,"Club Alba, Zamora y Briones"
AL-01257,BR-00083,P-009595,9,12,2025-07-15,2025-08-23,Baja,PR-00114,"Sosa, Ocasio y Barela"
AL-01258,BR-00084,P-009600,15,19,2025-06-27,2025-08-23,Baja,PR-00829,Salas-Posada S. R.L. de C.V.
AL-01259,BR-00084,P-009604,12,13,2025-07-05,2025-08-23,Baja,PR-01341,Villagómez y Madera S.C.
AL-01260,BR-00084,P-009615,18,19,2025-08-03,2025-08-23,Baja,PR-00140,Proyectos Rosales-Páez
AL-01261,BR-00084,P-009620,1,18,2025-07-02,2025-08-23,Media,PR-00943,Esquivel S. R.L. de C.V.
AL-01262,BR-00084,P-009623,2,18,2025-03-13,2025-08-23,Media,PR-00127,Navarro y Sierra A.C.
AL-01263,BR-00084,P-009629,0,18,2025-06-07,2025-08-23,Alta,PR-00128,"Concepción, Almonte y Vásquez"
AL-01264,BR-00084,P-009646,11,18,2025-07-22,2025-08-23,Baja,PR-00131,Parra-Vázquez A.C.
AL-01265,BR-00084,P-009655,7,10,2025-03-17,2025-08-23,Baja,PR-00101,Alonso e Hijos
AL-01266,BR-00084,P-009680,12,17,2025-07-30,2025-08-23,Baja,PR-00105,Grupo Grijalva y Sosa
AL-01267,BR-00084,P-009687,8,10,2025-06-15,2025-08-23,Baja,PR-00107,Pantoja-Farías
AL-01268,BR-00084,P-009692,7,14,2025-06-02,2025-08-23,Baja,PR-00109,Corporacin Pulido y Molina
AL-01269,BR-00084,P-009695,12,18,2025-06-09,2025-08-23,Baja,PR-00109,Corporacin Pulido y Molina
AL-01270,BR-00084,P-009697,15,19,2025-04-13,2025-08-23,Baja,PR-00109,Corporacin Pulido y Molina
AL-01271,BR-00084,P-009700,13,16,2025-08-19,2025-08-23,Baja,PR-01283,"Corporacin Salinas, Iglesias y Lovato"
AL-01272,BR-00084,P-009702,11,16,2025-05-21,2025-08-23,Baja,PR-01283,"Corporacin Salinas, Iglesias y Lovato"
AL-01273,BR-00084,P-009706,4,10,2025-07-16,2025-08-23,Media,PR-00133,Cavazos S.A.
AL-01274,BR-00084,P-009715,1,13,2025-07-30,2025-08-23,Media,PR-01412,"Garay, Maestas y Montero"
AL-01275,BR-00084,P-009716,9,13,2025-06-27,2025-08-23,Baja,PR-01297,Corporacin Muñoz-Partida
AL-01276,BR-00084,P-009738,11,17,2025-07-29,2025-08-23,Baja,PR-00113,Mena-Alejandro S. R.L. de C.V.
AL-01277,BR-00085,P-009743,13,19,2025-07-17,2025-08-23,Baja,PR-00829,Salas-Posada S. R.L. de C.V.
AL-01278,BR-00085,P-009761,9,14,2025-07-31,2025-08-23,Baja,PR-00943,Esquivel S. R.L. de C.V.
AL-01279,BR-00085,P-009763,6,19,2025-07-25,2025-08-23,Media,PR-00943,Esquivel S. R.L. de C.V.
AL-01280,BR-00085,P-009769,5,5,2025-07-25,2025-08-23,Baja,PR-01159,Corporacin Arredondo y Pabón
AL-01281,BR-00085,P-009786,16,20,2025-07-05,2025-08-23,Baja,PR-00794,Club Vaca y Saavedra
AL-01282,BR-00085,P-009794,0,7,2025-08-12,2025-08-23,Alta,PR-00100,Industrias Prado y Villalobos
AL-01283,BR-00085,P-009805,4,5,2025-06-15,2025-08-23,Baja,PR-00102,"Esquibel, Posada y Naranjo"
AL-01284,BR-00085,P-009806,6,17,2025-05-31,2025-08-23,Media,PR-00102,"Esquibel, Posada y Naranjo"
AL-01285,BR-00085,P-009831,8,14,2025-06-22,2025-08-23,Baja,PR-00627,Narváez y Asociados
AL-01286,BR-00085,P-009836,0,5,2025-07-30,2025-08-23,Alta,PR-00108,"Club Villareal, Lozano y Alonso"
AL-01287,BR-00085,P-009846,5,8,2025-05-23,2025-08-23,Baja,PR-00132,Márquez-Salinas S.A.
AL-01288,BR-00085,P-009884,12,16,2025-08-20,2025-08-23,Baja,PR-00113,Mena-Alejandro S. R.L. de C.V.
AL-01289,BR-00085,P-009886,0,10,2025-08-18,2025-08-23,Alta,PR-00113,Mena-Alejandro S. R.L. de C.V.
AL-01290,BR-00085,P-009887,2,11,2025-08-19,2025-08-23,Media,PR-00114,"Sosa, Ocasio y Barela"
AL-01291,BR-00086,P-009900,2,10,2025-07-31,2025-08-23,Media,PR-00139,Vargas-Montenegro A.C.
AL-01292,BR-00086,P-009908,3,15,2025-06-11,2025-08-23,Media,PR-00140,Proyectos Rosales-Páez
AL-01293,BR-00086,P-009919,5,11,2025-07-18,2025-08-23,Media,PR-00127,Navarro y Sierra A.C.
AL-01294,BR-00086,P-009920,9,16,2025-07-03,2025-08-23,Baja,PR-00127,Navarro y Sierra A.C.
AL-01295,BR-00086,P-009922,6,8,2025-06-04,2025-08-23,Baja,PR-00128,"Concepción, Almonte y Vásquez"
AL-01296,BR-00086,P-009923,9,10,2025-08-04,2025-08-23,Baja,PR-01321,Valles y Asociados
AL-01297,BR-00086,P-009924,4,14,2025-07-06,2025-08-23,Media,PR-01321,Valles y Asociados
AL-01298,BR-00086,P-009927,4,12,2025-04-19,2025-08-23,Media,PR-01036,Navarrete S.C.
AL-01299,BR-00086,P-009937,3,12,2025-06-28,2025-08-23,Media,PR-00130,"Anaya, Toledo y Aparicio"
AL-01300,BR-00086,P-009951,0,10,2025-05-27,2025-08-23,Alta,PR-00102,"Esquibel, Posada y Naranjo"
AL-01301,BR-00086,P-009954,11,13,2025-05-09,2025-08-23,Baja,PR-00102,"Esquibel, Posada y Naranjo"
AL-01302,BR-00086,P-009962,12,12,2025-06-10,2025-08-23,Baja,PR-00877,Otero y Jaimes S.A. de C.V.
AL-01303,BR-00086,P-009975,12,12,2025-05-04,2025-08-23,Baja,PR-01249,Muñoz-Gollum
AL-01304,BR-00086,P-009987,7,11,2025-06-23,2025-08-23,Baja,PR-00109,Corporacin Pulido y Molina
AL-01305,BR-00086,P-009988,8,11,2025-08-16,2025-08-23,Baja,PR-01283,"Corporacin Salinas, Iglesias y Lovato"
AL-01306,BR-00086,P-010004,7,16,2025-07-08,2025-08-23,Media,PR-01412,"Garay, Maestas y Montero"
AL-01307,BR-00086,P-010008,3,6,2025-07-07,2025-08-23,Baja,PR-01207,Laboratorios Sanabria-Negrete
AL-01308,BR-00086,P-010009,11,11,2025-04-02,2025-08-23,Baja,PR-00136,Vásquez A.C.
AL-01309,BR-00086,P-010023,3,12,2025-07-22,2025-08-23,Media,PR-00111,Preciado y Abreu y Asociados
AL-01310,BR-00086,P-010031,2,13,2025-06-16,2025-08-23,Media,PR-00112,"Despacho Irizarry, Flórez y Valentín"
AL-01311,BR-00086,P-010033,14,14,2025-08-15,2025-08-23,Baja,PR-00113,Mena-Alejandro S. R.L. de C.V.
AL-01312,BR-00087,P-010045,7,15,2025-04-11,2025-08-23,Media,PR-01101,Mena y Ontiveros y Asociados
AL-01313,BR-00087,P-010050,9,12,2025-05-25,2025-08-23,Baja,PR-01101,Mena y Ontiveros y Asociados
AL-01314,BR-00087,P-010060,4,14,2025-06-06,2025-08-23,Media,PR-00141,Rascón y Grijalva S. R.L. de C.V.
AL-01315,BR-00087,P-010068,2,8,2025-06-28,2025-08-23,Media,PR-00127,Navarro y Sierra A.C.
AL-01316,BR-00087,P-010075,1,20,2025-04-17,2025-08-23,Media,PR-01444,Industrias Solís-Meléndez
AL-01317,BR-00087,P-010086,6,17,2025-05-30,2025-08-23,Media,PR-00100,Industrias Prado y Villalobos
AL-01318,BR-00087,P-010088,0,16,2025-03-02,2025-08-23,Alta,PR-00100,Industrias Prado y Villalobos
AL-01319,BR-00087,P-010090,13,15,2025-08-04,2025-08-23,Baja,PR-01261,Anguiano S.C.
AL-01320,BR-00087,P-010095,2,15,2025-04-28,2025-08-23,Media,PR-00101,Alonso e Hijos
AL-01321,BR-00087,P-010101,2,15,2025-08-16,2025-08-23,Media,PR-00102,"Esquibel, Posada y Naranjo"
AL-01322,BR-00087,P-010102,7,9,2025-03-28,2025-08-23,Baja,PR-00102,"Esquibel, Posada y Naranjo"
AL-01323,BR-00087,P-010103,14,17,2025-05-07,2025-08-23,Baja,PR-00102,"Esquibel, Posada y Naranjo"
AL-01324,BR-00087,P-010104,3,9,2025-08-16,2025-08-23,Media,PR-00102,"Esquibel, Posada y Naranjo"
AL-01325,BR-00087,P-010107,2,5,2025-05-25,2025-08-23,Media,PR-00809,Gaytán-Carbajal S.A. de C.V.
AL-01326,BR-00087,P-010120,7,8,2025-06-26,2025-08-23,Baja,PR-01216,Corporacin Valdivia y Loera
AL-01327,BR-00087,P-010121,11,16,2025-08-08,2025-08-23,Baja,PR-01216,Corporacin Valdivia y Loera
AL-01328,BR-00087,P-010132,3,17,2025-08-21,2025-08-23,Media,PR-00107,Pantoja-Farías
AL-01329,BR-00088,P-010145,7,10,2025-08-19,2025-08-23,Baja,PR-00829,Salas-Posada S. R.L. de C.V.
AL-01330,BR-00088,P-010147,14,20,2025-07-05,2025-08-23,Baja,PR-01341,Villagómez y Madera S.C.
AL-01331,BR-00088,P-010160,15,15,2025-04-13,2025-08-23,Baja,PR-01200,Rubio-Aponte y Asociados
AL-01332,BR-00088,P-010166,3,20,2025-08-12,2025-08-23,Media,PR-00141,Rascón y Grijalva S. R.L. de C.V.
AL-01333,BR-00088,P-010185,3,18,2025-07-02,2025-08-23,Media,PR-00130,"Anaya, Toledo y Aparicio"
AL-01334,BR-00088,P-010195,3,12,2025-06-11,2025-08-23,Media,PR-01261,Anguiano S.C.
AL-01335,BR-00088,P-010212,11,13,2025-08-12,2025-08-23,Baja,PR-00102,"Esquibel, Posada y Naranjo"
AL-01336,BR-00088,P-010244,5,12,2025-06-25,2025-08-23,Media,PR-01314,Proyectos Dueñas y Magaña
AL-01337,BR-00089,P-010254,1,16,2025-08-01,2025-08-23,Media,PR-01341,Villagómez y Madera S.C.
AL-01338,BR-00089,P-010259,7,8,2025-08-11,2025-08-23,Baja,PR-00966,Patiño y Asociados
AL-01339,BR-00089,P-010260,8,8,2025-07-12,2025-08-23,Baja,PR-00138,Proyectos López-Baca
AL-01340,BR-00089,P-010275,7,20,2025-06-12,2025-08-23,Media,PR-00889,Club Duarte-Olmos
AL-01341,BR-00089,P-010276,8,12,2025-05-21,2025-08-23,Baja,PR-00140,Proyectos Rosales-Páez
AL-01342,BR-00089,P-010279,18,18,2025-05-20,2025-08-23,Baja,PR-00141,Rascón y Grijalva S. R.L. de C.V.
AL-01343,BR-00089,P-010283,6,17,2025-05-21,2025-08-23,Media,PR-00943,Esquivel S. R.L. de C.V.
AL-01344,BR-00089,P-010287,0,19,2025-05-18,2025-08-23,Alta,PR-00127,Navarro y Sierra A.C.
AL-01345,BR-00089,P-010296,10,11,2025-05-25,2025-08-23,Baja,PR-01036,Navarrete S.C.
AL-01346,BR-00089,P-010301,7,15,2025-07-07,2025-08-23,Media,PR-00794,Club Vaca y Saavedra
AL-01347,BR-00089,P-010315,4,10,2025-08-11,2025-08-23,Media,PR-00101,Alonso e Hijos
AL-01348,BR-00089,P-010332,16,17,2025-08-01,2025-08-23,Baja,PR-00766,Madrigal-Cervantes
AL-01349,BR-00089,P-010338,6,6,2025-08-02,2025-08-23,Baja,PR-01199,Murillo y Zamudio e Hijos
AL-01350,BR-00089,P-010344,3,13,2025-08-19,2025-08-23,Media,PR-01347,Corporacin Alarcón-Arreola
AL-01351,BR-00090,P-010369,2,5,2025-05-24,2025-08-23,Media,PR-00139,Vargas-Montenegro A.C.
AL-01352,BR-00090,P-010393,19,20,2025-07-12,2025-08-23,Baja,PR-01321,Valles y Asociados
AL-01353,BR-00090,P-010403,13,16,2025-07-01,2025-08-23,Baja,PR-00794,Club Vaca y Saavedra
AL-01354,BR-00090,P-010411,16,19,2025-06-16,2025-08-23,Baja,PR-00795,Perales-Salas S. R.L. de C.V.
AL-01355,BR-00090,P-010412,10,13,2025-07-20,2025-08-23,Baja,PR-00795,Perales-Salas S. R.L. de C.V.
AL-01356,BR-00090,P-010419,13,13,2025-08-10,2025-08-23,Baja,PR-00101,Alonso e Hijos
AL-01357,BR-00090,P-010425,3,16,2025-08-22,2025-08-23,Media,PR-00102,"Esquibel, Posada y Naranjo"
AL-01358,BR-00090,P-010431,9,20,2025-07-14,2025-08-23,Media,PR-00103,"Proyectos Escobar, Salas y Salas"
AL-01359,BR-00090,P-010432,15,18,2025-06-06,2025-08-23,Baja,PR-00103,"Proyectos Escobar, Salas y Salas"
AL-01360,BR-00090,P-010434,9,19,2025-07-31,2025-08-23,Media,PR-00877,Otero y Jaimes S.A. de C.V.
AL-01361,BR-00090,P-010438,10,12,2025-08-10,2025-08-23,Baja,PR-00104,"Proyectos Abreu, Ordóñez y de Anda"
AL-01362,BR-00090,P-010446,2,9,2025-07-24,2025-08-23,Media,PR-01199,Murillo y Zamudio e Hijos
AL-01363,BR-00090,P-010449,5,14,2025-07-20,2025-08-23,Media,PR-00106,Corporacin Villalobos-Saldaña
AL-01364,BR-00090,P-010452,10,12,2025-07-25,2025-08-23,Baja,PR-01347,Corporacin Alarcón-Arreola
AL-01365,BR-00090,P-010460,3,11,2025-06-05,2025-08-23,Media,PR-00109,Corporacin Pulido y Molina
AL-01366,BR-00091,P-010470,6,14,2025-06-13,2025-08-23,Media,PR-00966,Patiño y Asociados
AL-01367,BR-00091,P-010484,1,18,2025-07-02,2025-08-23,Media,PR-00889,Club Duarte-Olmos
AL-01368,BR-00091,P-010492,1,5,2025-08-11,2025-08-23,Media,PR-00127,Navarro y Sierra A.C.
AL-01369,BR-00091,P-010508,3,8,2025-07-08,2025-08-23,Media,PR-00732,Razo y Ortiz S.A. de C.V.
AL-01370,BR-00091,P-010510,9,15,2025-05-29,2025-08-23,Baja,PR-00794,Club Vaca y Saavedra
AL-01371,BR-00091,P-010513,5,8,2025-06-12,2025-08-23,Baja,PR-00795,Perales-Salas S. R.L. de C.V.
AL-01372,BR-00091,P-010517,7,19,2025-08-08,2025-08-23,Media,PR-00100,Industrias Prado y Villalobos
AL-01373,BR-00091,P-010522,3,7,2025-03-26,2025-08-23,Media,PR-00101,Alonso e Hijos
AL-01374,BR-00091,P-010523,12,15,2025-07-24,2025-08-23,Baja,PR-00101,Alonso e Hijos
AL-01375,BR-00091,P-010526,10,18,2025-07-29,2025-08-23,Baja,PR-00102,"Esquibel, Posada y Naranjo"
AL-01376,BR-00091,P-010537,0,19,2025-08-18,2025-08-23,Alta,PR-00877,Otero y Jaimes S.A. de C.V.
AL-01377,BR-00091,P-010541,11,11,2025-08-12,2025-08-23,Baja,PR-00105,Grupo Grijalva y Sosa
AL-01378,BR-00091,P-010546,2,7,2025-07-13,2025-08-23,Media,PR-00106,Corporacin Villalobos-Saldaña
AL-01379,BR-00091,P-010548,7,13,2025-07-05,2025-08-23,Baja,PR-01216,Corporacin Valdivia y Loera
AL-01380,BR-00091,P-010558,1,9,2025-08-08,2025-08-23,Media,PR-00108,"Club Villareal, Lozano y Alonso"
AL-01381,BR-00091,P-010560,14,14,2025-07-24,2025-08-23,Baja,PR-00108,"Club Villareal, Lozano y Alonso"
AL-01382,BR-00092,P-010569,0,5,2025-04-17,2025-08-23,Alta,PR-00966,Patiño y Asociados
AL-01383,BR-00092,P-010572,20,20,2025-06-28,2025-08-23,Baja,PR-00966,Patiño y Asociados
AL-01384,BR-00092,P-010587,5,16,2025-08-02,2025-08-23,Media,PR-00889,Club Duarte-Olmos
AL-01385,BR-00092,P-010597,2,12,2025-07-19,2025-08-23,Media,PR-00127,Navarro y Sierra A.C.
AL-01386,BR-00092,P-010610,5,12,2025-06-27,2025-08-23,Media,PR-01444,Industrias Solís-Meléndez
AL-01387,BR-00092,P-010612,11,18,2025-07-21,2025-08-23,Baja,PR-00130,"Anaya, Toledo y Aparicio"
AL-01388,BR-00092,P-010617,3,15,2025-05-17,2025-08-23,Media,PR-00795,Perales-Salas S. R.L. de C.V.
AL-01389,BR-00092,P-010621,3,8,2025-06-29,2025-08-23,Media,PR-00100,Industrias Prado y Villalobos
AL-01390,BR-00092,P-010624,6,18,2025-08-12,2025-08-23,Media,PR-00101,Alonso e Hijos
