purchase_id,product_id,cantidad,precio_unitario,subtotal
C-000971,P-011589,1,60.43,60.43
C-000972,P-023215,3,65.17,195.51
C-000972,P-035259,1,51.71,51.71
C-000973,P-033627,4,63.75,255.0
C-000973,P-003646,2,120.49,240.98
C-000973,P-046153,3,141.97,425.91
C-000974,P-036603,2,28.86,57.72
C-000974,P-029209,1,66.67,66.67
C-000974,P-048727,1,88.4,88.4
C-000974,P-052640,5,53.67,268.35
C-000974,P-045385,2,87.36,174.72
C-000975,P-030299,3,99.88,299.64
C-000975,P-036054,5,88.04,440.2
C-000975,P-019976,4,3.46,13.84
C-000976,P-017433,5,70.53,352.65
C-000977,P-000616,4,44.28,177.12
C-000977,P-037972,3,76.4,229.2
C-000978,P-018242,1,52.25,52.25
C-000978,P-049374,4,33.96,135.84
C-000979,P-001875,2,87.16,174.32
C-000979,P-046083,2,133.71,267.42
C-000979,P-002345,5,54.88,274.4
C-000979,P-014465,2,68.79,137.58
C-000979,P-012306,3,24.44,73.32
C-000980,P-038834,1,74.02,74.02
C-000980,P-014666,2,155.4,310.8
C-000981,P-053777,4,137.44,549.76
C-000981,P-014167,1,10.99,10.99
C-000981,P-049286,1,132.34,132.34
C-000982,P-029832,1,12.4,12.4
C-000982,P-037295,1,28.27,28.27
C-000982,P-035808,4,51.06,204.24
C-000982,P-048422,4,26.3,105.2
C-000983,P-046589,3,17.29,51.87
C-000983,P-002009,5,54.04,270.2
C-000983,P-049105,5,72.77,363.85
C-000983,P-017807,5,115.67,578.35
C-000984,P-046183,5,47.8,239.0
C-000984,P-033327,1,158.46,158.46
C-000985,P-023812,1,90.8,90.8
C-000985,P-051788,2,104.8,209.6
C-000985,P-019392,2,127.12,254.24
C-000986,P-017949,1,3.16,3.16
C-000986,P-019470,3,95.26,285.78
C-000987,P-034278,5,49.7,248.5
C-000987,P-045985,4,27.05,108.2
C-000987,P-014004,3,33.48,100.44
C-000987,P-004914,5,76.03,380.15
C-000988,P-013533,2,52.32,104.64
C-000988,P-044172,2,98.42,196.84
C-000988,P-007056,1,96.95,96.95
C-000988,P-041012,5,37.57,187.85
C-000989,P-021826,1,125.17,125.17
C-000989,P-015036,4,84.06,336.24
C-000990,P-012982,1,102.8,102.8
C-000990,P-038578,2,12.65,25.3
C-000991,P-024419,2,4.56,9.12
C-000991,P-002287,2,95.76,191.52
C-000991,P-013188,2,121.34,242.68
C-000991,P-017372,4,44.85,179.4
C-000992,P-032414,2,23.93,47.86
C-000992,P-010215,5,93.24,466.2
C-000992,P-050426,3,103.66,310.98
C-000992,P-045913,1,11.74,11.74
C-000993,P-019102,5,5.41,27.05
C-000994,P-008975,1,11.39,11.39
C-000994,P-034238,2,68.31,136.62
C-000994,P-000017,1,124.83,124.83
C-000994,P-010352,4,57.8,231.2
C-000995,P-001961,5,23.67,118.35
C-000995,P-023851,4,134.06,536.24
C-000995,P-030425,1,43.42,43.42
C-000995,P-014547,5,110.02,550.1
C-000995,P-031793,4,163.2,652.8
C-000996,P-050632,2,61.71,123.42
C-000997,P-037875,1,138.94,138.94
C-000997,P-009966,5,104.42,522.1
C-000997,P-011887,4,134.51,538.04
C-000997,P-005053,4,13.67,54.68
C-000998,P-016017,4,86.03,344.12
C-000998,P-033236,4,66.85,267.4
C-000998,P-009494,4,25.07,100.28
C-000998,P-039780,5,73.56,367.8
C-000999,P-036492,1,116.19,116.19
C-000999,P-011812,5,78.69,393.45
C-001000,P-024621,5,138.3,691.5
C-001000,P-012663,4,41.45,165.8
C-001001,P-003469,1,68.82,68.82
C-001001,P-052426,3,153.16,459.48
C-001001,P-000375,2,19.8,39.6
C-001002,P-013095,1,38.19,38.19
C-001003,P-002155,5,98.42,492.1
C-001003,P-048837,2,53.29,106.58
C-001004,P-049311,1,66.12,66.12
C-001005,P-049597,5,89.32,446.6
C-001005,P-011741,1,114.86,114.86
C-001006,P-000628,1,118.9,118.9
C-001006,P-006782,4,29.91,119.64
C-001006,P-028738,5,88.46,442.3
C-001006,P-001989,2,79.66,159.32
C-001006,P-005966,3,6.89,20.67
C-001007,P-015664,5,127.13,635.65
C-001007,P-000481,3,7.93,23.79
C-001007,P-021419,1,122.99,122.99
C-001007,P-040646,3,29.85,89.55
C-001007,P-011771,3,89.62,268.86
C-001008,P-011327,3,124.96,374.88
C-001008,P-034359,1,27.91,27.91
C-001008,P-034831,5,145.73,728.65
C-001009,P-041854,1,140.86,140.86
C-001009,P-031159,4,8.65,34.6
C-001009,P-031197,5,122.71,613.55
C-001009,P-030037,4,5.02,20.08
C-001009,P-021359,3,39.04,117.12
C-001010,P-003484,1,156.86,156.86
C-001011,P-010931,2,60.2,120.4
C-001012,P-048975,3,6.66,19.98
C-001013,P-024886,1,112.89,112.89
C-001013,P-043755,1,29.36,29.36
C-001013,P-010760,5,125.96,629.8
C-001013,P-022729,5,32.8,164.0
C-001014,P-000773,5,43.43,217.15
C-001014,P-045631,5,57.97,289.85
C-001014,P-001974,3,24.53,73.59
C-001014,P-047416,4,118.72,474.88
C-001015,P-013248,1,124.98,124.98
C-001015,P-013484,2,54.57,109.14
C-001015,P-040643,5,99.44,497.2
C-001015,P-042421,4,49.22,196.88
C-001015,P-045756,1,122.71,122.71
C-001016,P-005904,4,146.57,586.28
C-001016,P-021491,3,115.38,346.14
C-001016,P-018655,2,11.21,22.42
C-001016,P-003051,1,144.37,144.37
C-001016,P-029342,5,102.71,513.55
C-001017,P-038084,3,10.28,30.84
C-001017,P-049177,1,83.78,83.78
C-001017,P-023824,4,85.55,342.2
C-001017,P-039820,3,105.22,315.66
C-001017,P-014339,1,127.16,127.16
C-001018,P-036985,2,121.26,242.52
C-001018,P-040067,3,126.06,378.18
C-001018,P-032087,3,133.79,401.37
C-001018,P-019778,2,113.14,226.28
C-001019,P-019216,4,93.2,372.8
C-001019,P-026985,5,51.52,257.6
C-001019,P-031043,5,29.96,149.8
C-001019,P-007506,1,140.5,140.5
C-001020,P-028557,2,96.32,192.64
C-001021,P-024727,4,78.85,315.4
C-001022,P-044158,1,23.63,23.63
C-001022,P-007300,1,5.98,5.98
C-001023,P-011804,2,67.77,135.54
C-001024,P-002404,1,136.39,136.39
C-001024,P-020252,5,48.65,243.25
C-001024,P-016025,3,90.23,270.69
C-001024,P-033400,2,17.27,34.54
C-001025,P-016749,4,66.38,265.52
C-001025,P-016948,2,39.79,79.58
C-001025,P-048392,3,112.36,337.08
C-001025,P-021606,5,101.6,508.0
C-001025,P-034898,2,62.04,124.08
C-001026,P-006071,3,64.85,194.55
C-001026,P-010408,2,27.85,55.7
C-001026,P-017232,2,41.91,83.82
C-001026,P-040386,3,109.96,329.88
C-001026,P-031396,3,71.55,214.65
C-001027,P-017072,4,135.48,541.92
C-001027,P-004743,1,85.01,85.01
C-001027,P-009234,4,89.46,357.84
C-001028,P-029247,2,42.16,84.32
C-001028,P-021872,1,118.19,118.19
C-001028,P-020203,4,16.18,64.72
C-001029,P-052875,2,81.37,162.74
C-001030,P-030898,5,104.85,524.25
C-001030,P-038591,4,94.89,379.56
C-001030,P-011804,4,67.77,271.08
C-001031,P-035380,5,104.91,524.55
C-001032,P-051179,2,127.32,254.64
C-001032,P-020578,3,95.17,285.51
C-001032,P-032513,5,132.27,661.35
C-001033,P-006912,1,47.01,47.01
C-001034,P-043636,4,124.34,497.36
C-001034,P-042723,3,131.57,394.71
C-001034,P-036488,1,71.37,71.37
C-001035,P-028163,5,146.48,732.4
C-001035,P-026601,2,51.16,102.32
C-001036,P-004909,2,82.65,165.3
C-001036,P-052018,5,34.05,170.25
C-001036,P-051125,2,68.15,136.3
C-001037,P-017349,1,41.65,41.65
C-001037,P-026605,1,37.05,37.05
C-001037,P-052353,1,23.43,23.43
C-001037,P-033911,1,41.89,41.89
C-001037,P-052106,2,33.11,66.22
C-001038,P-013071,2,124.1,248.2
C-001038,P-013711,4,111.65,446.6
C-001038,P-028550,2,103.81,207.62
C-001039,P-038191,2,53.78,107.56
C-001039,P-028795,2,35.88,71.76
C-001039,P-004114,1,61.94,61.94
C-001040,P-040364,4,75.58,302.32
C-001040,P-038774,3,127.62,382.86
C-001040,P-024356,1,7.44,7.44
C-001040,P-053929,4,47.69,190.76
C-001041,P-027927,1,47.21,47.21
C-001041,P-035316,3,11.34,34.02
C-001041,P-000465,3,109.59,328.77
C-001041,P-053161,4,37.18,148.72
C-001042,P-048634,5,59.21,296.05
C-001043,P-024174,4,45.87,183.48
C-001043,P-008913,4,71.6,286.4
C-001044,P-011837,3,152.93,458.79
C-001044,P-047410,5,35.0,175.0
C-001044,P-043091,1,24.4,24.4
C-001044,P-022141,5,61.04,305.2
C-001045,P-052052,2,52.31,104.62
C-001046,P-022756,2,60.53,121.06
C-001046,P-046824,4,69.67,278.68
C-001046,P-030764,5,48.93,244.65
C-001047,P-022870,1,86.61,86.61
C-001047,P-013462,2,100.75,201.5
C-001047,P-050252,1,57.96,57.96
C-001047,P-001273,3,50.97,152.91
C-001047,P-041290,4,136.55,546.2
C-001048,P-026976,4,144.17,576.68
C-001048,P-021858,1,9.37,9.37
C-001048,P-020393,4,138.86,555.44
C-001049,P-026438,3,116.05,348.15
C-001050,P-039559,2,117.64,235.28
C-001050,P-008123,5,140.87,704.35
C-001050,P-027735,3,26.1,78.3
C-001051,P-030498,4,21.26,85.04
C-001051,P-017146,4,67.94,271.76
C-001051,P-037656,5,43.05,215.25
C-001051,P-029920,1,42.03,42.03
C-001051,P-001661,2,48.66,97.32
C-001052,P-047231,4,77.61,310.44
C-001052,P-038081,5,60.3,301.5
C-001052,P-012279,2,101.88,203.76
C-001053,P-031219,2,55.45,110.9
C-001053,P-028145,3,29.25,87.75
C-001054,P-010203,1,61.89,61.89
C-001054,P-029332,3,11.73,35.19
C-001054,P-051372,4,53.21,212.84
C-001055,P-004744,5,72.83,364.15
C-001055,P-001618,2,63.53,127.06
C-001055,P-020603,5,42.29,211.45
C-001056,P-036644,5,121.5,607.5
C-001056,P-048432,4,5.76,23.04
C-001056,P-030389,3,64.3,192.9
C-001056,P-021926,2,85.16,170.32
C-001056,P-006416,1,106.7,106.7
C-001057,P-009056,5,150.19,750.95
C-001057,P-050866,3,125.06,375.18
C-001057,P-030366,3,62.83,188.49
C-001058,P-029708,1,136.6,136.6
C-001058,P-039171,3,40.38,121.14
C-001058,P-005691,3,141.21,423.63
C-001058,P-017287,1,109.47,109.47
C-001059,P-028954,3,31.93,95.79
C-001059,P-049825,4,80.18,320.72
C-001059,P-000106,4,53.43,213.72
C-001059,P-017277,1,94.0,94.0
C-001060,P-041376,2,3.81,7.62
C-001061,P-034761,5,120.1,600.5
C-001061,P-035343,1,67.29,67.29
C-001061,P-025436,5,31.94,159.7
C-001062,P-038151,3,64.66,193.98
C-001063,P-051435,3,54.66,163.98
C-001063,P-019430,1,57.05,57.05
C-001063,P-036839,2,18.45,36.9
C-001063,P-041600,5,54.26,271.3
C-001064,P-010589,5,112.85,564.25
C-001064,P-013559,1,34.89,34.89
C-001064,P-002937,3,12.34,37.02
C-001064,P-045199,3,41.67,125.01
C-001065,P-016596,2,118.86,237.72
C-001066,P-043256,3,102.63,307.89
C-001066,P-047513,1,130.96,130.96
C-001067,P-001021,3,74.16,222.48
C-001067,P-028973,2,51.9,103.8
C-001067,P-012896,3,70.4,211.2
C-001067,P-006179,2,87.49,174.98
C-001068,P-035712,5,141.19,705.95
C-001068,P-000025,5,60.5,302.5
C-001068,P-004897,5,82.11,410.55
C-001068,P-014257,3,24.52,73.56
C-001068,P-032192,1,30.79,30.79
C-001069,P-041003,2,41.42,82.84
C-001069,P-019049,3,41.78,125.34
C-001069,P-012585,2,82.35,164.7
C-001069,P-048317,1,51.89,51.89
C-001070,P-022568,1,66.13,66.13
C-001070,P-046555,5,133.0,665.0
C-001070,P-005405,3,117.36,352.08
C-001071,P-000046,1,61.09,61.09
C-001071,P-049427,4,23.36,93.44
C-001071,P-020158,4,33.87,135.48
C-001071,P-000198,4,34.64,138.56
C-001072,P-024479,2,44.94,89.88
C-001072,P-009551,4,131.4,525.6
C-001072,P-012863,1,114.33,114.33
C-001072,P-004936,2,49.75,99.5
C-001072,P-017098,3,54.92,164.76
C-001073,P-022817,5,25.15,125.75
C-001073,P-033399,1,95.04,95.04
C-001073,P-011977,2,98.54,197.08
C-001074,P-049810,4,81.35,325.4
C-001074,P-028684,2,37.04,74.08
C-001074,P-010366,3,69.14,207.42
C-001074,P-037002,4,25.15,100.6
C-001074,P-038639,4,73.75,295.0
C-001075,P-000531,1,143.34,143.34
C-001075,P-002659,2,51.91,103.82
C-001075,P-017986,4,62.51,250.04
C-001075,P-051238,4,11.7,46.8
C-001075,P-053026,4,38.54,154.16
C-001076,P-047687,1,16.35,16.35
C-001076,P-008178,2,47.36,94.72
C-001077,P-006817,2,138.64,277.28
C-001077,P-040273,5,19.39,96.95
C-001078,P-053247,3,9.44,28.32
C-001078,P-049987,3,117.8,353.4
C-001078,P-018816,3,81.96,245.88
C-001079,P-036422,2,9.23,18.46
C-001079,P-022080,3,134.24,402.72
C-001079,P-044623,2,21.96,43.92
C-001079,P-012705,4,112.17,448.68
C-001079,P-001416,5,64.77,323.85
C-001080,P-013793,3,41.35,124.05
C-001080,P-008864,1,117.95,117.95
C-001080,P-016202,3,90.78,272.34
C-001081,P-019194,3,113.7,341.1
C-001081,P-044063,2,106.29,212.58
C-001081,P-042055,5,36.86,184.3
C-001081,P-031404,2,105.8,211.6
C-001082,P-000168,3,75.58,226.74
C-001082,P-000709,1,10.21,10.21
C-001083,P-029070,4,111.89,447.56
C-001083,P-032490,4,37.55,150.2
C-001084,P-007773,4,117.23,468.92
C-001085,P-042688,1,133.67,133.67
C-001085,P-024163,5,162.61,813.05
C-001085,P-011728,2,109.98,219.96
C-001086,P-017207,5,71.17,355.85
C-001086,P-029390,4,119.04,476.16
C-001086,P-046934,2,37.87,75.74
C-001087,P-033561,2,50.81,101.62
C-001087,P-033882,2,13.24,26.48
C-001087,P-028660,1,116.73,116.73
C-001087,P-031492,1,98.85,98.85
C-001087,P-048880,3,48.71,146.13
C-001088,P-047704,3,59.56,178.68
C-001088,P-025900,3,73.66,220.98
C-001088,P-027620,1,93.81,93.81
C-001089,P-033649,1,58.13,58.13
C-001089,P-038897,3,7.69,23.07
C-001090,P-002732,2,142.53,285.06
C-001091,P-022544,2,46.1,92.2
C-001092,P-004837,4,124.12,496.48
C-001093,P-030399,3,21.62,64.86
C-001093,P-044411,2,118.57,237.14
C-001093,P-033922,2,114.16,228.32
C-001094,P-032142,1,52.94,52.94
C-001094,P-022716,2,90.61,181.22
C-001094,P-050194,2,115.1,230.2
C-001094,P-011813,4,87.37,349.48
C-001095,P-027338,4,99.32,397.28
C-001095,P-026443,5,122.44,612.2
C-001095,P-001329,4,34.54,138.16
C-001095,P-020323,1,19.35,19.35
C-001095,P-025316,2,78.96,157.92
C-001096,P-042027,4,50.57,202.28
C-001096,P-049327,5,88.16,440.8
C-001096,P-008874,4,125.08,500.32
C-001096,P-024987,2,50.45,100.9
C-001097,P-029890,1,112.52,112.52
C-001098,P-034572,2,85.43,170.86
C-001098,P-038667,3,59.82,179.46
C-001098,P-047190,4,152.8,611.2
C-001098,P-003810,4,28.75,115.0
C-001098,P-023736,4,79.96,319.84
C-001099,P-018387,3,48.2,144.6
C-001099,P-022050,5,33.6,168.0
C-001099,P-042787,2,7.46,14.92
C-001100,P-015257,4,123.39,493.56
C-001100,P-041343,3,2.5,7.5
C-001100,P-010498,2,95.65,191.3
C-001100,P-040291,4,126.79,507.16
C-001101,P-015900,4,141.01,564.04
C-001101,P-051255,2,33.79,67.58
C-001101,P-016408,2,41.54,83.08
C-001102,P-014280,2,160.23,320.46
C-001103,P-037999,1,93.4,93.4
C-001103,P-041202,1,75.02,75.02
C-001104,P-001291,2,112.83,225.66
C-001104,P-049386,4,94.39,377.56
C-001105,P-038866,1,79.68,79.68
C-001105,P-010223,4,22.08,88.32
C-001106,P-038422,2,112.68,225.36
C-001107,P-001381,1,129.74,129.74
C-001107,P-039099,5,134.77,673.85
C-001108,P-017971,2,145.83,291.66
C-001108,P-017229,3,57.82,173.46
C-001109,P-022000,3,104.58,313.74
C-001110,P-016717,5,80.74,403.7
C-001111,P-045594,1,100.35,100.35
C-001111,P-042698,4,13.68,54.72
C-001112,P-021064,4,127.71,510.84
C-001112,P-049966,3,32.81,98.43
C-001112,P-013722,1,87.97,87.97
C-001112,P-009270,4,41.31,165.24
C-001112,P-033009,1,87.02,87.02
C-001113,P-012423,4,108.33,433.32
C-001113,P-050587,4,106.13,424.52
C-001113,P-042436,3,16.2,48.6
C-001113,P-031828,3,58.73,176.19
C-001113,P-023687,5,73.9,369.5
C-001114,P-001272,3,26.29,78.87
C-001114,P-006617,3,88.18,264.54
C-001114,P-053794,3,125.36,376.08
C-001114,P-013340,4,123.82,495.28
C-001115,P-027910,4,114.29,457.16
C-001115,P-012825,4,121.46,485.84
C-001115,P-040531,1,76.93,76.93
C-001116,P-027899,3,27.84,83.52
C-001117,P-024523,2,38.87,77.74
C-001117,P-021523,4,124.96,499.84
C-001117,P-040696,5,135.97,679.85
C-001118,P-010161,5,61.44,307.2
C-001118,P-047846,1,44.12,44.12
C-001118,P-031548,1,96.26,96.26
C-001118,P-029627,5,127.7,638.5
C-001118,P-040460,4,127.17,508.68
C-001119,P-050585,3,52.24,156.72
C-001119,P-017996,5,59.47,297.35
C-001119,P-016475,3,125.55,376.65
C-001120,P-017570,4,129.37,517.48
C-001121,P-042432,1,125.58,125.58
C-001121,P-010914,4,141.17,564.68
C-001122,P-027691,2,24.53,49.06
C-001122,P-017330,1,76.48,76.48
C-001122,P-017997,1,105.25,105.25
C-001122,P-041788,1,61.41,61.41
C-001123,P-039266,4,31.1,124.4
C-001123,P-007269,1,83.66,83.66
C-001123,P-044125,4,143.78,575.12
C-001123,P-003089,3,74.46,223.38
C-001124,P-030802,1,59.47,59.47
C-001124,P-048359,1,110.33,110.33
C-001124,P-019819,3,66.79,200.37
C-001124,P-025990,4,123.21,492.84
C-001124,P-040713,5,130.34,651.7
C-001125,P-046285,1,26.51,26.51
C-001126,P-017761,4,62.95,251.8
C-001127,P-048048,4,69.81,279.24
C-001127,P-014745,1,65.27,65.27
C-001127,P-014999,2,20.31,40.62
C-001127,P-031134,3,35.37,106.11
C-001128,P-034673,5,84.36,421.8
C-001128,P-008858,2,92.68,185.36
C-001128,P-044018,4,76.94,307.76
C-001128,P-013911,4,141.62,566.48
C-001129,P-050461,3,42.71,128.13
C-001129,P-021470,4,79.58,318.32
C-001129,P-042857,5,6.43,32.15
C-001129,P-002642,4,5.24,20.96
C-001129,P-037818,2,72.45,144.9
C-001130,P-032672,4,59.19,236.76
C-001131,P-048020,1,96.43,96.43
C-001131,P-051852,5,156.52,782.6
C-001131,P-037242,2,33.74,67.48
C-001131,P-037486,2,41.89,83.78
C-001131,P-019517,1,156.78,156.78
C-001132,P-049054,1,87.39,87.39
C-001133,P-040790,1,161.01,161.01
C-001133,P-031949,1,87.78,87.78
C-001134,P-029136,5,88.53,442.65
C-001134,P-000529,3,131.11,393.33
C-001135,P-005968,3,31.99,95.97
C-001135,P-028422,3,93.16,279.48
C-001135,P-026445,2,86.46,172.92
C-001135,P-007379,4,13.79,55.16
C-001135,P-018254,4,113.39,453.56
C-001136,P-009923,5,4.51,22.55
C-001136,P-022592,2,83.28,166.56
C-001136,P-013894,3,33.82,101.46
C-001137,P-016265,5,51.81,259.05
C-001137,P-026814,2,55.19,110.38
C-001138,P-032345,4,126.01,504.04
C-001138,P-032418,4,24.69,98.76
C-001138,P-035511,2,76.46,152.92
C-001138,P-050145,5,5.7,28.5
C-001139,P-034670,3,104.38,313.14
C-001139,P-025403,1,17.31,17.31
C-001139,P-017864,3,13.12,39.36
C-001139,P-046903,3,65.46,196.38
C-001140,P-029430,2,91.48,182.96
C-001140,P-014190,2,54.89,109.78
C-001141,P-006656,4,38.12,152.48
C-001141,P-030640,2,73.07,146.14
C-001141,P-016531,2,68.4,136.8
C-001142,P-041407,2,113.02,226.04
C-001142,P-018782,2,79.58,159.16
C-001142,P-026863,1,27.16,27.16
C-001142,P-040903,5,101.46,507.3
C-001142,P-051743,1,25.87,25.87
C-001143,P-034512,5,26.6,133.0
C-001143,P-033788,4,46.27,185.08
C-001144,P-033419,1,54.52,54.52
C-001144,P-017125,3,126.42,379.26
C-001144,P-005331,5,6.02,30.1
C-001144,P-042785,4,102.1,408.4
C-001144,P-015038,1,7.52,7.52
C-001145,P-047192,5,106.37,531.85
C-001145,P-011162,2,96.25,192.5
C-001145,P-042817,2,51.97,103.94
C-001146,P-001430,4,57.39,229.56
C-001146,P-018388,4,140.02,560.08
C-001146,P-045067,3,110.66,331.98
C-001146,P-012919,5,80.81,404.05
C-001147,P-048752,2,10.26,20.52
C-001147,P-007536,2,8.17,16.34
C-001148,P-039499,5,86.43,432.15
C-001149,P-019951,1,145.55,145.55
C-001149,P-044434,2,54.83,109.66
C-001149,P-023856,4,69.55,278.2
C-001149,P-044300,4,142.71,570.84
C-001149,P-020747,5,51.69,258.45
C-001150,P-036289,2,7.58,15.16
C-001151,P-035452,5,76.94,384.7
C-001151,P-011255,5,5.17,25.85
C-001151,P-030079,1,125.59,125.59
C-001152,P-046797,4,55.53,222.12
C-001153,P-038777,2,52.58,105.16
C-001154,P-024156,2,12.74,25.48
C-001154,P-024569,2,117.0,234.0
C-001155,P-001539,1,11.83,11.83
C-001155,P-018572,2,17.44,34.88
C-001155,P-004756,5,37.52,187.6
C-001156,P-006518,3,53.52,160.56
C-001156,P-053664,5,26.36,131.8
C-001156,P-026213,3,120.99,362.97
C-001157,P-021347,2,47.23,94.46
C-001157,P-050513,3,31.05,93.15
C-001158,P-041637,1,81.68,81.68
C-001159,P-013479,5,102.4,512.0
C-001159,P-011170,2,51.81,103.62
C-001159,P-042367,4,142.23,568.92
C-001160,P-002312,5,100.61,503.05
C-001160,P-036689,2,55.31,110.62
C-001160,P-021452,4,93.36,373.44
C-001160,P-021663,2,22.84,45.68
C-001161,P-031572,2,124.87,249.74
C-001161,P-007782,5,73.14,365.7
C-001161,P-016604,4,92.05,368.2
C-001161,P-029715,2,80.61,161.22
C-001162,P-032770,5,55.01,275.05
C-001162,P-034907,1,67.44,67.44
C-001163,P-004314,1,44.28,44.28
C-001163,P-043436,2,118.13,236.26
C-001163,P-020773,5,153.91,769.55
C-001163,P-051662,2,5.52,11.04
C-001163,P-026050,5,13.11,65.55
C-001164,P-016577,1,114.51,114.51
C-001165,P-018966,1,120.79,120.79
C-001165,P-032730,2,98.34,196.68
C-001165,P-031458,1,54.2,54.2
C-001165,P-005364,5,11.97,59.85
C-001165,P-003010,1,58.32,58.32
C-001166,P-014026,2,30.27,60.54
C-001166,P-019752,2,60.5,121.0
C-001166,P-050145,4,5.7,22.8
C-001167,P-048168,1,103.91,103.91
C-001167,P-044101,2,121.22,242.44
C-001167,P-025190,3,135.76,407.28
C-001167,P-037510,3,127.34,382.02
C-001167,P-028299,2,113.8,227.6
C-001168,P-015828,5,97.89,489.45
C-001168,P-035175,5,62.37,311.85
C-001168,P-009149,2,103.01,206.02
C-001168,P-020351,4,56.21,224.84
C-001169,P-000920,4,116.49,465.96
C-001169,P-049279,4,40.87,163.48
C-001169,P-039299,2,67.75,135.5
C-001169,P-031325,5,46.35,231.75
C-001170,P-031798,4,89.83,359.32
C-001170,P-052202,1,86.75,86.75
C-001170,P-022352,3,26.81,80.43
C-001170,P-004487,1,37.21,37.21
C-001170,P-042967,4,142.29,569.16
C-001171,P-017393,4,120.87,483.48
C-001172,P-009340,3,5.32,15.96
C-001172,P-020756,4,99.26,397.04
C-001172,P-032151,5,154.58,772.9
C-001173,P-033520,4,31.5,126.0
C-001173,P-033515,3,112.85,338.55
C-001173,P-013328,2,120.37,240.74
C-001173,P-001610,2,108.29,216.58
C-001173,P-038494,1,41.88,41.88
C-001174,P-005334,5,105.83,529.15
C-001174,P-050766,1,122.14,122.14
C-001175,P-049153,1,96.05,96.05
C-001175,P-000088,1,35.84,35.84
C-001175,P-000054,3,93.5,280.5
C-001176,P-045191,3,103.64,310.92
C-001176,P-008010,2,73.62,147.24
C-001176,P-049297,3,73.61,220.83
C-001176,P-039517,1,89.05,89.05
C-001176,P-030229,4,47.18,188.72
C-001177,P-029921,1,11.53,11.53
C-001177,P-005931,3,19.62,58.86
C-001177,P-048109,2,29.96,59.92
C-001178,P-008671,5,153.86,769.3
C-001178,P-002071,1,46.77,46.77
C-001179,P-013208,4,74.09,296.36
C-001179,P-010084,4,86.62,346.48
C-001179,P-030737,5,9.43,47.15
C-001179,P-005625,4,40.06,160.24
C-001180,P-042650,3,7.66,22.98
C-001180,P-014100,3,45.3,135.9
C-001180,P-006577,5,105.21,526.05
C-001181,P-010899,2,74.94,149.88
C-001181,P-014119,3,39.47,118.41
C-001181,P-022515,3,95.6,286.8
C-001182,P-041246,4,53.85,215.4
C-001182,P-037010,2,77.18,154.36
C-001182,P-040467,1,9.7,9.7
C-001182,P-025330,1,95.57,95.57
C-001182,P-022441,2,84.63,169.26
C-001183,P-020823,4,16.47,65.88
C-001183,P-031189,2,125.13,250.26
C-001184,P-019444,5,122.82,614.1
C-001184,P-005068,3,90.8,272.4
C-001184,P-002796,2,49.48,98.96
C-001184,P-023215,1,55.39,55.39
C-001185,P-031998,3,148.66,445.98
C-001185,P-011574,1,109.71,109.71
C-001185,P-014307,3,15.71,47.13
C-001185,P-005242,2,141.03,282.06
C-001186,P-020972,2,53.23,106.46
C-001186,P-024104,4,13.81,55.24
C-001187,P-001114,1,104.6,104.6
C-001187,P-016243,1,136.46,136.46
C-001187,P-013043,5,93.03,465.15
C-001187,P-010548,3,130.85,392.55
C-001187,P-011989,1,22.76,22.76
C-001188,P-028494,2,90.47,180.94
C-001188,P-000184,5,38.45,192.25
C-001188,P-010502,3,17.53,52.59
C-001189,P-049198,2,118.49,236.98
C-001189,P-025985,1,111.46,111.46
C-001189,P-000875,1,146.09,146.09
C-001189,P-036758,4,115.83,463.32
C-001190,P-008912,1,33.45,33.45
C-001190,P-033474,4,94.37,377.48
C-001190,P-022339,3,40.75,122.25
C-001191,P-020326,5,20.12,100.6
C-001191,P-052226,4,23.01,92.04
C-001191,P-009527,1,32.02,32.02
C-001191,P-022194,1,126.56,126.56
C-001192,P-038491,5,106.37,531.85
C-001192,P-015377,5,153.2,766.0
C-001192,P-001143,4,153.89,615.56
C-001192,P-023661,4,139.65,558.6
C-001193,P-031351,5,93.12,465.6
C-001193,P-024624,3,50.42,151.26
C-001193,P-005829,5,78.99,394.95
C-001193,P-004976,5,80.17,400.85
C-001194,P-049633,5,25.09,125.45
C-001195,P-044003,5,129.57,647.85
C-001195,P-043700,4,125.78,503.12
C-001195,P-031121,1,76.97,76.97
C-001195,P-042881,1,137.58,137.58
C-001195,P-021145,1,50.46,50.46
C-001196,P-017090,5,52.91,264.55
C-001196,P-004843,2,6.71,13.42
C-001196,P-038059,4,113.13,452.52
C-001196,P-007665,1,4.45,4.45
C-001196,P-003811,1,33.63,33.63
C-001197,P-015310,2,77.12,154.24
C-001197,P-045041,5,12.88,64.4
C-001197,P-033521,2,125.64,251.28
C-001197,P-037455,1,34.67,34.67
C-001197,P-000073,2,63.74,127.48
C-001198,P-042137,3,45.51,136.53
C-001198,P-000350,5,82.17,410.85
C-001199,P-007172,4,118.09,472.36
C-001199,P-045055,4,114.23,456.92
C-001200,P-012015,1,103.35,103.35
C-001200,P-023155,2,56.2,112.4
C-001200,P-048050,1,24.17,24.17
C-001201,P-029628,3,106.08,318.24
C-001201,P-003573,3,28.35,85.05
C-001201,P-045907,1,110.98,110.98
C-001201,P-009457,5,45.24,226.2
C-001201,P-013913,2,102.43,204.86
