pago_id,venta_id,fecha_cobro,monto_total,metodo_pago,estado_pago
PG-01255,C-001255,2025-06-29,878.45,Transferencia,Completado
PG-01256,C-001256,2025-07-03,622.01,Amazon Pay,Completado
PG-01257,C-001257,2025-07-20,1061.55,Amazon Pay,Completado
PG-01258,C-001258,2025-07-16,424.12,PayPal,Completado
PG-01259,C-001259,2025-06-19,390.7,Transferencia,Completado
PG-01260,C-001260,2025-07-07,327.22,Transferencia,Completado
PG-01261,C-001261,2025-07-14,35.84,Transferencia,Completado
PG-01262,C-001262,2025-06-10,1098.05,Tarjeta,Completado
PG-01263,C-001263,2025-07-07,1629.01,Transferencia,Completado
PG-01264,C-001264,2025-08-01,311.54,PayPal,Completado
PG-01265,C-001265,2025-08-01,245.74,Tarjeta,Completado
PG-01266,C-001266,2025-07-18,1371.15,Tarjeta,Completado
PG-01267,C-001267,2025-08-20,858.47,Tarjeta,Completado
PG-01268,C-001268,2025-07-29,470.84,Tarjeta,Completado
PG-01269,C-001269,2025-05-26,600.54,Tarjeta,Completado
PG-01270,C-001270,2025-06-13 00:00:00,669.01,Tarjeta,Fallido
PG-01271,C-001271,2025-06-16,207.02,Efectivo,Completado
PG-01272,C-001272,2025-06-07,893.37,Tarjeta,Completado
PG-01273,C-001273,2025-08-17 00:00:00,861.91,Tarjeta,Pendiente
PG-01274,C-001274,2025-06-21,668.95,Bizum,Completado
PG-01275,C-001275,2025-07-30,364.71,Efectivo,Completado
PG-01276,C-001276,2025-05-27,474.7,Amazon Pay,Completado
PG-01277,C-001277,2025-08-09,654.75,Transferencia,Completado
PG-01278,C-001278,2025-08-24,1209.26,Transferencia,Completado
PG-01279,C-001279,2025-07-06,878.72,Efectivo,Completado
PG-01280,C-001280,2025-07-07,119.12,Transferencia,Completado
PG-01281,C-001281,2025-06-23,527.26,Tarjeta,Completado
PG-01282,C-001282,2025-07-04,499.62,Tarjeta,Completado
PG-01283,C-001283,2025-06-28,625.27,Amazon Pay,Completado
PG-01284,C-001284,2025-08-22,1243.95,PayPal,Completado
PG-01285,C-001285,2025-08-06,172.3,Amazon Pay,Completado
PG-01286,C-001286,2025-06-12,830.98,Transferencia,Completado
PG-01287,C-001287,2025-06-12,584.7,Transferencia,Completado
PG-01288,C-001288,2025-07-02 00:00:00,976.86,Bizum,Pendiente
PG-01289,C-001289,2025-06-25,733.59,Efectivo,Completado
PG-01290,C-001290,2025-06-06,655.21,Bizum,Completado
PG-01291,C-001291,2025-06-06,726.23,Efectivo,Completado
PG-01292,C-001292,2025-08-03,627.38,Amazon Pay,Completado
PG-01293,C-001293,2025-06-06,725.85,Tarjeta,Completado
PG-01294,C-001294,2025-06-29,424.2,Transferencia,Completado
PG-01295,C-001295,2025-07-23 00:00:00,1053.39,Bizum,Pendiente
PG-01296,C-001296,2025-07-04,283.39,Transferencia,Completado
PG-01297,C-001297,2025-07-31,1233.08,PayPal,Completado
PG-01298,C-001298,2025-08-08,519.25,Transferencia,Completado
PG-01299,C-001299,2025-07-22 00:00:00,647.42,PayPal,Fallido
PG-01300,C-001300,2025-05-30,1148.67,Transferencia,Completado
PG-01301,C-001301,2025-06-30,1020.88,Tarjeta,Completado
PG-01302,C-001302,2025-07-05,50.37,Tarjeta,Completado
PG-01303,C-001303,2025-06-26,279.9,Transferencia,Completado
PG-01304,C-001304,2025-08-10,556.84,Bizum,Completado
PG-01305,C-001305,2025-06-12,28.94,Tarjeta,Completado
PG-01306,C-001306,2025-06-08,492.16,PayPal,Completado
PG-01307,C-001307,2025-07-27,495.2,Transferencia,Completado
PG-01308,C-001308,2025-06-22,443.88,Tarjeta,Completado
PG-01309,C-001309,2025-07-24,831.89,Transferencia,Completado
PG-01310,C-001310,2025-06-03,209.48,Bizum,Completado
PG-01311,C-001311,2025-07-26,272.75,PayPal,Completado
PG-01312,C-001312,2025-07-21,747.51,Tarjeta,Completado
PG-01313,C-001313,2025-06-10,1170.62,Tarjeta,Completado
PG-01314,C-001314,2025-06-20,297.96,Tarjeta,Completado
PG-01315,C-001315,2025-06-19,348.6,Tarjeta,Completado
PG-01316,C-001316,2025-06-19,914.25,Bizum,Completado
PG-01317,C-001317,2025-06-16,81.16,Tarjeta,Completado
PG-01318,C-001318,2025-07-22,10.72,Tarjeta,Completado
PG-01319,C-001319,2025-06-09,1172.47,Bizum,Completado
PG-01320,C-001320,2025-06-02,571.7,PayPal,Completado
PG-01321,C-001321,2025-06-05,1418.01,Tarjeta,Completado
PG-01322,C-001322,2025-05-26,1281.36,Bizum,Completado
PG-01323,C-001323,2025-06-23,333.3,Transferencia,Completado
PG-01324,C-001324,2025-06-20,1158.64,Efectivo,Completado
PG-01325,C-001325,2025-06-21 00:00:00,413.49,Bizum,Pendiente
PG-01326,C-001326,2025-07-23,454.78,Tarjeta,Completado
PG-01327,C-001327,2025-07-18,366.8,Bizum,Completado
PG-01328,C-001328,2025-06-09,1227.51,Transferencia,Completado
PG-01329,C-001329,2025-07-24,460.29,Transferencia,Completado
PG-01330,C-001330,2025-07-27,470.86,Bizum,Completado
PG-01331,C-001331,2025-06-12,302.46,Transferencia,Completado
PG-01332,C-001332,2025-06-15,447.3,Transferencia,Completado
PG-01333,C-001333,2025-05-30 00:00:00,210.44,PayPal,Pendiente
PG-01334,C-001334,2025-06-28 00:00:00,226.86,Efectivo,Pendiente
PG-01335,C-001335,2025-08-08,217.57,Amazon Pay,Completado
PG-01336,C-001336,2025-05-27,745.5,Amazon Pay,Completado
PG-01337,C-001337,2025-07-14,50.53,Transferencia,Completado
PG-01338,C-001338,2025-07-03 00:00:00,352.19,Efectivo,Pendiente
PG-01339,C-001339,2025-07-23,227.29,Tarjeta,Completado
PG-01340,C-001340,2025-08-01,563.2,Amazon Pay,Completado
PG-01341,C-001341,2025-08-21,646.96,Bizum,Completado
PG-01342,C-001342,2025-08-24,179.41,Efectivo,Completado
PG-01343,C-001343,2025-07-21,1880.84,Tarjeta,Completado
PG-01344,C-001344,2025-07-09,299.54,Tarjeta,Completado
PG-01345,C-001345,2025-07-16,284.14,Transferencia,Completado
PG-01346,C-001346,2025-07-10,91.96,Tarjeta,Completado
PG-01347,C-001347,2025-06-27,28.15,Transferencia,Completado
PG-01348,C-001348,2025-08-01,840.5,Efectivo,Completado
PG-01349,C-001349,2025-08-08,1069.88,Amazon Pay,Completado
PG-01350,C-001350,2025-06-02,1073.22,Transferencia,Completado
PG-01351,C-001351,2025-07-05,1104.56,Tarjeta,Completado
PG-01352,C-001352,2025-07-03,624.14,Tarjeta,Completado
PG-01353,C-001353,2025-07-30,649.28,Tarjeta,Completado
PG-01354,C-001354,2025-08-02,79.62,Tarjeta,Completado
PG-01355,C-001355,2025-07-10,122.55,Amazon Pay,Completado
PG-01356,C-001356,2025-07-06 00:00:00,635.9,Efectivo,Fallido
PG-01357,C-001357,2025-07-28,188.64,Tarjeta,Completado
PG-01358,C-001358,2025-07-10,1934.45,Tarjeta,Completado
PG-01359,C-001359,2025-05-31,727.46,Transferencia,Completado
PG-01360,C-001360,2025-07-13,439.95,Tarjeta,Completado
PG-01361,C-001361,2025-07-20,1381.1,Efectivo,Completado
PG-01362,C-001362,2025-05-30,340.39,Transferencia,Completado
PG-01363,C-001363,2025-08-04,964.72,Tarjeta,Completado
PG-01364,C-001364,2025-07-03,685.42,Transferencia,Completado
PG-01365,C-001365,2025-08-12,969.61,Bizum,Completado
PG-01366,C-001366,2025-07-10,1378.09,PayPal,Completado
PG-01367,C-001367,2025-07-05,1013.36,Amazon Pay,Completado
PG-01368,C-001368,2025-08-22,811.46,Efectivo,Completado
PG-01369,C-001369,2025-08-18 00:00:00,497.92,PayPal,Fallido
PG-01370,C-001370,2025-06-21,575.31,PayPal,Completado
PG-01371,C-001371,2025-07-30,1014.72,PayPal,Completado
PG-01372,C-001372,2025-07-16,107.58,Bizum,Completado
PG-01373,C-001373,2025-07-07 00:00:00,79.26,Tarjeta,Pendiente
PG-01374,C-001374,2025-08-22,530.87,Efectivo,Completado
PG-01375,C-001375,2025-05-26,472.72,PayPal,Completado
PG-01376,C-001376,2025-08-15,1045.51,Tarjeta,Completado
PG-01377,C-001377,2025-07-17,1635.75,Amazon Pay,Completado
PG-01378,C-001378,2025-06-16,1120.74,Transferencia,Completado
PG-01379,C-001379,2025-08-12,195.3,Tarjeta,Completado
PG-01380,C-001380,2025-05-26,457.54,Bizum,Completado
PG-01381,C-001381,2025-06-25,589.12,Tarjeta,Completado
PG-01382,C-001382,2025-06-17,147.28,Tarjeta,Completado
PG-01383,C-001383,2025-06-13 00:00:00,636.96,Tarjeta,Fallido
PG-01384,C-001384,2025-08-22,470.46,PayPal,Completado
PG-01385,C-001385,2025-08-21,553.61,Tarjeta,Completado
PG-01386,C-001386,2025-08-08,116.56,Tarjeta,Completado
PG-01387,C-001387,2025-08-10,1186.96,Tarjeta,Completado
PG-01388,C-001388,2025-06-14,395.36,Amazon Pay,Completado
PG-01389,C-001389,2025-06-26,471.83,Transferencia,Completado
PG-01390,C-001390,2025-08-07,1132.71,Transferencia,Completado
PG-01391,C-001391,2025-06-09 00:00:00,267.92,Tarjeta,Fallido
PG-01392,C-001392,2025-08-11,1081.03,Amazon Pay,Completado
PG-01393,C-001393,2025-06-09,88.31,Tarjeta,Completado
PG-01394,C-001394,2025-06-15 00:00:00,959.58,Tarjeta,Pendiente
PG-01395,C-001395,2025-07-04,555.94,Transferencia,Completado
PG-01396,C-001396,2025-07-20,274.28,PayPal,Completado
PG-01397,C-001397,2025-07-26,1049.06,Transferencia,Completado
PG-01398,C-001398,2025-07-03,1231.48,Tarjeta,Completado
PG-01399,C-001399,2025-08-15 00:00:00,1535.33,Tarjeta,Pendiente
PG-01400,C-001400,2025-08-06,943.52,Transferencia,Completado
PG-01401,C-001401,2025-07-06,630.92,PayPal,Completado
PG-01402,C-001402,2025-07-13,10.16,Transferencia,Completado
PG-01403,C-001403,2025-08-18,468.77,Tarjeta,Completado
PG-01404,C-001404,2025-06-18 00:00:00,885.71,Transferencia,Pendiente
PG-01405,C-001405,2025-06-26,419.94,Efectivo,Completado
PG-01406,C-001406,2025-08-20,1038.98,Transferencia,Completado
PG-01407,C-001407,2025-08-22,604.41,PayPal,Completado
PG-01408,C-001408,2025-07-07,310.96,Transferencia,Completado
PG-01409,C-001409,2025-08-19,604.22,Transferencia,Completado
PG-01410,C-001410,2025-08-16 00:00:00,197.39,Tarjeta,Fallido
PG-01411,C-001411,2025-06-08,65.04,Tarjeta,Completado
PG-01412,C-001412,2025-07-06,469.35,Efectivo,Completado
PG-01413,C-001413,2025-05-29,888.97,Efectivo,Completado
PG-01414,C-001414,2025-08-09,673.69,Tarjeta,Completado
PG-01415,C-001415,2025-07-14 00:00:00,1251.01,Tarjeta,Pendiente
PG-01416,C-001416,2025-07-26,295.3,Bizum,Completado
PG-01417,C-001417,2025-06-27,454.49,Transferencia,Completado
PG-01418,C-001418,2025-06-28 00:00:00,656.63,PayPal,Pendiente
PG-01419,C-001419,2025-07-05,1220.76,Bizum,Completado
PG-01420,C-001420,2025-05-28,1078.78,Transferencia,Completado
PG-01421,C-001421,2025-06-13,472.23,Tarjeta,Completado
PG-01422,C-001422,2025-06-07,721.35,Tarjeta,Completado
PG-01423,C-001423,2025-08-20,1214.43,Bizum,Completado
PG-01424,C-001424,2025-08-05,333.04,PayPal,Completado
PG-01425,C-001425,2025-06-17,818.49,Efectivo,Completado
PG-01426,C-001426,2025-06-29,1472.68,Transferencia,Completado
PG-01427,C-001427,2025-07-25,789.0,Tarjeta,Completado
PG-01428,C-001428,2025-07-03 00:00:00,359.99,Tarjeta,Fallido
PG-01429,C-001429,2025-07-10 00:00:00,927.64,Tarjeta,Pendiente
PG-01430,C-001430,2025-07-20,104.46,Tarjeta,Completado
PG-01431,C-001431,2025-08-09,115.35,Efectivo,Completado
PG-01432,C-001432,2025-07-15,470.6,Tarjeta,Completado
PG-01433,C-001433,2025-08-10,779.4,Amazon Pay,Completado
PG-01434,C-001434,2025-06-22,1542.52,Tarjeta,Completado
PG-01435,C-001435,2025-07-09,58.7,Transferencia,Completado
PG-01436,C-001436,2025-06-25,412.39,PayPal,Completado
PG-01437,C-001437,2025-08-05,85.04,Transferencia,Completado
PG-01438,C-001438,2025-08-20,909.01,Tarjeta,Completado
PG-01439,C-001439,2025-08-01,417.16,Efectivo,Completado
PG-01440,C-001440,2025-07-22,878.78,Tarjeta,Completado
PG-01441,C-001441,2025-07-29,783.49,Transferencia,Completado
PG-01442,C-001442,2025-07-28 00:00:00,673.1,Tarjeta,Fallido
PG-01443,C-001443,2025-08-04,499.44,Transferencia,Completado
PG-01444,C-001444,2025-05-31,665.57,Bizum,Completado
PG-01445,C-001445,2025-07-31,457.5,Transferencia,Completado
PG-01446,C-001446,2025-07-17 00:00:00,771.17,Tarjeta,Pendiente
PG-01447,C-001447,2025-08-22,1014.13,Tarjeta,Completado
PG-01448,C-001448,2025-08-08,831.5,Tarjeta,Completado
PG-01449,C-001449,2025-07-18 00:00:00,156.75,Bizum,Pendiente
PG-01450,C-001450,2025-06-30 00:00:00,77.4,Transferencia,Pendiente
PG-01451,C-001451,2025-07-03,491.86,Transferencia,Completado
PG-01452,C-001452,2025-06-11,237.25,Tarjeta,Completado
PG-01453,C-001453,2025-08-13,1007.66,Tarjeta,Completado
PG-01454,C-001454,2025-08-04,768.19,Tarjeta,Completado
PG-01455,C-001455,2025-05-28,368.0,Amazon Pay,Completado
PG-01456,C-001456,2025-08-15,494.71,Transferencia,Completado
PG-01457,C-001457,2025-06-10,289.67,Tarjeta,Completado
PG-01458,C-001458,2025-07-23,133.38,Transferencia,Completado
PG-01459,C-001459,2025-08-19,264.86,Efectivo,Completado
PG-01460,C-001460,2025-08-16,450.12,Transferencia,Completado
PG-01461,C-001461,2025-07-13 00:00:00,1809.07,Efectivo,Fallido
PG-01462,C-001462,2025-07-30,715.37,PayPal,Completado
PG-01463,C-001463,2025-08-09,971.64,PayPal,Completado
PG-01464,C-001464,2025-07-16,77.8,Tarjeta,Completado
PG-01465,C-001465,2025-07-05,248.91,Transferencia,Completado
PG-01466,C-001466,2025-08-20 00:00:00,807.11,Tarjeta,Fallido
PG-01467,C-001467,2025-07-22,1538.45,Bizum,Completado
PG-01468,C-001468,2025-07-13 00:00:00,545.19,Transferencia,Pendiente
PG-01469,C-001469,2025-06-23,195.36,Transferencia,Completado
PG-01470,C-001470,2025-08-12,328.17,Tarjeta,Completado
PG-01471,C-001471,2025-08-05,233.52,Transferencia,Completado
PG-01472,C-001472,2025-07-15,34.75,Tarjeta,Completado
PG-01473,C-001473,2025-08-17,488.8,Tarjeta,Completado
PG-01474,C-001474,2025-06-25,1181.77,Efectivo,Completado
PG-01475,C-001475,2025-06-13,967.19,Efectivo,Completado
PG-01476,C-001476,2025-07-10,503.93,Tarjeta,Completado
PG-01477,C-001477,2025-06-04,527.24,Efectivo,Completado
PG-01478,C-001478,2025-08-01,310.92,Tarjeta,Completado
PG-01479,C-001479,2025-08-04,404.0,Tarjeta,Completado
PG-01480,C-001480,2025-08-16,417.73,Tarjeta,Completado
PG-01481,C-001481,2025-07-14,272.4,Efectivo,Completado
PG-01482,C-001482,2025-08-10,1011.26,PayPal,Completado
PG-01483,C-001483,2025-08-23,554.13,Tarjeta,Completado
PG-01484,C-001484,2025-08-16,512.55,Transferencia,Completado
PG-01485,C-001485,2025-08-19,521.27,Amazon Pay,Completado
PG-01486,C-001486,2025-08-04,506.79,Tarjeta,Completado
PG-01487,C-001487,2025-06-22,629.54,Bizum,Completado
PG-01488,C-001488,2025-06-24,65.69,PayPal,Completado
PG-01489,C-001489,2025-07-19,428.95,Transferencia,Completado
PG-01490,C-001490,2025-07-13,1217.25,Efectivo,Completado
PG-01491,C-001491,2025-08-01,1281.98,PayPal,Completado
PG-01492,C-001492,2025-07-24,677.19,Transferencia,Completado
PG-01493,C-001493,2025-07-26,651.1,Transferencia,Completado
PG-01494,C-001494,2025-08-07 00:00:00,548.95,Tarjeta,Pendiente
PG-01495,C-001495,2025-06-18,396.31,Transferencia,Completado
PG-01496,C-001496,2025-07-12,1061.2,Tarjeta,Completado
PG-01497,C-001497,2025-08-01,130.36,Transferencia,Completado
PG-01498,C-001498,2025-06-26,126.39,Amazon Pay,Completado
PG-01499,C-001499,2025-08-24,356.6,Transferencia,Completado
PG-01500,C-001500,2025-07-21 00:00:00,916.09,PayPal,Fallido
PG-01501,C-001501,2025-06-01,516.4,Tarjeta,Completado
PG-01502,C-001502,2025-07-05,1377.21,Transferencia,Completado
PG-01503,C-001503,2025-08-15,1148.19,PayPal,Completado
PG-01504,C-001504,2025-07-27,44.85,Bizum,Completado
PG-01505,C-001505,2025-07-02,427.05,Efectivo,Completado
PG-01506,C-001506,2025-08-01 00:00:00,121.35,Transferencia,Pendiente
PG-01507,C-001507,2025-06-22,1095.45,Transferencia,Completado
PG-01508,C-001508,2025-07-09,1126.75,Transferencia,Completado
PG-01509,C-001509,2025-07-24,31.24,Tarjeta,Completado
PG-01510,C-001510,2025-08-11,422.93,Bizum,Completado
PG-01511,C-001511,2025-08-16,971.86,PayPal,Completado
PG-01512,C-001512,2025-07-12 00:00:00,156.55,PayPal,Fallido
PG-01513,C-001513,2025-08-09,87.55,Bizum,Completado
PG-01514,C-001514,2025-07-31,600.49,Tarjeta,Completado
PG-01515,C-001515,2025-06-15 00:00:00,1315.69,Transferencia,Pendiente
PG-01516,C-001516,2025-08-07,155.35,PayPal,Completado
PG-01517,C-001517,2025-07-05,1374.59,Bizum,Completado
PG-01518,C-001518,2025-06-11,1638.22,PayPal,Completado
PG-01519,C-001519,2025-06-06 00:00:00,802.3,Tarjeta,Pendiente
PG-01520,C-001520,2025-07-15,182.38,Transferencia,Completado
PG-01521,C-001521,2025-06-19,147.3,Amazon Pay,Completado
PG-01522,C-001522,2025-08-02,967.36,PayPal,Completado
PG-01523,C-001523,2025-08-12 00:00:00,284.45,Tarjeta,Pendiente
PG-01524,C-001524,2025-06-25,303.87,Efectivo,Completado
PG-01525,C-001525,2025-08-17,581.4,Efectivo,Completado
PG-01526,C-001526,2025-08-15,108.28,Transferencia,Completado
PG-01527,C-001527,2025-07-21,368.61,Transferencia,Completado
PG-01528,C-001528,2025-08-08,63.52,Tarjeta,Completado
PG-01529,C-001529,2025-06-17,735.15,Amazon Pay,Completado
PG-01530,C-001530,2025-07-09,498.22,PayPal,Completado
PG-01531,C-001531,2025-06-21,743.93,Efectivo,Completado
PG-01532,C-001532,2025-08-21,279.29,Efectivo,Completado
PG-01533,C-001533,2025-08-24,416.31,Efectivo,Completado
PG-01534,C-001534,2025-08-14,31.39,PayPal,Completado
PG-01535,C-001535,2025-06-10 00:00:00,527.48,Efectivo,Pendiente
PG-01536,C-001536,2025-07-13,1339.59,Bizum,Completado
PG-01537,C-001537,2025-06-06,448.07,Transferencia,Completado
PG-01538,C-001538,2025-07-11,92.16,Transferencia,Completado
PG-01539,C-001539,2025-07-15,848.15,Transferencia,Completado
PG-01540,C-001540,2025-05-29,346.08,Amazon Pay,Completado
PG-01541,C-001541,2025-07-22 00:00:00,995.24,Tarjeta,Pendiente
PG-01542,C-001542,2025-05-28 00:00:00,686.27,Tarjeta,Pendiente
PG-01543,C-001543,2025-08-17 00:00:00,288.32,Transferencia,Fallido
PG-01544,C-001544,2025-08-10,550.6,Transferencia,Completado
PG-01545,C-001545,2025-06-15,1593.05,Efectivo,Completado
PG-01546,C-001546,2025-06-16,632.0,Tarjeta,Completado
PG-01547,C-001547,2025-08-12,860.71,Tarjeta,Completado
PG-01548,C-001548,2025-06-01,389.74,Efectivo,Completado
PG-01549,C-001549,2025-06-17,462.51,Transferencia,Completado
PG-01550,C-001550,2025-06-03,404.86,Tarjeta,Completado
PG-01551,C-001551,2025-07-05,1038.62,Transferencia,Completado
PG-01552,C-001552,2025-07-08,1192.99,Amazon Pay,Completado
PG-01553,C-001553,2025-08-03 00:00:00,623.5,Transferencia,Fallido
PG-01554,C-001554,2025-07-13,751.12,Tarjeta,Completado
PG-01555,C-001555,2025-07-04,48.54,PayPal,Completado
PG-01556,C-001556,2025-07-04,393.69,Transferencia,Completado
PG-01557,C-001557,2025-08-24,958.02,Transferencia,Completado
PG-01558,C-001558,2025-08-14,765.29,Tarjeta,Completado
PG-01559,C-001559,2025-06-24,641.37,PayPal,Completado
PG-01560,C-001560,2025-07-23,472.15,Efectivo,Completado
PG-01561,C-001561,2025-06-06,1169.15,Tarjeta,Completado
PG-01562,C-001562,2025-07-24,1667.3,Tarjeta,Completado
PG-01563,C-001563,2025-05-27,171.6,Transferencia,Completado
PG-01564,C-001564,2025-08-11,1708.16,Tarjeta,Completado
PG-01565,C-001565,2025-07-31,204.98,Transferencia,Completado
PG-01566,C-001566,2025-07-06,810.31,Transferencia,Completado
PG-01567,C-001567,2025-08-08,497.13,Amazon Pay,Completado
PG-01568,C-001568,2025-08-02,104.7,Transferencia,Completado
PG-01569,C-001569,2025-08-11,1585.53,PayPal,Completado
PG-01570,C-001570,2025-07-21 00:00:00,830.47,Bizum,Pendiente
PG-01571,C-001571,2025-05-27,481.68,Tarjeta,Completado
PG-01572,C-001572,2025-07-25,335.6,Transferencia,Completado
PG-01573,C-001573,2025-06-14,782.42,Tarjeta,Completado
PG-01574,C-001574,2025-07-21,266.17,PayPal,Completado
PG-01575,C-001575,2025-06-27,486.87,Tarjeta,Completado
PG-01576,C-001576,2025-08-02,589.89,Amazon Pay,Completado
PG-01577,C-001577,2025-06-28,697.84,Tarjeta,Completado
PG-01578,C-001578,2025-06-17,157.3,Transferencia,Completado
PG-01579,C-001579,2025-07-05,1320.69,Tarjeta,Completado
PG-01580,C-001580,2025-06-07,98.97,Transferencia,Completado
PG-01581,C-001581,2025-07-06 00:00:00,970.41,Bizum,Fallido
PG-01582,C-001582,2025-06-07,395.76,Transferencia,Completado
PG-01583,C-001583,2025-07-09,65.12,Transferencia,Completado
PG-01584,C-001584,2025-08-21,324.9,Transferencia,Completado
PG-01585,C-001585,2025-07-24 00:00:00,561.66,Tarjeta,Pendiente
PG-01586,C-001586,2025-07-18,302.57,Transferencia,Completado
PG-01587,C-001587,2025-08-16,750.01,Transferencia,Completado
PG-01588,C-001588,2025-08-09,292.92,Transferencia,Completado
PG-01589,C-001589,2025-06-29,679.7,Tarjeta,Completado
PG-01590,C-001590,2025-06-03,124.99,Transferencia,Completado
PG-01591,C-001591,2025-07-30,125.68,Transferencia,Completado
PG-01592,C-001592,2025-08-01,33.56,Bizum,Completado
PG-01593,C-001593,2025-08-12,393.87,Transferencia,Completado
PG-01594,C-001594,2025-07-08,827.91,Efectivo,Completado
PG-01595,C-001595,2025-07-11,853.15,PayPal,Completado
PG-01596,C-001596,2025-08-04 00:00:00,359.6,Efectivo,Fallido
PG-01597,C-001597,2025-07-29,942.03,Transferencia,Completado
PG-01598,C-001598,2025-07-23,296.95,Amazon Pay,Completado
PG-01599,C-001599,2025-06-05,882.68,Tarjeta,Completado
PG-01600,C-001600,2025-08-12,656.09,Transferencia,Completado
PG-01601,C-001601,2025-06-13 00:00:00,610.25,Transferencia,Pendiente
PG-01602,C-001602,2025-05-31,1355.09,PayPal,Completado
PG-01603,C-001603,2025-08-23,667.49,Transferencia,Completado
PG-01604,C-001604,2025-08-09,232.35,Transferencia,Completado
PG-01605,C-001605,2025-06-06 00:00:00,226.79,Bizum,Fallido
PG-01606,C-001606,2025-07-20,351.33,Transferencia,Completado
PG-01607,C-001607,2025-07-08,596.09,Efectivo,Completado
PG-01608,C-001608,2025-07-31,1451.54,PayPal,Completado
PG-01609,C-001609,2025-07-26,1431.8,PayPal,Completado
PG-01610,C-001610,2025-07-25,174.45,Tarjeta,Completado
PG-01611,C-001611,2025-08-05,420.26,Amazon Pay,Completado
PG-01612,C-001612,2025-06-15,475.66,Tarjeta,Completado
PG-01613,C-001613,2025-06-05,804.45,Tarjeta,Completado
PG-01614,C-001614,2025-05-27,146.76,Transferencia,Completado
PG-01615,C-001615,2025-08-16,1162.06,Tarjeta,Completado
PG-01616,C-001616,2025-06-22,223.08,Tarjeta,Completado
PG-01617,C-001617,2025-06-15,991.53,Efectivo,Completado
PG-01618,C-001618,2025-08-23,301.68,Tarjeta,Completado
PG-01619,C-001619,2025-07-24,28.12,Bizum,Completado
PG-01620,C-001620,2025-08-21,1060.81,Tarjeta,Completado
PG-01621,C-001621,2025-06-25,302.43,Tarjeta,Completado
PG-01622,C-001622,2025-07-02 00:00:00,1359.11,Tarjeta,Fallido
PG-01623,C-001623,2025-06-14,601.81,Transferencia,Completado
PG-01624,C-001624,2025-06-16,1495.08,Tarjeta,Completado
PG-01625,C-001625,2025-07-20,834.45,Bizum,Completado
PG-01626,C-001626,2025-07-16 00:00:00,117.16,Amazon Pay,Fallido
PG-01627,C-001627,2025-05-28 00:00:00,234.45,Transferencia,Pendiente
PG-01628,C-001628,2025-06-20 00:00:00,1180.93,Efectivo,Pendiente
PG-01629,C-001629,2025-08-08,579.86,Tarjeta,Completado
PG-01630,C-001630,2025-05-29 00:00:00,1316.68,Tarjeta,Pendiente
PG-01631,C-001631,2025-06-21,643.48,Transferencia,Completado
PG-01632,C-001632,2025-07-31,515.2,Tarjeta,Completado
PG-01633,C-001633,2025-05-31,824.86,PayPal,Completado
PG-01634,C-001634,2025-08-19,461.55,Tarjeta,Completado
PG-01635,C-001635,2025-06-06 00:00:00,64.08,Efectivo,Pendiente
PG-01636,C-001636,2025-06-29,650.72,Tarjeta,Completado
PG-01637,C-001637,2025-06-18,1058.3,Transferencia,Completado
PG-01638,C-001638,2025-05-29,1389.48,Tarjeta,Completado
PG-01639,C-001639,2025-08-02,980.86,PayPal,Completado
PG-01640,C-001640,2025-05-28,429.18,Tarjeta,Completado
PG-01641,C-001641,2025-08-22,1466.39,Transferencia,Completado
PG-01642,C-001642,2025-06-22,610.12,Tarjeta,Completado
PG-01643,C-001643,2025-08-09,24.33,Efectivo,Completado
PG-01644,C-001644,2025-08-06,1168.76,Tarjeta,Completado
PG-01645,C-001645,2025-08-01,836.14,Efectivo,Completado
PG-01646,C-001646,2025-08-07,34.06,Amazon Pay,Completado
PG-01647,C-001647,2025-08-17,504.85,Transferencia,Completado
PG-01648,C-001648,2025-08-22,327.93,Transferencia,Completado
PG-01649,C-001649,2025-08-04,954.51,PayPal,Completado
PG-01650,C-001650,2025-06-07,716.3,Tarjeta,Completado
PG-01651,C-001651,2025-06-28,635.13,Transferencia,Completado
PG-01652,C-001652,2025-07-03,690.49,Tarjeta,Completado
PG-01653,C-001653,2025-05-31,459.75,Amazon Pay,Completado
PG-01654,C-001654,2025-07-16,552.51,Bizum,Completado
PG-01655,C-001655,2025-06-21,883.84,Tarjeta,Completado
PG-01656,C-001656,2025-08-13,1222.62,Bizum,Completado
PG-01657,C-001657,2025-06-03,764.45,Bizum,Completado
PG-01658,C-001658,2025-06-19,230.14,Transferencia,Completado
PG-01659,C-001659,2025-07-01,300.16,Transferencia,Completado
PG-01660,C-001660,2025-07-06,250.34,Tarjeta,Completado
PG-01661,C-001661,2025-08-08,1572.24,Tarjeta,Completado
PG-01662,C-001662,2025-07-05,813.58,Tarjeta,Completado
PG-01663,C-001663,2025-08-01,29.61,Tarjeta,Completado
PG-01664,C-001664,2025-08-15 00:00:00,108.97,PayPal,Pendiente
PG-01665,C-001665,2025-08-22,548.7,Transferencia,Completado
PG-01666,C-001666,2025-07-20,183.0,Transferencia,Completado
PG-01667,C-001667,2025-06-30,283.04,PayPal,Completado
PG-01668,C-001668,2025-08-12,1222.39,Transferencia,Completado
PG-01669,C-001669,2025-07-16,159.81,PayPal,Completado
PG-01670,C-001670,2025-06-04,564.15,Transferencia,Completado
PG-01671,C-001671,2025-07-14,1198.88,Amazon Pay,Completado
