purchase_id,branch_id,client_id,fecha,canal,metodo_pago,employee_id,total
c_002652,SUC-35,CL-5703,2025-05-26,Amazon,Bizum,EMP-96,721.08
C-002653,SUC-47,CL-8250,2025-07-30,Instagram,Efectivo,EMP-33,1222.84
C-002654,SUC-7,CL-5268,2025-07-13,Página Web,Bizum,EMP-32,358.87
c_002655,SUC-40,CL-6920,2025-08-17,Instagram,Amazon Pay,,851.64
C-002656,SUC-23,CL-2890,2025-07-11,Distribuidor,Bizum,EMP-82,54.61
c_002657,SUC-30,CL-6366,2025-06-02,Distribuidor,Amazon Pay,EMP-31,598.63
C-002658,SUC-40,CL-2482,2025-08-14,Página Web,Transferencia,EMP-17,1088.68
C-002659,SUC-30,CL-1654,2025-07-29,Distribuidor,Amazon Pay,EMP-78,1171.32
C-002660,SUC-6,CL-3173,2026-01-01,Página Web,Amazon Pay,EMP-30,916.8
c_002661,SUC-42,CL-6729,2025-06-21,Instagram,Amazon Pay,EMP-84,813.98
C-002662,SUC-37,CL-5466,2025-08-21,Amazon,Amazon Pay,EMP-2,188.34
c_002663,SUC-50,CL-6390,2025-07-28,Amazon,Transferencia,EMP-20,979.03
C-002664,SUC-28,CL-4836,2025-08-03,Distribuidor,Transferencia,EMP-60,561.39
c_002665,SUC-24,CL-7060,2025-06-20,Página Web,Transferencia,EMP-74,789.32
C-002666,SUC-7,CL-1302,2025-08-09,Instagram,Efectivo,EMP-71,799.44
c_002667,SUC-33,CL-1664,2025-08-01,Instagram,Transferencia,EMP-55,820.73
C-002668,SUC-35,CL-8245,2025-06-06,Página Web,Amazon Pay,EMP-42,637.21
c_002669,SUC-41,CL-220,2025-08-03,Amazon,Amazon Pay,EMP-23,375.08
C-002670,SUC-19,CL-2001,2025-08-21,Amazon,Efectivo,EMP-92,-214.815297446679
c_002671,SUC-3,CL-1455,2025-08-07,Página Web,PayPal,EMP-33,306.85
c_002672,SUC-24,CL-4066,2025-05-28,Presencial,Tarjeta,EMP-33,63.16
c_002673,SUC-7,CL-1504,2025-07-04,Presencial,Efectivo,EMP-23,1291.38
C-002674,SUC-43,CL-3264,2025-07-06,Página Web,PayPal,EMP-50,1461.02
c_002675,SUC-34,CL-6414,2025-07-21,Presencial,,EMP-49,542.93
c_002676,SUC-17,CL-8310,2025-07-15,Amazon,Tarjeta,EMP-87,11.13
C-002677,SUC-50,CL-7668,2025-07-03,Amazon,Amazon Pay,EMP-97,899.99
c_002678,SUC-33,CL-2877,2025-08-13,Presencial,Bizum,EMP-43,1315.39
C-002679,SUC-36,CL-1933,2025-06-19,Instagram,Transferencia,EMP-45,470.64
C-002680,SUC-9,,2025-07-16,,Amazon Pay,EMP-44,968.43
C-002681,SUC-12,CL-1155,2025-07-14,Página Web,Transferencia,EMP-96,1475.66
C-002682,SUC-22,CL-1163,2025-08-15,Página Web,Amazon Pay,EMP-34,196.85
c_002683,SUC-13,CL-7499,2025-07-13,Página Web,Tarjeta,EMP-49,1451.29
c_002684,SUC-21,CL-3735,2025-06-24,Amazon,PayPal,EMP-77,427.36
C-002685,SUC-9,CL-6921,2025-08-03,Amazon,PayPal,EMP-75,1173.03
C-002686,SUC-21,CL-8246,2025-08-13,Página Web,Amazon Pay,EMP-45,1464.43
c_002687,SUC-34,CL-1187,2025-07-06,Distribuidor,Transferencia,EMP-43,1292.3
C-002688,SUC-50,CL-9672,2025-06-18,Presencial,Transferencia,EMP-59,182.49
C-002689,SUC-46,CL-8043,2025-08-06,Instagram,Transferencia,EMP-15,1498.65
C-002690,SUC-8,CL-4053,2025-07-09,Instagram,PayPal,EMP-29,65.99
c_002691,SUC-16,CL-5182,2025-06-11,Página Web,Transferencia,EMP-50,1025.75
C-002692,SUC-38,CL-445,2025-07-27,Distribuidor,Transferencia,EMP-42,1270.31
C-002693,SUC-40,CL-4018,2025-07-30,Presencial,Bizum,EMP-68,159.03
C-002694,SUC-23,CL-301,2025-06-10,Distribuidor,Tarjeta,EMP-81,1004.09
C-002695,SUC-29,CL-3968,2026-01-01,Amazon,Efectivo,EMP-30,1453.37
C-002696,SUC-16,CL-3659,2025-07-20,Distribuidor,PayPal,EMP-65,201.17
C-002697,SUC-9,CL-4002,2025-06-07,Distribuidor,PayPal,EMP-30,1288.52
C-002698,SUC-37,CL-6727,2025-06-15,Página Web,PayPal,EMP-42,288.43
C-002699,SUC-42,CL-6904,2025-08-17,Página Web,Amazon Pay,EMP-97,1229.63
,SUC-48,CL-7165,2025-07-23,TikTok,,,
C-002701,SUC-33,CL-6278,2025-06-15,Instagram,Tarjeta,EMP-51,1248.8
C-002702,SUC-45,CL-5256,2025-07-25,Presencial,Transferencia,EMP-22,31.51
C-002703,SUC-20,CL-7926,2025-07-22,Instagram,Amazon Pay,EMP-85,540.63
c_002704,SUC-11,CL-536,2025-08-20,Amazon,PayPal,EMP-8,380.02
C-002705,SUC-46,CL-5020,2025-06-25,Amazon,Amazon Pay,EMP-37,31.84
c_002706,SUC-44,CL-509,2025-07-20,Distribuidor,Bizum,EMP-88,1241.2
C-002707,SUC-24,CL-9478,2025-07-18,Página Web,Tarjeta,EMP-92,1397.64
c_002708,SUC-26,CL-2661,2025-07-06,Instagram,Transferencia,EMP-51,1490.89
c_002709,SUC-4,CL-8312,2025-06-03,Presencial,Bizum,EMP-81,769.6
c_002710,SUC-46,CL-7462,2025-07-30,Distribuidor,Bizum,EMP-83,485.36
c_002711,SUC-35,CL-3212,2025-07-22,Distribuidor,Amazon Pay,EMP-36,20.21
C-002712,SUC-49,CL-6474,2025-07-06,Amazon,Transferencia,EMP-77,148.48
C-002713,SUC-2,CL-3889,2025-08-10,Página Web,Amazon Pay,EMP-91,186.21
C-002714,SUC-5,CL-6396,2025-06-01,Distribuidor,Amazon Pay,EMP-38,672.59
C-002715,SUC-3,CL-846,2025-06-01,Página Web,Tarjeta,EMP-1,649.68
C-002716,SUC-25,CL-6569,2025-05-31,Página Web,PayPal,EMP-22,142.52
C-002717,SUC-13,CL-3104,2025-05-27,Página Web,Bizum,EMP-40,670.09
C-002718,SUC-26,CL-9380,2025-08-12,Presencial,Efectivo,EMP-59,797.74
C-002719,SUC-23,CL-6229,2025-07-24,Distribuidor,PayPal,EMP-80,1109.01
C-002720,SUC-29,,2025-06-29,TikTok,Transferencia,EMP-87,1299.8
C-002721,SUC-18,CL-4528,2025-06-22,Presencial,PayPal,EMP-56,187.34
c_002722,SUC-50,CL-8927,2025-06-27,Distribuidor,Bizum,EMP-16,1309.57
c_002723,SUC-24,CL-8917,2025-05-26,Presencial,Efectivo,EMP-72,1465.01
c_002724,SUC-8,CL-7616,2025-08-13,Distribuidor,Tarjeta,EMP-51,975.87
C-002725,SUC-17,CL-3588,2025-06-17,Página Web,Cheque,EMP-39,1401.1
C-002726,SUC-24,CL-4389,2025-07-12,Presencial,Bizum,EMP-12,1051.79
C-002727,SUC-1,CL-6531,2025-07-23,Página Web,Bizum,EMP-42,775.17
C-002728,SUC-8,CL-3113,2025-06-07,Distribuidor,Efectivo,EMP-60,596.22
c_002729,SUC-7,CL-7804,2025-08-16,Instagram,PayPal,EMP-38,1410.44
C-002730,SUC-49,CL-4800,2026-01-01,Amazon,Transferencia,EMP-78,-286.47097508720367
c_002731,SUC-6,CL-1402,2025-07-18,Página Web,Bizum,EMP-37,1249.2
c_002732,SUC-29,CL-3620,2025-06-03,Amazon,Tarjeta,EMP-8,1055.82
c_002733,SUC-46,CL-3895,2025-07-08,Amazon,Transferencia,EMP-92,479.77
c_002734,SUC-9,CL-789,2025-07-11,Presencial,Tarjeta,EMP-32,1312.93
C-002735,SUC-20,CL-9492,2025-08-02,Instagram,PayPal,EMP-100,1154.15
c_002736,SUC-42,CL-2127,2025-06-08,Presencial,Amazon Pay,EMP-61,825.51
c_002737,SUC-38,CL-9790,2025-08-03,Instagram,Amazon Pay,EMP-83,395.74
C-002738,SUC-2,CL-6283,2025-06-29,Amazon,PayPal,EMP-56,816.61
C-002739,SUC-4,CL-3927,2025-06-21,Instagram,Bizum,EMP-39,1137.24
C-002740,SUC-25,CL-8729,2025-08-21,,Tarjeta,EMP-10,224.77
C-002741,SUC-31,CL-8077,2025-06-13,Distribuidor,PayPal,EMP-91,307.28
C-002742,SUC-10,CL-5368,2025-07-07,Presencial,Transferencia,EMP-49,446.85
C-002743,SUC-7,CL-3770,2025-08-07,Presencial,Amazon Pay,EMP-15,1462.46
c_002744,SUC-19,CL-673,2025-06-27,Página Web,PayPal,EMP-12,40.14
C-002745,SUC-16,CL-7215,2025-06-18,Página Web,Amazon Pay,EMP-00001,1256.04
C-002746,SUC-48,CL-3630,2025-05-30,Página Web,PayPal,EMP-16,491.73
c_002747,SUC-25,CL-3334,2025-08-20,Instagram,Tarjeta,EMP-50,401.48
C-002748,SUC-48,CL-141,2025-06-22,Distribuidor,Efectivo,EMP-1,855.99
C-002749,SUC-11,CL-8991,2025-06-20,Amazon,PayPal,EMP-5,550.35
,SUC-3,CL-2459,2025-06-05,Página Web,Cheque,EMP-26,1227.27
c_002751,SUC-11,CL-8371,2025-06-06,Distribuidor,PayPal,EMP-3,520.41
C-002752,SUC-14,CL-1298,2025-08-10,Instagram,PayPal,EMP-55,1037.53
C-002753,SUC-39,CL-3471,2025-06-04,Distribuidor,PayPal,EMP-71,1068.19
c_002754,SUC-21,CL-1215,2025-06-16,Instagram,Amazon Pay,EMP-44,846.36
C-002755,SUC-19,CL-763,2025-07-20,Presencial,Efectivo,EMP-83,367.73
C-002756,SUC-28,CL-2298,2025-07-27,Instagram,Amazon Pay,EMP-51,569.25
C-002757,SUC-40,CL-3888,2025-06-26,Distribuidor,Tarjeta,EMP-3,1131.82
C-002758,SUC-3,CL-9016,2025-07-17,Amazon,Efectivo,EMP-60,792.36
C-002759,SUC-22,CL-5456,2025-07-12,Página Web,Amazon Pay,EMP-9,312.15
c_002760,SUC-36,,2025-07-21,,Bizum,EMP-79,-259.43286815426666
c_002761,SUC-23,CL-5213,2025-07-24,Distribuidor,Tarjeta,EMP-43,416.2
C-002762,SUC-11,CL-313,2025-06-03,Presencial,Amazon Pay,EMP-34,282.89
C-002763,SUC-21,CL-5364,2025-06-23,Página Web,Efectivo,EMP-33,1307.45
C-002764,SUC-9,CL-418,2025-08-06,Distribuidor,Transferencia,EMP-27,199.12
C-002765,SUC-40,CL-6597,2025-07-29,Instagram,PayPal,EMP-5,1470.69
C-002766,SUC-11,CL-4967,2025-06-05,Amazon,Bizum,EMP-61,354.33
C-002767,SUC-29,CL-9447,2025-05-29,Presencial,Tarjeta,EMP-21,970.62
C-002768,SUC-7,CL-6747,2025-06-24,Distribuidor,Transferencia,EMP-49,1405.03
c_002769,SUC-1,CL-7939,2025-07-27,Presencial,Bizum,EMP-56,822.45
c_002770,SUC-17,CL-4433,2025-07-31,Instagram,Tarjeta,EMP-71,1177.11
C-002771,SUC-46,CL-6782,2025-06-05,Presencial,PayPal,EMP-94,169.44
c_002772,SUC-39,CL-4871,2025-07-04,Presencial,Transferencia,EMP-96,1399.92
C-002773,SUC-12,CL-9054,2025-06-07,Amazon,PayPal,EMP-53,424.73
C-002774,SUC-5,CL-5999,2025-06-10,Distribuidor,Amazon Pay,EMP-75,1052.75
C-002775,SUC-48,CL-6550,2025-05-28,Presencial,,EMP-31,1090.79
C-002776,SUC-16,CL-1281,2025-06-15,Amazon,Efectivo,EMP-75,859.83
C-002777,SUC-4,CL-546,2025-06-14,Amazon,PayPal,EMP-12,1242.84
C-002778,SUC-23,CL-5200,2025-06-08,Presencial,Amazon Pay,EMP-27,1493.63
C-002779,SUC-47,CL-8258,2025-07-06,Distribuidor,Efectivo,EMP-86,991.01
c_002780,SUC-6,CL-7229,2025-08-18,Desconocido,Efectivo,EMP-56,1034.57
C-002781,SUC-17,CL-7686,2025-08-15,Distribuidor,Transferencia,EMP-18,1319.64
C-002782,SUC-9,CL-2448,2025-07-24,Distribuidor,Efectivo,EMP-6,500.49
c_002783,SUC-25,CL-5400,2025-06-25,Presencial,Bizum,EMP-71,913.24
c_002784,SUC-2,CL-4499,2025-07-17,Instagram,Efectivo,EMP-16,666.64
c_002785,SUC-27,CL-7399,2025-06-01,Amazon,Efectivo,EMP-46,617.66
C-002786,SUC-23,CL-402,2025-07-15,Amazon,Efectivo,EMP-54,313.53
C-002787,SUC-49,CL-6433,2025-06-01,Amazon,Transferencia,EMP-35,1376.43
c_002788,SUC-25,CL-2221,2025-05-27,Página Web,Amazon Pay,EMP-44,943.46
C-002789,SUC-18,CL-4144,2025-07-31,Instagram,Amazon Pay,EMP-14,556.85
C-002790,SUC-39,CL-9440,2025-06-20,Presencial,Efectivo,,-491.3440839752338
C-002791,SUC-38,CL-6324,2025-08-03,Amazon,Tarjeta,EMP-15,384.73
C-002792,SUC-28,CL-9550,2025-06-24,Distribuidor,PayPal,EMP-35,284.8
C-002793,SUC-46,CL-1523,2025-07-30,Instagram,Bizum,EMP-40,919.98
C-002794,SUC-6,CL-9252,2025-06-20,Presencial,Bizum,EMP-42,1233.26
C-002795,SUC-6,CL-379,2025-05-31,Amazon,Transferencia,EMP-3,512.3
c_002796,SUC-23,CL-6252,2025-05-31,Página Web,Efectivo,EMP-86,234.71
c_002797,SUC-49,CL-2842,2025-06-24,Distribuidor,Amazon Pay,EMP-42,1337.73
C-002798,SUC-50,CL-6476,2025-07-05,Página Web,Tarjeta,EMP-24,391.56
C-002799,SUC-15,CL-6652,2025-07-17,Distribuidor,Bizum,EMP-80,10.36
C-002800,SUC-34,CL-3200,2026-01-01,Distribuidor,,EMP-3,1294.2
C-002801,SUC-2,CL-7525,2025-07-11,Página Web,PayPal,EMP-22,987.69
C-002802,SUC-3,CL-4927,2025-06-23,Amazon,Amazon Pay,EMP-35,479.85
c_002803,SUC-25,CL-7082,2025-06-02,Instagram,Amazon Pay,EMP-78,1280.7
c_002804,SUC-38,CL-4162,2025-06-12,Distribuidor,Efectivo,EMP-26,75.02
C-002805,SUC-6,CL-8615,2025-08-21,Instagram,Amazon Pay,EMP-84,757.49
C-002806,SUC-48,CL-8924,2025-06-26,Distribuidor,Bizum,EMP-59,1245.0
C-002807,SUC-6,CL-1346,2025-07-15,Presencial,Transferencia,EMP-85,1438.08
C-002808,SUC-12,CL-5845,2025-08-16,Presencial,Bizum,EMP-74,962.23
c_002809,SUC-40,CL-6712,2025-07-10,Distribuidor,PayPal,EMP-21,755.79
C-002810,SUC-30,CL-3951,2025-07-04,Página Web,Efectivo,EMP-22,243.71
c_002811,SUC-31,CL-722,2025-06-24,Distribuidor,PayPal,EMP-58,1233.56
C-002812,SUC-49,CL-9902,2025-07-07,Amazon,Bizum,EMP-96,1364.09
c_002813,SUC-13,CL-7401,2025-07-29,Instagram,Tarjeta,EMP-42,45.23
c_002814,SUC-4,CL-7067,2025-06-30,Presencial,Bizum,EMP-51,929.36
c_002815,SUC-13,CL-4792,2025-07-06,Instagram,Efectivo,EMP-51,1352.4
c_002816,SUC-35,CL-3721,2025-07-23,Presencial,Efectivo,EMP-90,449.78
C-002817,SUC-34,CL-497,2025-07-14,Página Web,PayPal,EMP-12,1329.72
C-002818,SUC-44,CL-7452,2025-08-08,Página Web,Transferencia,EMP-15,528.4
C-002819,SUC-21,CL-7041,2025-07-12,Página Web,Amazon Pay,EMP-33,239.43
C-002820,SUC-25,CL-4525,2025-07-11,Presencial,Transferencia,EMP-98,
C-002821,SUC-8,CL-1461,2025-08-03,Presencial,Transferencia,EMP-35,644.1
C-002822,SUC-32,CL-833,2025-06-17,Presencial,Transferencia,EMP-83,532.06
C-002823,SUC-11,CL-8910,2025-07-28,Amazon,Bizum,EMP-56,310.7
C-002824,SUC-9,CL-6826,2025-07-27,Amazon,Efectivo,EMP-41,731.33
C-002825,SUC-29,CL-7016,2025-08-17,Presencial,Cheque,EMP-88,1375.64
C-002826,SUC-13,CL-4970,2025-07-03,Distribuidor,PayPal,EMP-58,298.2
c_002827,SUC-26,CL-1538,2025-06-29,Amazon,Amazon Pay,EMP-47,908.43
c_002828,SUC-31,CL-1730,2025-07-08,Presencial,Amazon Pay,EMP-52,206.81
c_002829,SUC-35,CL-7740,2025-08-16,Distribuidor,Tarjeta,EMP-81,122.62
C-002830,SUC-19,CL-1026,2025-06-30,Amazon,Amazon Pay,EMP-100,686.26
C-002831,SUC-40,CL-5658,2025-06-03,Distribuidor,PayPal,EMP-88,1298.85
C-002832,SUC-3,CL-514,2025-07-08,Distribuidor,Transferencia,EMP-77,617.53
C-002833,SUC-14,CL-449,2025-06-29,Amazon,Amazon Pay,EMP-80,1457.69
C-002834,SUC-31,CL-3628,2025-08-12,Distribuidor,PayPal,EMP-96,661.55
C-002835,SUC-20,CL-126,,Distribuidor,Bizum,,411.96
C-002836,SUC-32,CL-5288,2025-08-03,Instagram,Transferencia,EMP-4,1087.75
C-002837,SUC-38,CL-8906,2025-06-02,Página Web,Tarjeta,EMP-14,482.94
C-002838,SUC-41,CL-9678,2025-06-09,Distribuidor,Efectivo,EMP-79,166.02
C-002839,SUC-2,CL-1329,2025-07-06,Página Web,Efectivo,EMP-68,357.36
C-002840,SUC-14,,2025-07-02,Instagram,Bizum,EMP-44,1167.66
C-002841,SUC-32,CL-9096,2025-07-09,Página Web,Efectivo,EMP-3,764.82
C-002842,SUC-15,CL-3931,2025-06-13,Página Web,Amazon Pay,EMP-16,1442.47
c_002843,SUC-21,CL-1657,2025-07-14,Amazon,Tarjeta,EMP-19,699.63
c_002844,SUC-33,CL-1745,2025-06-02,Presencial,Efectivo,EMP-92,263.07
c_002845,SUC-1,CL-7891,2025-07-12,Presencial,Tarjeta,EMP-95,648.95
c_002846,SUC-48,CL-3166,2025-08-16,Página Web,Transferencia,EMP-86,1157.25
C-002847,SUC-37,CL-5790,2025-08-13,Amazon,Bizum,EMP-83,539.36
C-002848,SUC-16,CL-1404,2025-06-05,Distribuidor,Transferencia,EMP-37,220.76
C-002849,SUC-31,CL-9435,2025-06-22,Presencial,Bizum,EMP-27,686.36
,SUC-38,CL-612,2025-07-29,Amazon,,EMP-44,839.4
C-002851,SUC-24,CL-9595,2025-08-01,Distribuidor,Efectivo,EMP-77,949.87
C-002852,SUC-33,CL-6596,2025-06-13,Instagram,Transferencia,EMP-51,1177.87
C-002853,SUC-35,CL-2138,2025-07-03,Página Web,Efectivo,EMP-19,1302.36
c_002854,SUC-50,CL-6919,2025-06-05,Distribuidor,Transferencia,EMP-73,162.91
c_002855,SUC-24,CL-8887,2025-08-17,Amazon,Amazon Pay,EMP-61,885.3
C-002856,SUC-22,CL-6950,2025-07-04,Presencial,Amazon Pay,EMP-42,1376.28
c_002857,SUC-38,CL-5270,2025-06-26,Instagram,Bizum,EMP-73,761.88
c_002858,SUC-28,CL-2162,2025-07-26,Distribuidor,Tarjeta,EMP-72,355.42
c_002859,SUC-35,CL-5155,2025-07-09,Página Web,Bizum,EMP-93,807.33
C-002860,SUC-31,CL-5856,2025-06-24,Amazon,PayPal,EMP-50,598.92
c_002861,SUC-43,CL-5277,2025-06-14,Instagram,Amazon Pay,EMP-58,205.72
C-002862,SUC-16,CL-3051,2025-07-18,Distribuidor,PayPal,EMP-80,983.23
C-002863,SUC-43,CL-2950,2025-06-14,Amazon,Bizum,EMP-96,1012.58
C-002864,SUC-20,CL-936,2025-06-09,Página Web,PayPal,EMP-49,980.25
c_002865,SUC-8,CL-3026,2025-08-21,Distribuidor,Transferencia,EMP-21,1025.98
C-002866,SUC-29,CL-3714,2025-08-07,Amazon,PayPal,EMP-50,1483.71
C-002867,SUC-43,CL-2901,2025-08-11,Amazon,Bizum,EMP-36,212.48
c_002868,SUC-47,CL-5297,2025-06-30,Instagram,Tarjeta,EMP-33,1462.11
C-002869,SUC-3,CL-7770,2025-08-07,Instagram,Tarjeta,EMP-30,391.34
C-002870,SUC-15,CL-189,2026-01-01,Presencial,Amazon Pay,EMP-95,910.19
C-002871,SUC-39,CL-8068,2025-06-06,Página Web,PayPal,EMP-91,696.04
c_002872,SUC-6,CL-7969,2025-08-22,Distribuidor,Amazon Pay,EMP-43,838.87
c_002873,SUC-39,CL-4238,2025-07-27,Página Web,PayPal,EMP-96,1400.8
C-002874,SUC-27,CL-4406,2025-07-20,Instagram,Tarjeta,EMP-88,1007.8
c_002875,SUC-44,CL-518,2025-08-04,Instagram,Cheque,EMP-96,1377.39
C-002876,SUC-46,CL-2720,2025-07-09,Distribuidor,Bizum,EMP-63,43.91
C-002877,SUC-42,CL-1973,2025-08-02,Instagram,Bizum,EMP-71,24.5
C-002878,SUC-29,CL-6570,2025-06-14,Instagram,PayPal,EMP-89,22.28
C-002879,SUC-33,CL-5549,2025-08-05,Instagram,Amazon Pay,EMP-8,145.87
C-002880,SUC-34,CL-7582,2025-06-18,Página Web,Amazon Pay,EMP-00001,
C-002881,SUC-5,CL-1658,2025-08-20,Presencial,Efectivo,EMP-46,564.34
C-002882,SUC-5,CL-1839,2025-05-31,Distribuidor,Amazon Pay,EMP-55,1323.5
c_002883,SUC-6,CL-5668,2025-06-14,Amazon,Amazon Pay,EMP-36,916.93
c_002884,SUC-50,CL-709,2025-06-10,Presencial,Bizum,EMP-41,821.86
c_002885,SUC-4,CL-86,2025-08-18,Página Web,Bizum,EMP-12,871.19
c_002886,SUC-4,CL-6830,2025-07-18,Distribuidor,Tarjeta,EMP-74,537.83
C-002887,SUC-21,CL-5227,2025-08-07,Página Web,Bizum,EMP-8,310.44
c_002888,SUC-24,CL-9113,2025-06-19,Amazon,Efectivo,EMP-63,982.75
C-002889,SUC-40,CL-3452,2025-08-08,Página Web,Amazon Pay,EMP-1,1498.29
c_002890,SUC-5,CL-2984,2025-06-03,Presencial,Amazon Pay,EMP-60,889.49
C-002891,SUC-18,CL-2019,2025-07-10,Distribuidor,Tarjeta,EMP-44,1415.98
C-002892,SUC-17,CL-7207,2025-06-08,Distribuidor,Transferencia,EMP-1,276.23
C-002893,SUC-12,CL-3223,2025-07-15,Amazon,Tarjeta,EMP-86,1446.08
C-002894,SUC-40,CL-2291,2025-07-05,Instagram,Efectivo,EMP-26,242.98
C-002895,SUC-38,CL-4556,2025-06-26,Página Web,PayPal,EMP-64,772.69
c_002896,SUC-36,CL-601,2025-07-11,Página Web,Amazon Pay,EMP-95,603.19
c_002897,SUC-30,CL-2612,2025-08-15,Presencial,Bizum,EMP-75,1289.85
C-002898,SUC-19,CL-7008,2025-05-29,Presencial,Efectivo,EMP-82,964.57
c_002899,SUC-30,CL-131,2025-06-13,Página Web,Tarjeta,EMP-35,1242.47
c_002900,SUC-1,CL-3098,2025-07-05,Desconocido,,EMP-57,1111.83
C-002901,SUC-3,CL-7343,2025-07-23,Distribuidor,PayPal,EMP-49,771.64
c_002902,SUC-36,CL-9148,2025-06-03,Instagram,Amazon Pay,EMP-45,862.87
C-002903,SUC-26,CL-2249,2025-06-25,Presencial,PayPal,EMP-73,1484.21
C-002904,SUC-29,CL-798,2025-07-09,Página Web,Bizum,EMP-92,637.37
C-002905,SUC-14,CL-1634,2026-01-01,Instagram,Transferencia,EMP-16,309.79
C-002906,SUC-9,CL-4054,2025-07-11,Amazon,Amazon Pay,EMP-12,1088.53
c_002907,SUC-4,CL-871,2025-06-29,Presencial,Efectivo,EMP-96,906.73
c_002908,SUC-3,CL-3600,2025-06-01,Distribuidor,PayPal,EMP-2,366.29
C-002909,SUC-49,CL-7396,2025-08-20,Página Web,Transferencia,EMP-7,788.78
C-002910,SUC-33,CL-2531,2025-08-20,Presencial,Bizum,EMP-60,-465.71108568551307
C-002911,SUC-34,CL-8179,2025-07-06,Página Web,Tarjeta,EMP-65,953.7
C-002912,SUC-23,CL-6752,2025-06-01,Página Web,Amazon Pay,EMP-90,1344.05
C-002913,SUC-47,CL-7993,2025-07-16,Instagram,Amazon Pay,EMP-70,425.32
C-002914,SUC-23,CL-1066,2025-08-20,Distribuidor,Amazon Pay,EMP-21,1146.82
c_002915,SUC-36,CL-8545,2025-07-15,Distribuidor,Transferencia,EMP-70,818.34
c_002916,SUC-50,CL-568,2025-06-07,Página Web,Amazon Pay,EMP-18,1359.82
c_002917,SUC-34,CL-5782,2025-08-15,Amazon,PayPal,EMP-99,1200.79
C-002918,SUC-15,CL-1507,2025-06-27,Instagram,PayPal,EMP-12,781.88
C-002919,SUC-25,CL-625,2025-05-26,Instagram,Efectivo,EMP-16,815.58
c_002920,SUC-38,CL-6518,2025-06-20,Instagram,PayPal,EMP-58,521.25
C-002921,SUC-17,CL-290,2025-06-01,Página Web,Efectivo,EMP-63,1383.99
C-002922,SUC-18,CL-2453,2025-07-12,Distribuidor,Tarjeta,EMP-54,535.4
C-002923,SUC-27,CL-9009,2025-06-28,Distribuidor,Tarjeta,EMP-37,363.98
C-002924,SUC-26,CL-2584,2025-06-21,Amazon,Tarjeta,EMP-14,981.84
c_002925,SUC-12,CL-5569,2025-07-10,Amazon,Cheque,,218.21
c_002926,SUC-14,CL-7566,2025-08-07,Instagram,Transferencia,EMP-32,278.68
c_002927,SUC-21,CL-9268,2025-08-09,Instagram,Transferencia,EMP-8,1424.28
c_002928,SUC-28,CL-3902,2025-07-04,Distribuidor,Amazon Pay,EMP-66,450.29
C-002929,SUC-22,CL-881,2025-08-03,Instagram,PayPal,EMP-3,742.8
C-002930,SUC-50,CL-2142,2025-07-25,Presencial,PayPal,EMP-73,293.06
C-002931,SUC-37,CL-5164,2025-07-17,Instagram,PayPal,EMP-20,1231.74
C-002932,SUC-5,CL-6404,2025-08-16,Presencial,Transferencia,EMP-84,992.03
C-002933,SUC-41,CL-7406,2025-08-05,Página Web,Bizum,EMP-5,924.37
c_002934,SUC-10,CL-8034,2025-07-12,Amazon,Tarjeta,EMP-78,1191.69
C-002935,SUC-50,CL-127,2025-06-28,Presencial,Efectivo,EMP-70,1447.81
C-002936,SUC-28,CL-2052,2025-07-21,Página Web,Bizum,EMP-41,614.61
C-002937,SUC-32,CL-1762,2025-06-10,Amazon,Bizum,EMP-62,318.23
C-002938,SUC-38,CL-5350,2025-08-20,Instagram,Efectivo,EMP-62,1472.7
C-002939,SUC-29,CL-6926,2025-06-20,Presencial,PayPal,EMP-56,1313.9
C-002940,SUC-33,CL-3810,,Desconocido,Transferencia,EMP-100,
c_002941,SUC-29,CL-9110,2025-08-14,Amazon,Amazon Pay,EMP-34,1058.9
C-002942,SUC-39,CL-9524,2025-07-11,Presencial,Amazon Pay,EMP-26,997.5
c_002943,SUC-19,CL-774,2025-07-28,Amazon,PayPal,EMP-59,955.09
C-002944,SUC-18,CL-8121,2025-06-23,Instagram,Efectivo,EMP-44,81.12
C-002945,SUC-17,CL-5876,2025-05-29,Página Web,Efectivo,EMP-92,192.23
C-002946,SUC-24,CL-6065,2025-06-21,Amazon,PayPal,EMP-80,1289.66
C-002947,SUC-49,CL-9690,2025-07-11,Página Web,Tarjeta,EMP-61,1114.07
C-002948,SUC-20,CL-1578,2025-06-26,Presencial,Efectivo,EMP-60,458.83
C-002949,SUC-40,CL-7141,2025-06-22,Distribuidor,PayPal,EMP-51,71.73
,SUC-42,CL-6557,2025-08-13,Amazon,Cheque,EMP-58,436.51
C-002951,SUC-37,CL-3723,2025-06-27,Instagram,Efectivo,EMP-65,541.05
C-002952,SUC-48,CL-8184,2025-07-05,Página Web,Amazon Pay,EMP-2,1059.27
C-002953,SUC-38,CL-8048,2025-08-05,Amazon,Transferencia,EMP-17,1197.5
C-002954,SUC-18,CL-3198,2025-06-10,Distribuidor,Tarjeta,EMP-61,1424.52
C-002955,SUC-13,CL-3616,2025-06-21,Instagram,Bizum,EMP-95,1393.15
c_002956,SUC-39,CL-1671,2025-06-09,Página Web,Efectivo,EMP-54,1360.32
c_002957,SUC-16,CL-5526,2025-07-28,Amazon,Transferencia,EMP-9,691.39
