pago_id,venta_id,fecha_cobro,monto_total,metodo_pago,estado_pago
PG-000897,C-6886,2025-08-25,1213.06,PayPal,Pendiente
PG-000898,C-8004,2025-07-10,787.74,PayPal,Completado
PG-000899,C-7617,2025-08-21,1837.07,Amazon Pay,Pendiente
,C-1421,2025-08-08,1910.09,Bizum,Completado
PG-000901,C-9765,2025-08-20,187.68,PayPal,Completado
pg_000902,C-2141,2025-07-31,756.32,Transferencia,Completado
PG-000903,C-3037,2025-08-24,1717.66,Transferencia,Completado
PG-000904,C-6050,2025-08-07,684.92,Transferencia,Fallido
PG-000905,C-9415,2025-08-09,1304.06,PayPal,Completado
pg_000906,C-9463,2025-07-18,62.21,Transferencia,Pendiente
PG-000907,C-5892,2025-07-14,1876.31,Transferencia,Pendiente
PG-000908,C-4633,2025-07-02,566.66,Transferencia,Completado
PG-000909,C-4144,2025-08-09,1348.47,Bizum,Fallido
PG-000910,C-8432,2025-08-11,-292.726334505408,Amazon Pay,Completado
pg_000911,C-6357,2025-08-15,1683.9,Tarjeta,Pendiente
PG-000912,C-322,2025-08-21,558.75,Tarjeta,Fallido
pg_000913,C-3853,2025-08-12,1042.14,Tarjeta,Pendiente
pg_000914,C-5983,2025-08-25,996.39,PayPal,Pendiente
PG-000915,C-6275,2025-07-03,111.33,PayPal,Completado
pg_000916,C-985,2025-08-14,1690.82,Transferencia,Fallido
pg_000917,C-1546,2025-08-20,469.86,Amazon Pay,Completado
PG-000918,C-6001,2025-07-30,1918.09,PayPal,Fallido
PG-000919,C-7007,2025-07-19,652.65,Amazon Pay,Completado
PG-000920,,2025-08-18,1894.17,Tarjeta,Pendiente
PG-000921,C-8475,2025-08-22,564.51,Efectivo,Pendiente
PG-000922,C-2071,2025-07-16,1034.42,Transferencia,Completado
pg_000923,C-4864,2025-07-26,1450.55,PayPal,Completado
PG-000924,C-3694,2025-07-24,195.41,PayPal,Completado
PG-000925,C-2717,2025-08-20,621.79,Cheque,Pendiente
PG-000926,C-2242,2025-08-12,962.63,PayPal,Completado
pg_000927,C-8349,2025-07-19,1418.15,PayPal,Pendiente
pg_000928,C-8400,2025-08-07,437.12,Transferencia,Pendiente
PG-000929,C-6731,2025-07-19,187.08,Tarjeta,Pendiente
pg_000930,C-4030,2025-08-14,1600.03,Bizum,Fallido
PG-000931,C-3122,2025-07-23,402.8,Transferencia,Completado
pg_000932,C-1552,2025-07-04,335.4,Transferencia,Completado
PG-000933,C-8470,2025-08-26,1268.06,Bizum,Completado
PG-000934,C-2617,2025-07-26,455.5,Bizum,Pendiente
pg_000935,C-7796,2025-07-30,933.3,Tarjeta,Pendiente
PG-000936,C-4814,2025-07-17,170.43,Transferencia,Fallido
pg_000937,C-4722,2025-07-17,1645.27,Transferencia,Pendiente
PG-000938,C-2808,2025-07-13,1405.79,Transferencia,Completado
pg_000939,C-1865,2025-08-16,1928.83,Tarjeta,Pendiente
PG-000940,C-3703,2025-08-24,1414.52,Bizum,✔ Pagado
pg_000941,C-8396,2025-07-24,1571.89,PayPal,Pendiente
pg_000942,C-8391,2025-08-26,224.08,Efectivo,Pendiente
pg_000943,C-6122,2025-07-10,1404.99,Transferencia,Fallido
PG-000944,C-2093,2025-08-22,198.5,Amazon Pay,Completado
pg_000945,C-2222,2025-08-28,-44.749220279725506,PayPal,Pendiente
PG-000946,C-6136,2025-07-21,505.54,Transferencia,Completado
pg_000947,C-5125,2025-08-16,1763.57,Transferencia,Completado
PG-000948,C-6130,2025-07-12,1302.73,PayPal,Completado
PG-000949,C-6447,2025-08-04,1343.98,PayPal,Pendiente
pg_000950,C-2956,2025-07-26,406.3,Tarjeta,Fallido
PG-000951,C-9320,2025-07-11,1452.94,Efectivo,Fallido
PG-000952,C-8437,2025-07-16,1618.95,Efectivo,Completado
pg_000953,C-6193,2025-08-02,1866.08,Efectivo,Fallido
pg_000954,C-3182,2025-08-16,1838.69,Amazon Pay,Fallido
pg_000955,C-8511,2025-08-01,882.49,Efectivo,Completado
PG-000956,C-9772,2025-08-01,209.66,PayPal,Pendiente
pg_000957,C-2612,2025-07-04,1710.56,Efectivo,Fallido
pg_000958,C-8752,2025-08-24,1175.07,Tarjeta,Pendiente
pg_000959,C-9988,2025-08-07,64.69,PayPal,Completado
PG-000960,C-361,2026-01-01,619.79,Bizum,Completado
PG-000961,C-6267,2025-08-14,806.17,Tarjeta,Pendiente
PG-000962,C-9953,2025-07-10,1673.77,Bizum,Completado
pg_000963,C-8270,2025-07-07,1968.91,Transferencia,Fallido
PG-000964,C-7010,2025-07-08,394.88,Bizum,Completado
PG-000965,C-5600,2025-07-23,610.15,Efectivo,Fallido
PG-000966,C-1694,2025-07-12,1959.12,PayPal,Completado
PG-000967,C-3424,2025-08-24,922.43,Amazon Pay,Pendiente
PG-000968,C-3499,2025-08-07,1830.58,Bizum,Pendiente
PG-000969,C-4996,2025-08-12,1801.67,Amazon Pay,Fallido
pg_000970,C-9785,2025-07-18,120.89,Tarjeta,Completado
pg_000971,C-8758,2025-08-13,1355.8,Bizum,Pendiente
PG-000972,C-5413,2025-08-20,229.99,Bizum,Fallido
PG-000973,C-4280,2025-07-23,580.85,Transferencia,Completado
pg_000974,C-2715,2025-07-19,790.53,Tarjeta,Fallido
pg_000975,C-4422,2025-07-20,1970.82,PayPal,Fallido
pg_000976,C-3423,2025-08-16,584.13,Bizum,Pendiente
PG-000977,C-3464,2025-07-09,1386.45,Bizum,Pendiente
pg_000978,C-9661,2025-08-16,1295.09,Amazon Pay,Completado
pg_000979,C-8473,2025-07-21,1253.76,Efectivo,Pendiente
PG-000980,C-1495,2025-08-24,1452.08,Efectivo,Completado
pg_000981,C-4702,2025-08-15,414.78,PayPal,Fallido
PG-000982,C-4984,2025-08-11,975.62,Bizum,Pendiente
PG-000983,C-601,2025-08-06,1074.53,Transferencia,Completado
pg_000984,C-129,2025-08-06,259.17,Efectivo,Pendiente
PG-000985,C-8050,2025-07-13,1354.18,PayPal,Fallido
PG-000986,C-7447,2025-08-28,1464.95,Tarjeta,Completado
PG-000987,C-4583,2025-07-25,1720.13,PayPal,Pendiente
pg_000988,C-3564,2025-07-19,993.92,Amazon Pay,Completado
pg_000989,C-1884,2025-08-04,208.62,Tarjeta,Pendiente
PG-000990,C-9061,,1801.55,Bizum,Fallido
pg_000991,C-3747,2025-07-01,207.06,Amazon Pay,Fallido
PG-000992,C-1345,2025-08-10,918.42,Transferencia,Pendiente
PG-000993,C-7885,2025-07-25,1881.29,Efectivo,Fallido
PG-000994,C-7939,2025-07-11,365.03,Bizum,Pendiente
PG-000995,C-1236,2025-07-30,67.11,Transferencia,Fallido
PG-000996,C-7552,2025-08-05,121.08,Transferencia,Completado
pg_000997,C-5241,2025-08-17,1758.97,Amazon Pay,Fallido
pg_000998,C-9073,2025-07-30,985.84,Amazon Pay,Completado
PG-000999,C-6329,2025-08-22,574.08,Amazon Pay,Pendiente
PG-001000,,2025-08-25,847.84,Tarjeta,En proceso
pg_001001,C-8459,2025-07-23,1004.81,Amazon Pay,Pendiente
PG-001002,C-3791,2025-07-11,1547.29,Transferencia,Completado
PG-001003,C-8146,2025-07-24,1122.81,PayPal,Completado
PG-001004,C-7132,2025-07-02,986.61,Bizum,Pendiente
PG-001005,C-8816,2025-07-02,432.99,Bizum,Completado
pg_001006,C-6356,2025-08-25,1768.75,Transferencia,Pendiente
PG-001007,C-7868,2025-08-26,1446.97,Efectivo,Fallido
pg_001008,C-5564,2025-08-18,337.57,PayPal,Pendiente
pg_001009,C-4855,2025-07-26,78.88,Efectivo,Completado
PG-001010,C-6290,2025-08-16,734.65,Bizum,Fallido
PG-001011,C-8009,2025-08-28,898.01,Bizum,Fallido
PG-001012,C-3950,2025-08-07,457.5,PayPal,Pendiente
PG-001013,C-1135,2025-07-23,620.21,PayPal,Fallido
PG-001014,C-8080,2025-07-06,1414.08,Transferencia,Fallido
PG-001015,C-8243,2025-08-22,,Tarjeta,Pendiente
pg_001016,C-8018,2025-07-21,1293.18,Bizum,Fallido
PG-001017,C-4382,2025-08-09,1870.59,PayPal,Completado
PG-001018,C-9896,2025-07-05,884.46,Bizum,Fallido
PG-001019,C-6390,2025-08-02,702.26,Transferencia,Fallido
pg_001020,C-9526,2025-08-11,182.63,PayPal,En proceso
pg_001021,C-7753,2025-08-14,213.82,Efectivo,Pendiente
PG-001022,C-3255,2025-07-22,1698.46,Tarjeta,Fallido
pg_001023,C-6901,2025-08-02,415.54,Efectivo,Fallido
PG-001024,C-3400,2025-08-07,302.74,Amazon Pay,Pendiente
PG-001025,C-5,2025-08-22,840.56,Cheque,Pendiente
pg_001026,C-749,2025-07-27,553.35,Amazon Pay,Pendiente
PG-001027,C-4159,2025-08-10,1448.21,Transferencia,Fallido
pg_001028,C-342,2025-07-21,1035.57,Tarjeta,Fallido
PG-001029,C-7867,2025-08-12,946.21,Bizum,Completado
pg_001030,C-1065,2025-08-07,1137.13,Amazon Pay,Pendiente
pg_001031,C-5537,2025-08-21,1780.68,Efectivo,Fallido
PG-001032,C-4689,2025-08-16,1115.3,Tarjeta,Pendiente
PG-001033,C-2075,2025-08-22,1234.11,Amazon Pay,Completado
pg_001034,C-7051,2025-07-12,565.11,PayPal,Completado
PG-001035,C-4501,2025-07-17,1416.11,Efectivo,Fallido
PG-001036,C-395,2025-07-23,1130.75,PayPal,Pendiente
PG-001037,C-40,2025-07-08,1620.59,Transferencia,Fallido
pg_001038,C-7160,2025-07-03,1621.27,Transferencia,Pendiente
PG-001039,C-7592,2025-08-23,632.34,Amazon Pay,Fallido
PG-001040,,2025-07-24,732.9,Amazon Pay,En proceso
PG-001041,C-5960,2025-07-31,300.75,Efectivo,Completado
PG-001042,C-190,2025-07-13,142.54,Bizum,Fallido
PG-001043,C-4318,2025-07-29,1649.48,Amazon Pay,Fallido
PG-001044,C-2751,2025-08-10,425.97,Tarjeta,Completado
pg_001045,C-7227,2025-07-03,238.38,Transferencia,Completado
PG-001046,C-1333,2025-08-15,1582.82,PayPal,Fallido
pg_001047,C-6298,2025-08-28,1648.98,Tarjeta,Pendiente
pg_001048,C-2,2025-07-15,987.96,Amazon Pay,Fallido
PG-001049,C-3431,2025-07-14,1386.46,PayPal,Completado
,C-2753,,,,Completado
pg_001051,C-7131,2025-07-12,767.81,Bizum,Fallido
pg_001052,C-9640,2025-07-03,62.3,Tarjeta,Completado
PG-001053,C-9793,2025-08-24,1810.38,Bizum,Pendiente
pg_001054,C-2471,2025-07-03,1168.26,Amazon Pay,Completado
pg_001055,C-3931,2025-07-18,1592.25,Amazon Pay,Completado
PG-001056,C-7390,2025-08-20,83.68,PayPal,Completado
pg_001057,C-3827,2025-08-22,695.15,Tarjeta,Completado
pg_001058,C-5848,2025-07-05,1562.88,Transferencia,Completado
PG-001059,C-6388,2025-07-15,682.06,Amazon Pay,Pendiente
PG-001060,C-2144,2025-07-18,1437.86,Bizum,✔ Pagado
pg_001061,C-1680,2025-08-09,1840.85,Bizum,Pendiente
PG-001062,C-9283,2025-07-04,655.42,Amazon Pay,Pendiente
PG-001063,C-9939,2025-08-24,838.66,Efectivo,Completado
pg_001064,C-9379,2025-08-02,625.05,Transferencia,Completado
PG-001065,C-3579,2025-07-21,115.78,Bizum,Completado
pg_001066,C-1097,2025-08-01,474.38,Tarjeta,Completado
pg_001067,C-6794,2025-07-01,827.02,Bizum,Fallido
PG-001068,C-7430,2025-08-10,1795.91,Amazon Pay,Completado
PG-001069,C-7603,2025-08-16,1431.52,Transferencia,Completado
pg_001070,C-4498,2025-08-07,442.74,Tarjeta,Completado
PG-001071,C-3081,2025-08-05,665.7,Amazon Pay,Pendiente
PG-001072,C-5088,2025-08-10,1962.98,PayPal,Completado
pg_001073,C-7791,2025-07-22,1002.78,Tarjeta,Completado
PG-001074,C-1220,2025-08-02,1856.57,Bizum,Fallido
PG-001075,C-1902,2025-08-05,284.31,Tarjeta,Completado
PG-001076,C-423,2025-08-02,1430.82,Transferencia,Fallido
pg_001077,C-6123,2025-08-11,694.58,Tarjeta,Pendiente
pg_001078,C-8908,2025-08-06,137.18,PayPal,Pendiente
pg_001079,C-5976,2025-07-24,190.5,Amazon Pay,Completado
pg_001080,C-2361,2025-07-29,1031.28,Transferencia,En proceso
pg_001081,C-4790,2025-08-09,591.87,Tarjeta,Pendiente
PG-001082,C-3854,2025-08-06,293.29,Efectivo,Completado
PG-001083,C-2195,2025-07-17,852.6,Efectivo,Pendiente
PG-001084,C-6453,2025-07-25,1517.36,Tarjeta,Fallido
PG-001085,C-8122,2025-08-06,-134.66775166719486,Tarjeta,Pendiente
PG-001086,C-4659,2025-07-13,1928.39,Tarjeta,Pendiente
pg_001087,C-6588,2025-07-18,1001.71,Efectivo,Fallido
pg_001088,C-4974,2025-08-15,488.53,PayPal,Pendiente
pg_001089,C-9303,2025-08-10,997.28,Amazon Pay,Completado
PG-001090,C-1955,2025-08-15,307.65,Efectivo,Completado
PG-001091,C-2872,2025-08-22,1491.96,Tarjeta,Pendiente
PG-001092,C-9303,2025-07-01,866.56,Tarjeta,Completado
pg_001093,C-2952,2025-07-04,307.25,Bizum,Fallido
PG-001094,C-4165,2025-08-26,191.49,Tarjeta,Pendiente
pg_001095,C-669,2025-07-18,1651.9,Transferencia,Completado
PG-001096,C-5872,2025-07-02,96.16,Bizum,Pendiente
pg_001097,C-7522,2025-08-10,1156.21,Tarjeta,Pendiente
pg_001098,C-9309,2025-07-04,599.98,Tarjeta,Fallido
pg_001099,C-1573,2025-08-25,1450.98,Amazon Pay,Completado
,C-9584,2025-07-22,1063.98,Tarjeta,Completado
pg_001101,C-8665,2025-08-21,980.44,Amazon Pay,Completado
PG-001102,C-6317,2025-08-17,630.3,PayPal,Pendiente
PG-001103,C-5277,2025-07-01,507.65,Amazon Pay,Pendiente
pg_001104,C-2621,2025-08-19,607.64,Efectivo,Pendiente
PG-001105,C-511,2025-08-14,1315.04,PayPal,Pendiente
pg_001106,C-8399,2025-07-06,574.33,Tarjeta,Completado
PG-001107,C-4232,2025-07-14,194.99,Transferencia,Completado
PG-001108,C-3849,2025-08-28,1389.86,Transferencia,Completado
pg_001109,C-4456,2025-07-26,744.99,Amazon Pay,Pendiente
pg_001110,C-1662,,1557.77,Transferencia,Completado
PG-001111,C-6953,2025-08-28,1877.16,Efectivo,Fallido
PG-001112,C-4005,2025-07-29,725.85,PayPal,Completado
PG-001113,C-6611,2025-07-27,1766.62,Bizum,Fallido
pg_001114,C-8755,2025-07-07,514.52,Efectivo,Fallido
pg_001115,C-9546,2025-07-22,816.16,PayPal,Pendiente
pg_001116,C-2117,2025-07-19,1407.96,Tarjeta,Pendiente
PG-001117,C-3867,2025-08-07,1618.93,PayPal,Fallido
PG-001118,C-2506,2025-07-29,1440.52,Transferencia,Completado
PG-001119,C-2974,2025-08-24,1090.73,PayPal,Completado
pg_001120,C-5682,2025-08-22,,Tarjeta,Fallido
PG-001121,C-6579,2025-08-15,1403.4,Transferencia,Pendiente
pg_001122,C-5018,2025-08-01,1688.88,Amazon Pay,Fallido
PG-001123,C-9270,2025-07-24,848.48,Efectivo,Pendiente
pg_001124,C-8360,2025-08-26,78.17,Bizum,Fallido
PG-001125,C-3618,2025-08-17,1476.25,Transferencia,Pendiente
PG-001126,C-9184,2025-08-10,1867.73,Tarjeta,Completado
PG-001127,C-619,2025-07-20,1565.76,Transferencia,Pendiente
PG-001128,C-1240,2025-07-06,1742.39,Amazon Pay,Fallido
pg_001129,C-481,2025-08-15,118.01,PayPal,Completado
pg_001130,C-784,2025-07-15,1591.79,Bizum,Fallido
pg_001131,C-6193,2025-07-15,849.43,Efectivo,Pendiente
PG-001132,C-8213,2025-08-25,711.19,Bizum,Pendiente
PG-001133,C-4219,2025-07-30,1990.81,PayPal,Pendiente
pg_001134,C-658,2025-07-20,813.14,Transferencia,Completado
PG-001135,C-7256,2025-07-15,402.76,Tarjeta,Fallido
pg_001136,C-3829,2025-07-22,970.84,Bizum,Fallido
PG-001137,C-7617,2025-07-15,220.3,PayPal,Pendiente
pg_001138,C-8323,2025-08-12,284.35,Tarjeta,Pendiente
PG-001139,C-2041,2025-08-12,522.37,Transferencia,Pendiente
pg_001140,C-4248,,118.74,Amazon Pay,Completado
PG-001141,C-488,2025-07-28,1089.8,Tarjeta,Fallido
pg_001142,C-8746,2025-07-05,93.44,PayPal,Pendiente
pg_001143,C-3241,2025-08-03,84.46,Bizum,Completado
PG-001144,C-6063,2025-08-05,475.15,Transferencia,Completado
PG-001145,C-1835,2025-07-25,1164.12,Transferencia,Completado
pg_001146,C-4694,2025-07-14,1610.87,Efectivo,Completado
PG-001147,C-8822,2025-08-27,1313.74,Tarjeta,Pendiente
PG-001148,C-1410,2025-07-13,1613.85,PayPal,Pendiente
PG-001149,C-7352,2025-07-10,1022.07,Transferencia,Pendiente
,C-2051,2025-08-12,441.76,,Completado
PG-001151,C-1290,2025-08-22,505.41,Efectivo,Fallido
PG-001152,C-4973,2025-07-04,154.53,Bizum,Pendiente
PG-001153,C-5558,2025-08-11,1404.67,Efectivo,Fallido
PG-001154,C-5638,2025-07-22,746.66,Transferencia,Fallido
PG-001155,C-4558,2025-07-15,,Transferencia,Fallido
PG-001156,C-1923,2025-07-06,1340.15,Tarjeta,Fallido
PG-001157,C-7905,2025-07-01,318.23,Tarjeta,Fallido
PG-001158,C-5175,2025-07-23,879.42,Transferencia,Fallido
PG-001159,C-8431,2025-07-06,1835.7,Tarjeta,Fallido
PG-001160,,2025-08-09,845.66,Bizum,✔ Pagado
PG-001161,C-541,2025-07-20,316.16,Transferencia,Completado
PG-001162,C-8313,2025-07-29,1345.12,Efectivo,Fallido
pg_001163,C-2793,2025-07-30,1811.33,Bizum,Pendiente
PG-001164,C-2002,2025-08-28,662.06,Transferencia,Fallido
PG-001165,C-2604,2025-08-20,1931.75,Transferencia,Pendiente
pg_001166,C-5662,2025-08-05,1828.75,Tarjeta,Completado
PG-001167,C-7317,2025-07-16,1530.9,Amazon Pay,Pendiente
PG-001168,C-6631,2025-07-06,1900.68,Transferencia,Completado
PG-001169,C-9445,2025-08-20,375.81,Bizum,Pendiente
pg_001170,C-7760,2026-01-01,1380.57,Transferencia,Completado
PG-001171,C-6685,2025-08-08,1373.05,Efectivo,Pendiente
PG-001172,C-7225,2025-08-24,1255.91,Transferencia,Completado
PG-001173,C-6287,2025-07-20,1032.68,Efectivo,Pendiente
pg_001174,C-7047,2025-07-01,132.97,Efectivo,Completado
pg_001175,C-2297,2025-07-28,574.27,Amazon Pay,Fallido
pg_001176,C-3784,2025-08-22,624.89,Efectivo,Fallido
PG-001177,C-8518,2025-07-22,1164.17,Efectivo,Fallido
pg_001178,C-7731,2025-07-21,133.32,Bizum,Pendiente
PG-001179,C-718,2025-07-29,800.83,Efectivo,Pendiente
PG-001180,C-1715,2025-08-14,1006.14,Tarjeta,✔ Pagado
PG-001181,C-3722,2025-08-28,161.31,PayPal,Completado
PG-001182,C-1852,2025-07-23,591.49,Amazon Pay,Pendiente
pg_001183,C-5574,2025-07-04,1555.46,Transferencia,Fallido
PG-001184,C-2887,2025-07-23,1896.31,Transferencia,Pendiente
pg_001185,C-7399,2025-08-16,70.16,Bizum,Completado
PG-001186,C-3088,2025-08-28,782.34,Tarjeta,Completado
PG-001187,C-3872,2025-08-15,573.83,Tarjeta,Completado
pg_001188,C-9395,2025-07-15,776.02,PayPal,Fallido
PG-001189,C-6546,2025-07-24,476.21,Efectivo,Completado
PG-001190,C-4942,2025-07-02,,Bizum,Fallido
pg_001191,C-5764,2025-08-14,1770.38,Efectivo,Pendiente
PG-001192,C-651,2025-07-13,517.53,Transferencia,Fallido
pg_001193,C-6296,2025-06-30,856.99,Bizum,Completado
PG-001194,C-6098,2025-07-19,1376.78,Amazon Pay,Pendiente
pg_001195,C-8718,2025-08-04,346.36,Efectivo,Fallido
PG-001196,C-1416,2025-07-03,80.17,Amazon Pay,Fallido
PG-001197,C-1733,2025-07-09,562.93,PayPal,Pendiente
PG-001198,C-3131,2025-07-11,1828.75,Efectivo,Fallido
pg_001199,C-7178,2025-08-17,289.2,PayPal,Fallido
pg_001200,,,1223.53,Bizum,Pendiente
pg_001201,C-5057,2025-08-01,601.17,Bizum,Fallido
pg_001202,C-9888,2025-08-09,531.63,Amazon Pay,Completado
PG-001203,C-2264,2025-07-07,1489.21,PayPal,Fallido
PG-001204,C-528,2025-08-28,1136.52,Efectivo,Pendiente
pg_001205,C-6120,2025-07-02,1521.43,Transferencia,Fallido
PG-001206,C-3533,2025-07-26,860.21,Efectivo,Completado
PG-001207,C-7099,2025-07-14,865.17,Efectivo,Fallido
pg_001208,C-9503,2025-08-12,1693.57,Efectivo,Fallido
PG-001209,C-5644,2025-07-09,1040.16,PayPal,Completado
PG-001210,C-8599,2025-07-14,409.32,Efectivo,Completado
pg_001211,C-1295,2025-07-19,1937.51,Amazon Pay,Completado
PG-001212,C-415,2025-08-11,201.03,Tarjeta,Fallido
PG-001213,C-7080,2025-07-29,961.27,Bizum,Fallido
PG-001214,C-7165,2025-08-08,620.98,Transferencia,Fallido
PG-001215,C-3855,2025-07-30,778.14,PayPal,Pendiente
PG-001216,C-9426,2025-07-14,1753.98,PayPal,Completado
PG-001217,C-6818,2025-07-17,1382.79,Efectivo,Pendiente
PG-001218,C-9422,2025-07-11,157.97,Amazon Pay,Completado
PG-001219,C-5407,2025-08-27,1022.77,Efectivo,Pendiente
pg_001220,C-4063,2025-06-30,1926.57,Tarjeta,En proceso
PG-001221,C-3554,2025-08-02,1396.0,Transferencia,Completado
pg_001222,C-4443,2025-07-15,997.27,Amazon Pay,Completado
pg_001223,C-2958,2025-08-21,82.13,Efectivo,Completado
PG-001224,C-157,2025-08-13,1464.16,Tarjeta,Completado
PG-001225,C-3183,2025-07-01,,Bizum,Completado
pg_001226,C-561,2025-07-28,198.08,Bizum,Completado
PG-001227,C-9523,2025-07-27,432.3,Transferencia,Fallido
PG-001228,C-6821,2025-07-16,260.4,Bizum,Fallido
PG-001229,C-3630,2025-07-29,217.71,Tarjeta,Pendiente
pg_001230,C-5137,,651.26,Bizum,Fallido
PG-001231,C-1006,2025-07-14,993.46,Tarjeta,Pendiente
pg_001232,C-5972,2025-07-01,662.16,Amazon Pay,Pendiente
PG-001233,C-2478,2025-07-22,1799.48,Transferencia,Completado
pg_001234,C-2709,2025-08-14,1302.57,Bizum,Fallido
pg_001235,C-4834,2025-07-14,724.88,PayPal,Fallido
PG-001236,C-8766,2025-07-09,1140.07,Amazon Pay,Fallido
pg_001237,C-844,2025-07-28,1686.97,Efectivo,Pendiente
pg_001238,C-2628,2025-07-07,1483.3,Transferencia,Pendiente
PG-001239,C-6149,2025-08-16,951.06,Transferencia,Completado
PG-001240,C-8597,2025-08-22,704.5,Amazon Pay,Completado
pg_001241,C-491,2025-07-13,1861.25,Tarjeta,Completado
PG-001242,C-5813,2025-07-10,709.41,Bizum,Pendiente
PG-001243,C-3545,2025-07-29,975.36,Amazon Pay,Fallido
PG-001244,C-2595,2025-08-23,1180.39,Transferencia,Pendiente
PG-001245,C-4503,2025-08-14,1303.9,Amazon Pay,Completado
pg_001246,C-291,2025-08-26,280.38,Transferencia,Fallido
pg_001247,C-2669,2025-07-13,733.7,Bizum,Fallido
PG-001248,C-8950,2025-08-21,1041.17,Efectivo,Pendiente
PG-001249,C-7809,2025-08-07,803.08,Efectivo,Pendiente
pg_001250,C-2735,2025-07-20,680.46,,Fallido
PG-001251,C-4362,2025-08-17,1125.99,Tarjeta,Completado
PG-001252,C-2994,2025-08-13,980.1,Bizum,Pendiente
PG-001253,C-3448,2025-07-02,508.81,Bizum,Fallido
PG-001254,C-9475,2025-07-08,809.98,Efectivo,Completado
PG-001255,C-8482,2025-08-07,652.78,Amazon Pay,Pendiente
pg_001256,C-2105,2025-07-27,786.12,Transferencia,Fallido
pg_001257,C-2995,2025-08-03,671.6,Bizum,Fallido
PG-001258,C-3493,2025-07-02,355.26,Efectivo,Pendiente
PG-001259,C-2202,2025-06-30,1896.34,Bizum,Fallido
PG-001260,C-1869,2025-08-24,-333.35772745040816,Efectivo,Completado
PG-001261,C-7353,2025-08-08,1929.65,Efectivo,Pendiente
PG-001262,C-9410,2025-08-16,103.47,Transferencia,Completado
PG-001263,C-8904,2025-08-16,1008.81,PayPal,Completado
PG-001264,C-7900,2025-07-11,1894.15,Efectivo,Completado
pg_001265,C-6024,2025-08-24,1274.04,Efectivo,Completado
PG-001266,C-2139,2025-07-30,1176.95,PayPal,Pendiente
PG-001267,C-8536,2025-08-22,1212.09,Bizum,Fallido
pg_001268,C-3218,2025-07-27,181.28,Tarjeta,Completado
pg_001269,C-4504,2025-07-18,471.45,Amazon Pay,Completado
PG-001270,C-2226,2025-08-01,722.52,Efectivo,Pendiente
PG-001271,C-8115,2025-07-06,1343.2,PayPal,Completado
PG-001272,C-9186,2025-07-24,604.44,Transferencia,Fallido
PG-001273,C-3622,2025-07-16,583.9,Tarjeta,Fallido
pg_001274,C-1043,2025-07-22,1299.76,Bizum,Pendiente
PG-001275,C-304,2025-08-28,1036.58,Efectivo,Pendiente
PG-001276,C-6445,2025-07-28,1469.56,Bizum,Pendiente
PG-001277,C-4209,2025-07-19,844.03,Bizum,Fallido
pg_001278,C-6054,2025-07-14,1226.87,Efectivo,Fallido
pg_001279,C-4672,2025-07-26,361.99,Efectivo,Fallido
PG-001280,C-913,2025-07-14,1569.12,Efectivo,Completado
PG-001281,C-704,2025-07-13,723.97,Bizum,Completado
PG-001282,C-7994,2025-08-19,160.2,PayPal,Completado
PG-001283,C-6627,2025-07-30,563.78,PayPal,Completado
PG-001284,C-3042,2025-07-16,156.93,Tarjeta,Fallido
PG-001285,C-351,2025-07-24,908.97,Efectivo,Completado
pg_001286,C-2895,2025-07-29,1561.82,Tarjeta,Fallido
PG-001287,C-4955,2025-07-13,1772.54,Amazon Pay,Fallido
pg_001288,C-5620,2025-07-14,132.37,Transferencia,Completado
PG-001289,C-8722,2025-07-05,1528.63,Efectivo,Completado
PG-001290,C-3304,,821.12,Bizum,Completado
pg_001291,C-3224,2025-08-11,511.54,Efectivo,Pendiente
PG-001292,C-1517,2025-08-01,1737.33,Transferencia,Pendiente
pg_001293,C-4641,2025-08-27,1685.63,Bizum,Fallido
PG-001294,C-7968,2025-08-05,617.6,Amazon Pay,Pendiente
PG-001295,C-5072,2025-08-19,,Transferencia,Pendiente
PG-001296,C-6699,2025-08-27,774.63,Transferencia,Completado
PG-001297,C-2658,2025-08-08,1909.91,Amazon Pay,Pendiente
pg_001298,C-7836,2025-08-15,1783.95,PayPal,Completado
pg_001299,C-899,2025-07-21,1739.7,Efectivo,Completado
pg_001300,C-5513,2025-07-31,641.68,Cheque,Completado
PG-001301,C-2870,2025-07-10,331.56,Transferencia,Completado
PG-001302,C-1387,2025-08-20,247.39,PayPal,Fallido
PG-001303,C-4306,2025-08-22,62.37,PayPal,Fallido
pg_001304,C-4722,2025-08-02,1016.29,Transferencia,Completado
PG-001305,C-2246,2025-08-05,895.91,Tarjeta,Pendiente
PG-001306,C-6812,2025-07-08,1510.68,Amazon Pay,Fallido
PG-001307,C-8849,2025-07-17,547.85,Amazon Pay,Pendiente
PG-001308,C-2052,2025-08-23,1206.23,Amazon Pay,Completado
PG-001309,C-2008,2025-07-12,436.01,Tarjeta,Fallido
PG-001310,C-9581,2025-07-24,1234.8,Tarjeta,Completado
pg_001311,C-7854,2025-07-01,1356.85,Efectivo,Pendiente
pg_001312,C-7820,2025-08-20,1555.63,Bizum,Fallido
pg_001313,C-5315,2025-08-12,1990.81,Transferencia,Completado
PG-001314,C-5802,2025-08-28,435.79,PayPal,Completado
PG-001315,C-985,2025-08-04,1394.63,Transferencia,Completado
PG-001316,C-7352,2025-08-06,1889.59,Tarjeta,Pendiente
